asset_id,type,expiry_days,usage_hours,priority
2108,server,349,47152,1
2109,router,1171,20035,2
2110,router,1811,53582,1
2111,iot,1427,71692,1
2112,iot,455,61027,3
2113,laptop,1599,46334,3
2114,router,2519,26232,2
2115,router,108,77977,1
2116,laptop,1020,39247,3
2117,router,2351,2176,2
2118,router,469,18019,1
2119,iot,749,58031,2
2120,iot,53,75019,2
2121,server,1640,64252,3
2122,server,1671,28799,3
2123,server,583,26651,3
2124,laptop,1916,28100,1
2125,iot,2194,72012,3
2126,laptop,195,56189,3
2127,server,634,71669,1
2128,server,2586,82660,1
2129,router,561,37945,1
2130,server,2863,41431,3
2131,server,809,36215,3
2132,server,2037,18774,3
2133,server,1748,57332,3
2134,iot,2919,51277,2
2135,iot,2241,57287,1
2136,iot,2777,46924,1
2137,router,1886,64941,1
2138,iot,1544,75583,3
2139,laptop,1051,17771,1
2140,server,1562,1569,1
2141,server,2302,74056,1
2142,server,2790,6571,1
2143,router,1026,32018,3
2144,server,1823,14655,1
2145,router,2774,15685,1
2146,iot,1206,55542,1
2147,server,954,4307,2
2148,iot,2255,68774,3
2149,router,2169,80718,1
2150,laptop,2571,79033,3
2151,server,2080,45677,1
2152,router,1146,81501,3
2153,iot,2073,42407,3
2154,laptop,1977,59084,2
2155,router,1096,59884,2
2156,iot,1283,737,3
2157,laptop,1045,67945,3
2158,laptop,2503,77028,2
2159,iot,1864,48639,3
2160,server,868,6202,3
2161,iot,865,84572,3
2162,server,131,43665,3
2163,iot,628,9706,2
2164,router,2789,30445,3
2165,iot,222,18349,1
2166,iot,2143,39796,2
2167,router,603,54294,3
2168,laptop,1463,32589,3
2169,router,98,82922,1
2170,iot,1392,41856,3
2171,router,1184,24618,1
2172,laptop,1972,6653,2
2173,server,2055,24168,2
2174,laptop,2469,20313,1
2175,laptop,2473,76923,3
2176,server,662,48431,1
2177,laptop,1825,13930,1
2178,iot,2789,36046,3
2179,laptop,2918,25093,3
2180,laptop,2311,20253,1
2181,router,773,58702,2
2182,iot,1150,16976,1
2183,router,883,9573,2
2184,router,484,74136,1
2185,router,1756,67746,2
2186,router,2889,10483,2
2187,server,2167,27099,2
2188,server,778,89059,1
2189,router,2687,77442,2
2190,router,2682,52456,2
2191,laptop,147,28669,3
2192,server,2813,58889,1
2193,server,512,14998,3
2194,laptop,2636,82308,2
2195,server,2607,8586,2
2196,laptop,519,28913,1
2197,server,998,73776,3
2198,iot,1500,67691,3
2199,iot,722,41052,2
2200,server,1452,54131,3
2201,iot,1850,20104,3
2202,router,321,11264,3
2203,laptop,2369,22337,3
2204,router,1774,9881,1
2205,server,954,74638,1
2206,iot,2639,18108,2
2207,router,2152,39700,3
2208,laptop,1306,43086,3
2209,router,806,59804,3
2210,router,1323,45568,1
2211,server,1351,51800,3
2212,router,69,39847,1
2213,router,2761,75403,1
2214,laptop,892,70218,2
2215,laptop,1625,56184,2
2216,server,2242,22643,3
2217,router,2035,21225,2
2218,server,916,29649,2
2219,laptop,1987,33778,1
2220,server,365,50025,3
2221,server,2756,49044,1
2222,server,983,33792,1
2223,server,2010,12265,3
2224,router,2590,34181,1
2225,iot,1716,66742,3
2226,server,316,36647,1
2227,laptop,652,68065,3
2228,laptop,2932,23922,3
2229,router,1644,34210,3
2230,server,2775,49049,3
2231,server,2693,41058,3
2232,server,2288,50095,3
2233,router,107,34137,3
2234,laptop,1364,37159,1
2235,server,586,30801,3
2236,server,1004,18564,2
2237,laptop,1717,71349,1
2238,laptop,103,70427,3
2239,laptop,66,64882,3
2240,iot,422,86752,3
2241,server,1751,36671,3
2242,router,1006,57291,1
2243,server,1787,9624,2
2244,iot,1734,84326,1
2245,laptop,2029,32153,2
2246,router,910,64030,3
2247,router,1405,75586,2
2248,laptop,950,80091,3
2249,router,2653,78244,2
2250,server,1942,26142,1
2251,server,517,56834,1
2252,router,173,35022,3
2253,laptop,440,79161,2
2254,iot,2388,56424,3
2255,router,776,1897,2
2256,laptop,2373,71211,1
2257,router,1563,9171,2
2258,iot,122,19857,3
2259,laptop,1070,80356,2
2260,server,2647,86718,2
2261,iot,661,14199,2
2262,router,728,2092,3
2263,router,566,24286,3
2264,laptop,1062,26647,2
2265,iot,1296,68133,1
2266,iot,2117,67720,2
2267,server,2784,30759,1
2268,iot,1497,27502,1
2269,iot,1860,63986,2
2270,laptop,2919,70114,2
2271,router,471,77904,2
2272,router,489,55970,1
2273,laptop,2648,29670,3
2274,router,1518,57589,2
2275,laptop,2369,73948,2
2276,laptop,2650,6543,2
2277,server,2212,3405,3
2278,router,2417,1803,2
2279,server,699,912,3
2280,iot,1838,17392,3
2281,server,1849,64190,2
2282,router,1577,3034,2
2283,laptop,2674,12813,2
2284,server,368,22247,1
2285,router,458,67669,3
2286,laptop,2671,80320,2
2287,server,513,86166,2
2288,server,426,25961,1
2289,server,893,31939,2
2290,server,335,26981,2
2291,iot,2239,71307,2
2292,iot,673,63595,2
2293,iot,2735,20488,1
2294,router,2579,49614,3
2295,router,2621,60233,3
2296,laptop,935,72495,1
2297,router,2322,69652,2
2298,laptop,952,54929,3
2299,laptop,1991,5957,2
2300,router,2509,89554,1
2301,server,655,44993,3
2302,iot,822,63692,2
2303,server,183,33554,1
2304,server,1426,28742,1
2305,iot,2089,74193,3
2306,laptop,2436,63770,3
2307,router,1119,35192,1
2308,router,313,44739,2
2309,router,336,37261,2
2310,iot,200,57846,3
2311,laptop,196,19537,3
2312,router,1664,38911,2
2313,router,705,18921,2
2314,server,2067,53445,3
2315,iot,1573,60631,2
2316,iot,2543,55629,3
2317,laptop,2945,85483,1
2318,laptop,508,21480,1
2319,iot,2870,37185,1
2320,router,523,32137,2
2321,server,932,73151,2
2322,laptop,2305,52848,2
2323,laptop,1940,23881,2
2324,laptop,518,14526,2
2325,server,1546,17020,3
2326,router,1551,55578,3
2327,iot,1582,4045,3
2328,laptop,2768,39422,3
2329,server,1552,34003,1
2330,server,2582,32218,1
2331,laptop,2849,68629,1
2332,laptop,2487,4438,1
2333,laptop,2051,68979,1
2334,laptop,1868,53230,3
2335,server,1338,11490,1
2336,iot,2668,81574,1
2337,laptop,907,87581,3
2338,router,2884,62335,3
2339,iot,59,15410,2
2340,router,510,63606,3
2341,server,345,78278,3
2342,laptop,1126,18896,1
2343,laptop,2125,78744,1
2344,server,753,70862,2
2345,router,1010,46121,2
2346,iot,209,69354,1
2347,router,1826,76831,3
2348,iot,281,37249,1
2349,laptop,989,52910,2
2350,server,2908,28992,1
2351,iot,2025,38335,3
2352,server,1683,70448,3
2353,laptop,2555,47075,3
2354,server,609,67763,2
2355,laptop,974,88920,1
2356,router,472,21536,3
2357,laptop,2975,68480,1
2358,server,1576,868,1
2359,server,2000,1361,3
2360,router,2703,64245,3
2361,router,2469,39569,2
2362,router,1663,72322,3
2363,laptop,191,11020,3
2364,router,670,54442,3
2365,server,174,38274,3
2366,iot,1707,49044,2
2367,laptop,1421,3376,1
2368,server,2791,56319,1
2369,laptop,1679,15607,1
2370,server,1572,53464,3
2371,laptop,804,69135,1
2372,laptop,1061,675,1
2373,iot,2716,75716,1
2374,server,187,86457,2
2375,laptop,2706,24809,1
2376,router,2322,87533,2
2377,iot,265,11211,2
2378,laptop,2109,5414,2
2379,server,2275,78007,1
2380,laptop,1558,67687,3
2381,iot,2689,39169,3
2382,server,2154,17248,3
2383,laptop,2867,1755,2
2384,iot,1556,38765,2
2385,iot,601,52725,1
2386,server,1737,9237,1
2387,iot,2174,63714,2
2388,server,1081,60989,1
2389,server,2450,49046,1
2390,iot,839,84168,3
2391,laptop,1734,74297,3
2392,laptop,1740,84742,1
2393,server,899,4777,1
2394,iot,2074,33974,3
2395,iot,2748,61907,2
2396,router,2025,87014,3
2397,iot,1568,35196,1
2398,router,1025,33655,2
2399,laptop,20,78231,3
2400,laptop,161,56873,3
2401,router,2200,18596,2
2402,router,1557,68330,1
2403,iot,1889,13907,1
2404,server,2044,28464,2
2405,laptop,2511,60815,2
2406,iot,2624,11164,3
2407,server,1473,64267,2
2408,server,2299,4377,1
2409,server,60,9569,1
2410,router,1255,8144,1
2411,router,1461,81947,3
2412,laptop,501,7976,1
2413,iot,1194,56218,1
2414,server,1322,83145,3
2415,router,1294,31509,2
2416,iot,2404,64895,2
2417,server,587,61026,2
2418,laptop,2175,85355,2
2419,router,1297,85616,2
2420,iot,120,85622,1
2421,server,2963,1087,3
2422,router,1234,54678,3
2423,server,1059,68400,3
2424,iot,1021,55037,3
2425,router,57,19557,2
2426,server,1250,82538,2
2427,iot,902,18898,3
2428,router,457,84873,3
2429,router,1919,10127,3
2430,server,1928,23600,2
2431,iot,697,42766,1
2432,laptop,1111,19480,2
2433,iot,1674,15430,3
2434,server,257,43499,1
2435,server,1730,69108,3
2436,laptop,1145,28654,2
2437,router,2950,31207,2
2438,laptop,595,72697,3
2439,laptop,1902,79907,2
2440,laptop,1897,26869,2
2441,router,341,12193,2
2442,router,1503,85488,2
2443,laptop,2847,50677,1
2444,router,526,7498,1
2445,server,254,27283,3
2446,laptop,548,49585,2
2447,router,2315,67054,3
2448,laptop,637,17235,2
2449,iot,1913,10952,1
2450,laptop,209,66833,2
2451,iot,1838,44270,3
2452,router,970,61260,2
2453,router,537,41176,1
2454,server,260,44150,1
2455,iot,857,40510,1
2456,iot,700,67041,2
2457,iot,2252,36098,3
2458,laptop,1324,15935,2
2459,laptop,531,75760,3
2460,iot,1970,82713,3
2461,laptop,2686,52020,3
2462,router,2479,29765,1
2463,server,320,83065,2
2464,laptop,1528,10059,2
2465,laptop,1616,48488,2
2466,iot,2023,83221,1
2467,server,205,79360,2
2468,iot,608,33651,2
2469,laptop,2456,5445,1
2470,laptop,2608,65211,3
2471,iot,2731,39895,3
2472,router,2990,88692,3
2473,laptop,33,70740,1
2474,router,1752,11463,1
2475,iot,870,42911,3
2476,laptop,1842,8166,2
2477,server,1501,26868,3
2478,iot,2365,48067,3
2479,server,822,62088,1
2480,server,1198,55024,2
2481,iot,1817,86755,3
2482,server,22,50093,3
2483,router,1766,87,1
2484,router,234,8355,2
2485,server,2415,12961,1
2486,laptop,290,12521,2
2487,router,1314,16108,1
2488,iot,2761,17910,1
2489,laptop,2903,4976,2
2490,router,680,43724,3
2491,server,2868,66084,2
2492,laptop,2406,71305,2
2493,iot,49,74009,1
2494,laptop,737,27757,1
2495,laptop,830,9854,2
2496,server,1241,43356,3
2497,laptop,2966,33265,2
2498,router,807,33166,2
2499,laptop,450,61922,3
2500,server,2812,27863,2
2501,laptop,1007,5187,3
2502,router,139,84408,1
2503,laptop,2437,29938,3
2504,server,2,77963,1
2505,router,2879,26851,2
2506,laptop,2738,8473,3
2507,laptop,1870,1108,3
2508,server,2345,31193,1
2509,laptop,2479,89072,1
2510,server,2302,24066,2
2511,iot,1038,45357,1
2512,laptop,28,32808,2
2513,iot,272,48352,3
2514,server,2552,51205,2
2515,router,892,22405,3
2516,iot,1870,55571,2
2517,router,879,74364,2
2518,laptop,2868,34733,3
2519,laptop,2898,11481,1
2520,iot,1252,86576,1
2521,router,802,15879,2
2522,laptop,1080,84588,1
2523,server,2895,76475,2
2524,laptop,2458,61917,3
2525,laptop,237,21745,2
2526,server,2258,31556,3
2527,iot,590,44284,3
2528,router,291,47233,2
2529,router,2106,85712,3
2530,server,1365,62062,2
2531,server,2920,64704,2
2532,router,1767,6006,2
2533,iot,2519,51997,1
2534,server,2788,9823,3
2535,router,815,20659,1
2536,laptop,1446,18227,1
2537,router,939,78315,2
2538,laptop,2502,39945,1
2539,iot,1909,83243,1
2540,laptop,1233,41252,1
2541,iot,661,73817,3
2542,laptop,2720,49379,3
2543,iot,2523,50801,1
2544,server,1492,58426,1
2545,laptop,1560,47353,2
2546,server,1848,53509,3
2547,router,948,58987,2
2548,router,640,1530,3
2549,server,553,40251,3
2550,iot,1352,70828,3
2551,router,2367,65473,1
2552,server,1458,17891,2
2553,server,383,3790,3
2554,laptop,2068,12326,1
2555,laptop,2603,62163,2
2556,router,955,57466,2
2557,router,1489,17590,2
2558,router,2314,46409,1
2559,server,2171,2325,3
2560,laptop,1993,65854,2
2561,laptop,601,57012,1
2562,server,1830,23096,2
2563,iot,2087,5121,3
2564,laptop,2944,70171,1
2565,laptop,211,54381,1
2566,server,1454,25885,3
2567,router,2100,84118,3
2568,laptop,2508,28844,2
2569,router,1013,82004,3
2570,server,660,49155,2
2571,router,2231,47991,2
2572,router,1860,69366,3
2573,server,2628,45490,2
2574,laptop,2842,11789,2
2575,iot,2296,53690,3
2576,laptop,2583,49470,3
2577,router,1133,89485,2
2578,iot,2401,33618,3
2579,server,752,71753,1
2580,router,549,76333,1
2581,iot,2874,25793,3
2582,server,334,67035,3
2583,laptop,2206,46183,3
2584,router,465,13788,1
2585,laptop,425,18207,2
2586,router,1197,76779,3
2587,laptop,2794,19879,3
2588,router,2385,72684,3
2589,laptop,768,8014,2
2590,router,1716,67423,3
2591,laptop,1111,83318,1
2592,router,2899,79306,2
2593,router,1092,84820,2
2594,router,2280,44849,2
2595,server,775,40095,2
2596,router,1721,52815,1
2597,router,438,47246,3
2598,laptop,2971,26802,2
2599,laptop,2358,47808,3
2600,server,170,51401,2
2601,router,333,75387,3
2602,laptop,41,1261,2
2603,server,2436,55108,3
2604,router,114,46330,2
2605,server,900,76602,2
2606,laptop,1990,10641,1
2607,router,1892,5766,1
2608,router,2067,67768,1
2609,laptop,142,14566,3
2610,router,1240,75758,1
2611,laptop,2561,43215,3
2612,router,939,58382,3
2613,laptop,1090,35987,2
2614,laptop,2767,31829,3
2615,server,224,76920,3
2616,laptop,1337,74124,1
2617,router,2523,23389,2
2618,iot,1838,47341,3
2619,iot,2238,22690,2
2620,laptop,706,47533,2
2621,router,245,66460,3
2622,iot,2538,35562,1
2623,router,1054,71183,3
2624,laptop,738,20710,1
2625,server,2255,62924,1
2626,router,903,33778,1
2627,server,2588,57819,3
2628,server,2049,32246,1
2629,iot,816,77930,1
2630,laptop,1439,84092,3
2631,iot,1402,7997,2
2632,server,1673,43751,3
2633,laptop,2008,4303,2
2634,router,678,2406,3
2635,laptop,960,34621,1
2636,router,2898,71024,2
2637,iot,2615,745,1
2638,iot,48,61290,2
2639,iot,366,41574,2
2640,router,2136,36918,1
2641,router,13,1927,3
2642,laptop,289,26855,2
2643,router,1345,31054,2
2644,server,2833,69270,1
2645,laptop,145,35363,2
2646,iot,2644,48363,1
2647,router,2582,18231,1
2648,server,33,72495,3
2649,router,262,8199,2
2650,server,2859,65215,2
2651,laptop,1973,19514,3
2652,router,2603,67108,1
2653,server,1553,28676,3
2654,router,2281,43399,1
2655,server,2147,70742,2
2656,server,1552,8737,1
2657,laptop,1523,66932,2
2658,laptop,420,18486,3
2659,server,17,47879,2
2660,laptop,2341,33468,2
2661,laptop,1488,42744,1
2662,server,1682,72317,2
2663,router,448,41276,1
2664,iot,85,22973,3
2665,iot,2270,34519,1
2666,laptop,1231,39583,1
2667,iot,2358,19803,2
2668,laptop,919,50378,3
2669,laptop,1748,33712,3
2670,iot,1185,49891,1
2671,server,1795,78649,1
2672,iot,1598,31265,3
2673,iot,1123,87675,2
2674,router,993,32608,1
2675,laptop,482,11393,3
2676,server,1344,32813,3
2677,iot,1472,65275,1
2678,server,695,26706,1
2679,iot,551,39137,1
2680,server,2906,59450,3
2681,laptop,2003,24324,3
2682,server,2498,76034,1
2683,laptop,594,1949,1
2684,laptop,2841,53429,2
2685,router,266,40947,1
2686,server,577,65877,2
2687,iot,600,18592,1
2688,router,525,6345,1
2689,server,1748,22063,1
2690,iot,1820,88141,2
2691,iot,2252,30096,1
2692,server,1516,89227,3
2693,server,135,24033,3
2694,server,2634,52973,1
2695,iot,2482,56312,1
2696,iot,2277,36574,1
2697,router,220,58997,3
2698,iot,1461,74924,2
2699,iot,1639,62897,2
2700,server,2227,19247,3
2701,iot,784,46138,2
2702,laptop,687,36906,2
2703,iot,2626,56140,1
2704,laptop,1448,72007,3
2705,router,1661,25113,3
2706,laptop,2614,29654,1
2707,server,1065,17957,2
2708,router,2094,65498,2
2709,laptop,1126,8202,3
2710,server,413,7353,1
2711,laptop,1397,43021,1
2712,iot,1280,3926,3
2713,router,1072,87060,1
2714,laptop,2295,17518,3
2715,laptop,851,14176,1
2716,laptop,1911,25356,3
2717,laptop,2895,37100,1
2718,server,2262,52489,1
2719,iot,209,35558,1
2720,laptop,698,35665,3
2721,iot,373,13541,2
2722,router,653,58812,1
2723,server,617,6296,1
2724,server,2238,35926,2
2725,router,205,55144,3
2726,server,2448,21466,3
2727,router,2910,79692,1
2728,server,2629,1621,1
2729,iot,1716,52505,3
2730,laptop,495,60885,2
2731,server,2126,48235,3
2732,iot,2543,76475,3
2733,laptop,277,82898,1
2734,laptop,178,54578,1
2735,laptop,1950,75826,1
2736,router,1544,58236,2
2737,router,2868,178,2
2738,router,1658,88257,2
2739,laptop,1554,45043,2
2740,iot,2368,84078,2
2741,server,2035,70366,2
2742,router,388,72891,1
2743,server,1509,56919,1
2744,laptop,544,33567,3
2745,server,2737,75093,1
2746,router,2460,13202,1
2747,iot,1271,48229,2
2748,laptop,1776,61460,2
2749,laptop,2539,89355,2
2750,iot,228,70860,3
2751,iot,2459,49905,1
2752,laptop,161,41344,2
2753,iot,1863,42650,1
2754,router,1663,65885,1
2755,router,2602,4720,1
2756,server,2466,68532,2
2757,router,1704,14364,3
2758,iot,422,78398,1
2759,router,377,47702,3
2760,server,2445,13207,2
2761,iot,2023,59408,2
2762,laptop,1756,59697,3
2763,laptop,854,74940,2
2764,iot,1595,28384,3
2765,laptop,2782,58281,2
2766,server,689,170,1
2767,iot,935,48725,1
2768,iot,2449,10303,1
2769,router,2326,79786,2
2770,server,531,35272,3
2771,router,1665,30859,1
2772,laptop,1105,30908,1
2773,router,697,12268,2
2774,router,2145,63391,1
2775,server,2892,32946,1
2776,iot,335,2227,3
2777,server,586,55923,2
2778,router,2608,16152,3
2779,router,160,9193,1
2780,iot,319,39906,3
2781,laptop,1679,45646,3
2782,router,2898,44358,2
2783,laptop,2801,1979,2
2784,iot,2605,56022,2
2785,iot,1364,70638,1
2786,laptop,2585,59395,2
2787,iot,846,35660,2
2788,laptop,561,47370,1
2789,server,1338,7558,1
2790,router,2629,86936,3
2791,server,1973,72916,1
2792,laptop,2554,12618,2
2793,laptop,1587,41165,2
2794,iot,2817,2176,3
2795,iot,1483,35848,1
2796,laptop,120,12126,3
2797,server,2933,16804,1
2798,laptop,161,51799,3
2799,iot,459,78077,2
2800,router,1068,50178,3
2801,router,2571,78727,3
2802,router,826,70098,2
2803,server,633,40464,3
2804,iot,2818,62020,1
2805,router,1221,54359,3
2806,server,288,2042,3
2807,router,2486,89969,3
2808,router,1952,3822,1
2809,laptop,1283,13502,2
2810,server,2246,48308,2
2811,laptop,1928,9800,2
2812,router,2920,65635,1
2813,router,2886,2464,3
2814,laptop,2250,5446,2
2815,laptop,2908,60595,3
2816,server,2757,72671,2
2817,laptop,630,40983,2
2818,laptop,254,10803,1
2819,server,2249,12645,3
2820,laptop,2029,45459,2
2821,laptop,749,79355,3
2822,laptop,9,66027,2
2823,router,1148,25123,2
2824,laptop,2273,84123,2
2825,laptop,683,18228,2
2826,laptop,1958,26411,3
2827,laptop,1444,6477,2
2828,router,1225,67939,3
2829,iot,443,87112,1
2830,server,1012,43248,1
2831,laptop,2432,72749,3
2832,router,1856,68936,1
2833,laptop,1678,72129,3
2834,laptop,1391,14760,2
2835,router,710,59981,2
2836,laptop,2345,20483,2
2837,server,504,78407,1
2838,router,2579,53500,1
2839,server,2427,23339,1
2840,server,2127,69521,1
2841,laptop,1316,57563,3
2842,iot,2246,44860,1
2843,laptop,2233,63287,1
2844,iot,1358,61001,1
2845,iot,2611,89216,2
2846,laptop,1408,16331,2
2847,router,2817,32470,1
2848,router,2334,24938,1
2849,server,298,7885,3
2850,router,2020,33339,1
2851,server,1497,60507,1
2852,iot,2910,85043,1
2853,laptop,807,40993,3
2854,iot,1069,58224,2
2855,router,2800,19349,2
2856,router,496,64276,3
2857,router,835,6711,3
2858,server,1293,69875,1
2859,router,2897,46404,1
2860,server,565,82173,2
2861,laptop,2207,64383,1
2862,server,1934,52220,2
2863,server,1258,61579,2
2864,router,925,63453,1
2865,laptop,341,61578,2
2866,router,172,51455,1
2867,router,1346,5722,2
2868,router,814,29540,3
2869,router,535,23799,2
2870,router,383,50910,1
2871,laptop,1816,13841,1
2872,laptop,311,19290,3
2873,router,1748,86444,3
2874,server,1808,8284,3
2875,laptop,229,68209,2
2876,iot,2671,43988,3
2877,router,2326,53448,2
2878,server,643,49336,1
2879,laptop,2822,26731,3
2880,iot,2148,68271,3
2881,laptop,129,35678,2
2882,router,1197,73497,1
2883,server,2277,17912,3
2884,router,1676,78215,1
2885,laptop,1040,67627,2
2886,server,343,37979,3
2887,iot,2807,47662,3
2888,laptop,771,4325,3
2889,laptop,2976,9636,1
2890,router,308,42334,2
2891,server,2341,37728,1
2892,laptop,217,79252,2
2893,laptop,2970,59174,1
2894,server,1123,38534,3
2895,router,1975,86412,2
2896,iot,1767,59126,2
2897,server,1976,78879,2
2898,laptop,1471,81815,1
2899,server,797,57558,3
2900,router,555,69720,2
2901,laptop,106,62422,3
2902,server,1402,7636,2
2903,router,2732,74462,3
2904,iot,1825,41300,1
2905,router,2360,22978,2
2906,iot,510,79629,3
2907,iot,429,39681,3
2908,iot,1558,54652,3
2909,iot,2815,32540,2
2910,iot,1913,57776,3
2911,router,1184,51020,2
2912,server,130,79896,2
2913,server,2211,12712,3
2914,laptop,2970,47954,1
2915,router,2696,80695,1
2916,laptop,1636,78504,3
2917,router,1799,31357,2
2918,iot,1463,19624,1
2919,laptop,1916,27254,3
2920,server,787,500,2
2921,iot,2554,10375,3
2922,iot,2363,20770,1
2923,laptop,2228,33320,3
2924,iot,147,50594,2
2925,laptop,1056,68346,2
2926,router,1570,75372,3
2927,server,1211,38991,2
2928,iot,561,51767,2
2929,server,319,58519,2
2930,server,1736,84045,3
2931,router,2723,72945,3
2932,iot,178,64096,1
2933,iot,2908,9298,3
2934,server,2494,54661,3
2935,iot,1505,50807,2
2936,laptop,1801,68619,2
2937,router,1908,76097,2
2938,server,459,73256,2
2939,laptop,1836,41113,3
2940,router,2697,47954,3
2941,laptop,2869,89679,1
2942,laptop,255,19902,3
2943,server,460,72393,3
2944,iot,2035,10064,3
2945,iot,1291,84317,2
2946,laptop,2282,38542,3
2947,router,187,72987,3
2948,router,364,70792,1
2949,iot,2511,65698,3
2950,laptop,1288,31173,2
2951,server,759,87669,3
2952,laptop,2994,38539,2
2953,server,2276,24837,2
2954,router,2449,9705,2
2955,router,1532,10258,3
2956,server,878,48253,3
2957,iot,622,45319,2
2958,server,1898,9782,3
2959,router,2584,53850,1
2960,router,751,29331,3
2961,laptop,69,87213,2
2962,router,286,42562,3
2963,router,1299,77820,1
2964,server,290,73957,3
2965,laptop,1784,33656,3
2966,laptop,2754,18592,1
2967,laptop,176,80024,1
2968,router,1680,58037,3
2969,laptop,1686,11529,2
2970,iot,2286,19442,3
2971,server,718,77740,3
2972,iot,624,76582,3
2973,iot,1120,27723,2
2974,server,341,68134,1
2975,iot,2515,52206,1
2976,server,2570,55411,3
2977,router,147,44402,2
2978,server,1684,72923,3
2979,iot,1587,74423,1
2980,iot,198,30463,3
2981,laptop,2425,41801,3
2982,router,114,28226,1
2983,router,1315,61479,2
2984,server,1690,46228,3
2985,router,2358,43950,1
2986,server,1676,52757,2
2987,server,963,26830,3
2988,router,1976,58054,1
2989,router,66,63707,2
2990,laptop,790,37737,3
2991,laptop,2023,17,2
2992,server,2398,35909,2
2993,laptop,2380,32257,1
2994,router,705,70936,2
2995,server,119,14516,3
2996,router,2324,31360,1
2997,router,1857,63767,1
2998,iot,2,88773,3
2999,server,1083,4794,2
3000,router,2391,59361,2
3001,server,2007,58660,3
3002,iot,1071,63772,3
3003,router,2471,33478,3
3004,iot,1032,80069,2
3005,server,80,11142,2
3006,laptop,1201,43689,3
3007,router,2108,48143,3
3008,server,1238,72362,2
3009,laptop,297,1457,2
3010,router,2446,80246,1
3011,router,1145,79364,2
3012,iot,1588,23718,2
3013,router,2046,88305,1
3014,laptop,1723,55934,2
3015,laptop,1045,9360,3
3016,laptop,2768,35409,3
3017,iot,2968,16639,1
3018,router,1444,72283,3
3019,laptop,327,52370,1
3020,laptop,392,35025,3
3021,laptop,2246,72589,2
3022,laptop,1671,65508,2
3023,server,985,18305,1
3024,router,1175,39062,3
3025,laptop,2381,57653,3
3026,router,990,602,2
3027,router,2027,76923,2
3028,iot,1706,73737,1
3029,server,2541,17311,3
3030,laptop,1812,42954,1
3031,router,1420,22780,3
3032,laptop,279,32845,1
3033,server,599,79238,2
3034,server,2755,67731,1
3035,iot,2186,85543,3
3036,laptop,1509,78681,3
3037,laptop,1428,13821,3
3038,laptop,668,15351,1
3039,iot,1686,86314,2
3040,router,450,5967,3
3041,server,884,42563,1
3042,server,2200,16742,3
3043,router,230,76115,2
3044,server,1740,1826,1
3045,laptop,1052,51339,1
3046,router,100,81707,1
3047,server,540,67360,2
3048,iot,2012,9417,2
3049,server,1224,51164,3
3050,laptop,1239,70875,2
3051,laptop,2623,67499,2
3052,server,217,10887,3
3053,iot,1800,2970,3
3054,router,1970,78764,1
3055,laptop,1469,69949,1
3056,server,333,7931,2
3057,iot,2401,24972,2
3058,server,761,52983,3
3059,server,1360,69561,2
3060,server,1893,4050,1
3061,server,1672,28742,3
3062,laptop,2452,24838,1
3063,server,2012,2598,2
3064,router,526,26210,2
3065,iot,908,37110,1
3066,router,95,33463,3
3067,laptop,2812,34103,1
3068,router,2977,46660,2
3069,server,2784,28741,3
3070,laptop,2461,52223,3
3071,iot,2303,61037,1
3072,laptop,293,78998,1
3073,iot,2506,89124,1
3074,iot,460,62653,1
3075,router,1203,84170,2
3076,laptop,639,3405,3
3077,iot,1051,40705,1
3078,laptop,286,32221,2
3079,laptop,2917,42957,1
3080,laptop,2199,74863,3
3081,router,2083,21191,2
3082,server,2995,45951,3
3083,laptop,2035,44430,1
3084,router,2931,7053,2
3085,router,2274,68005,1
3086,iot,1919,87369,3
3087,laptop,2004,73087,2
3088,router,1949,68426,1
3089,laptop,445,16749,2
3090,router,2611,2022,1
3091,server,1627,53275,1
3092,laptop,2700,11693,3
3093,iot,257,9423,1
3094,router,2656,45553,2
3095,server,2406,15345,1
3096,laptop,657,23125,3
3097,laptop,1025,38605,3
3098,server,2204,75829,2
3099,server,2411,13757,2
3100,router,2134,25775,3
3101,router,1323,52028,1
3102,laptop,2199,85971,2
3103,router,1999,25155,1
3104,laptop,2511,68485,2
3105,laptop,2627,89565,2
3106,router,1234,36502,1
3107,router,2758,62955,2
3108,server,2646,45156,3
3109,router,2376,6586,2
3110,server,2673,12824,2
3111,server,2663,59957,3
3112,iot,514,35202,2
3113,router,1030,30317,2
3114,router,1201,53394,1
3115,laptop,104,9668,1
3116,server,645,42445,3
3117,iot,1673,87827,2
3118,router,2693,59605,2
3119,router,1762,73612,1
3120,laptop,1765,35088,3
3121,laptop,764,53081,2
3122,iot,2449,40531,1
3123,router,2714,86767,2
3124,laptop,568,59826,3
3125,server,2748,32097,1
3126,router,1430,86063,1
3127,laptop,2593,27845,3
3128,server,2648,31378,1
3129,laptop,271,14005,3
3130,iot,750,38553,1
3131,iot,382,53020,1
3132,iot,2780,16970,3
3133,iot,1219,85679,3
3134,router,621,56411,1
3135,router,938,44578,2
3136,laptop,2684,14200,3
3137,laptop,810,76412,1
3138,laptop,2148,41136,1
3139,server,1586,22048,3
3140,server,1753,392,1
3141,iot,2103,39706,3
3142,iot,2947,53817,1
3143,iot,2099,28992,2
3144,router,2683,49665,3
3145,router,2450,85063,1
3146,iot,2874,49686,2
3147,iot,2435,73686,3
