product_id,warehouse,stock,category,priority
2302,58,442,medicine,3
2303,19,547,food,3
2304,31,671,tech,1
2305,31,525,medicine,3
2306,26,510,tech,2
2307,3,98,medicine,3
2308,36,491,medicine,2
2309,6,859,food,2
2310,48,246,food,1
2311,53,686,food,2
2312,40,718,tech,1
2313,35,534,medicine,1
2314,52,835,food,2
2315,22,810,food,3
2316,32,700,medicine,3
2317,28,280,medicine,2
2318,58,479,tech,1
2319,18,9,medicine,3
2320,16,768,food,3
2321,32,860,tech,1
2322,44,555,tech,3
2323,35,161,medicine,3
2324,47,329,tech,3
2325,49,147,food,2
2326,28,329,food,1
2327,47,577,medicine,1
2328,24,17,food,1
2329,38,472,food,2
2330,37,650,medicine,2
2331,55,150,medicine,3
2332,8,3,tech,3
2333,56,592,tech,1
2334,48,125,food,2
2335,33,516,medicine,1
2336,25,819,medicine,3
2337,8,601,medicine,3
2338,9,662,food,3
2339,14,417,food,3
2340,8,539,medicine,1
2341,55,474,food,2
2342,7,610,medicine,1
2343,26,183,tech,2
2344,24,169,medicine,3
2345,16,817,food,3
2346,3,406,medicine,2
2347,4,571,medicine,2
2348,42,508,medicine,2
2349,56,149,food,3
2350,9,382,food,3
2351,40,94,tech,1
2352,51,96,food,2
2353,46,762,medicine,2
2354,59,563,tech,1
2355,37,560,food,2
2356,12,442,medicine,1
2357,21,141,food,3
2358,2,15,medicine,3
2359,2,321,medicine,3
2360,10,473,medicine,1
2361,56,790,tech,1
2362,17,439,medicine,3
2363,52,689,tech,2
2364,49,525,tech,2
2365,24,884,food,3
2366,12,311,food,1
2367,16,694,medicine,3
2368,28,22,tech,1
2369,7,879,food,1
2370,27,409,medicine,3
2371,11,453,food,2
2372,18,343,food,1
2373,47,98,medicine,2
2374,10,809,medicine,2
2375,46,889,tech,3
2376,45,497,tech,1
2377,50,664,food,2
2378,17,584,medicine,3
2379,38,864,tech,3
2380,51,296,tech,3
2381,18,657,food,3
2382,34,878,food,3
2383,51,512,medicine,3
2384,26,270,food,2
2385,23,846,food,3
2386,22,617,tech,3
2387,42,254,food,2
2388,12,108,food,3
2389,39,313,food,3
2390,53,323,tech,2
2391,55,739,food,1
2392,55,711,tech,3
2393,42,599,medicine,1
2394,6,882,tech,1
2395,21,490,tech,2
2396,25,473,tech,2
2397,26,728,tech,2
2398,23,4,tech,2
2399,21,673,food,1
2400,58,603,medicine,2
2401,26,271,tech,2
2402,26,203,tech,2
2403,49,544,tech,2
2404,22,259,medicine,1
2405,36,147,tech,2
2406,9,163,medicine,1
2407,55,91,food,3
2408,50,345,food,1
2409,25,347,food,3
2410,33,178,food,2
2411,21,588,tech,1
2412,58,108,medicine,3
2413,18,614,food,2
2414,13,316,medicine,3
2415,59,181,food,1
2416,51,618,tech,3
2417,7,714,food,3
2418,13,703,tech,3
2419,25,44,food,3
2420,57,533,food,1
2421,15,345,medicine,1
2422,6,258,tech,3
2423,36,358,medicine,1
2424,28,136,medicine,3
2425,33,293,tech,1
2426,38,387,tech,2
2427,46,386,food,2
2428,26,86,food,3
2429,22,638,medicine,3
2430,36,665,medicine,2
2431,37,713,tech,3
2432,25,739,tech,1
2433,6,65,food,1
2434,52,617,food,3
2435,8,312,tech,2
2436,32,878,food,3
2437,23,174,medicine,1
2438,59,551,food,3
2439,58,129,food,3
2440,59,41,food,3
2441,16,161,tech,2
2442,14,669,food,1
2443,15,508,medicine,2
2444,50,765,food,3
2445,8,330,medicine,3
2446,58,162,medicine,2
2447,21,31,food,2
2448,18,306,medicine,3
2449,31,379,food,1
2450,30,113,tech,3
2451,40,159,food,3
2452,35,339,medicine,2
2453,19,327,food,2
2454,38,819,medicine,3
2455,29,857,food,2
2456,40,648,medicine,3
2457,30,855,food,2
2458,13,576,food,1
2459,54,112,food,2
2460,14,807,food,1
2461,6,592,medicine,1
2462,3,674,medicine,3
2463,12,62,tech,1
2464,44,352,food,2
2465,27,748,medicine,3
2466,57,858,medicine,3
2467,15,260,medicine,2
2468,36,211,medicine,3
2469,34,650,food,3
2470,48,496,tech,3
2471,59,431,medicine,3
2472,40,572,tech,3
2473,30,526,medicine,3
2474,19,678,food,2
2475,11,280,tech,1
2476,30,474,medicine,3
2477,27,804,food,1
2478,31,168,tech,3
2479,57,89,medicine,1
2480,37,279,tech,3
2481,5,78,medicine,3
2482,2,736,medicine,3
2483,30,600,tech,1
2484,56,422,food,3
2485,12,851,medicine,2
2486,24,89,tech,2
2487,33,136,medicine,2
2488,38,615,food,3
2489,45,608,food,1
2490,30,675,food,3
2491,55,492,medicine,3
2492,57,613,food,1
2493,54,249,food,3
2494,14,842,tech,3
2495,18,358,medicine,2
2496,15,654,medicine,1
2497,39,281,tech,2
2498,34,300,food,2
2499,7,497,tech,1
2500,27,864,food,3
2501,38,545,food,1
2502,5,727,food,3
2503,14,714,tech,3
2504,58,70,tech,2
2505,20,869,tech,1
2506,28,658,tech,2
2507,7,263,tech,2
2508,42,237,food,2
2509,46,59,medicine,1
2510,29,756,medicine,3
2511,54,19,medicine,2
2512,17,63,medicine,2
2513,43,635,tech,1
2514,29,477,food,1
2515,15,498,medicine,1
2516,14,461,food,1
2517,56,254,food,3
2518,45,771,medicine,1
2519,55,16,food,3
2520,30,367,tech,1
2521,8,470,food,3
2522,38,756,tech,3
2523,34,566,medicine,3
2524,32,558,tech,1
2525,54,439,food,2
2526,53,361,tech,1
2527,48,305,medicine,3
2528,54,234,food,1
2529,7,429,medicine,1
2530,59,405,food,1
2531,32,611,tech,2
2532,55,637,food,3
2533,4,620,tech,1
2534,6,622,tech,3
2535,26,880,food,1
2536,9,747,food,3
2537,8,291,food,2
2538,38,690,food,1
2539,4,507,tech,1
2540,30,850,tech,1
2541,30,179,tech,3
2542,47,758,tech,3
2543,10,666,medicine,2
2544,46,893,food,3
2545,15,92,tech,3
2546,3,228,tech,3
2547,56,97,tech,3
2548,29,299,tech,1
2549,25,615,tech,2
2550,44,459,medicine,2
2551,24,177,tech,1
2552,57,672,medicine,2
2553,41,305,food,3
2554,47,107,tech,1
2555,35,511,food,1
2556,15,23,medicine,1
2557,59,889,food,3
2558,17,138,tech,3
2559,40,743,food,1
2560,35,159,medicine,3
2561,40,401,medicine,1
2562,13,670,medicine,3
2563,33,403,tech,2
2564,25,308,medicine,1
2565,24,837,food,1
2566,53,871,medicine,3
2567,38,602,tech,1
2568,20,92,tech,3
2569,31,288,food,3
2570,8,68,tech,1
2571,36,367,tech,2
2572,6,230,food,1
2573,2,655,medicine,1
2574,18,805,medicine,2
2575,7,898,medicine,2
2576,7,18,food,3
2577,16,205,tech,2
2578,6,442,medicine,1
2579,44,749,tech,2
2580,18,90,tech,3
2581,22,441,tech,2
2582,6,245,tech,2
2583,48,98,tech,2
2584,6,667,medicine,2
2585,27,474,food,1
2586,24,79,medicine,1
2587,48,91,food,3
2588,16,145,food,2
2589,7,95,medicine,3
2590,39,475,food,2
2591,21,128,medicine,3
2592,23,13,tech,2
2593,37,412,food,2
2594,33,470,medicine,3
2595,3,3,food,2
2596,22,482,medicine,2
2597,17,125,food,3
2598,55,342,tech,1
2599,10,177,food,2
2600,55,552,food,2
2601,51,67,food,3
2602,48,123,tech,3
2603,55,612,tech,1
2604,32,714,medicine,3
2605,11,115,tech,2
2606,23,581,tech,3
2607,50,388,tech,3
2608,3,482,food,2
2609,55,259,food,3
2610,44,463,medicine,3
2611,25,333,medicine,1
2612,46,58,tech,2
2613,25,102,medicine,2
2614,6,344,tech,1
2615,16,159,tech,3
2616,2,128,medicine,3
2617,8,456,medicine,2
2618,44,366,food,1
2619,29,662,food,1
2620,21,124,food,1
2621,14,283,tech,3
2622,5,843,food,1
2623,4,898,tech,2
2624,17,481,medicine,2
2625,2,482,tech,2
2626,2,740,medicine,1
2627,5,817,tech,1
2628,59,30,medicine,2
2629,54,503,food,2
2630,21,528,food,1
2631,12,522,food,1
2632,28,203,tech,3
2633,38,57,tech,2
2634,26,539,food,2
2635,18,487,tech,3
2636,18,450,tech,2
2637,56,561,medicine,3
2638,26,287,medicine,2
2639,4,893,medicine,2
2640,14,478,food,3
2641,49,31,food,1
2642,46,540,food,1
2643,25,152,food,3
2644,27,285,medicine,3
2645,28,693,tech,1
2646,9,794,food,2
2647,2,833,medicine,2
2648,15,874,tech,3
2649,45,252,medicine,1
2650,55,443,tech,2
2651,16,154,medicine,1
2652,28,161,food,3
2653,9,91,tech,1
2654,35,370,medicine,3
2655,4,179,food,3
2656,12,836,tech,3
2657,41,669,food,3
2658,37,665,medicine,1
2659,25,534,tech,2
2660,35,716,tech,3
2661,49,779,medicine,2
2662,31,819,tech,2
2663,48,556,medicine,1
2664,40,219,medicine,2
2665,34,775,medicine,3
2666,32,330,food,3
2667,53,193,medicine,3
2668,39,305,tech,3
2669,20,476,food,2
2670,36,158,medicine,2
2671,21,566,tech,2
2672,35,313,medicine,1
2673,47,532,food,3
2674,42,700,food,2
2675,10,423,food,1
2676,44,492,tech,2
2677,50,181,medicine,1
2678,36,226,medicine,1
2679,5,119,food,2
2680,32,832,tech,1
2681,51,887,tech,2
2682,31,340,tech,1
2683,49,869,food,3
2684,31,101,food,3
2685,47,572,food,3
2686,38,606,food,3
2687,21,450,tech,3
2688,44,855,medicine,3
2689,40,564,medicine,2
2690,22,361,medicine,2
2691,41,385,food,2
2692,46,590,food,1
2693,51,340,tech,2
2694,30,765,medicine,2
2695,23,70,tech,3
2696,36,898,medicine,2
2697,4,830,food,1
2698,58,356,tech,1
2699,22,439,food,1
2700,41,339,medicine,3
2701,30,753,food,1
2702,4,714,tech,2
2703,21,290,medicine,1
2704,27,152,medicine,2
2705,10,495,tech,2
2706,28,306,medicine,1
2707,18,890,tech,3
2708,42,620,tech,3
2709,40,547,medicine,1
2710,43,10,medicine,2
2711,25,564,medicine,2
2712,8,217,medicine,2
2713,39,882,medicine,2
2714,56,62,tech,3
2715,2,290,tech,2
2716,56,605,tech,3
2717,10,161,tech,3
2718,10,338,tech,1
2719,54,174,tech,1
2720,6,229,food,3
2721,18,44,medicine,2
2722,10,11,food,1
2723,36,101,tech,2
2724,52,586,tech,2
2725,31,479,medicine,3
2726,26,853,medicine,1
2727,40,158,tech,2
2728,6,266,tech,1
2729,45,869,tech,2
2730,6,199,tech,3
2731,35,744,tech,3
2732,55,535,food,2
2733,33,463,tech,1
2734,32,30,tech,2
2735,24,542,tech,2
2736,56,31,medicine,2
2737,24,854,food,1
2738,45,787,medicine,3
2739,3,121,food,1
2740,38,163,food,2
2741,16,111,food,3
2742,21,555,tech,2
2743,52,104,food,3
2744,11,550,tech,2
2745,54,616,tech,3
2746,54,821,tech,2
2747,50,351,food,1
2748,41,171,food,2
2749,52,644,food,1
2750,41,363,tech,2
2751,34,298,medicine,2
2752,7,198,medicine,1
2753,49,854,food,3
2754,29,304,food,3
2755,39,191,medicine,1
2756,28,802,medicine,1
2757,34,375,medicine,2
2758,30,12,medicine,3
2759,29,134,food,1
2760,7,530,tech,3
2761,55,587,medicine,2
2762,20,690,tech,2
2763,55,864,food,1
2764,57,335,tech,3
2765,34,460,medicine,3
2766,58,391,medicine,1
2767,12,158,food,3
2768,30,148,medicine,1
2769,4,826,food,1
2770,15,854,food,2
2771,14,643,tech,1
2772,4,604,medicine,3
2773,22,898,food,3
2774,8,514,medicine,3
2775,59,588,food,3
2776,52,881,tech,1
2777,39,870,tech,1
2778,1,738,tech,2
2779,30,450,medicine,2
2780,44,314,food,1
2781,15,895,medicine,3
2782,43,756,tech,1
2783,8,443,tech,1
2784,23,69,medicine,1
2785,3,5,medicine,2
2786,46,441,food,1
2787,23,662,medicine,1
2788,16,116,food,1
2789,35,520,tech,2
2790,42,606,tech,2
2791,18,530,tech,2
2792,42,300,medicine,3
2793,23,863,medicine,2
2794,42,807,medicine,1
2795,19,280,tech,3
2796,40,169,medicine,3
2797,20,502,tech,1
2798,5,871,tech,2
2799,28,335,medicine,1
2800,35,725,medicine,1
2801,58,147,tech,3
2802,9,143,food,1
2803,55,262,tech,3
2804,2,474,medicine,1
2805,7,769,food,3
2806,59,403,tech,2
2807,38,858,food,2
2808,51,383,tech,2
2809,35,532,tech,1
2810,8,582,tech,2
2811,45,59,tech,3
2812,7,252,medicine,3
2813,38,184,tech,2
2814,50,616,food,3
2815,52,841,food,1
2816,6,782,tech,2
2817,43,418,tech,1
2818,52,97,tech,1
2819,27,849,medicine,2
2820,14,46,medicine,1
2821,8,207,tech,1
2822,49,724,food,3
2823,56,884,tech,2
2824,40,429,tech,3
2825,32,509,tech,2
2826,34,535,tech,2
2827,46,44,medicine,1
2828,41,700,tech,2
2829,9,741,food,1
2830,10,674,tech,2
2831,5,327,food,3
2832,51,478,food,3
2833,14,303,food,1
2834,36,58,food,1
2835,37,478,food,2
2836,2,244,medicine,3
2837,22,735,tech,1
2838,52,464,medicine,1
2839,5,550,food,2
2840,55,229,food,1
2841,23,506,medicine,3
2842,17,383,food,3
2843,50,23,medicine,3
2844,21,238,medicine,3
2845,53,532,medicine,3
2846,48,570,medicine,2
2847,11,895,medicine,1
2848,19,245,medicine,1
2849,33,451,medicine,1
2850,4,391,tech,2
2851,33,49,medicine,3
2852,14,374,medicine,3
2853,28,271,medicine,1
2854,41,91,food,1
2855,5,656,food,2
2856,41,336,medicine,3
2857,1,361,food,2
2858,45,65,medicine,3
2859,59,472,medicine,2
2860,44,581,food,2
2861,13,737,food,3
2862,46,307,medicine,1
2863,41,790,medicine,1
2864,53,462,food,1
2865,32,576,medicine,1
2866,17,681,tech,2
2867,7,398,tech,1
2868,9,51,food,1
2869,56,784,tech,3
2870,8,338,tech,1
2871,49,569,medicine,3
2872,17,725,food,3
2873,51,690,tech,3
2874,20,555,medicine,1
2875,28,277,tech,1
2876,14,563,tech,1
2877,46,372,tech,3
2878,49,583,medicine,2
2879,17,474,food,1
2880,8,37,tech,3
2881,27,90,medicine,3
2882,23,787,medicine,2
2883,19,307,medicine,1
2884,11,623,tech,3
2885,5,147,medicine,1
2886,20,535,tech,1
2887,33,75,food,2
2888,27,353,medicine,2
2889,53,29,tech,2
2890,49,383,medicine,3
2891,34,828,tech,1
2892,9,36,medicine,3
2893,24,189,tech,3
2894,50,25,food,3
2895,31,883,food,2
2896,31,723,medicine,3
2897,5,151,medicine,1
2898,14,482,tech,3
2899,40,610,medicine,1
2900,8,76,food,1
2901,43,530,tech,1
2902,1,881,tech,2
2903,21,293,food,2
2904,23,686,medicine,2
2905,19,112,tech,3
2906,32,264,medicine,1
2907,33,305,food,2
2908,38,612,food,1
2909,36,455,tech,2
2910,14,438,tech,2
2911,7,241,food,1
2912,14,818,tech,3
2913,46,30,tech,2
2914,14,426,tech,1
2915,13,765,food,2
2916,11,481,food,1
2917,47,371,medicine,2
2918,1,316,tech,2
2919,36,849,tech,3
2920,12,369,food,1
2921,2,591,food,1
2922,9,682,medicine,3
2923,44,356,food,2
2924,40,16,tech,2
2925,15,442,medicine,1
2926,32,441,food,1
2927,18,157,medicine,2
2928,6,113,medicine,1
2929,43,399,tech,3
2930,36,429,medicine,1
2931,16,270,medicine,3
2932,50,85,food,3
2933,52,889,medicine,2
2934,45,844,tech,3
2935,20,869,medicine,2
2936,3,682,tech,3
2937,59,556,food,3
2938,48,280,medicine,2
2939,21,763,food,2
2940,52,272,food,1
2941,36,535,tech,2
2942,14,246,tech,3
2943,6,187,food,3
2944,57,656,food,2
2945,6,446,tech,3
2946,45,308,tech,3
2947,19,798,food,2
2948,3,343,tech,2
2949,41,432,medicine,3
2950,28,341,tech,2
2951,32,670,medicine,1
2952,39,43,medicine,2
2953,5,231,food,3
2954,53,427,tech,3
2955,41,753,food,2
2956,55,594,medicine,3
2957,33,334,food,2
2958,47,76,food,2
2959,50,762,tech,2
2960,18,128,food,2
2961,26,876,tech,1
2962,52,537,medicine,2
2963,49,785,tech,2
2964,6,404,medicine,2
2965,35,386,food,3
2966,5,312,tech,1
2967,1,465,food,3
2968,23,14,food,2
2969,57,847,tech,1
2970,37,57,tech,1
2971,3,793,food,2
2972,35,680,tech,2
2973,34,428,food,1
2974,30,277,medicine,2
2975,22,839,food,2
2976,53,337,medicine,2
2977,19,817,medicine,1
2978,30,835,medicine,2
2979,53,447,medicine,3
2980,15,12,tech,1
2981,13,692,tech,2
2982,51,402,food,1
2983,38,67,medicine,3
2984,42,818,tech,1
2985,48,332,tech,1
2986,20,808,food,2
2987,48,734,food,1
2988,39,751,tech,2
2989,1,200,food,3
2990,45,668,medicine,1
2991,36,516,tech,2
2992,47,538,food,3
2993,7,36,food,2
2994,49,704,tech,1
2995,12,469,food,3
2996,58,309,tech,2
2997,53,761,medicine,2
2998,46,169,food,3
2999,3,634,food,2
3000,54,795,medicine,1
3001,38,713,food,3
3002,1,300,tech,2
3003,51,158,tech,1
3004,14,672,tech,3
3005,27,67,medicine,1
3006,22,516,tech,2
3007,27,34,tech,1
3008,59,493,medicine,3
3009,43,183,food,2
3010,51,421,medicine,2
3011,28,781,medicine,3
3012,58,32,food,1
3013,13,63,food,2
3014,27,785,medicine,1
3015,32,543,medicine,2
3016,47,385,food,1
3017,17,570,food,1
3018,31,63,medicine,2
3019,25,861,medicine,2
3020,53,648,food,3
3021,38,742,food,1
3022,41,729,tech,2
3023,14,401,food,2
3024,1,132,food,1
3025,58,425,tech,2
3026,40,387,tech,3
3027,41,120,food,3
3028,8,800,medicine,2
3029,15,198,tech,3
3030,44,847,food,1
3031,26,826,food,1
3032,8,295,tech,2
3033,32,610,medicine,3
3034,26,897,tech,3
3035,34,752,tech,3
3036,45,136,tech,3
3037,36,430,tech,3
3038,6,667,tech,1
3039,33,414,tech,1
3040,18,171,food,3
3041,20,720,medicine,2
3042,54,601,food,2
3043,41,62,tech,1
3044,5,851,tech,3
3045,39,705,food,2
3046,56,509,tech,3
3047,16,405,medicine,1
3048,35,226,tech,3
3049,46,766,food,2
3050,30,202,medicine,2
3051,5,537,medicine,1
3052,56,582,tech,2
3053,49,338,tech,1
3054,17,611,tech,1
3055,21,576,food,1
3056,9,509,medicine,2
3057,18,524,medicine,1
3058,19,363,tech,1
3059,51,275,tech,3
3060,38,474,food,1
3061,41,406,food,2
3062,30,541,food,3
3063,48,855,tech,2
3064,51,691,medicine,3
3065,9,142,food,1
3066,46,665,tech,1
3067,19,26,food,2
3068,55,38,tech,1
3069,20,749,tech,3
3070,46,595,medicine,3
3071,44,651,food,1
3072,42,788,food,2
3073,33,554,medicine,2
3074,46,399,food,2
3075,30,432,medicine,2
3076,24,840,medicine,1
3077,18,481,tech,2
3078,13,450,food,3
3079,39,353,tech,1
3080,25,266,food,1
3081,21,706,tech,3
3082,22,337,food,3
3083,13,277,tech,3
3084,12,692,food,2
3085,25,199,medicine,2
3086,50,65,medicine,3
3087,33,769,food,1
3088,18,254,food,2
3089,24,513,tech,2
3090,17,504,food,1
3091,52,113,food,2
3092,36,539,medicine,2
3093,32,638,medicine,2
3094,8,604,medicine,1
3095,28,535,tech,3
3096,13,359,food,1
3097,15,544,food,3
3098,17,804,tech,3
3099,10,528,medicine,2
3100,39,825,tech,3
3101,51,830,medicine,1
3102,44,364,medicine,1
3103,40,573,tech,1
3104,49,258,tech,1
3105,4,591,tech,3
3106,11,774,food,1
3107,43,582,tech,1
3108,14,515,tech,2
3109,20,622,medicine,1
3110,51,653,food,2
3111,16,742,food,1
3112,53,320,food,2
3113,41,345,food,3
3114,28,312,medicine,3
3115,29,455,food,1
3116,31,539,tech,1
3117,30,298,food,3
3118,24,83,medicine,3
3119,45,500,food,1
3120,41,793,medicine,3
3121,56,688,tech,2
3122,41,288,medicine,2
3123,40,718,tech,2
3124,26,740,tech,1
3125,54,145,medicine,1
3126,55,155,medicine,1
3127,7,403,medicine,1
3128,6,613,tech,3
3129,12,132,medicine,2
3130,43,158,medicine,3
3131,6,592,food,3
3132,29,282,tech,1
3133,35,404,food,2
3134,48,1,medicine,1
3135,34,195,tech,3
3136,17,410,tech,1
3137,43,775,tech,3
3138,46,365,medicine,1
3139,34,218,medicine,2
3140,15,791,medicine,1
3141,42,729,medicine,3
3142,56,637,food,2
3143,22,454,food,1
3144,16,612,medicine,1
3145,4,599,tech,3
3146,30,897,food,3
3147,51,211,tech,3
3148,59,53,tech,3
3149,52,465,medicine,2
3150,31,345,medicine,3
3151,32,631,food,3
3152,51,386,medicine,1
3153,37,388,tech,1
3154,3,880,medicine,2
3155,39,111,tech,1
3156,59,112,medicine,3
3157,18,736,tech,1
3158,53,525,tech,2
3159,39,272,food,3
3160,11,430,medicine,3
3161,56,36,tech,1
3162,44,200,food,1
3163,15,6,food,2
3164,44,729,tech,3
3165,41,753,tech,2
3166,34,314,medicine,2
3167,20,91,medicine,3
3168,18,834,tech,1
3169,26,185,food,3
3170,50,241,tech,3
3171,41,746,tech,1
3172,48,599,food,3
3173,11,460,tech,2
3174,29,547,medicine,3
3175,17,570,food,2
3176,10,845,tech,3
3177,35,473,medicine,2
3178,13,223,tech,3
3179,32,555,tech,2
3180,54,885,tech,1
3181,23,237,medicine,1
3182,51,544,medicine,2
3183,11,503,tech,3
3184,8,611,tech,1
3185,7,572,food,1
3186,21,801,food,2
3187,24,208,food,1
3188,11,530,medicine,1
3189,59,460,tech,1
3190,42,259,food,1
3191,14,323,medicine,3
3192,47,619,tech,1
3193,5,863,food,3
3194,3,437,tech,2
3195,44,285,medicine,2
3196,47,28,tech,1
3197,39,343,tech,2
3198,52,738,food,3
3199,52,31,food,1
3200,35,31,food,3
3201,32,623,medicine,2
3202,20,504,food,1
3203,15,637,tech,1
3204,29,489,food,3
3205,29,445,food,1
3206,52,800,medicine,1
3207,35,497,tech,2
3208,4,260,food,1
3209,7,833,tech,3
3210,16,866,tech,1
3211,57,635,tech,2
3212,3,122,food,2
3213,15,335,food,3
3214,4,172,food,2
3215,39,286,food,3
3216,44,678,tech,1
3217,7,686,food,3
3218,44,21,tech,2
3219,28,656,tech,2
3220,40,802,medicine,2
3221,15,142,food,1
3222,19,787,tech,3
3223,34,409,food,3
3224,48,111,medicine,1
3225,49,689,medicine,1
3226,36,455,medicine,2
3227,49,174,medicine,2
3228,10,34,medicine,1
3229,14,12,food,2
3230,13,449,tech,2
3231,22,121,tech,1
3232,47,798,tech,2
3233,3,461,tech,3
3234,24,811,food,3
3235,38,79,tech,2
3236,49,690,food,3
3237,2,711,medicine,3
3238,50,102,tech,3
3239,58,592,tech,3
3240,52,299,medicine,2
3241,4,816,tech,2
3242,42,416,food,1
3243,43,888,tech,2
3244,41,873,tech,1
3245,25,367,food,2
3246,8,728,tech,1
3247,35,108,food,3
3248,27,188,tech,2
3249,56,741,food,1
3250,50,226,medicine,3
3251,14,457,food,3
3252,57,489,tech,3
3253,25,359,food,3
3254,9,793,food,3
3255,18,738,tech,3
3256,3,572,tech,1
3257,26,533,food,3
3258,23,160,medicine,1
3259,39,662,medicine,2
3260,10,856,tech,3
3261,41,225,food,2
3262,43,805,medicine,1
3263,11,493,medicine,2
3264,32,477,tech,3
3265,31,868,medicine,3
3266,18,330,medicine,2
3267,11,11,food,2
3268,28,107,medicine,3
3269,47,786,medicine,1
3270,33,672,tech,3
3271,4,25,tech,1
3272,43,192,food,2
3273,5,62,food,2
3274,50,469,medicine,1
3275,51,882,medicine,2
3276,8,452,medicine,2
3277,10,46,tech,3
3278,43,893,tech,2
3279,7,518,food,3
3280,45,300,tech,3
3281,26,649,tech,1
3282,37,48,food,2
3283,20,286,medicine,3
3284,58,7,medicine,3
3285,31,248,food,1
3286,40,91,food,3
3287,22,528,food,1
3288,42,684,tech,2
3289,54,807,tech,3
3290,20,458,tech,2
3291,58,352,medicine,2
3292,32,494,medicine,3
3293,3,579,medicine,2
3294,32,523,food,2
3295,35,890,food,1
3296,59,734,medicine,3
3297,29,576,medicine,3
3298,35,569,tech,1
3299,6,27,food,2
3300,50,172,medicine,1
3301,25,173,medicine,2
3302,8,175,food,3
3303,45,827,food,2
3304,13,314,medicine,3
3305,27,354,food,2
3306,22,536,food,2
3307,31,294,food,2
3308,33,853,food,2
3309,32,2,food,3
3310,1,610,medicine,1
3311,14,387,tech,1
3312,25,244,tech,3
3313,17,807,food,2
3314,4,562,tech,3
3315,1,635,medicine,2
3316,7,449,medicine,1
3317,55,820,medicine,2
3318,16,527,tech,3
3319,41,623,food,3
3320,24,691,tech,1
3321,53,638,food,3
3322,18,124,food,2
3323,43,174,tech,2
3324,5,663,medicine,1
3325,39,692,medicine,3
3326,23,181,food,2
3327,21,77,medicine,3
3328,8,253,food,3
3329,45,569,tech,2
3330,48,712,tech,1
3331,11,477,medicine,3
3332,14,296,food,2
3333,46,782,food,3
3334,36,692,medicine,1
3335,8,717,tech,1
3336,22,143,tech,2
3337,20,478,tech,3
3338,24,853,food,3
3339,56,793,tech,3
3340,20,433,tech,2
3341,12,55,food,1
3342,55,780,food,1
3343,24,349,tech,3
3344,46,311,food,2
3345,49,474,tech,2
3346,5,491,tech,1
3347,13,42,tech,3
3348,30,881,tech,2
3349,53,104,tech,2
3350,12,196,medicine,2
3351,4,211,food,3
3352,25,713,tech,2
3353,41,803,medicine,3
3354,56,397,food,1
3355,44,194,tech,2
3356,53,706,food,1
3357,14,895,medicine,3
3358,53,634,food,3
3359,1,147,food,1
3360,31,166,food,3
3361,51,234,tech,3
3362,44,641,medicine,1
3363,21,679,medicine,3
3364,37,483,tech,3
3365,1,816,medicine,1
3366,35,770,food,2
3367,20,278,tech,1
3368,21,117,tech,3
3369,34,270,tech,2
3370,30,237,tech,3
3371,26,395,tech,1
3372,49,155,tech,2
3373,50,729,food,3
3374,34,446,food,3
3375,37,12,food,1
3376,2,340,tech,1
3377,51,682,tech,1
3378,33,337,food,2
3379,17,599,medicine,1
3380,21,659,tech,1
3381,10,219,tech,3
3382,21,364,food,2
3383,22,362,medicine,2
3384,30,651,food,1
3385,16,314,tech,2
3386,16,700,tech,3
3387,18,729,tech,1
3388,18,522,tech,3
3389,37,232,food,3
3390,33,542,tech,3
3391,14,144,medicine,3
3392,55,175,tech,3
3393,13,538,food,1
3394,21,542,food,1
3395,2,705,food,2
3396,41,284,tech,3
3397,41,685,tech,1
3398,8,813,medicine,2
3399,43,501,medicine,3
3400,48,541,medicine,1
3401,33,9,food,2
3402,24,847,food,2
3403,39,13,tech,3
3404,12,87,medicine,3
3405,37,343,tech,1
3406,12,57,food,1
3407,30,205,food,1
3408,30,677,food,1
3409,21,294,medicine,3
3410,10,626,tech,1
3411,16,286,medicine,2
3412,12,511,food,2
3413,22,337,tech,3
3414,49,3,tech,2
3415,24,258,food,1
3416,4,220,medicine,3
3417,25,376,medicine,1
3418,18,357,tech,2
3419,25,415,medicine,1
3420,17,363,food,3
3421,47,637,medicine,2
3422,15,17,food,3
3423,45,738,medicine,1
3424,5,613,food,3
3425,42,611,food,1
3426,50,384,food,2
3427,26,849,food,2
3428,22,280,tech,1
3429,7,139,food,3
3430,49,319,food,1
3431,59,135,tech,2
3432,2,484,medicine,2
3433,22,56,tech,3
3434,53,646,medicine,2
3435,21,288,food,1
3436,14,30,medicine,3
3437,4,256,tech,1
3438,33,306,tech,1
3439,37,192,food,3
3440,46,386,medicine,2
3441,25,728,medicine,1
3442,13,343,tech,3
3443,46,182,food,1
3444,50,292,food,3
3445,49,673,food,1
3446,41,884,tech,2
3447,27,380,food,1
3448,28,722,tech,3
3449,17,308,food,2
3450,37,41,tech,3
3451,47,221,food,2
3452,5,510,tech,1
3453,6,351,food,1
3454,59,479,medicine,1
3455,46,757,food,2
3456,9,39,medicine,2
3457,23,16,tech,3
3458,49,106,food,3
3459,16,805,medicine,3
3460,35,878,food,3
3461,32,646,tech,2
3462,13,375,food,1
3463,43,122,tech,2
3464,23,70,tech,2
3465,40,445,food,3
3466,38,671,food,2
3467,4,835,tech,2
3468,38,124,tech,2
3469,30,855,medicine,3
