u,v,dist,road_type,traffic_factor
32,107,48,highway,0.9483906674167905
109,115,118,highway,0.07624517354892002
81,44,159,street,0.043731137868598946
42,94,51,street,0.24077967852026239
104,13,158,highway,0.6583724893113684
95,40,162,street,0.06257878662388705
8,80,15,street,0.11637433206188719
119,4,21,street,0.6910692549820246
103,58,141,street,0.5668815456374551
53,12,13,highway,0.8428698330806204
76,73,177,highway,0.8056291666119365
109,86,165,highway,0.9191209145328824
49,21,189,street,0.6723547894463334
101,44,160,highway,0.3424970373463727
110,50,53,highway,0.11275659776268276
56,57,100,highway,0.8027650170544304
43,65,140,street,0.7695695185494108
107,98,41,highway,0.8740466959833283
10,44,110,street,0.15538123965583284
95,60,184,highway,0.9665237669142988
41,43,161,street,0.5667796530204174
73,104,179,street,0.6307277044915539
118,82,56,street,0.32913742008945623
35,98,90,highway,0.9818626284391155
29,70,68,highway,0.5532128502141496
26,104,189,street,0.6076765888280408
87,14,121,highway,0.9275231620282819
31,39,171,highway,0.8016253043680079
82,26,59,street,0.9646686083099362
89,59,114,highway,0.7862525134607306
107,73,73,street,0.32065206860977014
65,119,37,street,0.6727266317705249
20,102,39,highway,0.37909174989282
64,23,132,street,0.7478465577705737
88,17,118,highway,0.686221428062493
8,103,166,highway,0.7023718926956782
39,87,128,street,0.5845825959124712
77,73,176,street,0.9919391727435074
48,34,165,street,0.48891683794951335
30,12,92,highway,0.48113477377868763
6,54,15,highway,0.1719498085442357
54,7,72,highway,0.14278796304735974
81,41,71,street,0.5459096903150737
100,24,166,street,0.7038089882718781
93,58,39,street,0.8384518611773961
98,97,107,highway,0.1649627937546072
39,64,49,highway,0.950115591417361
19,21,79,highway,0.21524936160006136
72,20,117,street,0.36954273668710513
47,105,64,street,0.8161818523768664
105,35,31,highway,0.616070027216524
61,58,1,street,0.3353091452963003
69,29,95,street,0.3613212132439233
52,104,35,street,0.4924219417042778
76,103,161,highway,0.7101248605718588
99,83,27,highway,0.7602339173735649
3,47,138,highway,0.417086920143962
64,80,108,street,0.8588905144195635
50,6,55,highway,0.010746797597477986
59,113,68,street,0.8133868923238796
26,52,60,highway,0.4153946172860369
39,113,86,street,0.6181029351047883
30,103,80,street,0.9393497015486989
6,24,14,highway,0.3820776618732842
64,20,112,highway,0.5297675667006119
52,25,156,highway,0.3830652960648626
57,70,173,street,0.6662548810131795
116,92,59,highway,0.2860801436470659
41,47,56,street,0.3913400665903036
78,17,144,street,0.6471166162624095
46,72,51,highway,0.662233812310565
103,53,9,street,0.44197148366240024
74,62,183,highway,0.41712365230402626
26,38,45,street,0.26156975004807725
99,62,100,highway,0.9893580851037432
20,98,22,street,0.31022802602157595
17,21,134,street,0.14472860510540042
111,22,164,street,0.09179283926365611
15,105,148,street,0.09125141099453349
47,105,73,street,0.04173712790680151
69,66,170,highway,0.48973279492907384
104,116,29,street,0.6923897406099612
6,49,21,street,0.5334026472201963
120,106,75,highway,0.5670704535989375
64,9,96,highway,0.4363290581039849
45,72,35,street,0.981936992222603
25,38,141,highway,0.9969345855386356
100,44,152,street,0.9129116660121689
20,8,60,street,0.9787106469752863
106,92,32,highway,0.05913589144332654
101,73,36,street,0.9860410196369767
69,24,135,street,0.752901269829963
65,73,200,highway,0.8644081757188438
9,83,166,street,0.6839495681311667
37,46,153,street,0.9839094728417046
83,82,54,street,0.4559800247034006
112,66,49,street,0.24736431435313244
92,58,41,highway,0.35833739104002793
22,34,35,street,0.0674119491453129
65,59,89,street,0.6777080217230373
81,45,78,highway,0.4231602710482487
25,47,46,highway,0.8832406455712044
10,54,5,highway,0.6838113748062689
75,116,54,street,0.6255272296655227
108,83,78,street,0.16650579007860755
62,74,191,street,0.4745506387991102
33,105,160,highway,0.43039906623949886
104,43,62,highway,0.08248532755112692
94,78,130,street,0.4325516842071009
118,88,100,highway,0.45216454472461354
31,23,60,street,0.6429173874729828
118,3,63,highway,0.23871463644110913
84,80,189,street,0.2751817349934196
61,38,27,street,0.9020933098114318
65,83,135,highway,0.41038482872265913
54,9,136,highway,0.5856065054210862
70,91,100,street,0.751691744993029
87,0,123,street,0.6184778537937822
45,64,184,highway,0.1968904659314462
3,11,77,street,0.13765256970271644
98,8,53,highway,0.8895274108643276
90,104,174,street,0.40071041581352984
16,103,51,highway,0.19247385201989808
78,68,159,highway,0.15923128531741426
104,67,129,highway,0.09070493587094264
118,71,50,street,0.4243218134601878
85,69,72,highway,0.11702607954371425
66,46,69,street,0.7645339217551449
45,58,17,highway,0.4434675412780418
94,29,69,street,0.7584456130466343
52,79,45,street,0.2878056364628382
40,116,121,highway,0.9860520238916024
83,82,122,highway,0.18032199562743245
88,44,55,street,0.21922212033584376
82,16,116,street,0.6508131033139092
93,55,184,street,0.041707182216071836
20,116,29,street,0.6344690274008533
71,42,93,highway,0.8648341975474014
1,5,13,street,0.6248497543276942
87,114,125,highway,0.3764628626966001
50,102,64,highway,0.47279761070983795
38,92,36,highway,0.7404889871384415
98,44,28,street,0.06960685767741492
79,101,40,street,0.659703536356498
33,4,105,street,0.1925055706014034
57,55,35,highway,0.34912800096669916
58,99,68,street,0.24251839738516823
64,11,181,street,0.09555827119621274
34,4,198,street,0.21181390179057225
98,31,22,street,0.9347000929328639
79,46,80,highway,0.08499522787201608
36,37,120,street,0.578368577763783
52,86,109,street,0.9013188713501525
78,108,51,street,0.8850449785033281
107,38,136,highway,0.4072488102828624
111,104,175,highway,0.3777411160225138
5,25,194,highway,0.013344616695606604
72,115,97,highway,0.23590179781248577
49,16,101,highway,0.7965674318709445
46,34,129,highway,0.7557515367071406
1,72,37,street,0.9279834136394163
109,35,3,highway,0.9314794701952198
40,115,66,street,0.3862780017789078
76,57,95,street,0.7364897193891788
41,47,138,street,0.12882850149248193
4,100,85,highway,0.7182616169315923
64,42,30,street,0.7979221492156398
38,117,125,street,0.9668269433000516
40,87,28,street,0.44466464275585116
64,69,91,highway,0.24788600898173652
11,50,22,street,0.7232984881206109
33,36,43,highway,0.15348439890833077
94,114,62,highway,0.15696007797509348
12,8,61,highway,0.7014731867714951
75,0,49,highway,0.20150881280292265
75,84,25,highway,0.8615469643526028
21,40,55,highway,0.5205300375200168
33,12,108,street,0.38161274598946937
117,105,113,street,0.6193814007023947
76,105,182,highway,0.35533772511223694
86,41,123,highway,0.8193698544308184
4,88,82,highway,0.908521769776871
26,22,13,highway,0.7314751124088781
114,97,42,street,0.7608539122707373
32,82,99,highway,0.5342565038275039
2,40,94,highway,0.09689754681982599
62,70,119,street,0.06796873858070762
62,109,17,street,0.38730870405788576
45,54,126,street,0.5986622417649633
13,93,136,highway,0.6879322257551052
82,76,40,street,0.13871698595298232
74,98,132,highway,0.20834094287932003
115,76,125,street,0.7762678311921363
101,71,52,street,0.04711238602758239
91,88,118,highway,0.9391448292713241
61,11,115,street,0.87075295901617
77,57,59,highway,0.706556558261796
115,32,95,street,0.5930891199708752
41,97,54,street,0.06288946258564287
90,26,109,highway,0.8258565991844325
28,79,105,street,0.6316214966218082
56,109,171,street,0.2511319260035113
109,57,25,highway,0.49622898476214516
92,51,174,street,0.14110342052695557
40,50,93,street,0.25804115759850366
0,26,93,highway,0.28686181979609815
83,82,183,street,0.637690480581756
53,18,86,highway,0.593338946790514
28,71,121,highway,0.9658209553670122
71,30,169,highway,0.9732237850751937
51,116,195,street,0.8532241436083341
42,109,113,street,0.4282148602248773
116,61,14,street,0.06316693611093227
109,93,88,highway,0.36439577603323536
113,39,71,street,0.3809454751617375
53,97,164,highway,0.5537041169150944
32,104,79,highway,0.7067309313472493
41,44,142,street,0.9599677308143908
42,62,116,highway,0.2548719338167764
69,31,66,highway,0.692749154809115
50,46,169,highway,0.07720738164320462
69,34,167,street,0.35652125178777727
73,49,188,highway,0.3632989271974719
76,15,132,highway,0.08887023829632068
40,8,18,highway,0.8090527523670785
14,27,66,street,0.017911062425714386
48,12,22,street,0.7747000537021205
50,86,7,highway,0.3044049881888472
15,96,131,street,0.38452341279872027
53,80,73,highway,0.8402161159847613
7,17,99,highway,0.2912365420780675
95,119,4,highway,0.3949415890643343
119,12,158,highway,0.6661827163745393
54,105,168,highway,0.2946132384081811
57,120,26,street,0.3071493508561932
107,104,15,street,0.2743856742337075
70,1,4,highway,0.6515024353948755
50,82,97,street,0.3832658967882355
109,19,45,street,0.27619104964535635
102,117,76,street,0.9493043075407187
17,66,162,street,0.9303596353993558
23,57,24,street,0.5356448316836009
34,31,14,highway,0.23765844203202235
28,18,157,street,0.5356990691736454
44,93,135,street,0.11996046241342317
21,36,128,street,0.9832246030125732
39,57,61,highway,0.5322308558371972
11,31,152,street,0.35670836949346874
34,72,166,street,0.850060797049815
49,114,182,highway,0.8873369499420799
40,21,164,street,0.7216593402731308
72,80,96,street,0.21807104015514878
24,110,156,street,0.14909922901500527
8,9,38,highway,0.8667820290152489
83,120,128,street,0.016209830466007547
4,44,112,street,0.26010617494228694
47,77,85,highway,0.2364672113905607
62,44,146,highway,0.34888712054667925
33,110,25,highway,0.34201490246938193
34,65,124,street,0.9798077936494316
87,31,45,street,0.7679032181175316
14,41,91,street,0.46154094260798373
3,22,123,street,0.192970455819793
0,69,147,highway,0.7860148976168818
118,49,166,highway,0.7913676341101336
13,85,44,street,0.3851958714030068
103,62,161,street,0.9130298828558443
19,27,16,highway,0.6380040508123169
11,79,111,street,0.09213976865541051
98,32,6,highway,0.541618687376007
112,73,4,street,0.34687749333588025
34,1,196,street,0.9442138864147733
17,111,7,street,0.6875855723998074
83,75,106,highway,0.5152975798204867
108,32,63,highway,0.8662989286038565
71,87,40,street,0.6593463072662804
79,3,85,highway,0.6030191633323599
10,114,1,street,0.04237625833358727
73,76,125,highway,0.7055419380015214
47,119,55,street,0.8596857809064917
27,2,179,street,0.08250385525440473
59,34,7,highway,0.2493719796188294
40,87,139,highway,0.9003713292890199
1,54,177,street,0.3482236261083903
77,6,91,street,0.851182407112372
36,35,136,street,0.875346196023061
109,108,1,street,0.5086394861230357
85,33,165,highway,0.22936823717818067
111,4,182,street,0.39298312610241204
0,75,157,highway,0.6137230375320999
48,46,101,highway,0.3322170568126892
117,63,179,highway,0.5051691789432887
14,106,148,highway,0.9370003031320541
118,91,68,highway,0.5065148314858998
65,16,12,highway,0.8358241452348054
91,90,18,street,0.23452793869946464
95,67,11,street,0.5780695866004393
6,11,61,street,0.3150034997243404
76,65,157,street,0.1801889583563543
65,45,136,highway,0.13509463468129568
33,56,33,highway,0.13363705010205085
18,98,54,highway,0.780829807317915
91,65,132,street,0.9689207567857354
115,43,71,highway,0.7947002030915337
91,97,192,highway,0.33647604735654335
28,109,155,highway,0.8737782972740097
73,81,30,highway,0.11546984586043363
47,2,40,street,0.017040015126225105
25,72,185,highway,0.8589165884703317
76,86,32,highway,0.31107292021176647
20,57,26,street,0.6848917105687814
93,52,40,highway,0.7182216107662619
91,36,135,highway,0.6790644925278644
76,73,31,street,0.28373465091365146
53,15,122,street,0.615848257501004
70,106,41,highway,0.2582327477943893
98,118,2,street,0.009304137162904236
54,1,85,street,0.6460949531630462
46,76,144,highway,0.9514115894487357
25,50,52,highway,0.27736732639402484
111,29,13,highway,0.03326876399331602
116,13,32,highway,0.43695630363042026
20,63,53,highway,0.41141467387285013
104,88,45,street,0.9940775593003895
89,22,147,street,0.9521619137660856
83,37,5,highway,0.5169372907403985
54,70,59,street,0.9218196284068253
100,104,151,street,0.8633798593852743
82,81,159,highway,0.9331620817699682
82,110,186,highway,0.3497538517850368
39,97,80,highway,0.26828694963534416
96,55,182,highway,0.6407878251793945
49,25,168,highway,0.4297135265445259
27,104,168,street,0.8981207622670062
101,62,41,street,0.5654375042293842
94,93,143,highway,0.30393334853585297
5,73,164,street,0.9164414932241456
51,91,21,street,0.21759822066024315
88,105,137,highway,0.8035869508378396
21,74,38,highway,0.45423940274634256
58,119,199,street,0.22329428745305502
11,64,100,street,0.712209820246179
107,106,9,highway,0.6519086657400454
87,3,46,street,0.02256435691484515
58,115,48,street,0.551088944656986
8,18,104,highway,0.4319877222483479
49,51,13,street,0.3239821085630543
35,83,120,street,0.13873167824052024
12,99,83,highway,0.766041360935919
84,107,169,street,0.5439947446840135
95,39,22,highway,0.7886117123437452
50,49,40,highway,0.6932741866726012
83,89,19,highway,0.507335833503473
64,89,197,street,0.7529254349255434
12,5,130,highway,0.7793008946847829
30,43,51,street,0.4210671613540825
56,54,138,highway,0.4232256931798887
11,95,193,highway,0.8573743628880978
82,119,122,street,0.5404717681937097
104,1,122,street,0.6551227442668222
22,116,105,highway,0.9818466297785009
17,31,128,highway,0.4351432836865695
105,113,178,highway,0.7614784900515353
51,52,106,highway,0.6361889831066727
45,53,45,highway,0.6907939743288167
106,81,84,street,0.15951572355523336
115,12,138,highway,0.3732876385040761
85,51,19,street,0.8874014900615266
27,50,156,highway,0.30654187740367467
92,35,180,street,0.7468167507857155
116,78,64,highway,0.6640519385241699
67,114,170,street,0.7210554865458098
65,112,115,street,0.6709277026395515
12,108,196,highway,0.6871355675267383
76,34,17,highway,0.6798639159594848
26,20,158,street,0.43139603393532167
109,29,81,highway,0.12641551504664794
74,63,138,highway,0.6564764086534653
39,69,18,highway,0.9977691209860138
106,14,5,highway,0.18299956207172963
48,88,79,highway,0.3932877847871188
27,98,26,street,0.8233453164398417
9,76,25,highway,0.4170630602961367
40,102,113,street,0.4229446155023723
55,86,106,highway,0.1465934338819994
94,98,122,highway,0.9965353798400501
99,39,56,highway,0.8156834702920746
62,20,146,street,0.3954933853381929
70,44,58,street,0.6766495987744082
4,60,20,street,0.775515999834155
95,107,142,highway,0.9909809784592618
32,37,164,street,0.6002048076281064
19,14,126,highway,0.04094219623703754
13,113,21,street,0.49579430531915025
93,68,61,highway,0.3389777269815497
58,101,17,street,0.7604643748472414
110,37,32,street,0.7008216674483406
65,57,105,highway,0.06253978937435167
3,118,19,highway,0.2263970045023358
32,66,86,highway,0.44539208676972486
37,92,169,street,0.07866926094756566
117,23,131,street,0.8924208120362233
88,90,166,highway,0.17391393252277498
20,8,125,street,4.028383303078531e-05
104,90,24,street,0.749972200141125
51,69,128,highway,0.5411631319340435
87,65,46,street,0.6108037212242587
108,40,7,highway,0.9697462532219064
20,0,62,street,0.8416954339771023
97,36,188,street,0.3102643061796012
15,66,85,highway,0.45903668624409943
43,119,143,highway,0.8127858094991534
6,37,171,street,0.8807149312689444
120,15,29,highway,0.5096681829555648
51,78,89,street,0.08535150969162175
69,113,77,highway,0.4789667543763494
65,107,164,street,0.9001659225884259
77,4,155,street,0.7146794822954754
76,118,90,street,0.25461426125005837
109,56,41,street,0.8711990456443193
31,9,151,street,0.9198498274636489
96,112,77,highway,0.1326525112236827
104,65,148,street,0.3533555567303681
115,17,119,highway,0.30525122327774656
14,67,8,highway,0.8649459991919736
7,22,120,street,0.13136136657869013
39,15,144,street,0.5810818839723543
60,37,169,street,0.8630426903990335
25,119,170,highway,0.437522826397587
19,3,11,street,0.05469048416362843
33,106,29,street,0.4505954719692198
13,70,62,street,0.8435824428895732
29,105,107,street,0.7969286722520847
109,76,5,highway,0.9045955741987448
36,25,153,highway,0.041421013077824975
113,112,176,highway,0.41371181942633417
25,2,77,highway,0.135124138851067
59,28,80,street,0.8478041058264862
16,99,167,highway,0.7841691506049484
84,104,86,street,0.28148639616903726
92,106,187,highway,0.11241762523007004
75,90,19,highway,0.9261941565514491
117,42,10,highway,0.34654092242675105
4,15,199,street,0.7547509222403335
113,109,76,highway,0.6434336134861824
112,35,111,street,0.44338407019986026
22,74,27,highway,0.13524978853267322
23,47,136,highway,0.7390979400458305
5,50,119,street,0.2675498928976151
54,89,143,highway,0.6722360334860056
40,62,91,highway,0.3566832476093812
77,108,20,highway,0.7873961135592074
120,60,1,highway,0.7446204241717385
82,106,168,highway,0.49180077138984035
47,111,142,street,0.32557201192871177
78,92,183,street,0.30038307930155805
113,24,41,highway,0.7852824502646798
49,41,56,highway,0.8184946041347009
83,117,132,highway,0.26019067175237154
101,7,58,street,0.32870635815026716
40,20,146,street,0.9308806947064411
72,74,26,highway,0.3350112841506545
99,78,22,highway,0.5834870310304033
87,64,13,street,0.22602345059498863
2,112,21,highway,0.2597496466311834
82,69,52,highway,0.44382143627662907
88,34,44,street,0.008635515598092725
33,75,138,street,0.660116965011355
6,7,149,street,0.23646074589894928
69,19,158,street,0.03233743752981744
111,107,180,highway,0.38925270499334674
24,20,128,street,0.8304728254099752
25,15,4,street,0.811329616859101
70,56,98,street,0.7340443870883434
8,119,39,street,0.6198345089597064
96,79,163,street,0.2767868353205646
85,110,145,street,0.7982091490176814
105,25,83,street,0.3807778311609358
3,46,85,street,0.7110584318000571
50,1,12,highway,0.24097728080781078
97,4,57,highway,0.8199901891607774
41,39,8,street,0.31146008553647053
120,13,165,highway,0.5246071943473375
20,50,195,highway,0.28747643603224116
61,11,69,highway,0.8712651238126096
40,11,70,street,0.991659013855288
44,54,62,street,0.34271280065489573
72,112,23,street,0.26210991948899365
54,35,89,street,0.5746083105226769
1,89,91,highway,0.4465279881371519
10,71,39,street,0.061140918192799765
30,119,103,street,0.1307230373137539
25,34,49,street,0.8078355768116345
100,101,104,highway,0.23190586155999904
119,22,136,highway,0.5833622114605106
64,76,72,street,0.7532838130288193
63,5,186,highway,0.890892211213967
26,102,174,highway,0.5842979676076604
59,101,56,highway,0.6087518471946467
2,44,193,highway,0.8370105801194779
45,24,167,street,0.22830895101169268
112,119,77,street,0.14459352100906697
24,12,14,street,0.659039354485777
6,65,9,highway,0.993348480159438
86,47,132,highway,0.19805927454402572
98,19,7,street,0.6843515302907138
51,19,181,street,0.20545506642826417
20,72,200,highway,0.013902521448634242
99,0,140,street,0.39567943533814964
45,104,4,street,0.7860337457474313
91,72,98,highway,0.727594589988354
5,115,110,highway,0.008200030666552283
67,20,62,highway,0.9638257876296014
114,13,145,highway,0.6157313779353533
92,84,44,street,0.2013354649254474
104,89,15,street,0.952920013974472
5,9,127,highway,0.28405238701674507
76,8,197,street,0.3903465694321412
111,47,51,highway,0.6408033413886385
29,30,81,highway,0.2668638443909924
0,46,138,highway,0.3837370292937412
68,8,101,highway,0.5718699085744287
28,120,145,street,0.12595002978844838
47,66,197,street,0.2950124545601589
14,6,79,highway,0.23263669815973442
24,5,198,street,0.884286871096894
38,94,2,street,0.18666390004323874
16,10,91,street,0.09950568563916817
43,44,161,highway,0.7231633519202975
102,63,195,highway,0.9998522349535914
13,31,143,highway,0.3737375792944557
118,57,174,street,0.4450213576556895
82,116,56,highway,0.08723683939702642
10,111,81,street,0.17439674988443765
0,47,51,street,0.5390514887521106
35,77,14,street,0.04939641292001351
79,34,142,street,0.03817311119905853
37,105,74,street,0.738178758671789
5,75,185,street,0.2620269515473407
71,46,127,highway,0.936765081018636
14,41,20,highway,0.6502048612760868
109,77,66,highway,0.5073408360731828
15,85,1,highway,0.4801436157619966
107,72,24,highway,0.4379807453251586
74,12,7,highway,0.3489446633070058
51,96,115,street,0.8991874426116964
48,17,191,street,0.6573411714649176
28,4,36,highway,0.6422867326902002
4,41,129,street,0.47606604042288625
1,5,108,highway,0.5537489928788343
43,67,24,street,0.22346192877795812
8,86,119,highway,0.40330188036434156
60,49,86,highway,0.004893633102800776
11,84,79,highway,0.6778127059727931
109,10,122,highway,0.36914047626488433
118,27,174,street,0.837491942353543
115,11,28,street,0.7228059369099042
60,112,5,street,0.8711368019873956
113,116,134,highway,0.15956040439816854
52,8,165,street,0.18315016687436714
29,7,131,street,0.4671593110280601
41,58,5,street,0.100308561237347
96,36,168,highway,0.9906864834951886
25,109,37,highway,0.053306844741437764
15,31,57,street,0.7335734673462941
103,14,101,highway,0.06071565709722693
51,67,112,street,0.16083916869980153
25,116,109,highway,0.34443140200469835
37,96,98,street,0.9247299347641145
64,60,122,highway,0.9686068522718825
118,6,119,street,0.2177712771609075
90,111,154,highway,0.9807527855981807
67,5,171,highway,0.6282924945539287
40,90,103,street,0.7495458308727563
64,34,49,highway,0.7303039698789601
16,56,84,street,0.33042021760392726
17,23,3,highway,0.8853661615033088
25,26,177,street,0.5700647732389191
107,18,142,street,0.42782139091755655
75,115,45,highway,0.9362508892151826
14,94,57,street,0.29919456897218333
75,13,148,street,0.18698344153167457
79,75,127,street,0.5318549386720898
50,19,103,highway,0.559723392359684
27,82,37,highway,0.5521512082792027
81,13,73,street,0.282664107230733
114,43,146,highway,0.028704607863742293
68,103,167,street,0.4703913173734754
118,90,98,highway,0.17117747835349117
111,22,104,highway,0.45822059517567004
16,80,42,highway,0.7350528440574361
37,103,27,street,0.6824273416024669
11,13,119,highway,0.9590200831554507
112,31,161,street,0.48550757231054753
47,86,69,street,0.6391486933893448
66,67,147,street,0.7282983205783083
41,54,45,highway,0.7008659467654208
13,90,63,street,0.4653153894564551
55,89,18,highway,0.1750544823305078
109,24,85,street,0.292437185612909
4,110,55,street,0.19854385377460793
31,22,64,highway,0.04690273253806776
69,23,117,street,0.8130201472758715
22,99,162,street,0.007002273719422636
57,75,149,highway,0.7708644314536413
58,88,65,street,0.8155106729756793
110,72,28,street,0.06063663955559928
26,94,195,street,0.5590770040820673
31,40,200,street,0.10805379541609095
115,44,159,street,0.9963230215824089
24,11,96,highway,0.26454767073139707
0,113,176,street,0.9451835273797072
91,106,120,highway,0.8010407148353932
52,21,200,street,0.7600374118415992
24,74,183,street,0.8977630921256807
53,59,154,highway,0.18285922859007797
21,120,39,highway,0.31159808038070347
56,86,136,highway,0.9786483469682826
78,100,111,highway,0.3294229570147619
10,38,31,highway,0.1269135260572346
79,93,67,street,0.033336715506733894
116,112,140,street,0.9960162037756586
8,47,179,street,0.8727848810665376
100,108,80,street,0.1055416176186793
84,114,137,street,0.2517073898447395
51,94,200,highway,0.1964921209130036
56,11,24,street,0.9947881417777269
47,87,95,street,0.3570165566219643
25,67,156,street,0.8498295816941849
63,39,188,highway,0.8634149925723201
103,45,125,highway,0.38165002157200834
18,82,170,street,0.9745314356552105
89,18,134,highway,0.689272586229608
9,35,45,highway,0.4285033416803503
18,92,80,highway,0.28694721249391497
42,39,54,highway,0.2880309522593323
113,116,9,street,0.20503359027073054
29,47,172,street,0.812334664394556
95,14,88,highway,0.9918432663611022
75,95,138,street,0.06484371619671281
78,6,51,street,0.8737399418547466
8,80,47,street,0.8189495178415046
63,16,187,highway,0.5517602640017891
6,42,177,highway,0.15775505814520185
74,91,21,highway,0.9847022297039971
46,61,179,highway,0.583645011081324
19,15,92,street,0.5350058739929987
83,103,158,street,0.14804827888414196
15,44,52,highway,0.15466946807734727
83,115,167,highway,0.143010054761051
53,70,136,street,0.010688384140467244
85,78,78,street,0.44189943528557474
96,36,93,highway,0.9572408756121473
50,84,91,highway,0.6219538429115784
56,30,186,street,0.8182850568593455
12,69,129,highway,0.9084409334026063
30,85,194,highway,0.7017360043272642
85,89,161,highway,0.24255192041082319
85,54,12,highway,0.4086703277105711
54,110,60,street,0.16077384087975066
8,60,156,street,0.27413309010877707
101,87,128,street,0.9931686412944466
107,110,29,street,0.5695038994700448
75,24,182,highway,0.4880643924488325
68,119,72,highway,0.4768891123663688
46,74,71,highway,0.6330405542099354
61,100,33,highway,0.4329242260051518
107,82,56,street,0.6730106918511463
41,116,89,highway,0.09120558946592339
65,46,102,street,0.30095789714589516
71,45,164,street,0.9105144498199449
86,32,29,street,0.6167075999108109
9,45,198,highway,0.05889552514186036
50,87,4,street,0.08042156382013665
75,56,49,street,0.4202119328724674
30,101,54,highway,0.4702194640623225
104,56,71,street,0.3933123274302922
15,104,53,highway,0.2966335943439974
30,67,185,highway,0.007546299547050217
61,63,44,highway,0.12421067977297873
57,66,89,street,0.27910489722112386
3,112,49,highway,0.7990654140209728
108,8,115,highway,0.27538628994234904
10,56,27,highway,0.38149090775404726
27,109,151,highway,0.6501118407677055
15,73,102,street,0.11108854928750178
39,49,59,street,0.6856882553358552
76,118,173,street,0.6546713234027597
71,95,55,street,0.36639215584329676
88,62,86,highway,0.8010448037773843
70,17,117,street,0.23631765682438777
1,91,1,street,0.05005302257276323
35,89,191,highway,0.20136065884477694
76,72,62,street,0.007414781159242323
55,68,138,highway,0.12133469202443292
45,84,112,street,0.6195369601361858
73,39,129,street,0.9448203309879539
88,10,139,street,0.8091296121618973
77,54,145,highway,0.9976585271625675
18,64,183,highway,0.20200781438964288
108,19,95,street,0.888587655376046
55,97,7,highway,0.9938506917195705
9,109,182,street,0.9146378390643076
34,112,69,street,0.8589235472356945
3,65,50,highway,0.22753056650844394
81,101,188,street,0.9596817072784155
87,106,154,highway,0.6539185534302755
17,21,35,highway,0.1578265033129499
13,79,143,highway,0.7723714428554127
114,44,20,highway,0.958876681101989
7,106,36,highway,0.795445510773677
12,54,105,street,0.915989312698422
66,119,22,highway,0.5688581586560488
31,46,88,street,0.8976085201602507
3,2,27,street,0.7936712486337081
100,0,47,highway,0.23150638738298346
34,58,140,highway,0.5173776686497036
25,47,36,street,0.5956192427962256
9,6,166,street,0.5399129347249433
118,4,157,street,0.7692003970370103
83,49,85,street,0.9964979306641009
2,71,75,street,0.3778303105821129
19,78,116,highway,0.2883575523795552
100,65,170,highway,0.6659063775175456
108,13,59,street,0.8030144262753628
72,65,6,highway,0.02625804090217443
25,108,66,street,0.7330914960592629
102,110,22,street,0.3356995726814155
5,100,121,street,0.2651342364116577
4,18,147,highway,0.49925751283594766
42,41,188,highway,0.9037355041496387
110,11,94,highway,0.49154995635262455
7,32,96,street,0.1365592858862672
9,49,132,highway,0.23859014524374988
118,115,42,street,0.4346637465816402
77,89,107,street,0.03298562960760376
117,37,86,street,0.3953645201102829
72,49,170,highway,0.22449306080529174
16,100,48,highway,0.9036907033964151
31,26,142,highway,0.04694752778128375
72,30,191,highway,0.69470546673986
22,50,155,highway,0.3846310532161662
8,99,75,street,0.01390785681426232
72,47,200,highway,0.05082683742778071
92,96,44,highway,0.41479042114041365
17,13,120,street,0.12923321832793722
23,69,168,street,0.7105332396283675
102,58,5,highway,0.7418349026744493
110,60,195,street,0.2673983110492366
45,69,190,street,0.9181884856917419
17,116,2,street,0.7862971689822144
85,88,129,highway,0.882029788449073
96,60,157,highway,0.8597497729811058
15,115,123,highway,0.41367780103329477
13,51,168,highway,0.9135885721322815
27,77,1,street,0.4217941175779151
56,103,99,highway,0.9421611862934832
87,46,2,highway,0.7013481973035958
46,109,157,highway,0.6850252777848017
49,38,174,street,0.5492270935091814
85,40,116,street,0.6569372343890686
19,85,100,street,0.8505140337674415
50,0,176,highway,0.4014066085467286
62,72,75,highway,0.20378685142919106
115,42,77,highway,0.739821482320958
23,73,94,highway,0.029680133565011424
101,20,101,street,0.9343851159733674
119,87,141,highway,0.7332582005229499
58,43,63,highway,0.23771993412925918
55,85,32,highway,0.3455714008574369
90,81,181,street,0.307273542346715
64,62,133,highway,0.09357302120329603
22,78,82,highway,0.3273150658495272
78,20,148,highway,0.18076910362764287
32,15,1,street,0.3389912714876496
39,8,26,street,0.31866511565977995
53,74,21,street,0.23661811563638113
48,118,28,highway,0.37263580198966595
49,42,189,street,0.888859289941175
53,73,197,street,0.7845687531635848
13,90,102,street,0.3074685963198165
57,10,16,highway,0.7894318525601569
48,85,192,street,0.9390316743750335
41,30,130,highway,0.24731653684712573
66,7,106,highway,0.2831064336396739
6,81,172,highway,0.9332136489293262
93,55,39,highway,0.9969937334982409
54,4,127,street,0.28358403948144517
57,41,185,street,0.3475529167863588
41,35,101,highway,0.9721456281774112
25,23,137,street,0.8022426967259445
48,7,18,street,0.7667466274898787
42,69,162,highway,0.026917600709523093
56,27,76,highway,0.3316387824992597
112,80,103,highway,0.901088386223438
71,86,69,street,0.23742826328179178
19,76,170,street,0.522121364804204
65,117,72,highway,0.7841525626492032
87,79,148,highway,0.5635875667090481
38,28,193,street,0.941270608525514
102,83,34,street,0.0158233867058869
113,54,79,highway,0.24068751780079667
