sku_id,category,base_price,current_stock,min_stock_threshold,day_of_week,hour_of_day,recent_demand_7d,competitor_price,discount_pct,urgency_score
SKU00815,household,173.35,296,78,3,8,123,179.71,26.7,0.623
SKU00816,clothing,1855.07,63,88,1,21,28,2190.83,38.2,0.799
SKU00817,electronics,748.24,7,55,4,1,104,733.16,34.4,3.954
SKU00818,food,166.08,128,60,3,13,52,169.89,15.4,0.441
SKU00819,personal_care,1017.69,211,92,1,19,150,831.16,27.3,0.917
SKU00820,household,373.71,256,118,4,16,40,354.65,19.3,0.49
SKU00821,food,264.93,316,94,6,22,159,215.4,14.5,0.884
SKU00822,clothing,347.73,371,41,0,14,132,281.55,29.5,0.683
SKU00823,food,21.1,421,73,4,20,73,17.55,0.2,0.478
SKU00824,clothing,875.29,326,20,0,13,58,966.67,40.0,0.263
SKU00825,personal_care,50.85,301,44,2,19,80,46.04,18.6,0.493
SKU00826,electronics,3557.75,119,97,4,23,146,3806.63,7.4,0.988
SKU00827,food,230.05,102,61,6,18,94,251.18,8.4,0.672
SKU00828,electronics,1497.14,236,44,6,21,203,1593.36,31.2,0.905
SKU00829,electronics,4188.11,400,51,6,16,106,4785.15,7.6,0.488
SKU00830,personal_care,1194.16,196,64,6,13,79,1378.46,3.6,0.478
SKU00831,personal_care,931.94,283,62,4,20,113,793.69,33.7,0.661
SKU00832,electronics,4085.25,484,105,4,6,37,3311.75,9.9,0.356
SKU00833,household,541.78,281,45,5,23,135,516.92,13.9,0.72
SKU00834,food,196.59,177,48,1,17,155,200.94,39.8,0.755
SKU00835,clothing,1923.48,497,90,5,11,53,1632.29,13.0,0.402
SKU00836,household,687.95,485,24,0,12,162,583.06,4.5,0.773
SKU00837,electronics,2958.5,104,63,4,6,77,3178.82,33.7,0.608
SKU00838,electronics,4329.31,103,91,3,4,19,3606.53,6.5,0.614
SKU00839,household,105.93,280,65,1,16,103,94.21,10.4,0.628
SKU00840,clothing,1461.68,340,58,4,13,114,1223.88,7.4,0.641
SKU00841,personal_care,1100.8,221,95,2,12,64,1146.27,26.5,0.47
SKU00842,electronics,1817.92,415,24,1,12,33,1579.51,14.7,0.261
SKU00843,household,594.19,221,33,5,9,123,564.15,24.2,0.666
SKU00844,household,404.95,250,90,4,12,113,374.61,37.2,0.731
SKU00845,clothing,741.72,383,39,2,5,49,633.91,23.6,0.347
SKU00846,food,268.43,348,53,1,17,87,249.55,4.1,0.524
SKU00847,household,138.8,134,85,1,22,105,164.98,39.4,0.735
SKU00848,clothing,1208.58,138,21,2,9,45,1306.43,17.1,0.256
SKU00849,electronics,2745.89,284,60,4,4,121,2756.89,6.2,0.589
SKU00850,food,55.9,218,78,4,6,98,47.67,19.2,0.67
SKU00851,clothing,1970.11,204,107,2,9,44,2028.25,17.0,0.437
SKU00852,food,31.51,472,67,6,5,167,31.49,28.7,0.839
SKU00853,food,279.91,418,29,0,4,138,245.88,39.7,0.687
SKU00854,personal_care,802.5,420,111,0,14,61,861.23,15.1,0.376
SKU00855,food,254.54,178,55,2,5,73,243.85,35.7,0.546
SKU00856,clothing,1843.08,51,55,3,23,129,1525.33,13.8,1.145
SKU00857,household,469.98,30,74,5,7,60,383.35,15.9,1.534
SKU00858,household,253.31,194,83,4,13,39,210.81,28.6,0.469
SKU00859,personal_care,1105.99,178,36,0,6,91,938.57,6.0,0.565
SKU00860,food,76.08,23,113,0,4,105,61.29,13.5,2.874
SKU00861,household,232.6,137,78,1,11,101,254.73,38.7,0.687
SKU00862,electronics,4376.93,29,45,3,2,149,5092.03,3.9,1.346
SKU00863,electronics,2357.1,142,88,5,17,86,2239.34,25.0,0.752
SKU00864,household,81.33,400,109,2,4,135,81.44,30.4,0.676
SKU00865,personal_care,931.08,322,118,5,20,140,1060.49,0.0,0.743
SKU00866,clothing,1224.92,479,61,0,11,91,983.28,1.0,0.528
SKU00867,personal_care,348.64,11,106,0,4,48,378.55,28.6,4.609
SKU00868,food,99.74,222,42,5,23,84,87.63,1.1,0.53
SKU00869,household,747.49,487,86,5,14,99,604.03,13.9,0.584
SKU00870,household,123.89,453,113,3,18,99,128.09,38.5,0.52
SKU00871,household,763.96,372,81,3,1,121,722.19,4.4,0.693
SKU00872,clothing,601.77,251,61,4,14,175,490.24,2.5,0.921
SKU00873,clothing,747.03,380,42,2,9,92,616.63,25.5,0.523
SKU00874,food,79.2,161,99,3,11,114,86.8,18.5,0.762
SKU00875,clothing,2375.9,186,21,1,2,80,2511.55,12.3,0.376
SKU00876,electronics,4831.61,248,112,2,23,34,4059.59,16.7,0.461
SKU00877,personal_care,1005.56,432,74,5,15,119,831.16,34.1,0.661
SKU00878,clothing,1229.24,59,120,6,1,132,1365.61,33.9,1.528
SKU00879,personal_care,842.46,190,79,0,5,122,910.91,23.4,0.695
SKU00880,clothing,2364.72,333,60,4,0,133,2508.61,20.1,0.622
SKU00881,food,172.12,52,113,6,15,79,176.26,28.2,1.382
SKU00882,household,655.41,68,105,0,10,52,524.76,38.5,1.069
SKU00883,food,156.95,336,102,1,12,130,166.19,27.5,0.671
SKU00884,food,158.62,312,47,2,8,95,178.89,6.0,0.455
SKU00885,electronics,1099.15,227,73,5,20,149,1303.71,9.0,0.756
SKU00886,personal_care,1038.6,197,64,1,16,102,972.91,35.2,0.67
SKU00887,personal_care,989.93,424,31,5,11,145,880.58,1.0,0.716
SKU00888,electronics,1822.27,156,24,5,9,153,2022.42,18.6,0.688
SKU00889,personal_care,193.79,472,70,4,9,122,210.74,12.4,0.562
SKU00890,personal_care,530.41,17,89,3,11,127,455.87,8.0,3.08
SKU00891,clothing,758.75,428,63,3,11,72,765.61,26.9,0.361
SKU00892,clothing,206.77,153,114,6,1,113,232.58,24.1,0.822
SKU00893,personal_care,373.64,400,29,5,21,122,423.27,16.9,0.524
SKU00894,clothing,1534.42,360,120,3,16,77,1762.86,2.6,0.474
SKU00895,clothing,1076.04,279,36,5,20,161,1122.13,4.9,0.708
SKU00896,household,78.05,339,70,1,15,66,66.05,0.4,0.467
SKU00897,food,134.77,126,45,4,19,67,115.74,18.0,0.545
SKU00898,personal_care,1050.29,328,47,4,8,86,1160.28,18.3,0.415
SKU00899,household,519.73,420,30,4,20,181,455.66,38.8,0.86
SKU00900,food,236.78,447,80,2,21,133,195.0,30.4,0.721
SKU00901,food,43.73,367,117,1,7,30,47.25,4.1,0.279
SKU00902,household,67.78,294,25,0,18,64,60.82,9.0,0.398
SKU00903,clothing,1821.74,413,54,3,11,134,1549.78,1.2,0.701
SKU00904,clothing,657.74,422,75,3,9,91,543.26,7.1,0.553
SKU00905,electronics,4306.41,90,26,4,19,124,4606.04,1.7,0.639
SKU00906,clothing,770.99,496,72,1,6,94,795.78,33.1,0.448
SKU00907,food,236.93,380,27,2,7,36,263.45,20.6,0.179
SKU00908,food,101.86,7,112,0,23,97,85.16,15.4,7.488
SKU00909,household,180.59,60,102,5,4,40,167.61,5.9,1.096
SKU00910,food,275.04,282,59,0,10,74,237.71,26.8,0.5
SKU00911,personal_care,771.77,373,32,1,1,15,907.14,9.8,0.103
SKU00912,household,751.41,50,108,1,18,131,729.21,22.0,1.683
SKU00913,personal_care,1120.97,94,111,3,16,40,942.77,7.9,0.844
SKU00914,food,42.4,314,57,4,10,114,42.46,16.2,0.546
SKU00915,household,732.9,141,89,3,16,16,838.65,22.5,0.377
SKU00916,household,345.05,110,39,3,3,30,390.48,29.1,0.296
SKU00917,household,462.25,248,83,3,18,72,447.99,8.7,0.555
SKU00918,electronics,3825.67,108,89,0,4,100,4533.95,26.2,0.808
SKU00919,household,401.25,166,105,3,0,105,331.78,36.0,0.834
SKU00920,personal_care,983.56,206,52,2,23,88,1049.41,2.8,0.478
SKU00921,electronics,4560.39,111,83,2,23,72,4730.71,38.0,0.659
SKU00922,food,190.78,321,69,2,7,164,186.99,39.8,0.863
SKU00923,personal_care,1049.74,305,34,2,13,102,976.86,10.8,0.564
SKU00924,personal_care,728.39,447,89,2,12,42,702.8,7.6,0.367
SKU00925,household,731.79,145,60,3,3,43,863.57,10.0,0.377
SKU00926,clothing,1678.2,94,46,3,23,49,1357.78,4.4,0.538
SKU00927,food,109.38,71,119,0,8,76,98.41,25.7,1.23
SKU00928,clothing,415.41,275,102,5,15,155,365.0,37.3,0.905
SKU00929,food,267.48,388,40,6,5,156,261.2,39.1,0.775
SKU00930,personal_care,530.13,71,84,3,19,116,573.73,33.3,1.047
SKU00931,food,262.96,383,59,6,3,90,211.84,30.9,0.537
SKU00932,food,57.39,449,33,2,13,58,54.87,17.1,0.369
SKU00933,clothing,593.73,288,100,5,21,200,523.43,27.8,1.073
SKU00934,food,165.85,397,78,1,19,113,188.03,34.6,0.55
SKU00935,personal_care,833.99,465,51,0,7,99,953.86,21.6,0.451
SKU00936,food,149.89,422,63,5,1,201,173.91,20.1,0.878
SKU00937,clothing,1187.11,46,81,5,8,71,1195.36,7.9,1.146
SKU00938,personal_care,141.68,417,61,0,10,128,122.64,37.9,0.685
SKU00939,personal_care,1033.62,241,39,0,15,77,1070.11,15.5,0.389
SKU00940,electronics,3840.87,375,34,2,22,160,3599.47,29.6,0.785
SKU00941,food,218.2,436,104,4,18,131,222.41,39.7,0.643
SKU00942,clothing,1287.38,90,38,5,13,140,1106.37,26.2,0.869
SKU00943,food,255.89,175,113,3,18,116,230.37,8.7,0.885
SKU00944,food,34.62,451,100,5,22,159,35.74,31.8,0.747
SKU00945,food,54.97,294,58,6,0,134,54.17,23.4,0.734
SKU00946,electronics,1089.59,448,59,6,2,164,1106.58,17.2,0.722
SKU00947,clothing,2337.79,410,110,1,3,173,2447.34,36.1,0.826
SKU00948,food,137.39,23,93,0,20,73,115.19,38.2,2.329
SKU00949,electronics,1227.07,385,84,1,14,6,1269.61,16.2,0.133
SKU00950,electronics,1415.72,392,80,6,15,107,1654.67,2.4,0.53
SKU00951,clothing,2090.07,461,68,0,10,117,2076.73,34.8,0.642
SKU00952,food,154.3,140,47,0,13,39,154.0,34.0,0.423
SKU00953,electronics,2448.48,54,25,5,18,136,1962.34,0.1,0.871
SKU00954,electronics,1157.01,404,82,5,8,151,1202.31,27.9,0.705
SKU00955,clothing,372.21,467,46,6,20,160,338.83,21.3,0.789
SKU00956,clothing,1987.73,63,98,2,19,110,1694.85,20.2,1.306
SKU00957,household,544.83,426,26,2,7,110,562.0,3.8,0.47
SKU00958,personal_care,888.45,12,94,1,4,56,989.37,20.0,3.839
SKU00959,personal_care,928.19,52,86,1,11,174,932.85,31.4,1.507
SKU00960,electronics,3311.41,88,45,5,10,159,3494.95,1.9,0.889
SKU00961,electronics,3821.29,118,52,1,8,67,3319.67,13.4,0.586
SKU00962,clothing,285.77,203,118,2,21,156,235.53,14.9,1.013
SKU00963,food,216.44,55,34,6,9,121,220.37,18.9,0.788
SKU00964,food,134.55,72,63,6,6,128,113.68,18.7,1.044
SKU00965,electronics,4738.08,442,91,4,23,146,3949.91,18.4,0.787
SKU00966,household,360.72,268,89,5,12,149,314.8,24.9,0.861
SKU00967,personal_care,1178.38,172,64,0,2,98,1247.66,12.3,0.577
SKU00968,household,558.95,278,65,5,12,97,640.08,6.8,0.504
SKU00969,personal_care,867.46,295,109,3,10,128,750.65,7.4,0.796
SKU00970,household,260.82,304,118,1,4,51,273.57,32.6,0.397
SKU00971,household,453.14,385,58,1,17,99,499.62,14.7,0.471
SKU00972,electronics,4654.43,369,113,5,15,99,4481.48,6.0,0.649
SKU00973,food,149.09,179,49,5,16,134,137.2,12.0,0.772
SKU00974,electronics,3765.41,32,95,6,7,71,4248.45,25.7,1.723
SKU00975,food,186.85,53,39,6,0,118,163.32,34.1,0.933
SKU00976,food,45.45,388,31,5,17,92,47.45,13.5,0.408
SKU00977,clothing,2052.71,490,53,3,20,138,2270.48,18.2,0.606
SKU00978,electronics,4955.31,51,42,5,21,154,5413.27,32.9,1.02
SKU00979,food,285.23,472,41,4,22,80,277.62,22.3,0.463
SKU00980,electronics,4292.16,356,69,4,19,109,4222.61,13.4,0.633
SKU00981,household,384.9,266,58,2,6,135,419.38,31.6,0.649
SKU00982,personal_care,876.08,429,78,3,5,91,780.09,31.8,0.555
SKU00983,household,687.47,312,37,1,13,91,581.16,26.1,0.523
SKU00984,personal_care,864.75,198,118,2,23,53,835.03,1.4,0.608
SKU00985,electronics,3842.7,150,96,4,3,93,3666.6,32.7,0.79
SKU00986,clothing,1314.6,388,29,4,17,104,1287.37,26.1,0.553
SKU00987,electronics,1514.25,340,42,5,11,139,1257.78,28.3,0.718
SKU00988,personal_care,137.83,388,28,0,15,73,125.01,1.1,0.428
SKU00989,food,65.89,491,120,5,21,105,67.22,30.8,0.542
SKU00990,food,208.22,296,60,1,23,77,178.61,26.1,0.509
SKU00991,food,106.02,270,99,6,13,71,112.16,2.2,0.467
SKU00992,clothing,1482.07,264,105,5,14,110,1604.73,33.5,0.638
SKU00993,food,163.36,272,28,6,13,86,145.13,14.7,0.495
SKU00994,food,280.67,249,95,6,22,104,298.38,24.7,0.606
SKU00995,clothing,1951.35,339,24,1,23,32,1932.79,4.6,0.263
SKU00996,food,204.25,221,91,2,11,89,217.64,36.8,0.561
SKU00997,electronics,2109.34,152,73,6,12,138,1832.4,10.0,0.891
SKU00998,personal_care,538.7,193,96,5,23,156,551.79,20.9,0.871
SKU00999,personal_care,862.03,460,96,3,16,117,799.32,3.3,0.672
SKU01000,personal_care,207.91,494,100,3,19,174,195.28,5.2,0.897
SKU01001,household,396.69,174,112,0,15,34,331.2,13.3,0.556
SKU01002,electronics,2806.96,24,82,0,1,142,2273.55,18.0,2.308
SKU01003,food,71.43,160,37,1,13,70,64.56,31.2,0.495
SKU01004,food,227.7,122,68,0,11,58,246.13,27.7,0.508
SKU01005,personal_care,311.8,101,108,0,12,139,297.32,19.8,1.185
SKU01006,food,88.56,61,55,5,5,100,93.68,6.6,0.844
SKU01007,household,742.67,400,41,5,13,134,744.6,38.1,0.587
SKU01008,food,150.21,132,109,5,18,158,127.89,21.7,1.142
SKU01009,clothing,785.5,412,80,4,11,85,899.06,6.0,0.437
SKU01010,clothing,2300.57,194,102,6,14,142,1992.35,35.1,0.93
SKU01011,food,273.42,390,96,6,6,85,302.77,5.3,0.463
SKU01012,clothing,1594.41,186,79,4,3,31,1813.78,29.8,0.335
SKU01013,household,579.62,91,69,0,22,69,527.24,6.5,0.751
SKU01014,household,735.76,272,42,6,6,158,815.72,4.1,0.709
SKU01015,food,278.65,3,85,0,9,99,319.91,19.3,11.021
SKU01016,household,724.16,302,109,6,12,118,677.21,28.7,0.752
SKU01017,household,406.8,356,43,3,21,147,342.94,21.3,0.748
SKU01018,food,266.78,148,30,3,9,89,237.04,37.9,0.557
SKU01019,food,289.75,478,53,0,0,97,325.63,12.9,0.443
SKU01020,clothing,1677.1,203,31,6,1,120,1962.41,35.8,0.556
SKU01021,electronics,509.62,73,33,3,22,88,597.65,21.7,0.575
SKU01022,clothing,2280.03,277,26,3,10,86,2511.36,10.2,0.391
SKU01023,clothing,2214.5,497,40,4,15,31,2376.97,38.1,0.164
SKU01024,food,193.27,449,21,1,12,83,175.25,34.7,0.455
SKU01025,household,297.01,300,42,4,14,131,311.75,34.1,0.594
SKU01026,clothing,1749.69,325,60,0,21,134,1694.82,11.6,0.728
SKU01027,food,288.03,499,29,0,16,98,306.95,3.7,0.421
SKU01028,household,499.04,133,68,3,11,78,445.56,5.9,0.666
SKU01029,electronics,4073.78,365,80,0,0,78,3338.7,6.9,0.521
SKU01030,clothing,1327.53,344,20,4,8,61,1553.02,18.5,0.273
SKU01031,clothing,1071.44,270,88,5,18,104,1072.24,20.3,0.578
SKU01032,personal_care,683.81,147,100,5,1,226,787.21,39.0,1.242
SKU01033,clothing,1099.22,155,68,1,8,95,894.31,14.1,0.698
SKU01034,clothing,876.73,250,48,1,7,138,880.72,29.4,0.648
SKU01035,household,67.95,281,70,0,12,71,56.07,35.2,0.508
SKU01036,food,223.12,99,39,5,12,46,180.96,33.3,0.479
SKU01037,clothing,1345.17,208,53,1,8,16,1210.65,39.9,0.291
SKU01038,household,424.47,449,28,6,7,154,434.4,10.6,0.647
SKU01039,electronics,2245.55,298,119,5,23,178,2607.53,18.5,0.911
SKU01040,personal_care,299.26,82,73,4,15,19,313.89,36.1,0.516
SKU01041,personal_care,424.58,270,40,6,0,109,490.11,32.0,0.51
SKU01042,clothing,2361.91,337,120,0,22,117,2244.79,29.9,0.746
SKU01043,food,26.38,299,44,1,22,124,29.84,17.2,0.569
SKU01044,personal_care,119.85,35,89,3,20,131,126.37,36.1,1.76
SKU01045,household,539.48,24,40,0,3,79,578.5,35.3,1.116
SKU01046,clothing,303.03,314,119,5,1,81,343.77,34.8,0.513
SKU01047,electronics,3517.62,2,55,5,18,104,3358.42,7.2,9.683
SKU01048,clothing,265.42,489,36,3,15,51,238.75,7.9,0.341
SKU01049,electronics,4538.31,376,56,3,3,110,4897.94,12.8,0.514
SKU01050,food,186.11,280,87,3,23,38,161.58,26.2,0.407
SKU01051,food,38.87,355,101,0,10,111,43.06,36.1,0.586
SKU01052,personal_care,364.05,172,86,3,10,41,408.03,36.6,0.413
SKU01053,household,67.08,33,45,4,8,74,75.26,26.9,0.958
SKU01054,household,409.76,358,48,1,14,72,409.59,1.4,0.455
SKU01055,food,259.01,453,103,0,2,85,302.92,2.3,0.453
SKU01056,food,20.51,343,63,2,18,92,21.91,9.4,0.46
SKU01057,household,93.55,108,81,5,19,121,96.5,11.1,0.856
SKU01058,household,621.4,476,37,0,4,42,579.98,28.1,0.307
SKU01059,food,96.74,96,73,4,20,81,80.55,32.6,0.8
SKU01060,personal_care,787.27,344,26,0,2,72,701.81,21.4,0.426
SKU01061,electronics,4888.55,488,84,2,13,79,5593.14,40.0,0.402
SKU01062,food,236.96,418,46,0,14,115,265.83,27.6,0.515
SKU01063,household,706.95,32,64,3,0,3,762.19,32.9,0.982
SKU01064,clothing,2306.9,106,71,5,7,142,2655.93,24.1,0.9
SKU01065,clothing,1902.65,394,54,2,10,72,2029.94,36.7,0.356
SKU01066,household,87.52,437,53,2,19,143,89.61,12.9,0.633
SKU01067,personal_care,1154.55,63,63,1,10,83,1363.35,23.7,0.824
SKU01068,electronics,3610.68,388,106,6,14,161,3375.2,37.2,0.88
SKU01069,food,66.7,163,54,1,6,139,54.52,38.8,0.821
SKU01070,household,355.55,406,90,5,4,146,322.74,12.2,0.795
SKU01071,food,65.08,385,44,2,6,120,58.81,13.4,0.637
SKU01072,clothing,1006.97,380,43,1,11,63,1167.61,23.5,0.308
SKU01073,electronics,747.85,153,40,4,14,40,788.89,1.5,0.29
SKU01074,food,297.8,388,78,3,7,56,351.88,8.6,0.324
SKU01075,electronics,4399.69,42,103,6,17,72,3587.95,16.2,1.586
SKU01076,personal_care,691.86,382,59,2,18,94,585.0,1.5,0.553
SKU01077,electronics,1583.05,473,85,5,22,155,1279.36,17.9,0.81
SKU01078,electronics,3364.74,350,31,3,1,88,2805.46,36.9,0.496
SKU01079,electronics,3422.01,447,97,5,10,157,3422.12,7.2,0.736
SKU01080,food,297.97,414,114,2,19,71,333.8,14.2,0.421
SKU01081,personal_care,1139.94,275,42,5,3,128,1172.26,35.1,0.588
SKU01082,personal_care,748.03,378,44,3,8,107,664.09,31.9,0.586
SKU01083,personal_care,500.24,150,113,5,16,186,462.96,18.7,1.218
SKU01084,clothing,1718.66,162,65,4,8,88,1430.07,17.8,0.651
SKU01085,clothing,1324.5,337,99,6,21,156,1563.59,15.8,0.77
SKU01086,personal_care,1174.06,248,116,3,13,76,1200.7,31.4,0.537
SKU01087,personal_care,104.08,471,90,5,19,129,108.81,5.4,0.611
SKU01088,personal_care,1055.67,373,71,0,17,24,908.82,10.9,0.291
SKU01089,personal_care,899.99,468,57,5,6,108,1020.7,31.2,0.493
SKU01090,food,109.46,130,51,2,8,84,129.12,18.6,0.531
SKU01091,electronics,2089.52,310,92,1,7,90,1789.39,0.0,0.608
SKU01092,electronics,3005.32,464,95,3,15,92,3412.37,22.2,0.47
SKU01093,food,155.0,323,59,4,19,109,131.12,6.7,0.627
SKU01094,food,107.42,93,20,5,9,115,89.91,0.6,0.666
SKU01095,personal_care,505.88,219,116,2,0,85,457.28,7.8,0.704
SKU01096,household,713.61,408,81,6,1,137,779.64,35.8,0.647
SKU01097,personal_care,701.68,28,70,6,8,156,677.7,14.2,1.931
SKU01098,personal_care,785.24,351,43,5,11,146,746.97,13.3,0.745
SKU01099,personal_care,1167.29,43,29,0,6,111,1183.84,6.8,0.774
SKU01100,household,225.34,0,63,1,21,119,262.68,35.0,1.976
SKU01101,personal_care,488.73,414,86,3,0,127,482.25,31.7,0.712
SKU01102,clothing,212.27,291,100,2,22,194,227.82,18.7,0.947
SKU01103,household,125.52,60,56,3,13,66,149.02,30.8,0.723
SKU01104,food,97.84,194,78,0,22,118,95.96,36.7,0.772
SKU01105,household,743.44,496,119,4,12,82,641.1,19.3,0.548
SKU01106,electronics,4714.52,245,24,3,14,96,4432.01,2.3,0.533
SKU01107,personal_care,825.28,266,35,1,7,70,695.42,28.1,0.446
SKU01108,food,53.66,264,38,5,13,81,48.77,10.2,0.496
SKU01109,household,74.48,140,69,4,21,174,71.78,13.8,1.041
SKU01110,household,491.57,177,94,0,10,113,451.48,8.8,0.816
SKU01111,electronics,4766.32,386,77,4,7,115,4327.48,14.2,0.659
SKU01112,clothing,711.88,165,45,0,15,75,702.2,12.1,0.536
SKU01113,personal_care,670.13,208,64,6,0,127,762.88,29.1,0.661
SKU01114,household,300.09,214,94,4,6,93,278.1,13.0,0.691
SKU01115,personal_care,1008.69,287,39,5,18,107,839.74,37.4,0.596
SKU01116,clothing,2284.96,141,46,5,19,126,2111.26,32.8,0.766
SKU01117,household,686.62,489,109,2,22,90,645.93,37.9,0.571
SKU01118,household,631.75,48,77,0,5,23,615.44,3.1,0.978
SKU01119,electronics,3643.35,246,40,6,21,126,3604.38,9.9,0.685
SKU01120,personal_care,326.77,403,70,4,20,150,370.56,3.4,0.687
SKU01121,personal_care,340.24,385,21,0,23,75,366.3,33.4,0.327
SKU01122,household,244.07,56,71,6,15,173,252.01,35.2,1.315
SKU01123,household,674.31,161,109,5,13,82,760.99,30.0,0.664
SKU01124,personal_care,1046.72,257,29,2,18,64,1016.01,32.9,0.412
SKU01125,food,224.36,96,100,3,4,117,260.19,1.8,0.983
SKU01126,electronics,2525.49,97,102,6,2,180,2498.43,14.8,1.34
SKU01127,personal_care,658.41,362,49,0,0,99,605.51,10.9,0.563
SKU01128,clothing,1881.04,126,75,6,2,148,1976.71,4.5,0.887
SKU01129,household,636.38,499,40,6,7,132,586.33,14.2,0.668
SKU01130,personal_care,891.65,358,42,4,19,146,888.77,25.5,0.742
SKU01131,clothing,475.25,103,106,0,19,65,445.44,35.7,0.87
SKU01132,electronics,2756.73,272,66,3,15,128,3047.08,8.1,0.633
SKU01133,food,60.15,21,21,3,9,29,65.39,11.6,0.593
SKU01134,food,171.92,490,116,2,12,56,164.16,8.0,0.442
SKU01135,electronics,3073.67,261,92,6,7,189,2996.6,37.2,1.032
SKU01136,household,692.38,393,116,3,2,104,822.48,14.1,0.563
SKU01137,food,171.28,62,40,2,16,105,186.59,7.6,0.737
SKU01138,electronics,1904.1,10,69,2,21,165,2157.45,24.6,3.796
SKU01139,household,589.34,416,111,0,23,66,551.36,2.1,0.497
SKU01140,electronics,4841.63,39,46,6,21,163,5290.54,3.2,1.227
SKU01141,food,51.09,395,29,6,23,87,42.95,11.5,0.485
SKU01142,household,538.68,361,56,0,4,48,438.17,32.1,0.369
SKU01143,household,767.87,392,98,5,20,113,745.18,2.0,0.677
SKU01144,household,489.87,434,109,3,5,48,408.72,33.8,0.417
SKU01145,clothing,765.61,433,73,6,22,105,682.89,11.8,0.604
SKU01146,household,708.28,267,74,2,0,132,792.33,1.0,0.666
SKU01147,electronics,2235.79,388,84,4,2,100,2007.1,8.8,0.608
SKU01148,electronics,2909.25,379,97,2,4,25,3344.07,15.2,0.228
SKU01149,food,20.48,464,88,3,3,112,19.64,2.9,0.643
SKU01150,clothing,1631.8,83,29,6,3,189,1689.91,23.1,0.929
SKU01151,household,60.59,125,88,5,0,46,59.26,26.9,0.633
SKU01152,clothing,214.32,74,84,6,9,143,179.97,32.5,1.232
SKU01153,clothing,1054.25,41,81,3,0,110,1014.09,26.5,1.504
SKU01154,personal_care,329.04,144,36,5,22,205,372.03,15.0,0.944
SKU01155,electronics,4560.48,119,49,4,12,98,4501.22,39.9,0.696
SKU01156,personal_care,295.11,210,52,0,16,53,300.08,0.6,0.335
SKU01157,electronics,2976.82,404,73,6,13,72,2595.43,14.3,0.478
SKU01158,household,284.52,19,67,6,23,97,293.26,9.9,2.063
SKU01159,food,277.15,25,103,4,1,100,319.39,14.1,2.381
SKU01160,clothing,2305.83,85,104,0,19,90,2599.72,10.9,0.965
SKU01161,personal_care,348.2,62,31,5,15,97,359.61,39.1,0.634
SKU01162,household,589.13,444,105,2,13,51,663.18,1.5,0.322
SKU01163,clothing,222.09,420,111,3,23,135,178.26,4.5,0.772
SKU01164,clothing,2124.63,308,87,0,15,143,2418.8,34.1,0.713
SKU01165,clothing,1017.04,151,101,3,4,66,1103.81,0.7,0.596
SKU01166,personal_care,264.27,443,49,0,23,71,303.27,2.6,0.339
SKU01167,food,75.77,268,105,2,9,69,86.09,17.8,0.471
SKU01168,electronics,777.33,73,53,2,5,120,780.53,29.2,0.838
SKU01169,personal_care,421.99,227,31,1,6,71,479.84,6.6,0.352
SKU01170,clothing,462.23,10,32,2,20,153,527.92,22.6,2.067
SKU01171,clothing,2351.2,263,27,3,5,162,2084.3,26.5,0.799
SKU01172,personal_care,509.59,341,44,4,1,133,568.47,18.8,0.596
SKU01173,clothing,737.22,254,36,3,18,159,735.83,5.3,0.807
SKU01174,food,170.08,379,91,5,22,212,190.5,28.5,0.968
SKU01175,food,192.94,453,78,5,10,121,219.47,19.0,0.57
SKU01176,food,168.06,377,115,6,13,54,187.14,26.9,0.368
SKU01177,personal_care,346.31,59,72,1,0,115,385.58,29.6,1.06
SKU01178,clothing,1963.79,211,91,5,6,124,2268.08,32.0,0.711
SKU01179,personal_care,903.43,230,97,1,0,47,800.5,3.2,0.498
SKU01180,clothing,1596.78,92,21,5,14,169,1474.17,29.4,0.889
SKU01181,electronics,604.3,392,27,5,11,117,695.96,23.8,0.502
SKU01182,clothing,253.57,141,65,2,14,70,240.32,30.4,0.609
SKU01183,household,781.53,264,25,0,3,142,731.1,11.4,0.715
SKU01184,food,141.28,175,90,3,23,121,118.77,17.7,0.84
SKU01185,personal_care,317.08,447,64,2,15,161,326.67,6.2,0.715
SKU01186,household,728.99,127,20,3,22,88,614.41,38.1,0.53
SKU01187,clothing,1169.99,30,111,0,5,74,994.59,19.6,2.186
SKU01188,personal_care,646.08,34,55,6,4,105,607.88,6.9,1.306
SKU01189,household,506.8,1,116,2,16,169,419.93,34.4,29.776
SKU01190,personal_care,1079.48,243,115,1,15,116,1047.42,26.3,0.8
SKU01191,household,563.43,230,32,2,10,12,531.29,12.2,0.217
SKU01192,food,218.97,39,25,6,2,103,216.56,13.4,0.825
SKU01193,electronics,1822.04,428,98,1,15,163,2061.28,22.9,0.766
SKU01194,electronics,3948.28,234,48,2,15,107,3971.5,30.2,0.53
SKU01195,household,739.87,217,78,4,0,6,834.76,24.8,0.203
SKU01196,clothing,1031.53,284,64,6,21,230,1009.89,22.7,1.132
SKU01197,personal_care,561.62,125,110,0,17,69,649.13,30.2,0.713
SKU01198,household,254.73,321,48,5,6,58,247.66,8.2,0.407
SKU01199,food,114.84,412,80,0,22,131,131.58,28.8,0.621
SKU01200,personal_care,1091.29,153,31,1,20,150,953.56,33.6,0.801
SKU01201,household,356.7,96,84,0,14,76,321.84,29.9,0.837
