departure_id,from_hub,to_hub,travel_time_min,departure_time_min,route_id,vehicle_id,is_express,next_departure_index
1847,H19,H23,96,789,R007,V020,False,809
1848,H23,H02,97,364,R036,V164,False,394
1849,H08,H17,69,1070,R008,V134,True,1085
1850,H25,H01,69,506,R036,V145,False,523
1851,H20,H05,79,1385,R040,V059,False,1406
1852,H25,H17,54,815,R004,V115,False,842
1853,H18,H11,16,1251,R040,V044,True,1276
1854,H07,H23,38,1428,R001,V142,False,1444
1855,H10,H19,42,110,R017,V114,True,130
1856,H18,H07,28,529,R032,V050,False,551
1857,H17,H07,79,125,R014,V121,False,154
1858,H12,H02,93,630,R021,V109,False,659
1859,H13,H09,35,431,R045,V096,False,448
1860,H08,H15,77,248,R002,V118,False,270
1861,H25,H03,104,988,R001,V036,False,1016
1862,H07,H15,36,739,R033,V072,False,769
1863,H21,H08,61,554,R025,V031,False,580
1864,H22,H23,60,609,R050,V151,False,626
1865,H03,H02,97,668,R003,V124,False,687
1866,H14,H03,32,245,R006,V180,True,270
1867,H13,H22,51,402,R049,V154,False,430
1868,H11,H15,85,76,R023,V191,False,96
1869,H16,H06,67,885,R044,V185,False,908
1870,H09,H06,44,1253,R006,V091,False,1271
1871,H01,H25,82,209,R019,V035,False,236
1872,H20,H07,59,349,R037,V035,True,368
1873,H01,H22,21,200,R016,V129,False,228
1874,H21,H23,22,547,R029,V174,True,565
1875,H03,H22,69,313,R003,V036,True,340
1876,H12,H09,76,933,R012,V078,False,962
1877,H02,H07,33,1293,R039,V179,True,1308
1878,H17,H21,64,291,R040,V095,True,321
1879,H12,H02,93,1266,R018,V117,False,1296
1880,H08,H10,31,588,R006,V011,False,608
1881,H12,H06,84,322,R049,V096,False,341
1882,H21,H12,51,15,R047,V182,False,45
1883,H06,H14,29,1257,R022,V092,False,1279
1884,H02,H04,32,1090,R026,V083,True,1108
1885,H19,H11,72,13,R004,V089,False,37
1886,H22,H15,97,396,R001,V085,False,422
1887,H12,H16,75,366,R034,V141,False,382
1888,H25,H18,41,1347,R026,V028,False,1373
1889,H03,H21,62,1333,R012,V191,False,1358
1890,H04,H07,60,658,R009,V200,False,681
1891,H25,H20,62,1165,R014,V014,False,1180
1892,H01,H14,51,1332,R013,V116,False,1351
1893,H21,H23,106,1183,R044,V089,False,1200
1894,H23,H20,107,319,R004,V172,False,338
1895,H09,H25,25,718,R029,V194,False,734
1896,H05,H06,56,123,R006,V076,False,141
1897,H09,H15,55,1371,R031,V090,True,1387
1898,H22,H20,37,181,R050,V048,True,210
1899,H11,H13,27,1361,R005,V048,True,1391
1900,H23,H15,51,730,R001,V014,False,747
1901,H21,H13,61,645,R032,V094,False,665
1902,H24,H11,97,617,R014,V120,False,636
1903,H05,H23,61,1143,R022,V045,False,1169
1904,H02,H07,88,1226,R030,V198,False,1252
1905,H10,H02,47,88,R044,V176,False,104
1906,H21,H08,68,1428,R044,V156,False,1444
1907,H12,H04,69,1322,R015,V160,False,1343
1908,H16,H17,42,430,R043,V092,False,454
1909,H19,H03,42,527,R041,V001,False,550
1910,H22,H21,28,778,R038,V130,False,796
1911,H05,H24,86,305,R006,V094,False,331
1912,H19,H23,69,1280,R007,V111,True,1301
1913,H11,H21,43,445,R010,V124,False,463
1914,H03,H16,72,551,R018,V100,False,575
1915,H08,H03,68,352,R015,V040,False,373
1916,H16,H20,48,440,R039,V088,True,469
1917,H14,H22,28,96,R025,V044,False,112
1918,H03,H17,71,542,R026,V013,True,572
1919,H09,H01,46,145,R040,V053,False,172
1920,H11,H22,31,813,R015,V011,True,832
1921,H01,H11,33,1157,R045,V002,False,1175
1922,H12,H14,41,1324,R048,V185,False,1347
1923,H02,H06,68,1349,R003,V167,False,1379
1924,H15,H23,37,1089,R045,V049,False,1119
1925,H08,H06,46,1422,R018,V112,False,1437
1926,H17,H10,30,135,R036,V191,False,158
1927,H14,H11,94,1302,R009,V145,False,1323
1928,H18,H20,38,180,R033,V026,False,200
1929,H07,H02,75,1385,R014,V135,False,1408
1930,H19,H24,76,877,R017,V102,False,895
1931,H06,H11,55,285,R042,V138,False,300
1932,H17,H18,71,1125,R046,V191,False,1151
1933,H07,H21,92,758,R043,V118,False,784
1934,H22,H19,45,1284,R022,V135,False,1309
1935,H20,H23,68,344,R036,V075,False,362
1936,H16,H25,79,217,R005,V032,True,243
1937,H18,H17,91,1398,R009,V106,False,1413
1938,H14,H13,83,868,R016,V193,False,885
1939,H08,H09,102,123,R025,V068,False,150
1940,H15,H03,62,72,R015,V147,False,99
1941,H10,H11,100,241,R024,V181,False,257
1942,H02,H03,67,1227,R003,V192,False,1256
1943,H22,H18,45,11,R041,V146,False,39
1944,H04,H12,59,341,R015,V015,False,361
1945,H11,H19,83,703,R042,V118,False,729
1946,H17,H25,104,244,R050,V136,False,271
1947,H24,H17,16,1182,R043,V140,True,1209
1948,H25,H09,94,566,R045,V192,False,591
1949,H15,H02,84,499,R046,V151,False,519
1950,H16,H05,48,764,R027,V096,True,792
1951,H03,H13,109,741,R044,V090,False,761
1952,H03,H12,67,823,R030,V067,False,844
1953,H22,H12,34,1426,R042,V019,False,1453
1954,H15,H08,48,883,R031,V003,False,906
1955,H15,H11,28,958,R023,V187,False,975
1956,H04,H23,93,634,R045,V093,False,664
1957,H16,H03,71,311,R014,V107,False,339
1958,H16,H03,85,1201,R041,V164,False,1223
1959,H19,H09,48,93,R037,V113,False,114
1960,H12,H10,67,1236,R028,V118,False,1257
1961,H09,H14,83,1360,R044,V025,True,1383
1962,H07,H10,77,143,R033,V091,False,167
1963,H16,H20,80,571,R035,V130,True,593
1964,H16,H24,65,310,R038,V130,True,328
1965,H02,H12,36,288,R048,V035,True,318
1966,H19,H13,28,915,R026,V033,False,934
1967,H23,H03,55,62,R007,V003,False,78
1968,H16,H23,55,1279,R007,V103,True,1296
1969,H24,H09,100,926,R044,V132,False,942
1970,H14,H19,75,276,R017,V093,False,295
1971,H15,H14,52,1051,R049,V159,True,1078
1972,H23,H12,64,1264,R037,V113,True,1281
1973,H04,H13,55,1076,R029,V056,False,1102
1974,H25,H11,97,1431,R019,V120,False,1450
1975,H13,H11,45,541,R027,V185,False,563
1976,H12,H06,74,194,R021,V055,False,209
1977,H02,H12,98,1330,R024,V157,False,1349
1978,H08,H04,59,167,R027,V049,False,190
1979,H08,H10,47,1421,R050,V091,False,1451
1980,H07,H03,41,771,R038,V169,True,790
1981,H15,H05,74,933,R007,V158,False,958
1982,H24,H12,80,1380,R044,V148,False,1409
1983,H17,H09,72,1344,R040,V065,False,1366
1984,H15,H01,72,378,R007,V060,False,407
1985,H09,H10,66,567,R025,V069,False,587
1986,H23,H01,44,1424,R039,V021,False,1448
1987,H24,H09,31,656,R002,V017,True,678
1988,H19,H14,41,837,R004,V177,False,860
1989,H05,H20,88,607,R049,V054,False,625
1990,H18,H07,67,318,R021,V017,True,335
1991,H12,H22,48,866,R033,V176,False,896
1992,H11,H01,51,1014,R010,V186,False,1041
1993,H25,H20,62,1435,R007,V157,False,1454
1994,H17,H11,48,1429,R020,V064,False,1455
1995,H01,H11,102,1009,R005,V171,False,1030
1996,H03,H14,17,997,R006,V013,True,1019
1997,H07,H03,89,1144,R048,V091,False,1162
1998,H06,H12,45,470,R042,V052,False,496
1999,H22,H11,82,517,R032,V094,False,542
2000,H21,H05,71,106,R033,V056,True,128
2001,H12,H18,29,91,R039,V182,True,121
2002,H13,H23,83,1114,R040,V018,False,1141
2003,H10,H25,52,830,R025,V071,False,859
2004,H15,H11,82,187,R017,V025,False,202
2005,H17,H23,78,409,R027,V068,False,428
2006,H19,H03,76,299,R012,V058,False,326
2007,H04,H18,34,1265,R038,V023,False,1289
2008,H16,H14,43,566,R042,V195,False,585
2009,H07,H11,80,724,R013,V123,False,743
2010,H18,H23,97,352,R005,V121,False,368
2011,H18,H25,59,256,R003,V080,False,271
2012,H11,H21,87,885,R032,V062,True,904
2013,H09,H20,46,1101,R048,V186,False,1127
2014,H22,H21,47,807,R036,V026,False,833
2015,H19,H11,105,458,R021,V109,False,485
2016,H04,H16,23,783,R046,V189,False,800
2017,H10,H18,50,718,R047,V163,False,744
2018,H03,H21,21,938,R019,V055,True,967
2019,H23,H22,83,1121,R015,V084,False,1146
2020,H09,H04,89,118,R021,V025,False,144
2021,H06,H24,53,571,R022,V024,False,592
2022,H25,H22,94,275,R015,V135,False,291
2023,H14,H12,65,1349,R030,V027,False,1367
2024,H04,H11,88,27,R020,V077,False,57
2025,H23,H18,51,639,R036,V050,False,663
2026,H23,H20,55,916,R018,V190,False,936
2027,H24,H22,65,496,R047,V106,False,521
2028,H21,H14,38,144,R023,V112,False,172
2029,H24,H10,27,61,R007,V021,False,82
2030,H14,H16,26,199,R014,V150,True,229
2031,H17,H13,43,911,R012,V125,False,928
2032,H22,H09,109,534,R027,V082,False,550
2033,H11,H16,52,23,R026,V193,False,52
2034,H02,H16,83,808,R048,V050,False,833
2035,H22,H21,90,1091,R002,V151,False,1118
2036,H07,H14,74,881,R005,V122,True,908
2037,H09,H22,88,138,R019,V179,True,162
2038,H14,H09,37,1167,R013,V191,False,1184
2039,H22,H01,52,79,R023,V024,False,102
2040,H12,H17,29,611,R016,V099,False,635
2041,H20,H16,21,477,R048,V001,True,499
2042,H11,H09,78,1100,R028,V010,False,1126
2043,H11,H23,75,1066,R026,V019,False,1086
2044,H08,H12,32,1347,R014,V143,True,1366
2045,H20,H24,83,50,R022,V042,True,76
2046,H12,H23,40,573,R042,V200,False,602
2047,H03,H08,76,259,R031,V182,False,288
2048,H08,H14,48,1223,R049,V134,False,1251
2049,H16,H25,31,1436,R044,V010,True,1455
2050,H19,H06,71,31,R018,V113,False,46
2051,H16,H25,28,712,R032,V105,False,739
2052,H11,H16,26,75,R033,V188,True,96
2053,H06,H17,77,899,R003,V046,False,916
2054,H03,H07,41,27,R047,V176,False,51
2055,H02,H03,50,270,R001,V088,False,293
2056,H11,H01,104,78,R049,V154,False,104
2057,H22,H11,29,454,R026,V120,False,477
2058,H06,H07,29,1115,R009,V014,True,1137
2059,H25,H07,97,112,R025,V130,False,134
2060,H05,H09,58,2,R032,V004,False,31
2061,H20,H17,29,581,R014,V022,False,609
2062,H21,H15,65,975,R048,V056,False,994
2063,H20,H13,86,345,R035,V006,False,373
2064,H20,H11,30,847,R035,V103,False,863
2065,H07,H14,61,83,R045,V092,False,106
2066,H11,H22,68,934,R050,V035,False,964
2067,H03,H08,86,57,R025,V189,False,73
2068,H06,H11,60,721,R034,V056,True,742
2069,H15,H20,31,383,R033,V162,False,408
2070,H24,H12,103,925,R002,V024,False,945
2071,H07,H08,50,1276,R049,V067,True,1296
2072,H02,H15,64,176,R016,V124,False,193
2073,H11,H03,43,47,R029,V050,False,67
2074,H25,H01,41,288,R007,V185,True,313
2075,H10,H13,69,568,R033,V141,False,590
2076,H19,H08,67,732,R041,V001,False,760
2077,H02,H16,107,724,R023,V081,False,740
2078,H08,H07,74,246,R014,V199,True,266
2079,H24,H16,64,480,R019,V149,False,505
2080,H25,H10,86,1386,R022,V186,False,1413
2081,H04,H05,46,138,R025,V070,False,168
2082,H22,H17,36,1366,R046,V059,True,1394
2083,H05,H19,60,72,R032,V081,True,91
2084,H24,H02,96,350,R033,V183,False,371
2085,H24,H17,66,293,R008,V077,False,315
2086,H07,H23,39,628,R016,V162,False,652
2087,H25,H23,85,1183,R026,V115,False,1212
2088,H14,H04,43,442,R010,V061,False,463
2089,H14,H22,30,36,R007,V174,False,61
2090,H03,H12,96,1342,R048,V139,False,1368
2091,H21,H13,61,1181,R021,V096,False,1198
2092,H09,H21,46,1236,R046,V195,True,1259
2093,H17,H25,97,677,R049,V164,False,696
2094,H05,H14,35,509,R030,V183,False,530
2095,H02,H10,72,444,R025,V084,False,465
2096,H09,H17,63,553,R016,V169,False,582
2097,H15,H03,85,1123,R036,V042,False,1151
2098,H03,H24,78,961,R002,V161,False,981
2099,H05,H08,44,442,R005,V069,True,462
2100,H18,H25,15,119,R019,V129,True,137
2101,H10,H19,34,625,R047,V171,False,644
2102,H13,H05,37,117,R040,V184,False,141
2103,H16,H03,58,244,R019,V018,False,264
2104,H18,H12,30,577,R033,V182,False,596
2105,H02,H12,51,247,R033,V155,False,269
2106,H07,H25,96,48,R041,V086,False,70
2107,H06,H11,70,164,R023,V132,False,180
2108,H19,H02,45,130,R018,V011,False,149
2109,H22,H19,80,1247,R034,V186,False,1268
2110,H03,H15,89,607,R010,V102,False,624
2111,H07,H04,16,1135,R044,V086,True,1165
2112,H21,H25,77,1250,R035,V039,False,1265
2113,H05,H09,68,375,R034,V008,False,401
2114,H21,H06,61,1290,R050,V015,False,1312
2115,H15,H11,70,1152,R038,V047,False,1174
2116,H06,H15,33,241,R003,V132,False,263
2117,H05,H04,72,1158,R001,V147,False,1182
2118,H14,H11,66,909,R015,V099,False,925
2119,H03,H08,49,41,R015,V010,True,59
2120,H24,H05,93,331,R048,V117,False,347
2121,H14,H12,24,1243,R009,V052,False,1266
2122,H03,H14,27,478,R043,V131,True,495
2123,H04,H01,85,16,R038,V110,False,39
2124,H08,H12,101,993,R023,V073,False,1012
2125,H20,H24,67,595,R012,V087,False,618
2126,H17,H15,43,1193,R050,V013,False,1210
2127,H02,H03,76,1295,R049,V022,True,1312
2128,H18,H01,74,188,R024,V124,False,210
2129,H07,H25,64,112,R005,V024,False,140
2130,H08,H05,61,381,R047,V177,False,409
2131,H08,H09,89,279,R033,V060,False,309
2132,H08,H21,89,755,R002,V051,True,770
2133,H04,H24,74,1044,R027,V003,True,1069
2134,H02,H15,65,163,R026,V069,False,187
2135,H10,H12,98,1252,R035,V159,False,1274
2136,H02,H14,77,1181,R010,V039,False,1201
2137,H20,H25,56,601,R040,V138,False,619
2138,H11,H13,34,254,R017,V167,False,284
2139,H06,H07,87,1084,R011,V146,False,1109
2140,H09,H03,34,959,R033,V083,False,979
2141,H13,H15,24,58,R037,V165,False,78
2142,H18,H17,77,1114,R006,V165,False,1131
2143,H19,H15,94,685,R019,V133,False,713
2144,H04,H05,33,455,R009,V047,False,471
2145,H09,H10,105,1003,R037,V161,False,1030
2146,H11,H19,58,413,R020,V187,False,436
2147,H14,H20,80,38,R036,V087,False,53
2148,H02,H23,48,466,R032,V103,False,494
2149,H15,H24,43,1142,R043,V104,False,1164
2150,H08,H01,92,1230,R042,V021,False,1256
2151,H04,H03,37,872,R042,V034,False,890
2152,H13,H17,60,958,R031,V171,False,983
2153,H23,H10,84,335,R037,V044,True,357
2154,H21,H05,28,1194,R034,V198,True,1215
2155,H11,H13,99,496,R043,V132,False,516
2156,H09,H07,50,969,R022,V118,False,989
2157,H05,H04,53,1288,R016,V070,True,1317
2158,H01,H12,56,337,R034,V057,False,352
2159,H03,H06,45,771,R018,V057,False,799
2160,H12,H17,63,270,R005,V080,True,294
2161,H21,H06,45,1157,R047,V116,False,1173
2162,H17,H01,96,811,R021,V177,False,826
2163,H01,H08,41,1165,R017,V110,False,1182
2164,H06,H14,44,604,R035,V166,True,621
2165,H24,H08,82,336,R033,V042,False,363
2166,H08,H05,67,1013,R024,V192,False,1032
2167,H14,H05,49,928,R046,V145,False,956
2168,H08,H22,67,229,R035,V047,False,255
2169,H05,H19,56,1177,R011,V105,False,1206
2170,H18,H13,75,916,R038,V124,False,940
2171,H08,H24,65,952,R007,V025,True,978
2172,H22,H17,69,545,R045,V064,False,569
2173,H14,H04,74,303,R048,V001,False,329
2174,H13,H10,71,1187,R011,V109,False,1217
2175,H07,H16,93,1192,R042,V081,False,1207
2176,H06,H03,77,896,R020,V072,False,911
2177,H11,H22,69,1369,R049,V134,False,1388
2178,H16,H15,52,1345,R026,V090,False,1360
2179,H19,H04,50,307,R050,V086,False,328
2180,H25,H01,89,413,R009,V106,True,438
2181,H18,H24,78,941,R028,V097,False,958
2182,H20,H24,92,869,R047,V072,False,897
2183,H06,H03,64,884,R015,V133,True,899
2184,H25,H06,54,502,R034,V104,False,532
2185,H25,H13,85,1240,R050,V179,False,1268
2186,H16,H04,80,413,R005,V121,False,432
2187,H12,H17,44,780,R035,V185,False,799
2188,H09,H17,63,1322,R048,V176,False,1347
2189,H02,H17,57,716,R030,V190,False,733
2190,H14,H02,68,183,R006,V175,False,207
2191,H24,H04,94,866,R035,V059,False,894
2192,H23,H19,26,1197,R016,V017,False,1221
2193,H08,H14,78,308,R030,V063,False,336
2194,H10,H15,52,1070,R016,V164,False,1096
2195,H09,H15,34,344,R029,V004,False,374
2196,H12,H24,85,837,R013,V157,False,861
2197,H22,H25,52,579,R049,V066,False,602
2198,H09,H17,59,921,R013,V029,False,941
2199,H06,H02,24,86,R024,V117,True,104
2200,H23,H21,40,309,R032,V181,False,335
2201,H05,H08,73,639,R042,V171,True,654
2202,H04,H24,53,883,R047,V172,False,903
2203,H10,H02,39,6,R002,V016,True,22
2204,H25,H08,86,1267,R004,V088,False,1295
2205,H11,H23,60,232,R035,V103,False,247
2206,H15,H25,21,171,R009,V088,True,201
2207,H22,H03,68,852,R048,V197,False,870
2208,H10,H08,94,1053,R022,V169,False,1082
2209,H19,H17,37,612,R004,V117,False,633
2210,H11,H12,66,640,R022,V003,False,659
2211,H04,H20,31,1141,R033,V079,True,1162
2212,H06,H23,63,493,R007,V026,False,522
2213,H08,H10,74,1208,R012,V072,False,1236
2214,H13,H18,80,1386,R009,V077,False,1402
2215,H09,H21,109,651,R047,V169,False,675
2216,H06,H17,86,435,R029,V034,False,456
2217,H15,H03,33,416,R003,V072,False,435
2218,H14,H23,41,731,R016,V142,False,750
2219,H01,H08,89,1258,R002,V183,False,1281
2220,H12,H01,55,1255,R030,V125,False,1278
2221,H19,H17,87,884,R009,V057,True,910
2222,H19,H15,93,244,R030,V087,False,266
2223,H16,H10,78,960,R012,V132,False,990
2224,H12,H06,79,596,R034,V099,True,615
2225,H15,H12,59,149,R024,V003,True,172
2226,H17,H11,40,645,R032,V076,False,672
2227,H12,H08,76,375,R020,V128,False,394
2228,H22,H13,35,577,R035,V089,False,596
2229,H15,H21,90,728,R010,V045,False,753
2230,H25,H18,45,1402,R009,V172,False,1423
2231,H14,H11,104,955,R043,V079,False,985
2232,H15,H01,84,1080,R046,V122,False,1105
2233,H25,H20,62,1203,R023,V187,False,1232
2234,H20,H16,28,416,R025,V107,False,440
2235,H13,H02,42,995,R019,V158,False,1024
2236,H11,H02,53,49,R020,V019,True,72
2237,H02,H07,39,1040,R024,V083,False,1065
2238,H20,H10,17,287,R046,V169,True,305
2239,H06,H16,44,1076,R011,V049,False,1091
2240,H14,H16,94,1190,R029,V047,False,1218
2241,H04,H11,25,1063,R011,V195,False,1079
2242,H01,H24,62,1221,R021,V080,False,1246
2243,H05,H19,82,236,R009,V179,False,257
2244,H04,H09,97,1364,R039,V110,False,1386
2245,H01,H10,24,973,R045,V193,False,995
2246,H11,H12,64,1259,R008,V067,False,1281
2247,H09,H02,87,226,R021,V146,True,248
2248,H01,H11,86,1137,R027,V200,False,1155
2249,H17,H10,65,151,R044,V076,False,177
2250,H15,H18,71,968,R020,V113,False,995
2251,H06,H11,32,919,R009,V131,False,934
2252,H14,H18,99,564,R001,V058,False,582
2253,H09,H03,69,1124,R002,V054,True,1144
2254,H18,H20,69,1331,R001,V090,False,1353
2255,H12,H20,35,1124,R028,V125,False,1144
2256,H07,H02,91,188,R017,V018,False,208
2257,H04,H24,106,732,R020,V089,False,757
2258,H14,H21,30,1338,R015,V165,True,1365
2259,H02,H23,27,258,R009,V003,True,285
2260,H17,H08,42,1261,R035,V200,False,1281
2261,H23,H19,83,141,R020,V192,False,164
2262,H13,H14,21,1351,R011,V021,True,1370
2263,H09,H19,74,46,R023,V006,False,69
2264,H15,H02,91,624,R002,V055,False,641
2265,H11,H01,87,671,R009,V039,False,693
2266,H15,H21,66,312,R005,V065,False,333
2267,H02,H13,96,1314,R008,V160,False,1339
2268,H11,H05,102,267,R034,V066,False,296
2269,H09,H21,100,551,R027,V036,False,575
2270,H17,H02,82,215,R021,V114,False,234
2271,H13,H14,62,989,R024,V010,False,1010
2272,H18,H25,55,198,R049,V035,False,224
2273,H05,H04,42,1095,R048,V066,True,1124
2274,H23,H03,41,644,R014,V137,False,669
2275,H16,H23,104,716,R010,V177,False,744
2276,H16,H23,29,62,R011,V112,False,77
2277,H09,H04,61,1000,R050,V144,False,1030
2278,H09,H19,109,1405,R050,V162,False,1429
2279,H07,H09,32,1291,R015,V059,False,1311
2280,H23,H10,64,557,R005,V148,False,577
2281,H13,H16,31,597,R009,V024,False,612
2282,H09,H14,64,1074,R034,V162,False,1103
2283,H15,H04,48,1259,R039,V014,False,1275
2284,H22,H24,72,321,R013,V176,True,341
2285,H16,H01,72,1323,R049,V136,False,1353
2286,H21,H08,78,707,R027,V059,False,727
2287,H11,H25,34,175,R039,V073,False,203
2288,H03,H05,40,644,R032,V084,False,667
2289,H11,H03,47,732,R031,V165,True,759
2290,H21,H23,88,1374,R043,V006,False,1392
2291,H16,H12,65,7,R046,V089,False,30
2292,H22,H16,103,285,R040,V123,False,311
2293,H23,H06,78,830,R032,V023,False,853
2294,H05,H16,75,1322,R001,V144,False,1337
2295,H23,H19,54,212,R049,V119,False,239
2296,H12,H01,51,863,R028,V156,True,884
2297,H19,H15,29,1025,R039,V061,True,1054
2298,H02,H04,49,174,R045,V131,False,197
2299,H25,H24,64,713,R014,V102,False,736
2300,H05,H18,84,1066,R014,V152,False,1095
2301,H20,H07,96,234,R048,V149,False,263
2302,H24,H11,63,4,R033,V163,False,34
2303,H20,H11,80,1306,R009,V120,True,1331
2304,H11,H09,81,326,R014,V151,False,346
2305,H01,H17,84,202,R023,V118,False,217
2306,H19,H23,77,119,R010,V086,True,146
2307,H10,H18,24,193,R045,V018,True,217
2308,H08,H09,86,917,R024,V078,True,932
2309,H15,H25,22,1250,R036,V103,True,1274
2310,H21,H22,25,1220,R037,V073,False,1236
2311,H05,H11,58,5,R018,V092,True,33
2312,H11,H14,80,926,R006,V106,True,950
2313,H15,H10,54,1104,R015,V084,False,1119
2314,H25,H02,56,525,R032,V073,False,548
2315,H19,H11,82,679,R021,V100,False,706
2316,H19,H15,44,1163,R024,V003,False,1191
2317,H04,H10,49,920,R016,V069,False,942
2318,H18,H20,74,527,R048,V191,False,545
2319,H01,H07,66,920,R032,V126,False,948
2320,H07,H04,32,1094,R048,V110,False,1117
2321,H09,H25,80,1121,R037,V130,False,1137
2322,H07,H10,43,1402,R047,V095,False,1422
2323,H05,H13,62,680,R028,V193,False,702
2324,H03,H14,78,722,R005,V003,True,752
2325,H15,H20,40,1411,R029,V011,False,1436
2326,H05,H10,44,1045,R027,V056,False,1064
2327,H14,H19,75,449,R008,V149,False,471
2328,H03,H17,86,738,R012,V185,False,766
2329,H16,H04,41,752,R004,V053,False,780
2330,H23,H22,62,84,R047,V069,False,110
2331,H01,H24,63,447,R028,V164,True,462
2332,H16,H18,95,284,R012,V169,False,300
2333,H19,H12,49,220,R018,V169,False,240
2334,H23,H05,54,592,R033,V119,False,614
2335,H08,H25,76,904,R038,V023,False,931
2336,H04,H13,49,12,R007,V058,False,36
2337,H21,H22,66,1271,R040,V019,True,1301
2338,H06,H16,75,758,R015,V040,False,778
2339,H23,H19,31,679,R006,V185,False,704
2340,H10,H14,40,624,R024,V027,False,654
2341,H02,H08,81,890,R037,V021,False,918
2342,H16,H20,69,1319,R009,V107,False,1341
2343,H08,H17,53,718,R039,V169,False,747
2344,H21,H19,32,700,R013,V002,True,715
2345,H19,H13,59,504,R046,V062,True,529
2346,H07,H09,40,159,R002,V143,False,185
2347,H13,H15,35,1027,R007,V042,False,1052
2348,H18,H12,48,798,R016,V060,True,817
2349,H24,H22,92,794,R024,V124,False,814
2350,H02,H01,105,1018,R014,V046,False,1045
2351,H20,H24,73,671,R023,V123,False,697
2352,H05,H15,57,141,R030,V016,False,156
2353,H24,H07,52,1035,R026,V186,True,1061
2354,H10,H05,52,830,R020,V156,True,856
2355,H23,H12,86,1255,R011,V134,False,1272
2356,H13,H25,56,599,R044,V093,True,614
2357,H20,H16,101,973,R038,V127,False,1001
2358,H09,H19,80,45,R007,V144,False,72
2359,H16,H25,60,408,R012,V114,True,430
2360,H05,H20,78,1162,R018,V172,False,1177
2361,H04,H14,99,980,R009,V067,False,1004
2362,H01,H17,28,154,R039,V113,True,174
2363,H12,H13,43,553,R040,V063,False,583
2364,H09,H15,103,1245,R030,V196,False,1273
2365,H06,H18,43,1132,R002,V060,False,1155
2366,H06,H18,63,890,R048,V200,False,918
2367,H23,H17,31,460,R028,V046,True,480
2368,H13,H08,68,533,R011,V108,True,553
2369,H17,H06,100,1177,R006,V082,False,1207
2370,H10,H07,46,899,R033,V171,False,927
2371,H25,H02,50,22,R043,V192,False,38
2372,H14,H25,61,1327,R039,V113,False,1353
2373,H17,H11,80,368,R019,V092,False,390
2374,H11,H24,21,695,R030,V154,True,724
2375,H24,H18,78,676,R043,V188,False,699
2376,H20,H18,79,475,R037,V093,False,499
2377,H07,H23,41,1408,R002,V074,False,1435
2378,H24,H04,64,804,R033,V122,True,829
2379,H03,H20,48,598,R042,V069,False,618
2380,H16,H03,66,1051,R048,V005,False,1081
2381,H03,H19,47,76,R013,V002,False,102
2382,H04,H16,95,412,R032,V191,False,442
2383,H25,H16,46,1150,R010,V011,False,1172
2384,H10,H07,46,747,R004,V019,False,764
2385,H10,H13,88,1084,R019,V008,True,1104
2386,H14,H02,36,817,R022,V189,False,838
2387,H22,H01,77,507,R046,V198,False,534
2388,H05,H02,59,1394,R025,V097,False,1416
2389,H05,H15,60,690,R030,V101,True,716
2390,H19,H01,35,421,R016,V005,True,439
2391,H03,H25,103,756,R032,V140,False,785
2392,H22,H07,61,1272,R014,V066,False,1298
2393,H18,H13,39,691,R019,V189,False,707
2394,H24,H12,41,96,R018,V061,False,112
2395,H05,H17,19,134,R016,V172,True,159
2396,H10,H01,39,506,R010,V140,True,536
2397,H01,H14,51,871,R039,V054,False,887
2398,H05,H09,38,1053,R016,V067,False,1080
2399,H17,H09,66,1329,R042,V177,False,1351
2400,H20,H06,81,451,R011,V006,False,477
2401,H22,H14,58,539,R004,V157,False,557
2402,H02,H05,88,126,R042,V069,True,154
2403,H16,H03,42,987,R049,V186,True,1004
2404,H06,H05,50,1317,R005,V121,False,1347
2405,H21,H14,35,179,R037,V061,False,208
2406,H21,H19,47,1030,R037,V002,True,1057
2407,H05,H25,40,1324,R033,V159,False,1351
2408,H21,H23,102,166,R001,V159,False,195
2409,H24,H03,68,395,R026,V048,False,417
2410,H12,H11,19,1422,R042,V114,True,1443
2411,H20,H25,52,1145,R040,V069,True,1165
2412,H07,H02,58,1407,R014,V177,False,1436
2413,H02,H24,99,882,R043,V196,False,906
2414,H02,H07,71,301,R038,V197,False,324
2415,H03,H02,64,939,R035,V088,False,965
2416,H05,H12,97,39,R036,V126,False,58
2417,H15,H11,34,776,R012,V069,False,800
2418,H25,H17,67,1163,R027,V166,False,1181
2419,H13,H10,22,1432,R031,V164,True,1448
2420,H20,H22,88,1246,R046,V031,False,1270
2421,H04,H07,90,645,R013,V180,False,666
2422,H04,H01,60,92,R002,V052,False,112
2423,H05,H12,77,654,R023,V081,False,681
2424,H13,H05,74,799,R002,V008,False,825
2425,H11,H15,71,305,R034,V147,False,329
2426,H18,H14,108,892,R018,V067,False,913
2427,H01,H10,60,75,R032,V079,False,95
2428,H24,H25,65,1272,R008,V162,False,1298
2429,H15,H03,46,176,R009,V102,False,202
2430,H12,H19,100,1297,R018,V067,False,1313
2431,H10,H09,56,1278,R016,V097,True,1300
2432,H21,H15,91,100,R034,V073,False,130
2433,H04,H08,59,333,R027,V091,False,356
2434,H25,H19,18,561,R019,V074,True,584
2435,H25,H15,58,525,R013,V195,False,545
2436,H03,H22,70,468,R015,V060,False,496
