scan_id,ticket_id,customer_id,event_id,gate_id,seat_block,scan_time_min,is_duplicate,is_blacklisted,entry_allowed
1525,T015166,CUST13001,EVT1002,G7,B3E,86,0,0,1
1526,T009253,CUST10344,EVT1001,G3,B2B,86,0,0,1
1527,T005847,CUST02331,EVT1001,G1,B9D,16,0,0,1
1528,T005454,CUST05404,EVT1001,G5,B15B,112,0,0,1
1529,T007031,CUST06786,EVT1001,G7,B20C,145,0,0,1
1530,T012163,CUST06135,EVT1002,G4,B14B,59,0,0,1
1531,T003061,CUST06296,EVT1002,G1,B10C,45,0,0,1
1532,T008143,CUST12950,EVT1002,G4,B13D,96,0,0,1
1533,T003086,CUST04171,EVT1002,G5,B16B,122,1,0,0
1534,T011870,CUST01087,EVT1001,G8,B15B,102,0,0,1
1535,T016480,CUST12486,EVT1002,G10,B9E,3,0,0,1
1536,T015561,CUST05750,EVT1002,G4,B18D,45,0,0,1
1537,T012575,CUST03247,EVT1002,G6,B12D,55,0,0,1
1538,T007505,CUST04038,EVT1001,G8,B8E,28,0,0,1
1539,T002314,CUST10851,EVT1002,G6,B14B,80,0,0,1
1540,T014220,CUST13198,EVT1001,G4,B18A,96,0,0,1
1541,T012281,CUST02175,EVT1002,G9,B17B,42,0,0,1
1542,T001377,CUST07109,EVT1001,G10,B7B,24,0,0,1
1543,T007028,CUST14988,EVT1001,G10,B5D,54,1,0,0
1544,T019271,CUST14380,EVT1002,G5,B11A,41,0,0,1
1545,T009888,CUST11410,EVT1002,G4,B7C,117,0,0,1
1546,T001951,CUST06224,EVT1002,G7,B14C,138,0,0,1
1547,T011100,CUST01012,EVT1002,G2,B1A,108,0,0,1
1548,T002242,CUST05480,EVT1001,G5,B13E,11,0,0,1
1549,T016191,CUST07196,EVT1002,G10,B15D,5,0,1,0
1550,T011292,CUST10654,EVT1001,G8,B4D,121,0,0,1
1551,T015019,CUST03710,EVT1001,G6,B17C,59,0,0,1
1552,T007224,CUST11215,EVT1002,G9,B16A,27,0,0,1
1553,T012924,CUST03163,EVT1002,G3,B20B,127,0,0,1
1554,T019907,CUST14272,EVT1002,G10,B7D,110,0,0,1
1555,T015279,CUST07871,EVT1002,G7,B18A,18,0,0,1
1556,T000720,CUST12721,EVT1001,G3,B6E,87,0,0,1
1557,T018676,CUST13908,EVT1002,G9,B16A,3,0,0,1
1558,T019160,CUST13104,EVT1001,G2,B11D,110,0,0,1
1559,T012828,CUST00464,EVT1001,G2,B14E,48,0,0,1
1560,T019426,CUST08028,EVT1002,G8,B17E,130,1,0,0
1561,T013471,CUST06443,EVT1001,G1,B1A,62,0,0,1
1562,T000171,CUST14808,EVT1001,G6,B7A,42,1,1,0
1563,T003659,CUST08757,EVT1001,G7,B18A,97,0,0,1
1564,T004685,CUST05586,EVT1001,G2,B8E,53,0,0,1
1565,T001047,CUST08001,EVT1001,G2,B13D,121,0,0,1
1566,T017557,CUST06842,EVT1001,G10,B3B,6,0,0,1
1567,T007153,CUST09882,EVT1002,G8,B16E,27,0,0,1
1568,T009423,CUST11136,EVT1002,G9,B17B,108,0,0,1
1569,T015057,CUST04645,EVT1002,G4,B8C,24,0,0,1
1570,T012625,CUST04287,EVT1002,G10,B19E,129,1,0,0
1571,T001602,CUST07883,EVT1001,G2,B15E,32,1,0,0
1572,T012524,CUST12659,EVT1002,G9,B14B,64,0,0,1
1573,T001906,CUST08632,EVT1002,G6,B13E,61,0,0,1
1574,T016320,CUST14493,EVT1001,G3,B20D,150,0,0,1
1575,T014093,CUST14670,EVT1002,G7,B19B,62,0,0,1
1576,T018479,CUST06572,EVT1001,G4,B16A,75,0,0,1
1577,T012148,CUST03262,EVT1002,G8,B17E,122,0,0,1
1578,T008650,CUST00077,EVT1001,G3,B2D,99,1,0,0
1579,T008119,CUST13439,EVT1001,G2,B12D,75,1,0,0
1580,T015980,CUST06147,EVT1001,G10,B17B,150,0,0,1
1581,T012832,CUST00632,EVT1001,G8,B15B,74,0,0,1
1582,T006654,CUST10209,EVT1002,G1,B10D,48,0,0,1
1583,T016567,CUST06503,EVT1001,G3,B11A,127,0,0,1
1584,T019568,CUST08097,EVT1002,G6,B18D,145,0,0,1
1585,T007117,CUST09391,EVT1002,G5,B12D,112,0,0,1
1586,T017718,CUST09061,EVT1002,G5,B8A,48,0,0,1
1587,T018194,CUST08429,EVT1001,G5,B16C,123,0,0,1
1588,T017386,CUST01354,EVT1001,G5,B16A,107,0,0,1
1589,T011888,CUST00019,EVT1001,G6,B12B,56,0,0,1
1590,T017747,CUST01189,EVT1001,G3,B11C,25,0,0,1
1591,T010802,CUST05958,EVT1002,G9,B18B,64,0,0,1
1592,T010991,CUST13611,EVT1002,G3,B19A,85,0,0,1
1593,T019777,CUST10899,EVT1001,G4,B11E,18,0,0,1
1594,T002021,CUST06551,EVT1001,G6,B15D,11,0,0,1
1595,T009588,CUST01816,EVT1001,G2,B5D,98,1,0,0
1596,T019558,CUST09441,EVT1001,G5,B18D,100,0,0,1
1597,T008490,CUST14427,EVT1001,G8,B5D,130,0,0,1
1598,T013778,CUST00123,EVT1002,G7,B13E,63,0,0,1
1599,T015259,CUST06845,EVT1001,G7,B16A,37,0,0,1
1600,T008881,CUST10133,EVT1002,G9,B2E,50,0,0,1
1601,T001991,CUST10762,EVT1001,G1,B8E,94,0,0,1
1602,T008325,CUST06200,EVT1001,G8,B16B,94,0,0,1
1603,T010498,CUST07608,EVT1001,G10,B10A,77,0,0,1
1604,T017627,CUST09313,EVT1002,G9,B5E,95,1,0,0
1605,T006380,CUST05204,EVT1002,G8,B16B,87,0,0,1
1606,T013562,CUST13272,EVT1002,G7,B16A,76,0,0,1
1607,T005508,CUST09615,EVT1002,G9,B13D,5,0,0,1
1608,T006140,CUST05061,EVT1001,G3,B3A,12,0,0,1
1609,T011296,CUST06367,EVT1001,G10,B7A,105,0,0,1
1610,T007231,CUST05400,EVT1002,G8,B13A,88,0,0,1
1611,T002964,CUST08444,EVT1001,G1,B8B,139,0,0,1
1612,T017369,CUST14874,EVT1002,G7,B1D,111,0,0,1
1613,T000832,CUST06937,EVT1001,G1,B11B,76,0,0,1
1614,T014752,CUST13849,EVT1002,G6,B6E,10,0,0,1
1615,T015354,CUST09331,EVT1002,G4,B10E,18,0,0,1
1616,T010012,CUST09832,EVT1002,G5,B16D,64,0,0,1
1617,T006419,CUST12814,EVT1001,G7,B3B,139,0,0,1
1618,T008112,CUST13081,EVT1002,G3,B18B,26,0,0,1
1619,T014711,CUST04762,EVT1001,G2,B19D,126,0,0,1
1620,T019200,CUST08118,EVT1001,G7,B6B,67,0,0,1
1621,T002638,CUST12985,EVT1002,G2,B8C,93,0,0,1
1622,T005590,CUST10289,EVT1002,G6,B3B,74,1,0,0
1623,T019793,CUST00450,EVT1001,G4,B9B,48,0,0,1
1624,T002114,CUST05120,EVT1002,G10,B7C,124,0,0,1
1625,T014753,CUST12509,EVT1001,G10,B3C,82,0,0,1
1626,T007829,CUST03872,EVT1001,G10,B12D,130,0,0,1
1627,T017306,CUST06597,EVT1002,G1,B6A,49,0,0,1
1628,T009616,CUST04571,EVT1001,G8,B5D,16,0,0,1
1629,T017930,CUST10564,EVT1002,G8,B8A,132,0,0,1
1630,T014357,CUST14425,EVT1002,G7,B6B,129,0,0,1
1631,T011704,CUST01421,EVT1002,G4,B15E,22,0,0,1
1632,T011349,CUST12665,EVT1002,G2,B16E,142,0,0,1
1633,T010439,CUST14135,EVT1002,G2,B12A,12,0,0,1
1634,T006466,CUST01000,EVT1002,G6,B5C,91,0,0,1
1635,T008901,CUST14966,EVT1001,G8,B4A,97,0,0,1
1636,T017376,CUST00534,EVT1001,G5,B8E,37,0,0,1
1637,T012506,CUST12734,EVT1002,G10,B6D,82,0,0,1
1638,T019458,CUST11663,EVT1001,G6,B11B,86,0,0,1
1639,T014183,CUST07124,EVT1002,G4,B7A,64,0,0,1
1640,T017346,CUST01392,EVT1001,G9,B12A,138,1,0,0
1641,T016098,CUST14767,EVT1002,G4,B19D,38,0,0,1
1642,T011256,CUST07757,EVT1002,G8,B2D,59,0,0,1
1643,T017307,CUST07576,EVT1002,G1,B16D,30,0,0,1
1644,T002231,CUST02483,EVT1001,G10,B11A,68,0,0,1
1645,T016632,CUST12385,EVT1001,G4,B15E,98,0,0,1
1646,T012354,CUST07880,EVT1002,G6,B18A,107,0,0,1
1647,T002478,CUST03087,EVT1002,G3,B13B,100,0,0,1
1648,T003935,CUST13268,EVT1001,G7,B14A,50,0,0,1
1649,T001712,CUST01928,EVT1001,G8,B7D,104,0,0,1
1650,T003750,CUST01795,EVT1002,G4,B14D,121,1,0,0
1651,T002012,CUST03291,EVT1002,G7,B18E,127,0,0,1
1652,T010820,CUST01640,EVT1002,G9,B14C,102,0,0,1
1653,T001903,CUST13968,EVT1001,G6,B18C,26,0,0,1
1654,T002368,CUST00165,EVT1002,G8,B5E,46,0,0,1
1655,T008854,CUST14704,EVT1001,G4,B12B,145,0,0,1
1656,T000630,CUST11073,EVT1001,G5,B20C,112,0,0,1
1657,T011877,CUST13790,EVT1001,G7,B12C,43,0,0,1
1658,T003759,CUST01865,EVT1002,G5,B4B,110,0,1,0
1659,T003502,CUST03254,EVT1002,G5,B3D,100,0,0,1
1660,T018710,CUST01950,EVT1002,G7,B4C,76,0,0,1
1661,T011520,CUST07177,EVT1001,G3,B13E,83,0,0,1
1662,T011216,CUST00399,EVT1002,G1,B11E,117,0,0,1
1663,T000601,CUST08741,EVT1001,G8,B11B,86,0,0,1
1664,T007574,CUST09550,EVT1001,G5,B13C,127,0,0,1
1665,T009807,CUST03734,EVT1002,G7,B9A,40,0,0,1
1666,T005836,CUST14138,EVT1002,G8,B1E,86,0,0,1
1667,T016221,CUST11603,EVT1002,G5,B15B,88,0,0,1
1668,T004087,CUST13372,EVT1001,G2,B16C,82,0,0,1
1669,T001345,CUST04640,EVT1002,G5,B15D,130,0,0,1
1670,T003559,CUST07226,EVT1001,G8,B10D,8,0,0,1
1671,T013787,CUST12780,EVT1001,G6,B8D,41,0,0,1
1672,T007977,CUST08692,EVT1001,G5,B16D,85,0,1,0
1673,T002031,CUST08826,EVT1002,G1,B3B,91,0,0,1
1674,T017958,CUST08742,EVT1002,G4,B19A,0,0,0,1
1675,T017195,CUST00203,EVT1001,G4,B4B,41,0,0,1
1676,T009595,CUST12517,EVT1001,G2,B12C,20,1,0,0
1677,T001368,CUST05045,EVT1002,G5,B3C,51,0,0,1
1678,T003752,CUST11789,EVT1002,G3,B2E,145,1,0,0
1679,T014440,CUST11700,EVT1001,G1,B20E,94,0,0,1
1680,T008668,CUST07661,EVT1002,G8,B20D,120,0,0,1
1681,T002837,CUST07144,EVT1002,G8,B6E,40,0,0,1
1682,T019022,CUST06257,EVT1002,G4,B16D,110,0,0,1
1683,T000827,CUST12371,EVT1002,G6,B11B,114,0,0,1
1684,T016131,CUST09513,EVT1001,G9,B13A,22,0,0,1
1685,T009706,CUST11765,EVT1001,G1,B12D,6,0,1,0
1686,T011190,CUST10102,EVT1001,G6,B17E,51,0,0,1
1687,T008609,CUST13001,EVT1001,G10,B10D,17,0,0,1
1688,T016475,CUST05487,EVT1001,G9,B16B,118,0,0,1
1689,T007523,CUST09136,EVT1002,G4,B10E,38,0,0,1
1690,T008064,CUST04852,EVT1002,G8,B3B,82,1,0,0
1691,T016232,CUST12692,EVT1001,G8,B20E,46,0,0,1
1692,T005128,CUST04406,EVT1002,G7,B12B,98,1,0,0
1693,T001625,CUST07513,EVT1002,G9,B15D,43,0,0,1
1694,T012113,CUST06551,EVT1001,G4,B12C,33,0,0,1
1695,T013531,CUST14231,EVT1002,G6,B20D,74,0,0,1
1696,T016354,CUST03035,EVT1001,G6,B12A,141,0,0,1
1697,T014451,CUST07301,EVT1002,G3,B15D,19,0,0,1
1698,T003732,CUST11187,EVT1002,G9,B20E,11,0,0,1
1699,T000701,CUST13718,EVT1002,G6,B6E,86,0,0,1
1700,T014305,CUST02843,EVT1001,G8,B7A,150,0,0,1
1701,T010546,CUST06857,EVT1001,G9,B13B,35,0,0,1
1702,T016574,CUST01747,EVT1002,G8,B19C,73,0,0,1
1703,T006885,CUST13572,EVT1002,G4,B10E,11,0,0,1
1704,T018039,CUST08400,EVT1001,G7,B15B,9,0,0,1
1705,T009926,CUST10691,EVT1001,G3,B19D,49,1,0,0
1706,T001516,CUST03528,EVT1002,G1,B19D,140,0,0,1
1707,T012018,CUST08406,EVT1002,G3,B20C,18,0,0,1
1708,T017476,CUST05107,EVT1001,G2,B20A,135,0,0,1
1709,T005767,CUST11865,EVT1002,G2,B10D,79,0,0,1
1710,T005149,CUST13292,EVT1002,G5,B11A,29,0,0,1
1711,T019096,CUST00188,EVT1001,G2,B19E,128,0,0,1
1712,T012090,CUST00413,EVT1002,G3,B17D,59,0,0,1
1713,T013501,CUST05035,EVT1002,G7,B17A,70,0,0,1
1714,T003237,CUST01885,EVT1001,G2,B6B,57,0,0,1
1715,T002004,CUST08798,EVT1002,G2,B18B,122,0,0,1
1716,T018323,CUST10270,EVT1002,G9,B16D,45,0,0,1
1717,T012319,CUST08271,EVT1002,G7,B8B,19,0,0,1
1718,T005800,CUST13393,EVT1001,G6,B10E,114,0,0,1
1719,T007500,CUST05564,EVT1002,G3,B17D,90,0,0,1
1720,T016237,CUST09029,EVT1002,G10,B8D,52,0,0,1
1721,T018357,CUST04643,EVT1002,G2,B1E,111,0,0,1
1722,T015940,CUST07402,EVT1002,G2,B11D,104,0,0,1
1723,T003466,CUST11544,EVT1001,G7,B20E,111,0,0,1
1724,T019539,CUST13069,EVT1001,G5,B18C,87,1,0,0
1725,T017520,CUST08888,EVT1002,G3,B18B,21,0,0,1
1726,T009906,CUST01279,EVT1002,G1,B2D,45,0,0,1
1727,T002962,CUST00586,EVT1001,G10,B11A,99,0,0,1
1728,T015758,CUST00187,EVT1002,G5,B17E,107,0,0,1
1729,T013423,CUST09097,EVT1001,G4,B11B,128,0,0,1
1730,T018387,CUST08871,EVT1002,G1,B6B,59,0,0,1
1731,T009211,CUST01112,EVT1002,G3,B12C,25,0,0,1
1732,T014616,CUST06610,EVT1002,G4,B6E,3,0,0,1
1733,T003606,CUST09966,EVT1002,G3,B16E,117,0,0,1
1734,T013491,CUST01937,EVT1001,G5,B15D,124,0,0,1
1735,T019068,CUST12523,EVT1001,G3,B15C,143,0,0,1
1736,T007397,CUST10843,EVT1002,G8,B16E,7,0,0,1
1737,T000344,CUST05069,EVT1001,G3,B20A,137,0,0,1
1738,T015455,CUST09548,EVT1002,G7,B20D,113,0,0,1
1739,T017066,CUST13067,EVT1002,G9,B5D,98,0,0,1
1740,T004303,CUST03973,EVT1002,G5,B3A,135,1,0,0
1741,T015451,CUST10915,EVT1002,G9,B20D,3,0,0,1
1742,T003609,CUST06005,EVT1001,G9,B19B,99,0,0,1
1743,T007010,CUST04718,EVT1001,G7,B20B,7,0,0,1
1744,T016263,CUST11824,EVT1002,G7,B20E,6,0,0,1
1745,T006254,CUST14342,EVT1002,G1,B18A,15,0,0,1
1746,T003457,CUST13657,EVT1001,G2,B17E,21,1,0,0
1747,T011429,CUST02427,EVT1002,G1,B2A,144,0,0,1
1748,T002289,CUST05083,EVT1002,G4,B10D,77,0,0,1
1749,T008755,CUST00566,EVT1002,G2,B13A,105,0,0,1
1750,T016180,CUST05152,EVT1002,G2,B13A,143,0,0,1
1751,T012410,CUST08538,EVT1002,G9,B14A,12,0,1,0
1752,T013571,CUST04943,EVT1002,G4,B20A,24,0,0,1
1753,T002608,CUST01481,EVT1001,G6,B3B,115,0,0,1
1754,T016826,CUST01374,EVT1002,G6,B20B,2,0,0,1
1755,T012723,CUST12526,EVT1002,G10,B19A,132,0,0,1
1756,T015930,CUST13865,EVT1001,G1,B8E,69,0,0,1
1757,T014968,CUST08918,EVT1001,G9,B19E,118,0,0,1
1758,T011277,CUST00540,EVT1001,G6,B3C,76,0,0,1
1759,T004288,CUST04994,EVT1001,G8,B18C,88,0,0,1
1760,T015607,CUST01680,EVT1001,G5,B2C,82,0,0,1
1761,T003226,CUST12640,EVT1001,G2,B18C,128,0,0,1
1762,T002891,CUST04730,EVT1001,G6,B20C,57,0,0,1
1763,T017822,CUST00711,EVT1001,G9,B17B,70,0,1,0
1764,T011625,CUST14345,EVT1002,G2,B15C,32,0,0,1
1765,T012396,CUST07760,EVT1001,G8,B10D,21,0,0,1
1766,T011626,CUST07713,EVT1002,G3,B4B,136,0,0,1
1767,T003973,CUST03640,EVT1002,G3,B2A,61,0,0,1
1768,T007706,CUST01856,EVT1002,G4,B4B,130,0,0,1
1769,T012582,CUST12286,EVT1001,G9,B8A,142,0,0,1
1770,T012686,CUST04426,EVT1001,G5,B16D,110,0,0,1
1771,T005887,CUST01703,EVT1002,G4,B1C,79,0,0,1
1772,T005127,CUST06467,EVT1002,G1,B10D,91,0,0,1
1773,T017124,CUST14415,EVT1001,G6,B19B,42,0,0,1
1774,T017927,CUST07631,EVT1002,G2,B18E,108,1,0,0
1775,T010232,CUST11610,EVT1002,G3,B7C,121,1,0,0
1776,T018662,CUST11086,EVT1002,G6,B15C,27,0,0,1
1777,T017798,CUST10705,EVT1001,G9,B20D,112,1,0,0
1778,T005245,CUST10145,EVT1001,G8,B20B,78,0,0,1
1779,T015473,CUST05763,EVT1001,G10,B16A,124,1,0,0
1780,T012468,CUST02199,EVT1002,G6,B4B,67,0,0,1
1781,T019003,CUST10528,EVT1002,G3,B19E,80,0,0,1
1782,T013316,CUST03896,EVT1002,G5,B4D,77,0,0,1
1783,T013335,CUST13083,EVT1002,G3,B14B,113,0,0,1
1784,T002492,CUST02676,EVT1002,G3,B14C,60,0,0,1
1785,T007386,CUST13610,EVT1002,G6,B5A,37,0,0,1
1786,T009214,CUST02083,EVT1001,G9,B16A,18,0,0,1
1787,T002410,CUST05583,EVT1002,G5,B4C,123,0,0,1
1788,T019136,CUST10613,EVT1002,G2,B14A,43,0,0,1
1789,T012489,CUST01865,EVT1001,G1,B5C,15,0,0,1
1790,T015422,CUST01367,EVT1001,G7,B1A,47,0,0,1
1791,T006206,CUST14000,EVT1001,G5,B4A,86,0,0,1
1792,T004029,CUST00221,EVT1001,G1,B6D,135,0,0,1
1793,T018309,CUST04442,EVT1001,G3,B13D,145,0,0,1
1794,T012508,CUST07503,EVT1001,G7,B5A,73,0,0,1
1795,T015829,CUST13332,EVT1001,G6,B19C,11,0,0,1
1796,T012168,CUST11554,EVT1002,G6,B8D,71,0,0,1
1797,T009425,CUST12993,EVT1001,G10,B18A,52,0,0,1
1798,T019402,CUST08368,EVT1001,G5,B14C,32,0,0,1
1799,T006608,CUST05251,EVT1001,G8,B18A,6,0,0,1
1800,T000069,CUST03209,EVT1001,G4,B10E,105,0,0,1
1801,T006577,CUST11792,EVT1001,G1,B4C,138,0,0,1
1802,T016515,CUST03040,EVT1002,G6,B5B,1,0,0,1
1803,T016030,CUST11607,EVT1001,G10,B14A,55,0,0,1
1804,T014241,CUST11500,EVT1002,G2,B1C,42,0,0,1
1805,T010997,CUST04995,EVT1002,G2,B15D,134,0,0,1
1806,T005122,CUST13326,EVT1002,G3,B12D,150,0,0,1
1807,T018805,CUST05318,EVT1001,G3,B8E,142,0,0,1
1808,T011078,CUST04371,EVT1002,G3,B2E,57,0,0,1
1809,T018730,CUST13731,EVT1002,G5,B2A,139,0,0,1
1810,T006233,CUST02076,EVT1002,G9,B18A,24,0,0,1
1811,T009077,CUST02343,EVT1001,G10,B1E,38,0,0,1
1812,T003061,CUST09820,EVT1002,G2,B3D,19,1,0,0
1813,T011137,CUST11288,EVT1001,G1,B17D,88,0,0,1
1814,T019921,CUST08859,EVT1002,G5,B17E,35,0,0,1
1815,T017671,CUST14648,EVT1002,G5,B5B,51,0,0,1
1816,T006641,CUST10997,EVT1002,G3,B15C,92,0,0,1
1817,T001912,CUST12237,EVT1002,G7,B12A,115,0,0,1
1818,T005654,CUST13391,EVT1002,G5,B20C,42,0,0,1
1819,T009387,CUST09907,EVT1001,G3,B16B,38,0,0,1
1820,T002874,CUST08232,EVT1002,G6,B20D,71,0,0,1
1821,T001998,CUST02595,EVT1002,G10,B19B,74,0,1,0
1822,T012703,CUST03247,EVT1001,G3,B3B,144,0,0,1
1823,T004873,CUST12853,EVT1001,G5,B17E,106,0,0,1
1824,T003264,CUST09602,EVT1002,G8,B12B,101,0,0,1
1825,T015123,CUST11854,EVT1002,G3,B9D,110,0,0,1
1826,T010839,CUST06529,EVT1002,G5,B17C,142,0,0,1
1827,T004363,CUST11901,EVT1002,G1,B2C,35,0,0,1
1828,T013721,CUST07899,EVT1001,G5,B12C,34,0,0,1
1829,T005108,CUST13255,EVT1001,G7,B10A,29,0,0,1
1830,T005884,CUST07598,EVT1001,G7,B15E,126,0,0,1
1831,T017140,CUST00303,EVT1001,G6,B19B,118,0,0,1
1832,T010726,CUST11658,EVT1002,G4,B6E,10,0,0,1
1833,T012247,CUST00877,EVT1002,G8,B18B,108,0,0,1
1834,T011926,CUST12132,EVT1002,G4,B5A,6,0,0,1
1835,T010117,CUST14204,EVT1001,G1,B5D,90,1,0,0
1836,T004576,CUST07765,EVT1001,G6,B11D,126,0,0,1
1837,T016610,CUST12483,EVT1002,G1,B20E,130,0,0,1
1838,T009740,CUST00044,EVT1001,G3,B16E,53,0,0,1
1839,T003100,CUST14461,EVT1001,G10,B11E,46,0,0,1
1840,T015179,CUST01326,EVT1001,G5,B10A,124,0,0,1
1841,T015128,CUST13255,EVT1002,G3,B9C,95,0,0,1
1842,T009077,CUST13969,EVT1001,G3,B12C,131,0,0,1
1843,T011332,CUST00547,EVT1002,G7,B1C,47,0,0,1
1844,T011774,CUST11312,EVT1002,G3,B9C,12,0,0,1
1845,T014938,CUST11586,EVT1002,G7,B19B,6,0,0,1
1846,T007267,CUST11410,EVT1002,G7,B10C,92,0,0,1
1847,T006173,CUST05853,EVT1002,G3,B9C,9,0,0,1
1848,T000483,CUST11726,EVT1002,G10,B9A,75,0,0,1
1849,T003329,CUST10920,EVT1001,G2,B10D,126,0,0,1
1850,T018234,CUST12880,EVT1002,G10,B14C,118,0,0,1
1851,T002439,CUST10576,EVT1001,G8,B19D,61,0,0,1
1852,T007028,CUST11928,EVT1001,G4,B20B,91,0,0,1
1853,T006122,CUST09575,EVT1001,G2,B2A,100,0,0,1
1854,T015119,CUST02858,EVT1002,G9,B3E,16,0,0,1
1855,T001349,CUST11101,EVT1001,G10,B6E,82,0,0,1
1856,T010573,CUST05667,EVT1002,G2,B19B,124,1,0,0
1857,T001747,CUST02470,EVT1002,G6,B18A,123,0,0,1
1858,T004288,CUST03614,EVT1001,G10,B8C,36,1,0,0
1859,T009036,CUST11027,EVT1001,G9,B16D,120,0,0,1
1860,T012616,CUST14093,EVT1002,G10,B16B,117,1,0,0
1861,T015715,CUST00188,EVT1002,G3,B20B,65,0,0,1
1862,T019082,CUST02670,EVT1001,G5,B6C,122,0,0,1
1863,T014477,CUST02542,EVT1001,G6,B8C,37,0,0,1
1864,T013476,CUST14358,EVT1001,G2,B15C,121,0,0,1
1865,T008398,CUST07090,EVT1002,G10,B17D,78,0,0,1
1866,T007880,CUST02058,EVT1002,G2,B11D,13,1,0,0
1867,T019197,CUST09115,EVT1002,G10,B14D,150,0,0,1
1868,T012272,CUST12166,EVT1002,G10,B2A,136,0,0,1
1869,T007263,CUST05021,EVT1001,G3,B16C,92,0,0,1
1870,T014745,CUST02068,EVT1001,G10,B10D,29,1,0,0
1871,T015432,CUST08295,EVT1002,G6,B13C,111,0,0,1
1872,T009970,CUST09784,EVT1001,G5,B12D,118,0,0,1
1873,T009365,CUST08250,EVT1002,G2,B5C,23,0,0,1
1874,T000317,CUST01126,EVT1002,G1,B15D,3,0,0,1
1875,T002394,CUST13826,EVT1001,G8,B18E,36,0,0,1
1876,T000777,CUST02640,EVT1001,G2,B12E,47,0,0,1
1877,T009274,CUST02784,EVT1002,G1,B20A,79,0,0,1
1878,T008283,CUST11994,EVT1001,G5,B13E,114,0,0,1
1879,T004847,CUST12120,EVT1002,G4,B1A,45,0,0,1
1880,T000248,CUST10147,EVT1002,G10,B7C,103,0,0,1
1881,T010324,CUST04319,EVT1001,G4,B12A,102,0,0,1
1882,T008794,CUST01360,EVT1002,G10,B7E,120,0,0,1
1883,T007314,CUST14585,EVT1002,G8,B3D,107,0,0,1
1884,T002694,CUST00037,EVT1001,G2,B19E,119,0,0,1
1885,T003084,CUST02236,EVT1002,G8,B5E,9,0,0,1
1886,T019708,CUST13155,EVT1002,G5,B16E,122,0,0,1
1887,T002656,CUST06994,EVT1001,G8,B17A,44,0,0,1
1888,T014174,CUST11177,EVT1002,G6,B15B,79,0,0,1
1889,T001195,CUST08813,EVT1002,G1,B6B,119,0,0,1
1890,T019068,CUST04829,EVT1002,G7,B15B,29,0,0,1
1891,T014421,CUST10327,EVT1001,G4,B8C,24,0,0,1
1892,T002810,CUST08274,EVT1002,G2,B4C,135,0,0,1
1893,T004099,CUST01850,EVT1001,G2,B5A,60,0,0,1
1894,T011134,CUST14389,EVT1002,G5,B13C,93,0,0,1
1895,T018460,CUST01415,EVT1001,G4,B17E,21,0,0,1
1896,T015072,CUST07946,EVT1001,G8,B12C,144,0,0,1
1897,T017401,CUST11338,EVT1001,G8,B6E,111,0,0,1
1898,T015354,CUST02148,EVT1002,G8,B15E,75,0,0,1
1899,T007466,CUST06171,EVT1002,G10,B8A,21,0,0,1
1900,T010875,CUST13254,EVT1002,G1,B16E,32,0,0,1
1901,T012817,CUST04969,EVT1001,G5,B19B,112,0,0,1
1902,T018060,CUST11877,EVT1002,G6,B20C,138,0,0,1
1903,T001228,CUST10440,EVT1002,G5,B12E,83,0,0,1
1904,T005979,CUST04987,EVT1002,G2,B4A,55,0,0,1
1905,T006865,CUST04522,EVT1001,G4,B18B,31,0,0,1
1906,T007117,CUST12709,EVT1002,G3,B3B,121,1,0,0
1907,T008773,CUST07707,EVT1001,G4,B6C,77,0,0,1
1908,T000549,CUST04210,EVT1001,G5,B19B,35,0,0,1
1909,T011029,CUST02318,EVT1002,G10,B19D,84,0,0,1
1910,T012846,CUST03529,EVT1001,G3,B6D,42,0,0,1
1911,T005196,CUST14690,EVT1002,G3,B17C,96,0,0,1
1912,T004439,CUST07610,EVT1002,G4,B12D,130,0,0,1
1913,T010228,CUST12649,EVT1002,G10,B5C,86,0,0,1
1914,T017894,CUST08575,EVT1002,G7,B4D,71,0,0,1
1915,T008092,CUST04678,EVT1001,G3,B7C,32,0,0,1
1916,T000460,CUST01822,EVT1001,G7,B8D,64,0,0,1
1917,T015208,CUST07649,EVT1001,G5,B14D,5,0,0,1
1918,T005640,CUST08139,EVT1002,G6,B6B,31,0,0,1
1919,T017182,CUST12795,EVT1001,G5,B16E,145,0,0,1
1920,T001744,CUST03681,EVT1001,G8,B10B,14,0,0,1
1921,T001234,CUST05377,EVT1002,G5,B13B,59,0,0,1
1922,T000587,CUST03813,EVT1002,G5,B20E,116,0,0,1
1923,T019216,CUST12817,EVT1001,G1,B5D,42,0,0,1
1924,T013193,CUST13902,EVT1002,G7,B15D,129,0,0,1
1925,T008247,CUST13565,EVT1001,G4,B7E,44,0,0,1
1926,T008825,CUST14270,EVT1002,G1,B4A,94,0,0,1
1927,T012082,CUST05751,EVT1002,G7,B15D,46,0,0,1
1928,T008125,CUST04494,EVT1001,G2,B10A,138,0,0,1
1929,T010124,CUST06967,EVT1002,G3,B14E,27,0,0,1
1930,T016149,CUST06168,EVT1001,G10,B15B,94,0,0,1
1931,T008222,CUST14576,EVT1001,G7,B8C,83,0,1,0
1932,T016723,CUST14683,EVT1002,G4,B5D,137,0,0,1
1933,T002632,CUST14375,EVT1002,G3,B17E,50,0,0,1
1934,T018676,CUST06291,EVT1001,G3,B15C,118,1,0,0
