complaint_id,citizen_id,raw_text,detected_type,ward_id,lat,lon,severity,waiting_minutes,assigned_team_id,heap_priority_score
CMP001973,CZ00001,Clogged sewage line,drainage,W14,12.913482,77.512767,5,4119,TEAM08,0.981
CMP001974,CZ02816,Street garbage pile,garbage,W04,12.917913,77.467801,4,3113,,0.768
CMP001975,CZ00869,Water supply leak,water_leak,W15,12.873725,77.45561,2,3367,,0.552
CMP001976,CZ05195,Water supply leak,water_leak,W04,12.82227,77.448833,1,681,TEAM09,0.183
CMP001977,CZ05380,Flickering street lamp,streetlight,W02,12.842884,77.422597,4,2137,TEAM03,0.678
CMP001978,CZ02978,Pole light fused,streetlight,W04,12.866803,77.502739,1,3473,,0.442
CMP001979,CZ03125,Street garbage pile,garbage,W19,12.874937,77.438459,5,223,TEAM07,0.621
CMP001980,CZ04070,Pole light fused,streetlight,W17,12.867755,77.539258,5,265,TEAM09,0.625
CMP001981,CZ06961,Dark road no lights,streetlight,W09,12.94068,77.507806,3,3976,TEAM10,0.728
CMP001982,CZ02094,Broken road surface,pothole,W17,12.868021,77.435351,2,149,TEAM06,0.254
CMP001983,CZ07526,Streetlight not working,streetlight,W14,12.950142,77.561027,5,349,TEAM08,0.632
CMP001984,CZ05478,Sewage water overflow,water_leak,W08,12.957974,77.538654,4,1250,TEAM04,0.596
CMP001985,CZ04970,Blocked drain,drainage,W20,12.853294,77.557466,3,2129,TEAM06,0.557
CMP001986,CZ00471,Garbage not collected,garbage,W16,12.929357,77.484934,5,973,TEAM08,0.69
CMP001987,CZ02976,Damaged road patch,pothole,W17,12.832108,77.518239,3,2746,,0.614
CMP001988,CZ00957,Big pothole on road,pothole,W02,12.931064,77.574571,4,790,TEAM10,0.553
CMP001989,CZ02664,Flickering street lamp,streetlight,W20,12.887224,77.521885,1,1942,TEAM07,0.3
CMP001990,CZ00897,Dark road no lights,streetlight,W03,12.969467,77.430717,1,1434,TEAM03,0.253
CMP001991,CZ06802,Water leakage on road,water_leak,W14,12.90335,77.436662,1,2355,TEAM05,0.338
CMP001992,CZ06521,Broken road surface,pothole,W13,12.968918,77.567569,4,3377,TEAM06,0.793
CMP001993,CZ04751,Big pothole on road,pothole,W16,12.9489,77.525306,4,1104,,0.582
CMP001994,CZ05481,Big pothole on road,pothole,W18,12.897381,77.471515,2,144,,0.253
CMP001995,CZ06851,Broken road surface,pothole,W20,12.87048,77.526505,5,1998,TEAM08,0.785
CMP001996,CZ04893,Clogged sewage line,drainage,W07,12.95115,77.444396,5,1684,TEAM05,0.756
CMP001997,CZ04791,Flickering street lamp,streetlight,W18,12.969878,77.490499,4,1338,TEAM09,0.604
CMP001998,CZ07029,Dark road no lights,streetlight,W05,12.867898,77.536162,3,3123,TEAM10,0.649
CMP001999,CZ03690,Pole light fused,streetlight,W03,12.920629,77.428322,2,3973,TEAM02,0.608
CMP002000,CZ05453,Open manhole,drainage,W13,12.933355,77.509394,2,2942,TEAM07,0.512
CMP002001,CZ01206,Streetlight not working,streetlight,W11,12.882553,77.503243,5,590,TEAM03,0.655
CMP002002,CZ02379,Big pothole on road,pothole,W02,12.94806,77.449657,3,3694,TEAM09,0.702
CMP002003,CZ05163,Pipe burst near house,water_leak,W16,12.87926,77.566607,2,880,TEAM04,0.321
CMP002004,CZ05205,Deep pothole near junction,pothole,W03,12.945791,77.516793,2,1956,TEAM01,0.421
CMP002005,CZ02285,Water leakage on road,water_leak,W15,12.879842,77.514017,1,1740,TEAM03,0.281
CMP002006,CZ04710,Clogged sewage line,drainage,W08,12.937632,77.525356,4,1164,TEAM06,0.588
CMP002007,CZ03303,Blocked drain,drainage,W08,12.909059,77.527131,4,2389,TEAM06,0.701
CMP002008,CZ04407,Water supply leak,water_leak,W20,12.943411,77.510054,5,913,TEAM06,0.685
CMP002009,CZ03831,Open manhole,drainage,W18,12.92411,77.537,1,592,TEAM06,0.175
CMP002010,CZ07773,Streetlight not working,streetlight,W11,12.894759,77.51231,4,486,TEAM04,0.525
CMP002011,CZ03268,Water leakage on road,water_leak,W14,12.841423,77.51736,3,1939,TEAM09,0.54
CMP002012,CZ07508,Blocked drain,drainage,W15,12.84141,77.448655,3,2907,TEAM05,0.629
CMP002013,CZ07119,Damaged road patch,pothole,W12,12.95102,77.493003,4,1307,TEAM02,0.601
CMP002014,CZ01439,Garbage not collected,garbage,W13,12.914257,77.440938,1,4241,,0.513
CMP002015,CZ03308,Water supply leak,water_leak,W18,12.932026,77.565127,3,2381,TEAM02,0.58
CMP002016,CZ00275,Streetlight not working,streetlight,W15,12.865837,77.495428,1,4180,TEAM07,0.507
CMP002017,CZ04503,Street garbage pile,garbage,W17,12.956903,77.575293,2,920,TEAM10,0.325
CMP002018,CZ00613,Clogged sewage line,drainage,W08,12.974614,77.533565,4,572,,0.533
CMP002019,CZ04132,Pipe burst near house,water_leak,W01,12.872851,77.420309,2,2490,TEAM06,0.471
CMP002020,CZ00902,Overflowing dustbin,garbage,W04,12.863792,77.540544,2,3009,TEAM07,0.519
CMP002021,CZ01441,Open manhole,drainage,W05,12.856266,77.454267,1,3307,TEAM09,0.426
CMP002022,CZ07681,Sewage water overflow,water_leak,W11,12.974807,77.534032,4,1080,TEAM06,0.58
CMP002023,CZ02742,Streetlight not working,streetlight,W16,12.903379,77.422253,5,2834,TEAM02,0.862
CMP002024,CZ01819,Smell from waste,garbage,W11,12.912373,77.508166,1,4240,TEAM03,0.513
CMP002025,CZ02444,Big pothole on road,pothole,W01,12.873433,77.545138,3,123,TEAM09,0.371
CMP002026,CZ06058,Big pothole on road,pothole,W05,12.82112,77.52417,4,712,TEAM04,0.546
CMP002027,CZ01778,Damaged road patch,pothole,W20,12.882766,77.499857,2,1084,TEAM08,0.34
CMP002028,CZ00646,Deep pothole near junction,pothole,W12,12.862218,77.500777,4,1405,,0.61
CMP002029,CZ07109,Drainage overflowing,drainage,W17,12.919338,77.468507,4,3918,,0.843
CMP002030,CZ04468,Drainage overflowing,drainage,W16,12.90056,77.512962,5,4316,TEAM10,1.0
CMP002031,CZ03984,Deep pothole near junction,pothole,W10,12.976373,77.514668,1,4239,TEAM03,0.512
CMP002032,CZ01411,Smell from waste,garbage,W13,12.83335,77.497287,5,1161,TEAM07,0.708
CMP002033,CZ06104,Overflowing dustbin,garbage,W01,12.873225,77.493211,1,2088,TEAM09,0.313
CMP002034,CZ04612,Clogged sewage line,drainage,W11,12.836355,77.471958,3,3685,,0.701
CMP002035,CZ02435,Flickering street lamp,streetlight,W09,12.948559,77.451123,2,1514,TEAM10,0.38
CMP002036,CZ02862,Clogged sewage line,drainage,W05,12.832804,77.495987,4,640,,0.539
CMP002037,CZ06064,Water supply leak,water_leak,W03,12.852976,77.514138,2,3458,TEAM08,0.56
CMP002038,CZ05615,Water leakage on road,water_leak,W16,12.88466,77.573412,4,2502,,0.712
CMP002039,CZ03947,Clogged sewage line,drainage,W20,12.939485,77.555074,2,644,TEAM03,0.3
CMP002040,CZ02780,Overflowing dustbin,garbage,W17,12.92947,77.5359,2,2787,TEAM06,0.498
CMP002041,CZ04439,Water supply leak,water_leak,W03,12.897384,77.575709,5,2307,,0.814
CMP002042,CZ05422,Damaged road patch,pothole,W05,12.959051,77.575474,3,1511,TEAM10,0.5
CMP002043,CZ00184,Big pothole on road,pothole,W03,12.896205,77.440573,5,3045,,0.882
CMP002044,CZ02459,Pipe burst near house,water_leak,W02,12.881741,77.520321,1,1372,TEAM07,0.247
CMP002045,CZ06910,Water leakage on road,water_leak,W15,12.952335,77.479051,4,4119,TEAM07,0.861
CMP002046,CZ02956,Sewage water overflow,water_leak,W09,12.82184,77.455969,3,2804,TEAM03,0.62
CMP002047,CZ01102,Streetlight not working,streetlight,W14,12.907753,77.44035,5,3161,TEAM04,0.893
CMP002048,CZ06069,Garbage not collected,garbage,W17,12.918388,77.527166,2,2525,TEAM07,0.474
CMP002049,CZ01043,Street garbage pile,garbage,W07,12.974894,77.511215,5,3524,TEAM09,0.926
CMP002050,CZ05534,Open manhole,drainage,W02,12.904093,77.510245,3,523,TEAM04,0.408
CMP002051,CZ06190,Flickering street lamp,streetlight,W02,12.848095,77.449551,5,1267,TEAM08,0.717
CMP002052,CZ01440,Flickering street lamp,streetlight,W08,12.878877,77.50047,3,3031,TEAM08,0.641
CMP002053,CZ05546,Water supply leak,water_leak,W09,12.831654,77.434832,4,2915,TEAM09,0.75
CMP002054,CZ05163,Streetlight not working,streetlight,W09,12.862816,77.497428,2,994,TEAM09,0.332
CMP002055,CZ01465,Broken road surface,pothole,W03,12.967139,77.543295,4,1721,TEAM03,0.639
CMP002056,CZ01467,Blocked drain,drainage,W07,12.937626,77.509189,3,3378,TEAM03,0.673
CMP002057,CZ06939,Broken road surface,pothole,W11,12.86797,77.509335,1,1213,TEAM07,0.232
CMP002058,CZ05973,Open manhole,drainage,W02,12.940901,77.502239,3,3999,TEAM08,0.73
CMP002059,CZ03745,Streetlight not working,streetlight,W05,12.898236,77.488008,5,2375,TEAM05,0.82
CMP002060,CZ04641,Open manhole,drainage,W08,12.912151,77.452298,3,579,TEAM06,0.414
CMP002061,CZ02845,Garbage not collected,garbage,W04,12.88531,77.420734,4,1808,TEAM08,0.647
CMP002062,CZ01909,Dark road no lights,streetlight,W12,12.956689,77.430839,5,3951,TEAM02,0.966
CMP002063,CZ05923,Street garbage pile,garbage,W13,12.919242,77.461069,2,1432,,0.373
CMP002064,CZ07304,Water leakage on road,water_leak,W14,12.835543,77.538552,2,3755,,0.588
CMP002065,CZ04032,Broken road surface,pothole,W07,12.904394,77.434552,5,3053,TEAM07,0.883
CMP002066,CZ05531,Dark road no lights,streetlight,W14,12.918644,77.489209,3,814,,0.435
CMP002067,CZ05026,Deep pothole near junction,pothole,W10,12.965741,77.541702,2,936,TEAM03,0.327
CMP002068,CZ03075,Street garbage pile,garbage,W16,12.82123,77.434365,1,941,TEAM08,0.207
CMP002069,CZ06062,Deep pothole near junction,pothole,W06,12.837293,77.436005,2,3505,TEAM03,0.565
CMP002070,CZ05799,Water supply leak,water_leak,W14,12.85384,77.521272,5,547,TEAM07,0.651
CMP002071,CZ00828,Deep pothole near junction,pothole,W10,12.842605,77.54641,4,3531,TEAM03,0.807
CMP002072,CZ00563,Damaged road patch,pothole,W02,12.880176,77.543277,5,4091,,0.979
CMP002073,CZ06058,Flickering street lamp,streetlight,W03,12.869991,77.495056,1,2107,TEAM02,0.315
CMP002074,CZ03753,Big pothole on road,pothole,W10,12.874401,77.527969,1,1017,TEAM01,0.214
CMP002075,CZ02772,Blocked drain,drainage,W13,12.822696,77.470636,5,2615,,0.842
CMP002076,CZ02179,Pole light fused,streetlight,W09,12.882944,77.431756,2,1634,TEAM02,0.391
CMP002077,CZ07307,Overflowing dustbin,garbage,W17,12.951033,77.48164,1,1648,,0.273
CMP002078,CZ02234,Sewage water overflow,water_leak,W13,12.906605,77.536459,5,731,TEAM07,0.668
CMP002079,CZ02436,Flickering street lamp,streetlight,W14,12.962475,77.451341,5,709,TEAM02,0.666
CMP002080,CZ06384,Blocked drain,drainage,W10,12.977715,77.451684,5,1624,TEAM02,0.75
CMP002081,CZ01046,Sewage water overflow,water_leak,W05,12.978747,77.511897,2,1551,TEAM01,0.384
CMP002082,CZ03170,Pipe burst near house,water_leak,W07,12.926105,77.503146,3,2010,TEAM07,0.546
CMP002083,CZ00536,Open manhole,drainage,W02,12.901107,77.499311,2,363,TEAM05,0.274
CMP002084,CZ04365,Big pothole on road,pothole,W05,12.831057,77.568731,4,2655,TEAM06,0.726
CMP002085,CZ06527,Water supply leak,water_leak,W13,12.869822,77.523725,4,2991,TEAM09,0.757
CMP002086,CZ03177,Clogged sewage line,drainage,W16,12.947255,77.427936,3,3990,TEAM09,0.729
CMP002087,CZ02731,Flickering street lamp,streetlight,W18,12.829487,77.42233,2,521,TEAM06,0.288
CMP002088,CZ02586,Street garbage pile,garbage,W05,12.846492,77.54418,4,1062,TEAM05,0.578
CMP002089,CZ04447,Clogged sewage line,drainage,W18,12.848718,77.563907,4,2489,TEAM09,0.71
CMP002090,CZ07925,Flickering street lamp,streetlight,W15,12.843496,77.464758,5,1296,TEAM02,0.72
CMP002091,CZ00163,Sewage water overflow,water_leak,W18,12.936673,77.438245,2,1988,TEAM04,0.424
CMP002092,CZ06893,Broken road surface,pothole,W05,12.908214,77.505353,1,3045,TEAM10,0.402
CMP002093,CZ03065,Overflowing dustbin,garbage,W16,12.835322,77.492841,1,2117,TEAM08,0.316
CMP002094,CZ07594,Smell from waste,garbage,W12,12.928577,77.429505,1,2374,,0.34
CMP002095,CZ07118,Pipe burst near house,water_leak,W12,12.83726,77.540308,4,148,,0.494
CMP002096,CZ07926,Broken road surface,pothole,W18,12.899082,77.442666,4,3251,,0.781
CMP002097,CZ00073,Clogged sewage line,drainage,W17,12.971303,77.484524,5,1590,TEAM07,0.747
CMP002098,CZ01138,Street garbage pile,garbage,W17,12.906344,77.55953,1,1275,TEAM10,0.238
CMP002099,CZ00631,Pipe burst near house,water_leak,W01,12.857817,77.566581,2,4148,,0.624
CMP002100,CZ04328,Open manhole,drainage,W19,12.912508,77.459577,2,1465,TEAM09,0.376
CMP002101,CZ03058,Open manhole,drainage,W16,12.931733,77.506217,4,3137,TEAM06,0.77
CMP002102,CZ03205,Garbage not collected,garbage,W13,12.842897,77.544256,1,575,TEAM07,0.173
CMP002103,CZ01899,Streetlight not working,streetlight,W11,12.857986,77.499809,5,447,TEAM02,0.641
CMP002104,CZ06609,Water leakage on road,water_leak,W15,12.931043,77.454071,2,345,TEAM08,0.272
CMP002105,CZ07132,Big pothole on road,pothole,W18,12.898252,77.524924,3,4151,TEAM08,0.744
CMP002106,CZ05199,Big pothole on road,pothole,W16,12.940001,77.525956,4,167,TEAM10,0.495
CMP002107,CZ05729,Streetlight not working,streetlight,W02,12.865587,77.528201,3,3045,TEAM02,0.642
CMP002108,CZ03596,Drainage overflowing,drainage,W09,12.85194,77.491274,4,3969,TEAM10,0.847
CMP002109,CZ06250,Overflowing dustbin,garbage,W09,12.953934,77.552001,5,2258,TEAM07,0.809
CMP002110,CZ04473,Deep pothole near junction,pothole,W17,12.847013,77.446884,4,2152,TEAM09,0.679
CMP002111,CZ01275,Deep pothole near junction,pothole,W11,12.885316,77.571716,4,538,TEAM08,0.53
CMP002112,CZ00629,Garbage not collected,garbage,W11,12.86619,77.442313,3,2885,TEAM05,0.627
CMP002113,CZ04767,Smell from waste,garbage,W15,12.971181,77.460244,5,1410,TEAM06,0.731
CMP002114,CZ03750,Pole light fused,streetlight,W12,12.866713,77.449515,1,3291,TEAM02,0.425
CMP002115,CZ02287,Water supply leak,water_leak,W16,12.907428,77.436349,4,4244,,0.873
CMP002116,CZ03140,Broken road surface,pothole,W10,12.824379,77.531656,1,2173,TEAM05,0.321
CMP002117,CZ05935,Water supply leak,water_leak,W07,12.872002,77.51941,1,3762,TEAM04,0.468
CMP002118,CZ00597,Deep pothole near junction,pothole,W07,12.929813,77.54391,4,3784,,0.83
CMP002119,CZ00905,Clogged sewage line,drainage,W07,12.899473,77.468501,2,3361,TEAM08,0.551
CMP002120,CZ03650,Water leakage on road,water_leak,W05,12.932195,77.424722,5,1828,TEAM09,0.769
CMP002121,CZ04717,Deep pothole near junction,pothole,W09,12.942399,77.429566,5,2700,TEAM09,0.85
CMP002122,CZ00555,Blocked drain,drainage,W13,12.925015,77.522142,2,2084,TEAM09,0.433
CMP002123,CZ02677,Drainage overflowing,drainage,W19,12.881866,77.4232,1,208,TEAM06,0.139
CMP002124,CZ06164,Smell from waste,garbage,W09,12.893857,77.457542,2,1290,TEAM09,0.359
CMP002125,CZ00328,Open manhole,drainage,W01,12.979133,77.519481,3,4215,,0.75
CMP002126,CZ02980,Water supply leak,water_leak,W03,12.950358,77.439456,4,247,TEAM09,0.503
CMP002127,CZ07577,Drainage overflowing,drainage,W13,12.888241,77.428566,2,743,TEAM01,0.309
CMP002128,CZ00605,Water leakage on road,water_leak,W05,12.875313,77.448476,1,237,,0.142
CMP002129,CZ05815,Dark road no lights,streetlight,W09,12.960531,77.557457,5,626,TEAM10,0.658
CMP002130,CZ03110,Smell from waste,garbage,W01,12.960007,77.535694,4,1205,TEAM06,0.592
CMP002131,CZ02650,Blocked drain,drainage,W05,12.886483,77.570778,4,893,,0.563
CMP002132,CZ03625,Clogged sewage line,drainage,W08,12.966699,77.564565,2,890,,0.322
CMP002133,CZ01916,Damaged road patch,pothole,W07,12.910491,77.487455,1,702,TEAM05,0.185
CMP002134,CZ01030,Water supply leak,water_leak,W12,12.926227,77.420763,5,2668,TEAM06,0.847
CMP002135,CZ07165,Open manhole,drainage,W19,12.851545,77.477095,5,2126,TEAM10,0.797
CMP002136,CZ00742,Street garbage pile,garbage,W02,12.842801,77.468274,1,3547,TEAM05,0.448
CMP002137,CZ05162,Deep pothole near junction,pothole,W09,12.912679,77.49143,2,2825,TEAM06,0.502
CMP002138,CZ00357,Flickering street lamp,streetlight,W18,12.852844,77.572473,2,1077,TEAM02,0.34
CMP002139,CZ04946,Drainage overflowing,drainage,W15,12.939119,77.529093,2,887,TEAM08,0.322
CMP002140,CZ06067,Water leakage on road,water_leak,W11,12.917985,77.569102,5,3190,,0.895
CMP002141,CZ01345,Sewage water overflow,water_leak,W08,12.899481,77.429732,2,3569,TEAM04,0.57
CMP002142,CZ02766,Deep pothole near junction,pothole,W14,12.866316,77.541161,2,3950,TEAM07,0.606
CMP002143,CZ07974,Broken road surface,pothole,W15,12.832552,77.48043,4,767,TEAM04,0.551
CMP002144,CZ01499,Dark road no lights,streetlight,W05,12.974501,77.469018,1,783,TEAM04,0.193
CMP002145,CZ00828,Overflowing dustbin,garbage,W16,12.83424,77.477391,1,364,TEAM10,0.154
CMP002146,CZ03075,Water supply leak,water_leak,W19,12.884246,77.560785,1,2164,,0.32
CMP002147,CZ01231,Deep pothole near junction,pothole,W15,12.931712,77.476875,3,2578,TEAM09,0.599
CMP002148,CZ03276,Dark road no lights,streetlight,W14,12.917394,77.528389,2,2387,TEAM08,0.461
CMP002149,CZ00976,Pipe burst near house,water_leak,W16,12.825189,77.451163,4,2978,TEAM02,0.756
CMP002150,CZ04153,Pipe burst near house,water_leak,W19,12.821964,77.564778,2,3858,TEAM01,0.597
CMP002151,CZ03994,Water supply leak,water_leak,W18,12.904243,77.498925,4,1293,TEAM07,0.6
CMP002152,CZ03103,Overflowing dustbin,garbage,W11,12.922891,77.476612,4,945,,0.568
CMP002153,CZ01949,Deep pothole near junction,pothole,W10,12.935398,77.535161,1,1320,TEAM02,0.242
CMP002154,CZ07306,Water leakage on road,water_leak,W08,12.871647,77.516495,3,4218,TEAM10,0.751
CMP002155,CZ07833,Blocked drain,drainage,W16,12.844277,77.466889,1,199,TEAM03,0.138
CMP002156,CZ04399,Deep pothole near junction,pothole,W10,12.850991,77.536991,5,3331,TEAM08,0.908
CMP002157,CZ02162,Damaged road patch,pothole,W16,12.854604,77.464373,4,1627,TEAM05,0.631
CMP002158,CZ00018,Broken road surface,pothole,W19,12.82692,77.486198,3,2606,TEAM04,0.601
CMP002159,CZ04385,Flickering street lamp,streetlight,W20,12.944219,77.454389,5,1567,TEAM08,0.745
CMP002160,CZ06715,Dark road no lights,streetlight,W13,12.850742,77.4473,1,2964,TEAM08,0.394
CMP002161,CZ06906,Overflowing dustbin,garbage,W09,12.939343,77.436659,2,1814,TEAM06,0.408
CMP002162,CZ00886,Overflowing dustbin,garbage,W05,12.868507,77.46844,3,113,TEAM08,0.37
CMP002163,CZ06556,Smell from waste,garbage,W07,12.925709,77.524798,3,401,TEAM01,0.397
CMP002164,CZ04591,Water leakage on road,water_leak,W16,12.841469,77.438335,4,1956,TEAM08,0.661
CMP002165,CZ02866,Blocked drain,drainage,W08,12.861988,77.479853,5,3761,TEAM07,0.948
CMP002166,CZ07185,Streetlight not working,streetlight,W03,12.877214,77.574897,1,2922,,0.391
CMP002167,CZ07032,Dark road no lights,streetlight,W20,12.840671,77.517078,3,2130,TEAM06,0.557
CMP002168,CZ07383,Overflowing dustbin,garbage,W07,12.898423,77.451645,5,218,TEAM01,0.62
CMP002169,CZ06704,Big pothole on road,pothole,W20,12.911944,77.547432,1,1393,TEAM09,0.249
CMP002170,CZ04567,Flickering street lamp,streetlight,W13,12.947067,77.508526,1,1064,,0.219
CMP002171,CZ02171,Drainage overflowing,drainage,W04,12.977705,77.505491,5,3733,TEAM08,0.946
CMP002172,CZ06780,Sewage water overflow,water_leak,W08,12.832469,77.420253,2,2034,TEAM03,0.428
CMP002173,CZ02152,Pipe burst near house,water_leak,W03,12.853851,77.473542,2,2025,TEAM10,0.427
CMP002174,CZ00418,Streetlight not working,streetlight,W08,12.887676,77.577944,5,1276,TEAM03,0.718
CMP002175,CZ01422,Big pothole on road,pothole,W10,12.832735,77.535027,4,699,TEAM10,0.545
CMP002176,CZ00698,Sewage water overflow,water_leak,W02,12.851998,77.449055,2,3847,TEAM02,0.596
CMP002177,CZ01136,Sewage water overflow,water_leak,W03,12.880708,77.578092,4,1859,TEAM03,0.652
CMP002178,CZ00097,Smell from waste,garbage,W09,12.863543,77.468784,5,3976,TEAM05,0.968
CMP002179,CZ07878,Deep pothole near junction,pothole,W20,12.921192,77.503552,4,895,TEAM06,0.563
CMP002180,CZ00099,Drainage overflowing,drainage,W01,12.95239,77.542292,4,1624,,0.63
CMP002181,CZ05886,Sewage water overflow,water_leak,W06,12.909801,77.451699,2,1578,TEAM04,0.386
CMP002182,CZ03528,Garbage not collected,garbage,W13,12.93966,77.438276,3,1477,TEAM01,0.497
CMP002183,CZ06285,Garbage not collected,garbage,W12,12.860359,77.534586,4,4069,,0.857
CMP002184,CZ04104,Pipe burst near house,water_leak,W20,12.836553,77.475615,5,1977,TEAM06,0.783
CMP002185,CZ02958,Broken road surface,pothole,W19,12.947587,77.453854,4,1170,TEAM04,0.588
CMP002186,CZ01941,Street garbage pile,garbage,W08,12.825699,77.471747,5,3271,TEAM04,0.903
CMP002187,CZ03143,Pipe burst near house,water_leak,W17,12.863735,77.538761,5,989,TEAM02,0.692
CMP002188,CZ06114,Clogged sewage line,drainage,W02,12.948294,77.495909,1,4228,TEAM04,0.511
CMP002189,CZ06604,Drainage overflowing,drainage,W16,12.83686,77.433582,4,1360,,0.606
CMP002190,CZ05343,Streetlight not working,streetlight,W18,12.851887,77.542951,2,3584,TEAM05,0.572
CMP002191,CZ02152,Pipe burst near house,water_leak,W17,12.927847,77.530132,1,4141,TEAM03,0.503
CMP002192,CZ00561,Damaged road patch,pothole,W04,12.839053,77.547085,1,1923,TEAM01,0.298
CMP002193,CZ03325,Street garbage pile,garbage,W09,12.942706,77.542001,3,2714,TEAM06,0.611
CMP002194,CZ07136,Damaged road patch,pothole,W20,12.892943,77.566844,3,3554,,0.689
CMP002195,CZ01885,Sewage water overflow,water_leak,W13,12.921123,77.48824,2,1115,TEAM10,0.343
CMP002196,CZ03109,Clogged sewage line,drainage,W12,12.903321,77.461609,4,2424,TEAM01,0.704
CMP002197,CZ02584,Pipe burst near house,water_leak,W07,12.885087,77.526401,1,3245,TEAM04,0.42
CMP002198,CZ00343,Open manhole,drainage,W15,12.886813,77.574723,3,3908,TEAM08,0.722
CMP002199,CZ07397,Sewage water overflow,water_leak,W12,12.853407,77.555402,3,3796,,0.711
CMP002200,CZ06680,Clogged sewage line,drainage,W02,12.86052,77.556435,2,1182,TEAM10,0.349
CMP002201,CZ07582,Open manhole,drainage,W18,12.827448,77.440365,4,426,TEAM05,0.519
CMP002202,CZ03613,Big pothole on road,pothole,W11,12.822457,77.505705,1,2915,TEAM01,0.39
CMP002203,CZ02871,Clogged sewage line,drainage,W16,12.853905,77.515733,3,3648,,0.698
CMP002204,CZ05330,Water supply leak,water_leak,W05,12.854514,77.459594,2,3230,TEAM04,0.539
CMP002205,CZ07169,Broken road surface,pothole,W06,12.933595,77.519674,4,3956,TEAM04,0.846
CMP002206,CZ05231,Garbage not collected,garbage,W14,12.921718,77.517444,5,2187,TEAM08,0.802
CMP002207,CZ01099,Streetlight not working,streetlight,W17,12.965886,77.447191,2,1264,TEAM07,0.357
CMP002208,CZ02679,Pole light fused,streetlight,W04,12.935562,77.513491,5,2033,TEAM03,0.788
CMP002209,CZ00893,Damaged road patch,pothole,W20,12.831915,77.523244,4,3493,TEAM10,0.803
CMP002210,CZ07282,Street garbage pile,garbage,W18,12.906396,77.428203,5,1039,TEAM03,0.696
CMP002211,CZ03561,Overflowing dustbin,garbage,W16,12.939094,77.451569,4,3644,TEAM06,0.817
CMP002212,CZ04932,Street garbage pile,garbage,W17,12.975191,77.487175,2,3297,TEAM08,0.545
CMP002213,CZ00809,Deep pothole near junction,pothole,W01,12.820621,77.45465,1,1402,,0.25
CMP002214,CZ03965,Smell from waste,garbage,W16,12.84095,77.535675,2,297,TEAM09,0.268
CMP002215,CZ07166,Damaged road patch,pothole,W19,12.918835,77.476492,5,2360,,0.819
CMP002216,CZ01715,Pole light fused,streetlight,W15,12.941076,77.555601,3,1434,TEAM01,0.493
CMP002217,CZ05057,Sewage water overflow,water_leak,W01,12.829866,77.466353,5,1879,TEAM10,0.774
CMP002218,CZ04359,Street garbage pile,garbage,W11,12.975383,77.446962,5,4096,TEAM06,0.979
CMP002219,CZ04527,Street garbage pile,garbage,W18,12.895094,77.447051,2,1440,TEAM03,0.373
CMP002220,CZ02931,Water supply leak,water_leak,W04,12.920988,77.547337,1,2173,,0.321
CMP002221,CZ05823,Pole light fused,streetlight,W06,12.929679,77.494831,4,1977,TEAM05,0.663
CMP002222,CZ03709,Smell from waste,garbage,W08,12.963086,77.433505,5,54,TEAM03,0.605
CMP002223,CZ01339,Dark road no lights,streetlight,W19,12.928163,77.467194,1,4070,TEAM06,0.497
CMP002224,CZ02544,Broken road surface,pothole,W19,12.913613,77.48982,4,442,TEAM02,0.521
CMP002225,CZ01576,Big pothole on road,pothole,W08,12.846814,77.501414,5,3119,TEAM05,0.889
CMP002226,CZ00977,Pipe burst near house,water_leak,W02,12.89893,77.427763,4,623,TEAM02,0.538
CMP002227,CZ05944,Sewage water overflow,water_leak,W07,12.864176,77.504316,4,2877,TEAM05,0.746
CMP002228,CZ02174,Deep pothole near junction,pothole,W20,12.824245,77.442457,4,2017,TEAM02,0.667
CMP002229,CZ05309,Flickering street lamp,streetlight,W13,12.939073,77.454236,2,1229,TEAM03,0.354
CMP002230,CZ02118,Blocked drain,drainage,W13,12.896887,77.57392,4,3302,TEAM01,0.786
CMP002231,CZ05523,Water leakage on road,water_leak,W14,12.839977,77.437667,4,4256,TEAM08,0.874
CMP002232,CZ03921,Big pothole on road,pothole,W02,12.954795,77.54677,5,3496,,0.924
CMP002233,CZ06378,Water supply leak,water_leak,W17,12.85527,77.49389,3,2098,TEAM10,0.554
CMP002234,CZ03742,Streetlight not working,streetlight,W04,12.921143,77.474051,2,4231,TEAM02,0.632
CMP002235,CZ06890,Smell from waste,garbage,W03,12.829054,77.543123,2,952,TEAM10,0.328
CMP002236,CZ01540,Sewage water overflow,water_leak,W13,12.837809,77.465119,4,2545,TEAM07,0.716
CMP002237,CZ07437,Water supply leak,water_leak,W19,12.924805,77.422811,5,925,,0.686
CMP002238,CZ03511,Drainage overflowing,drainage,W13,12.936798,77.530163,5,1972,TEAM08,0.783
CMP002239,CZ04063,Big pothole on road,pothole,W08,12.907085,77.564198,4,4225,,0.871
CMP002240,CZ04336,Deep pothole near junction,pothole,W15,12.958634,77.49271,2,185,TEAM07,0.257
CMP002241,CZ04612,Streetlight not working,streetlight,W18,12.970822,77.436121,4,2087,TEAM03,0.673
CMP002242,CZ03144,Big pothole on road,pothole,W08,12.826901,77.474628,1,1014,,0.214
CMP002243,CZ02210,Open manhole,drainage,W07,12.969055,77.50178,5,1031,TEAM08,0.695
