match_id,candidate_id,job_id,candidate_skills,job_required_skill,candidate_distance_km,candidate_experience_years,skill_match,match_score
1645,CAND0336,JOB0173,"python,azure,devops",angular,19.8,6,0,0.241
1646,CAND0751,JOB1089,"react,cybersecurity,docker,aws,flutter,linux",angular,46.0,13,0,0.276
1647,CAND0325,JOB0198,"cpp,flutter,angular,docker,node",data analysis,39.8,10,0,0.241
1648,CAND0035,JOB0990,"azure,python,sql,flutter,javascript",blockchain,46.2,6,0,0.135
1649,CAND0152,JOB0151,"machine learning,node,docker,sql,cpp",cybersecurity,49.3,2,0,0.043
1650,CAND0200,JOB0072,"javascript,java,angular",flutter,27.7,5,0,0.189
1651,CAND0522,JOB0652,"aws,azure,javascript,react,cpp,python",flutter,5.3,4,0,0.259
1652,CAND0739,JOB1071,"sql,docker,git,react",linux,32.9,11,0,0.288
1653,CAND0090,JOB0072,"cybersecurity,python,cpp,linux",node,20.7,4,0,0.197
1654,CAND0273,JOB0352,"react,cpp,devops,data analysis",angular,46.5,5,0,0.114
1655,CAND0465,JOB0093,"data analysis,flutter,blockchain,devops,git",machine learning,15.4,6,0,0.258
1656,CAND0453,JOB0324,"aws,machine learning,javascript,devops,angular,docker",python,49.9,2,0,0.04
1657,CAND0370,JOB1128,"java,angular,testing",cpp,3.5,14,0,0.466
1658,CAND0216,JOB0624,"docker,data analysis,machine learning,flutter,azure",python,38.2,5,0,0.147
1659,CAND0132,JOB0479,"machine learning,react,cybersecurity,angular",docker,24.6,8,0,0.262
1660,CAND0723,JOB0156,"devops,react,cpp,docker,testing",java,7.8,4,0,0.249
1661,CAND0581,JOB0100,"sql,python,cpp",node,43.7,4,0,0.105
1662,CAND0782,JOB0553,"react,linux,testing,machine learning,cpp",docker,36.6,9,0,0.234
1663,CAND0175,JOB0621,"java,testing,devops,sql",node,17.9,12,0,0.368
1664,CAND0598,JOB0688,"machine learning,devops,angular,flutter",linux,15.1,1,0,0.16
1665,CAND0680,JOB0104,"linux,data analysis,angular,cpp,git,sql",git,28.4,1,1,0.606
1666,CAND0678,JOB0908,"sql,angular,blockchain,react",react,36.7,5,1,0.653
1667,CAND0171,JOB1090,"data analysis,cybersecurity,aws,python,angular",node,2.7,5,0,0.289
1668,CAND0299,JOB1184,"react,aws,python,javascript,data analysis,node",node,44.6,13,1,0.782
1669,CAND0059,JOB0859,"azure,git,node,docker",machine learning,4.3,3,0,0.243
1670,CAND0283,JOB1157,"aws,azure,docker,node",sql,2.5,6,0,0.31
1671,CAND0480,JOB0640,"cybersecurity,node,aws,data analysis,sql",aws,18.0,7,1,0.768
1672,CAND0298,JOB1149,"cybersecurity,node,blockchain,python",java,5.1,0,0,0.18
1673,CAND0449,JOB0423,"cpp,azure,linux",aws,1.7,11,0,0.413
1674,CAND0566,JOB0501,"azure,javascript,sql,python,linux,angular",sql,24.4,2,1,0.642
1675,CAND0117,JOB0587,"flutter,machine learning,azure",devops,13.4,11,0,0.366
1676,CAND0005,JOB1180,"data analysis,cpp,aws,linux,flutter",java,25.9,4,0,0.176
1677,CAND0641,JOB0727,"machine learning,react,python,docker",javascript,31.4,11,0,0.294
1678,CAND0507,JOB0991,"react,linux,azure",flutter,49.5,14,0,0.282
1679,CAND0021,JOB0721,"testing,git,data analysis,cpp,azure,python",data analysis,28.5,11,1,0.806
1680,CAND0461,JOB0097,"node,azure,java,cybersecurity,blockchain,docker",python,15.9,2,0,0.176
1681,CAND0064,JOB1064,"devops,cybersecurity,sql,blockchain,javascript",node,6.9,7,0,0.312
1682,CAND0393,JOB0677,"python,flutter,aws,node,angular",git,8.8,10,0,0.365
1683,CAND0771,JOB0268,"sql,aws,linux,machine learning",machine learning,47.7,10,1,0.709
1684,CAND0613,JOB0804,"blockchain,testing,machine learning,flutter,node",cpp,12.1,15,0,0.452
1685,CAND0659,JOB0958,"machine learning,react,flutter,python,node",testing,30.6,2,0,0.118
1686,CAND0614,JOB0623,"azure,angular,sql,java,cpp,git",data analysis,43.1,12,0,0.268
1687,CAND0369,JOB0323,"angular,javascript,sql,docker",java,30.5,12,0,0.318
1688,CAND0141,JOB0578,"cpp,git,node",docker,15.4,6,0,0.258
1689,CAND0259,JOB0917,"cpp,angular,aws",angular,29.7,6,1,0.701
1690,CAND0722,JOB0898,"angular,git,linux",aws,49.9,7,0,0.14
1691,CAND0553,JOB0252,"machine learning,python,git,flutter,testing,cpp",machine learning,45.1,11,1,0.74
1692,CAND0443,JOB0258,"azure,git,react,flutter",node,43.0,7,0,0.168
1693,CAND0793,JOB1086,"machine learning,angular,javascript,git",azure,27.8,9,0,0.269
1694,CAND0421,JOB1050,"docker,javascript,data analysis,node",angular,11.0,8,0,0.316
1695,CAND0147,JOB0163,"git,angular,sql,aws",git,3.3,0,1,0.687
1696,CAND0589,JOB0112,"linux,cybersecurity,git,javascript,blockchain,cpp",devops,44.9,9,0,0.2
1697,CAND0503,JOB0433,"docker,linux,devops,javascript,node",sql,34.1,8,0,0.224
1698,CAND0463,JOB0339,"aws,azure,machine learning",linux,17.2,1,0,0.151
1699,CAND0291,JOB0413,"aws,react,machine learning,python,javascript,cybersecurity",docker,8.6,5,0,0.266
1700,CAND0470,JOB0379,"machine learning,react,cybersecurity,angular",data analysis,49.6,3,0,0.062
1701,CAND0692,JOB0109,"python,flutter,linux",aws,43.5,9,0,0.206
1702,CAND0027,JOB0171,"data analysis,cybersecurity,flutter,testing,node,sql",aws,1.7,5,0,0.293
1703,CAND0179,JOB0482,"react,azure,aws,devops,git",docker,23.9,10,0,0.304
1704,CAND0640,JOB0423,"python,azure,flutter,java,testing,blockchain",machine learning,30.1,7,0,0.22
1705,CAND0004,JOB0071,"data analysis,devops,testing,sql",azure,9.0,11,0,0.384
1706,CAND0701,JOB0694,"cybersecurity,testing,python,machine learning,data analysis",devops,35.2,2,0,0.099
1707,CAND0143,JOB0780,"cybersecurity,sql,linux,cpp",cybersecurity,29.0,13,1,0.844
1708,CAND0676,JOB0766,"git,java,node,python,cybersecurity",python,28.7,2,1,0.625
1709,CAND0133,JOB0206,"javascript,java,angular,cybersecurity,testing,react",flutter,17.8,0,0,0.129
1710,CAND0054,JOB1089,"linux,machine learning,flutter,blockchain",testing,42.1,12,0,0.272
1711,CAND0431,JOB0165,"azure,java,python,cpp",linux,28.1,11,0,0.308
1712,CAND0400,JOB0214,"flutter,devops,docker,python,sql",aws,48.8,11,0,0.225
1713,CAND0783,JOB0964,"python,react,sql,git,java",docker,21.0,0,0,0.116
1714,CAND0426,JOB0253,"docker,data analysis,flutter,machine learning",git,2.2,8,0,0.351
1715,CAND0727,JOB0969,"cybersecurity,azure,machine learning,java,javascript",angular,5.9,12,0,0.416
1716,CAND0222,JOB0711,"flutter,git,devops,docker,python,aws",azure,14.6,7,0,0.282
1717,CAND0048,JOB0436,"git,aws,machine learning,azure,devops",react,42.9,1,0,0.048
1718,CAND0556,JOB0497,"javascript,react,blockchain,flutter,linux,aws",azure,48.7,15,0,0.305
1719,CAND0615,JOB0094,"angular,sql,cybersecurity",linux,37.2,11,0,0.271
1720,CAND0303,JOB0211,"javascript,cpp,angular,react,blockchain",java,27.3,9,0,0.271
1721,CAND0125,JOB0786,"node,blockchain,sql,cpp,data analysis",javascript,25.3,13,0,0.359
1722,CAND0121,JOB0104,"blockchain,data analysis,devops,docker",data analysis,9.3,13,1,0.923
1723,CAND0650,JOB0445,"docker,aws,angular",node,13.0,15,0,0.448
1724,CAND0013,JOB0855,"git,data analysis,node,cybersecurity",git,3.0,6,1,0.808
1725,CAND0078,JOB0898,"git,sql,docker,node,linux",machine learning,39.9,3,0,0.1
1726,CAND0534,JOB0774,"data analysis,java,blockchain",git,4.9,5,0,0.28
1727,CAND0562,JOB0573,"node,git,docker,devops,angular,testing",flutter,35.5,10,0,0.258
1728,CAND0121,JOB1060,"git,sql,testing,javascript,machine learning",angular,30.3,6,0,0.199
1729,CAND0608,JOB0209,"testing,linux,flutter,blockchain,java",azure,43.8,15,0,0.325
1730,CAND0092,JOB0424,"devops,azure,angular,python,blockchain,machine learning",react,49.1,11,0,0.224
1731,CAND0521,JOB0974,"sql,javascript,data analysis,node,linux,aws",cybersecurity,7.2,1,0,0.191
1732,CAND0200,JOB0209,"python,docker,sql,angular",blockchain,22.1,9,0,0.292
1733,CAND0013,JOB0942,"azure,git,devops,data analysis,blockchain,testing",cpp,6.9,7,0,0.312
1734,CAND0653,JOB1089,"docker,data analysis,java,devops,machine learning,aws",machine learning,41.7,1,1,0.553
1735,CAND0223,JOB0772,"aws,angular,javascript,cybersecurity",devops,8.7,7,0,0.305
1736,CAND0744,JOB0200,"data analysis,angular,linux,javascript,node",aws,43.3,6,0,0.147
1737,CAND0702,JOB0449,"cybersecurity,azure,machine learning,devops,java,docker",java,46.4,11,1,0.734
1738,CAND0537,JOB0109,"cybersecurity,machine learning,react,azure,python",git,25.2,7,0,0.239
1739,CAND0145,JOB1120,"data analysis,blockchain,testing,java,aws,linux",react,8.5,13,0,0.426
1740,CAND0031,JOB0343,"linux,docker,angular,testing",cybersecurity,12.0,9,0,0.332
1741,CAND0131,JOB0400,"machine learning,javascript,cybersecurity,testing,blockchain",testing,41.7,4,1,0.613
1742,CAND0411,JOB0959,"testing,python,azure,devops,docker,blockchain",sql,18.6,10,0,0.326
1743,CAND0300,JOB0249,"testing,machine learning,docker,react,node,data analysis",sql,23.2,0,0,0.107
1744,CAND0539,JOB0313,"data analysis,java,docker,react,node,testing",react,45.2,0,1,0.519
1745,CAND0092,JOB0285,"data analysis,docker,angular,react,node,cpp",machine learning,16.2,12,0,0.375
1746,CAND0740,JOB0106,"python,docker,machine learning,node,data analysis",blockchain,48.6,8,0,0.166
1747,CAND0503,JOB0729,"cybersecurity,machine learning,node,git,react",docker,33.7,6,0,0.185
1748,CAND0251,JOB0505,"machine learning,angular,java",java,12.1,2,1,0.692
1749,CAND0623,JOB0515,"git,azure,react,javascript",python,44.7,4,0,0.101
1750,CAND0554,JOB0020,"cybersecurity,java,docker,linux,cpp,flutter",azure,22.3,10,0,0.311
1751,CAND0441,JOB0977,"sql,devops,aws",cpp,28.0,9,0,0.268
1752,CAND0178,JOB0810,"testing,devops,cybersecurity,aws",git,22.0,3,0,0.172
1753,CAND0224,JOB1151,"blockchain,docker,node",blockchain,27.4,8,1,0.75
1754,CAND0652,JOB0781,"data analysis,machine learning,docker,azure,angular",testing,49.8,5,0,0.101
1755,CAND0648,JOB0385,"linux,machine learning,aws,testing,react",cpp,47.9,1,0,0.028
1756,CAND0336,JOB0945,"sql,docker,azure,python",sql,15.5,14,1,0.918
1757,CAND0584,JOB0273,"node,machine learning,cpp",cpp,32.6,2,1,0.61
1758,CAND0212,JOB0626,"cybersecurity,machine learning,devops,angular,testing,react",git,10.6,1,0,0.178
1759,CAND0095,JOB0340,"node,sql,java",node,32.7,13,1,0.829
1760,CAND0146,JOB1113,"java,react,cybersecurity,azure,data analysis,linux",java,48.5,9,1,0.686
1761,CAND0689,JOB0191,"sql,linux,docker,aws,angular,git",java,41.5,15,0,0.334
1762,CAND0600,JOB0144,"sql,java,aws,docker,machine learning,devops",cybersecurity,6.6,6,0,0.294
1763,CAND0373,JOB0520,"data analysis,cpp,angular,sql",python,17.8,5,0,0.229
1764,CAND0112,JOB0277,"node,machine learning,azure,data analysis,angular,linux",cybersecurity,15.5,7,0,0.278
1765,CAND0214,JOB0793,"git,angular,aws,java,docker",git,29.0,1,1,0.604
1766,CAND0287,JOB0244,"cpp,linux,blockchain,flutter,aws",testing,18.9,4,0,0.204
1767,CAND0655,JOB0010,"python,aws,data analysis",cpp,38.8,3,0,0.105
1768,CAND0470,JOB0601,"angular,react,azure",flutter,41.3,5,0,0.135
1769,CAND0081,JOB0025,"angular,azure,java",python,15.6,11,0,0.358
1770,CAND0553,JOB0051,"blockchain,node,linux",flutter,37.1,8,0,0.212
1771,CAND0325,JOB0722,"linux,aws,machine learning,testing,azure,git",cybersecurity,7.9,12,0,0.408
1772,CAND0430,JOB0998,"react,aws,cybersecurity,python",cpp,16.3,1,0,0.155
1773,CAND0728,JOB0824,"cpp,python,linux,angular,flutter,testing",devops,38.2,8,0,0.207
1774,CAND0795,JOB1147,"react,sql,cybersecurity,git",node,44.0,10,0,0.224
1775,CAND0440,JOB1199,"python,data analysis,linux,testing,aws",angular,27.7,9,0,0.269
1776,CAND0583,JOB0653,"java,node,testing",docker,12.0,9,0,0.332
1777,CAND0527,JOB0662,"testing,angular,javascript,java",blockchain,21.0,4,0,0.196
1778,CAND0235,JOB0997,"javascript,flutter,cybersecurity,git",cpp,44.4,4,0,0.102
1779,CAND0205,JOB1170,"blockchain,angular,python",node,30.9,0,0,0.076
1780,CAND0525,JOB0115,"blockchain,react,docker,testing,javascript,cybersecurity",blockchain,44.6,10,1,0.722
1781,CAND0243,JOB0649,"cpp,testing,data analysis,git,sql",javascript,2.9,9,0,0.368
1782,CAND0329,JOB0826,"node,testing,python",docker,44.0,7,0,0.164
1783,CAND0114,JOB0299,"docker,devops,git",java,41.6,4,0,0.114
1784,CAND0764,JOB1141,"cybersecurity,blockchain,git,react,docker",machine learning,17.7,11,0,0.349
1785,CAND0356,JOB1075,"react,aws,git,testing,angular",react,42.0,13,1,0.792
1786,CAND0299,JOB0746,"react,blockchain,docker",machine learning,16.3,5,0,0.235
1787,CAND0279,JOB0419,"azure,node,python,flutter",sql,15.0,9,0,0.32
1788,CAND0715,JOB0871,"blockchain,java,cpp,javascript,git",machine learning,27.5,6,0,0.21
1789,CAND0160,JOB0373,"flutter,cybersecurity,linux,node,devops",docker,20.3,13,0,0.379
1790,CAND0030,JOB0823,"testing,java,linux",git,3.9,4,0,0.264
1791,CAND0187,JOB0479,"node,linux,aws,java",azure,6.1,2,0,0.216
1792,CAND0100,JOB1120,"node,flutter,python,devops",flutter,45.7,2,1,0.557
1793,CAND0572,JOB0606,"git,node,machine learning,angular",javascript,18.7,7,0,0.265
1794,CAND0083,JOB0584,"javascript,machine learning,sql,testing",cybersecurity,10.3,8,0,0.319
1795,CAND0479,JOB0344,"machine learning,docker,javascript",sql,29.7,1,0,0.101
1796,CAND0632,JOB0201,"cpp,python,docker,git,sql,aws",azure,23.1,2,0,0.148
1797,CAND0417,JOB0799,"devops,cybersecurity,angular,react,java,python",aws,26.2,8,0,0.255
1798,CAND0017,JOB0765,"machine learning,git,cpp,angular",docker,24.7,8,0,0.261
1799,CAND0395,JOB0026,"flutter,blockchain,data analysis,cpp",sql,39.1,8,0,0.204
1800,CAND0577,JOB0824,"devops,angular,data analysis",docker,11.4,4,0,0.234
1801,CAND0485,JOB1199,"node,linux,testing,git,cybersecurity,java",blockchain,44.5,8,0,0.182
1802,CAND0560,JOB0362,"machine learning,data analysis,docker,cybersecurity",data analysis,13.5,4,1,0.726
1803,CAND0750,JOB1113,"aws,blockchain,docker,azure,flutter",java,46.5,12,0,0.254
1804,CAND0205,JOB0180,"cpp,linux,node,angular,testing,sql",devops,37.5,14,0,0.33
1805,CAND0142,JOB0103,"node,git,sql,devops",node,47.3,4,1,0.591
1806,CAND0177,JOB0319,"cybersecurity,data analysis,machine learning,blockchain",java,37.1,11,0,0.272
1807,CAND0446,JOB0126,"docker,angular,cybersecurity",data analysis,48.9,11,0,0.224
1808,CAND0207,JOB0218,"angular,git,aws,linux,data analysis",blockchain,25.5,2,0,0.138
1809,CAND0095,JOB0114,"java,azure,node",blockchain,15.4,13,0,0.398
1810,CAND0484,JOB0870,"devops,aws,node,angular,machine learning,docker",blockchain,41.2,9,0,0.215
1811,CAND0570,JOB0191,"javascript,aws,java,docker",linux,21.7,13,0,0.373
1812,CAND0726,JOB0412,"flutter,blockchain,aws",testing,37.5,6,0,0.17
1813,CAND0011,JOB0790,"devops,python,javascript,aws",data analysis,38.2,4,0,0.127
1814,CAND0402,JOB0962,"aws,angular,node,cpp,machine learning,sql",testing,13.2,9,0,0.327
1815,CAND0569,JOB0311,"git,aws,cybersecurity,machine learning,devops,data analysis",git,17.6,3,1,0.69
1816,CAND0280,JOB0336,"aws,linux,sql,testing",node,1.1,14,0,0.476
1817,CAND0152,JOB0245,"data analysis,blockchain,cpp,node,docker,machine learning",docker,15.3,2,1,0.679
1818,CAND0693,JOB0608,"devops,python,java,javascript,cybersecurity",node,33.8,12,0,0.305
1819,CAND0531,JOB0724,"cybersecurity,machine learning,react,linux,git,docker",aws,24.8,3,0,0.161
1820,CAND0678,JOB0213,"cybersecurity,data analysis,node,react,java",aws,49.5,0,0,0.002
1821,CAND0793,JOB0686,"machine learning,java,git",cpp,0.2,6,0,0.319
1822,CAND0150,JOB0379,"react,data analysis,node,angular,machine learning",docker,31.5,6,0,0.194
1823,CAND0642,JOB0913,"devops,sql,cybersecurity",devops,15.5,12,1,0.878
1824,CAND0265,JOB0222,"azure,docker,aws,blockchain,devops",cybersecurity,19.9,14,0,0.4
1825,CAND0491,JOB0902,"cpp,aws,node,machine learning,flutter",node,22.4,7,1,0.75
1826,CAND0440,JOB1133,"angular,python,machine learning,aws,node,blockchain",devops,42.1,13,0,0.292
1827,CAND0639,JOB0541,"javascript,machine learning,sql",blockchain,31.8,9,0,0.253
1828,CAND0706,JOB0026,"linux,sql,devops,python,node,java",git,49.0,4,0,0.084
1829,CAND0506,JOB0151,"machine learning,flutter,docker,python,testing",cpp,39.5,10,0,0.242
1830,CAND0616,JOB0985,"javascript,blockchain,devops,react,cybersecurity",angular,41.4,4,0,0.114
1831,CAND0599,JOB0314,"cybersecurity,blockchain,devops,machine learning,data analysis",node,44.9,4,0,0.1
1832,CAND0663,JOB0168,"sql,cybersecurity,java",react,48.0,1,0,0.028
1833,CAND0007,JOB0522,"aws,sql,angular",cpp,5.0,3,0,0.24
1834,CAND0033,JOB0519,"react,python,devops,javascript,java,flutter",testing,14.7,13,0,0.401
1835,CAND0171,JOB1032,"data analysis,sql,git",java,26.8,3,0,0.153
1836,CAND0028,JOB1118,"linux,java,aws,data analysis,react",node,0.4,8,0,0.358
1837,CAND0298,JOB0996,"machine learning,react,cpp",python,24.0,10,0,0.304
1838,CAND0411,JOB0190,"aws,python,git",machine learning,29.6,14,0,0.362
1839,CAND0153,JOB0551,"linux,azure,docker,sql",angular,20.3,13,0,0.379
1840,CAND0775,JOB0060,"data analysis,docker,angular,devops,linux,testing",cybersecurity,49.6,8,0,0.162
1841,CAND0554,JOB1055,"react,java,testing,node",docker,42.2,3,0,0.091
1842,CAND0766,JOB0436,"javascript,devops,testing,node",javascript,36.1,7,1,0.696
1843,CAND0633,JOB1191,"cpp,azure,flutter,angular",machine learning,1.5,3,0,0.254
1844,CAND0419,JOB0599,"devops,docker,linux",cybersecurity,7.9,1,0,0.188
1845,CAND0362,JOB0281,"javascript,linux,aws,java,azure",node,27.4,5,0,0.19
1846,CAND0134,JOB1023,"testing,azure,python",testing,41.2,2,1,0.575
1847,CAND0267,JOB0312,"aws,sql,devops,docker",cpp,42.6,15,0,0.33
1848,CAND0694,JOB0941,"sql,cpp,blockchain,machine learning",devops,21.8,0,0,0.113
1849,CAND0627,JOB0568,"machine learning,python,flutter,react,cpp",javascript,21.5,3,0,0.174
1850,CAND0495,JOB0572,"testing,javascript,cybersecurity,docker,java",python,4.9,10,0,0.38
1851,CAND0394,JOB0145,"node,react,python",python,15.0,6,1,0.76
1852,CAND0244,JOB0330,"flutter,azure,data analysis,devops",cybersecurity,49.5,15,0,0.302
1853,CAND0236,JOB0982,"data analysis,linux,flutter,azure,testing,angular",blockchain,9.1,9,0,0.344
1854,CAND0180,JOB1040,"cybersecurity,devops,data analysis,react,java,git",azure,16.7,1,0,0.153
1855,CAND0505,JOB0276,"python,aws,docker",angular,40.3,14,0,0.319
1856,CAND0380,JOB0493,"data analysis,devops,python",sql,8.2,4,0,0.247
1857,CAND0277,JOB0340,"machine learning,docker,sql",linux,44.1,3,0,0.084
1858,CAND0630,JOB0936,"aws,cpp,git,react",azure,16.0,10,0,0.336
1859,CAND0598,JOB0465,"sql,node,azure,java,python,linux",azure,42.8,1,1,0.549
1860,CAND0463,JOB1179,"node,cybersecurity,azure,flutter",azure,36.5,14,1,0.834
1861,CAND0192,JOB1016,"data analysis,azure,blockchain",azure,25.5,3,1,0.658
1862,CAND0440,JOB0467,"java,git,python,flutter",python,32.2,15,1,0.871
1863,CAND0770,JOB0329,"linux,react,blockchain",cybersecurity,25.2,0,0,0.099
1864,CAND0005,JOB0469,"linux,react,blockchain",testing,36.7,7,0,0.193
1865,CAND0264,JOB0463,"blockchain,aws,sql",java,15.8,6,0,0.257
1866,CAND0312,JOB0662,"docker,git,aws,cpp,flutter",azure,25.8,7,0,0.237
1867,CAND0611,JOB0685,"machine learning,sql,docker,javascript,git",cpp,4.0,14,0,0.464
1868,CAND0620,JOB0653,"devops,aws,react,javascript",sql,15.8,5,0,0.237
1869,CAND0602,JOB0454,"machine learning,git,cybersecurity",blockchain,19.2,5,0,0.223
1870,CAND0409,JOB0476,"javascript,azure,data analysis,cpp",react,20.4,0,0,0.118
1871,CAND0037,JOB0965,"flutter,docker,linux,azure,cpp,cybersecurity",cpp,3.7,5,1,0.785
1872,CAND0600,JOB0820,"sql,cybersecurity,javascript",sql,2.9,8,1,0.848
1873,CAND0704,JOB1017,"java,javascript,devops",angular,36.2,3,0,0.115
1874,CAND0565,JOB0835,"devops,aws,testing,java,python,blockchain",java,27.9,8,1,0.748
1875,CAND0735,JOB0928,"docker,linux,machine learning,azure,devops,node",docker,41.0,3,1,0.596
1876,CAND0609,JOB0839,"azure,python,devops,testing,sql,blockchain",machine learning,1.2,10,0,0.395
1877,CAND0094,JOB0645,"blockchain,aws,sql,cpp",react,5.4,11,0,0.398
1878,CAND0004,JOB1172,"testing,blockchain,docker,python,javascript,linux",cybersecurity,31.2,6,0,0.195
1879,CAND0608,JOB0775,"cybersecurity,java,docker,devops,python,cpp",sql,33.4,1,0,0.086
1880,CAND0132,JOB0091,"flutter,javascript,devops",java,31.1,5,0,0.176
1881,CAND0515,JOB0364,"testing,devops,cpp,linux,javascript,flutter",git,24.2,10,0,0.303
1882,CAND0324,JOB0204,"azure,devops,react,angular",git,40.5,15,0,0.338
1883,CAND0188,JOB0457,"aws,docker,testing,blockchain",sql,31.6,4,0,0.154
1884,CAND0564,JOB0673,"blockchain,aws,devops",azure,43.5,14,0,0.306
1885,CAND0191,JOB0096,"blockchain,sql,git",cybersecurity,38.3,2,0,0.087
1886,CAND0171,JOB0127,"azure,linux,python,testing",cybersecurity,0.3,9,0,0.379
1887,CAND0142,JOB0877,"linux,machine learning,java,flutter",react,18.9,8,0,0.284
1888,CAND0510,JOB1020,"data analysis,java,flutter,docker",sql,18.7,4,0,0.205
1889,CAND0191,JOB1078,"machine learning,javascript,cybersecurity",devops,14.3,2,0,0.183
1890,CAND0773,JOB0079,"react,azure,sql,node,docker,machine learning",flutter,4.8,13,0,0.441
1891,CAND0416,JOB0308,"cpp,testing,python,sql,blockchain,linux",azure,12.7,11,0,0.369
1892,CAND0356,JOB0222,"data analysis,blockchain,cpp,react",testing,22.2,15,0,0.411
1893,CAND0680,JOB0705,"linux,azure,machine learning,blockchain",docker,9.3,8,0,0.323
1894,CAND0761,JOB0713,"testing,machine learning,aws,linux,devops",sql,43.8,11,0,0.245
1895,CAND0471,JOB1147,"flutter,git,testing",machine learning,2.6,13,0,0.45
1896,CAND0551,JOB0599,"testing,java,data analysis,cybersecurity,docker,react",java,24.3,0,1,0.603
1897,CAND0544,JOB1050,"flutter,linux,devops",machine learning,44.5,6,0,0.142
1898,CAND0145,JOB0569,"aws,cybersecurity,git,blockchain,flutter",react,40.0,7,0,0.18
1899,CAND0099,JOB0474,"linux,react,node,blockchain",cpp,41.6,8,0,0.194
1900,CAND0344,JOB0572,"sql,data analysis,java,docker",docker,20.7,3,1,0.677
1901,CAND0739,JOB1191,"cpp,sql,flutter,machine learning",azure,48.5,14,0,0.286
1902,CAND0020,JOB0559,"java,react,docker,machine learning",java,11.9,6,1,0.772
1903,CAND0334,JOB0318,"machine learning,devops,data analysis",cpp,9.6,6,0,0.282
1904,CAND0422,JOB0265,"docker,testing,git",linux,38.4,1,0,0.066
1905,CAND0162,JOB0693,"javascript,data analysis,angular,docker",machine learning,34.7,9,0,0.241
1906,CAND0725,JOB0904,"devops,react,cpp,linux,node,testing",node,24.4,0,1,0.602
1907,CAND0252,JOB1187,"flutter,linux,cpp,machine learning,git,blockchain",linux,32.1,0,1,0.572
1908,CAND0583,JOB0107,"java,testing,javascript,flutter",azure,17.0,9,0,0.312
1909,CAND0253,JOB0130,"azure,angular,cybersecurity,git",python,20.9,15,0,0.416
1910,CAND0024,JOB1047,"java,testing,flutter,linux,git",aws,30.6,7,0,0.218
1911,CAND0516,JOB0369,"docker,machine learning,devops,git",javascript,46.0,7,0,0.156
1912,CAND0574,JOB0731,"aws,cpp,angular",python,12.2,3,0,0.211
1913,CAND0627,JOB1186,"node,devops,machine learning,java,cpp,blockchain",python,11.9,15,0,0.452
1914,CAND0292,JOB0744,"cybersecurity,data analysis,cpp,react",machine learning,7.9,8,0,0.328
1915,CAND0507,JOB0665,"blockchain,cybersecurity,linux,python",docker,14.0,7,0,0.284
1916,CAND0296,JOB0909,"cpp,cybersecurity,angular,sql,react",aws,19.7,10,0,0.321
1917,CAND0614,JOB0959,"git,aws,machine learning,javascript,testing",testing,31.8,13,1,0.833
1918,CAND0337,JOB0533,"java,aws,linux,sql,angular,cpp",docker,31.6,9,0,0.254
1919,CAND0395,JOB0503,"machine learning,cpp,git,java,javascript",data analysis,13.8,13,0,0.405
1920,CAND0202,JOB0990,"flutter,machine learning,javascript,sql,devops",azure,41.1,14,0,0.316
1921,CAND0421,JOB0980,"data analysis,cybersecurity,azure,machine learning,devops,linux",react,25.5,2,0,0.138
1922,CAND0279,JOB0521,"cybersecurity,blockchain,javascript,sql",linux,25.4,12,0,0.338
1923,CAND0198,JOB0690,"linux,javascript,devops,git,cybersecurity",machine learning,21.0,3,0,0.176
1924,CAND0556,JOB1112,"git,angular,react,java,testing",react,34.4,7,1,0.702
1925,CAND0018,JOB1080,"sql,git,python,machine learning",machine learning,47.0,3,1,0.572
1926,CAND0470,JOB0812,"node,react,linux,python,devops",blockchain,11.3,9,0,0.335
1927,CAND0065,JOB1125,"cybersecurity,sql,blockchain,angular",machine learning,42.5,9,0,0.21
1928,CAND0347,JOB0900,"flutter,git,aws,devops,react",react,7.3,1,1,0.691
1929,CAND0489,JOB0442,"node,java,docker,angular,testing",javascript,44.7,8,0,0.181
1930,CAND0198,JOB0126,"aws,react,cpp,flutter",azure,36.8,4,0,0.133
1931,CAND0273,JOB0635,"cybersecurity,sql,flutter",java,19.0,4,0,0.204
1932,CAND0386,JOB0697,"python,java,docker",blockchain,25.8,7,0,0.237
1933,CAND0151,JOB1133,"aws,docker,python,git,machine learning,testing",blockchain,5.9,11,0,0.396
1934,CAND0230,JOB0752,"python,machine learning,linux,git,flutter",java,18.7,0,0,0.125
1935,CAND0722,JOB0372,"java,flutter,node,python",linux,14.8,9,0,0.321
1936,CAND0278,JOB0295,"cpp,testing,flutter,python,data analysis",testing,27.9,4,1,0.668
1937,CAND0790,JOB0683,"testing,java,cybersecurity,cpp,linux,javascript",python,15.3,3,0,0.199
1938,CAND0251,JOB0583,"cybersecurity,docker,git,angular,java,node",linux,43.5,0,0,0.026
1939,CAND0531,JOB0755,"react,machine learning,node,cybersecurity,cpp",machine learning,34.9,10,1,0.76
1940,CAND0160,JOB0001,"javascript,git,testing,sql,data analysis,python",react,29.9,15,0,0.38
1941,CAND0709,JOB0053,"data analysis,linux,git,java,blockchain",blockchain,30.8,9,1,0.757
1942,CAND0511,JOB0195,"javascript,cybersecurity,aws",git,33.8,5,0,0.165
