trip_id,rider_id,driver_id,pickup_zone,dropoff_zone,pickup_time_min,trip_distance_km,base_fare,surge_multiplier,final_fare
1658,2305,786,Z7,Z8,589,7.37,132.24,1.98,261.84
1659,682,345,Z3,Z12,452,8.52,130.62,1.47,192.01
1660,2796,36,Z2,Z16,416,19.1,258.82,1.05,271.76
1661,2622,558,Z12,Z5,20,20.39,268.86,1.17,314.57
1662,92,94,Z10,Z19,912,20.45,260.87,1.47,383.48
1663,2148,74,Z13,Z3,1169,19.19,190.75,1.98,377.69
1664,813,231,Z5,Z4,879,11.98,205.26,1.35,277.1
1665,2408,455,Z5,Z3,576,6.39,110.39,1.74,192.08
1666,362,336,Z20,Z2,1038,22.03,285.36,1.04,296.77
1667,1497,141,Z1,Z3,400,18.89,220.79,1.25,275.99
1668,2158,420,Z7,Z17,821,23.8,301.34,1.12,337.5
1669,853,456,Z16,Z19,276,19.28,257.22,1.3,334.39
1670,2530,128,Z11,Z1,59,1.72,51.22,1.09,55.83
1671,2675,544,Z1,Z2,341,19.98,293.71,1.04,305.46
1672,1127,71,Z2,Z7,1055,2.22,53.62,1.33,71.31
1673,1355,350,Z20,Z2,1285,11.18,132.66,1.32,175.11
1674,2670,20,Z13,Z5,118,20.0,198.96,1.22,242.73
1675,2978,230,Z8,Z11,485,4.08,62.86,1.39,87.38
1676,425,549,Z6,Z16,278,1.76,52.87,1.1,58.16
1677,2595,244,Z6,Z11,1033,6.88,108.69,1.23,133.69
1678,800,631,Z13,Z20,233,9.83,114.5,1.2,137.4
1679,1486,569,Z8,Z8,421,20.03,306.78,1.11,340.53
1680,2316,349,Z14,Z14,339,20.77,211.46,1.05,222.03
1681,2634,270,Z2,Z5,491,4.99,89.05,1.85,164.74
1682,1199,55,Z4,Z4,97,14.17,204.61,1.15,235.3
1683,1149,246,Z1,Z15,426,19.39,300.73,1.46,439.07
1684,135,33,Z6,Z4,637,14.69,249.98,1.34,334.97
1685,1915,195,Z10,Z16,512,5.95,91.32,1.33,121.46
1686,1647,337,Z15,Z20,1034,8.85,110.28,1.13,124.62
1687,2690,657,Z14,Z17,1253,7.07,110.87,1.36,150.78
1688,2591,612,Z3,Z14,973,8.12,130.49,1.17,152.67
1689,1008,715,Z2,Z20,1108,6.88,85.39,1.64,140.04
1690,848,211,Z7,Z12,123,11.69,149.57,1.32,197.43
1691,2457,660,Z17,Z18,546,11.48,135.95,1.58,214.8
1692,1720,67,Z4,Z20,1145,6.97,106.08,1.18,125.17
1693,2392,505,Z6,Z11,1153,5.39,77.25,1.92,148.32
1694,926,767,Z1,Z7,27,16.56,263.47,1.39,366.22
1695,1400,244,Z20,Z13,247,3.93,63.77,1.03,65.68
1696,1873,485,Z20,Z20,603,18.67,265.63,1.42,377.19
1697,1773,154,Z12,Z16,397,7.1,94.17,1.36,128.07
1698,888,482,Z8,Z1,138,9.42,164.99,1.06,174.89
1699,2784,397,Z8,Z8,592,9.15,164.11,1.16,190.37
1700,752,324,Z5,Z19,1041,7.43,97.21,1.32,128.32
1701,1831,567,Z11,Z8,988,15.14,154.84,1.12,173.42
1702,206,762,Z9,Z18,531,21.06,200.46,1.28,256.59
1703,2441,481,Z12,Z11,1130,8.39,153.85,1.22,187.7
1704,2432,70,Z20,Z3,1146,11.96,178.03,1.67,297.31
1705,1464,251,Z16,Z11,1268,18.48,241.49,1.34,323.6
1706,2697,87,Z11,Z14,486,18.63,261.1,1.57,409.93
1707,694,241,Z13,Z11,1200,1.41,44.42,1.82,80.84
1708,1740,416,Z18,Z1,505,7.42,133.83,1.06,141.86
1709,1266,753,Z4,Z6,679,5.56,106.82,1.03,110.02
1710,1457,709,Z12,Z19,1087,9.71,166.09,1.8,298.96
1711,1431,89,Z4,Z2,1129,17.01,262.17,1.75,458.8
1712,1986,128,Z13,Z9,76,12.29,159.54,1.06,169.11
1713,2518,664,Z13,Z17,1045,20.1,274.8,1.44,395.71
1714,2780,301,Z5,Z14,1057,1.31,42.67,1.44,61.44
1715,317,522,Z2,Z15,1421,15.89,190.54,1.46,278.19
1716,1657,728,Z16,Z15,657,11.87,169.46,1.23,208.44
1717,1092,382,Z14,Z20,62,22.57,281.14,1.11,312.07
1718,2241,296,Z16,Z10,172,4.94,101.74,1.44,146.51
1719,1744,552,Z14,Z13,150,8.92,151.45,1.35,204.46
1720,1358,626,Z18,Z14,373,14.66,248.64,1.28,318.26
1721,129,110,Z5,Z19,767,10.94,176.56,1.26,222.47
1722,1933,571,Z12,Z11,69,18.35,279.35,1.1,307.29
1723,930,51,Z17,Z10,821,11.43,131.9,1.25,164.88
1724,1894,118,Z7,Z13,235,21.88,242.89,1.04,252.61
1725,35,397,Z17,Z14,1116,13.3,169.01,1.28,216.33
1726,1603,685,Z17,Z6,1145,17.05,277.95,1.24,344.66
1727,1303,374,Z15,Z13,621,10.61,140.96,1.2,169.15
1728,1990,300,Z8,Z15,1438,9.17,158.55,1.17,185.5
1729,930,87,Z15,Z9,3,4.73,71.33,1.03,73.47
1730,466,352,Z17,Z13,616,11.59,128.36,1.05,134.78
1731,2827,96,Z19,Z17,15,6.27,85.23,1.28,109.09
1732,516,128,Z12,Z17,667,15.09,198.72,1.31,260.32
1733,491,495,Z15,Z19,641,3.42,64.99,1.02,66.29
1734,2166,538,Z8,Z16,1127,1.24,47.31,1.28,60.56
1735,900,476,Z6,Z16,1393,10.9,159.98,1.48,236.77
1736,419,261,Z2,Z17,516,5.71,85.16,1.0,85.16
1737,1583,694,Z16,Z2,1058,24.74,295.82,1.36,402.32
1738,2808,545,Z11,Z15,471,2.08,59.5,1.25,74.38
1739,2619,637,Z9,Z9,8,3.8,78.62,1.17,91.99
1740,1552,320,Z1,Z9,1429,13.4,196.15,1.02,200.07
1741,360,65,Z10,Z7,1160,24.68,294.83,1.77,521.85
1742,1453,137,Z1,Z18,400,5.97,79.78,1.26,100.52
1743,1074,60,Z16,Z16,49,5.2,83.84,1.44,120.73
1744,2001,175,Z9,Z15,641,24.8,237.82,1.39,330.57
1745,2944,619,Z9,Z20,13,19.19,298.29,1.11,331.1
1746,415,538,Z10,Z7,1259,7.99,116.19,1.11,128.97
1747,1653,713,Z17,Z13,753,5.55,79.51,1.33,105.75
1748,1462,404,Z19,Z20,429,13.25,202.57,1.33,269.42
1749,2537,426,Z19,Z7,138,22.24,306.0,1.49,455.94
1750,1447,689,Z7,Z4,200,17.31,218.4,1.45,316.68
1751,2948,406,Z3,Z3,982,15.69,247.11,1.42,350.9
1752,964,205,Z17,Z4,852,23.82,289.74,1.2,347.69
1753,154,111,Z4,Z17,1433,6.81,100.82,1.29,130.06
1754,645,698,Z3,Z20,14,5.26,103.39,1.25,129.24
1755,2805,640,Z19,Z13,638,14.74,228.4,1.22,278.65
1756,953,534,Z18,Z11,186,24.54,383.45,1.33,509.99
1757,388,120,Z14,Z15,162,20.16,273.46,1.49,407.46
1758,1931,128,Z2,Z1,8,6.2,81.19,1.31,106.36
1759,1532,552,Z1,Z3,882,4.36,87.15,1.13,98.48
1760,1772,556,Z4,Z8,1333,10.06,172.47,1.19,205.24
1761,85,375,Z14,Z20,1170,2.61,67.25,1.96,131.81
1762,1954,570,Z9,Z19,345,2.87,55.19,1.13,62.36
1763,2168,538,Z2,Z11,840,2.6,63.06,1.48,93.33
1764,904,120,Z9,Z3,202,13.58,232.28,1.25,290.35
1765,461,715,Z12,Z4,593,21.82,209.35,1.87,391.48
1766,975,606,Z20,Z20,1368,20.02,259.11,1.44,373.12
1767,1163,533,Z16,Z6,1268,2.71,66.73,1.13,75.4
1768,1142,187,Z5,Z12,1425,4.9,80.64,1.43,115.32
1769,470,240,Z9,Z1,1166,11.62,188.88,1.68,317.32
1770,1442,714,Z16,Z10,204,11.34,173.14,1.27,219.89
1771,2178,791,Z17,Z16,1282,5.42,101.46,1.01,102.47
1772,972,525,Z2,Z6,89,10.12,163.94,1.47,240.99
1773,2426,535,Z3,Z10,82,20.39,289.27,1.47,425.23
1774,952,91,Z16,Z4,527,2.82,66.17,1.38,91.31
1775,758,631,Z5,Z15,461,12.86,180.91,1.18,213.47
1776,1497,166,Z14,Z13,1319,10.96,135.59,1.08,146.44
1777,2903,749,Z20,Z8,142,6.57,105.17,1.04,109.38
1778,205,207,Z3,Z18,491,5.51,87.53,1.18,103.29
1779,929,215,Z14,Z9,1064,6.47,111.73,1.21,135.19
1780,2075,35,Z2,Z3,0,18.26,285.62,1.27,362.74
1781,2346,711,Z7,Z2,1359,16.21,266.24,1.4,372.74
1782,434,779,Z20,Z15,1309,13.47,145.97,1.19,173.7
1783,871,81,Z9,Z14,1148,18.83,254.55,1.71,435.28
1784,2962,425,Z14,Z2,1312,6.2,98.89,1.37,135.48
1785,617,106,Z9,Z10,139,7.06,108.66,1.37,148.86
1786,958,395,Z8,Z7,915,21.81,343.57,1.02,350.44
1787,596,331,Z11,Z1,571,12.92,154.45,1.47,227.04
1788,525,349,Z4,Z4,432,9.72,150.45,1.17,176.03
1789,2446,559,Z19,Z8,322,15.01,204.82,1.09,223.25
1790,2932,524,Z12,Z15,738,11.95,149.14,1.18,175.99
1791,1470,175,Z16,Z3,297,2.01,59.81,1.21,72.37
1792,2568,72,Z9,Z6,574,15.56,155.58,1.39,216.26
1793,1972,519,Z4,Z5,615,24.67,334.74,1.29,431.81
1794,818,606,Z19,Z10,504,23.61,350.98,1.5,526.47
1795,691,107,Z15,Z6,1399,21.99,252.4,1.18,297.83
1796,451,523,Z15,Z6,103,20.7,325.95,1.49,485.67
1797,1171,263,Z11,Z3,700,9.45,155.37,1.26,195.77
1798,601,216,Z3,Z9,476,21.43,257.68,1.02,262.83
1799,945,166,Z9,Z12,622,9.33,155.61,1.24,192.96
1800,2569,9,Z10,Z15,246,14.32,194.53,1.06,206.2
1801,1542,690,Z2,Z18,1236,21.77,280.4,1.13,316.85
1802,1524,693,Z13,Z11,132,15.58,254.57,1.05,267.3
1803,49,361,Z5,Z20,983,3.47,73.03,1.41,102.97
1804,1886,642,Z14,Z4,1439,16.8,248.6,1.26,313.24
1805,2881,390,Z8,Z9,862,11.66,169.26,1.06,179.42
1806,2556,205,Z17,Z4,189,17.85,239.8,1.11,266.18
1807,188,554,Z17,Z8,382,6.59,103.41,1.45,149.94
1808,226,279,Z3,Z18,296,4.8,79.97,1.26,100.76
1809,1317,85,Z15,Z3,910,8.64,133.83,1.26,168.63
1810,2108,437,Z19,Z15,65,19.93,323.96,1.39,450.3
1811,2593,11,Z9,Z9,1057,21.6,325.67,1.11,361.49
1812,863,558,Z4,Z5,1259,16.01,186.72,1.1,205.39
1813,1328,765,Z13,Z17,1421,11.93,168.14,1.29,216.9
1814,1426,320,Z3,Z19,169,19.17,198.68,1.05,208.61
1815,1953,480,Z20,Z12,469,17.94,287.17,1.46,419.27
1816,1720,228,Z14,Z5,792,2.13,52.73,1.09,57.48
1817,1346,312,Z7,Z1,388,22.28,279.89,1.03,288.29
1818,2147,45,Z16,Z19,161,1.27,44.84,1.12,50.22
1819,2328,141,Z1,Z9,553,5.56,86.61,1.21,104.8
1820,2621,102,Z16,Z16,801,22.18,352.49,1.32,465.29
1821,559,747,Z4,Z3,780,18.52,283.92,1.19,337.86
1822,1234,93,Z16,Z18,1231,5.89,110.03,1.1,121.03
1823,1701,123,Z1,Z1,1412,3.92,81.71,1.4,114.39
1824,1116,797,Z4,Z15,996,16.99,209.8,1.47,308.41
1825,29,484,Z15,Z15,841,18.89,258.93,1.32,341.79
1826,1503,90,Z4,Z7,143,17.37,227.17,1.26,286.23
1827,1349,718,Z14,Z8,68,7.22,99.82,1.45,144.74
1828,45,156,Z19,Z20,1027,11.14,132.85,1.26,167.39
1829,864,497,Z1,Z6,2,6.54,123.53,1.35,166.77
1830,2942,500,Z1,Z18,329,23.95,324.36,1.04,337.33
1831,2714,125,Z2,Z2,656,24.58,238.84,1.46,348.71
1832,1948,149,Z15,Z5,1100,7.16,126.11,1.65,208.08
1833,407,795,Z15,Z4,1048,4.17,82.65,1.26,104.14
1834,2736,34,Z9,Z10,706,14.34,185.77,1.14,211.78
1835,2229,616,Z20,Z3,583,2.28,53.76,1.87,100.53
1836,191,231,Z6,Z19,1361,19.29,305.12,1.14,347.84
1837,2345,379,Z18,Z10,947,23.71,232.4,1.1,255.64
1838,1652,702,Z1,Z13,227,6.56,95.9,1.14,109.33
1839,1150,694,Z19,Z19,739,22.38,259.71,1.35,350.61
1840,2559,740,Z7,Z20,1301,15.89,258.12,1.19,307.16
1841,935,372,Z4,Z9,761,3.72,59.83,1.5,89.75
1842,583,597,Z2,Z1,203,18.99,201.66,1.06,213.76
1843,1423,659,Z6,Z19,651,19.06,242.28,1.08,261.66
1844,2483,324,Z12,Z19,1004,10.23,180.62,1.33,240.22
1845,514,213,Z3,Z10,583,11.74,142.94,1.37,195.83
1846,288,268,Z6,Z16,539,1.36,42.71,1.74,74.32
1847,1832,100,Z11,Z7,1360,6.9,122.31,1.33,162.67
1848,2112,30,Z6,Z10,8,15.37,175.38,1.29,226.24
1849,401,255,Z4,Z2,1333,11.05,130.98,1.03,134.91
1850,2785,558,Z15,Z4,1027,22.3,246.94,1.17,288.92
1851,1899,314,Z10,Z13,499,15.38,157.27,1.93,303.53
1852,1808,757,Z9,Z13,166,12.59,137.83,1.26,173.67
1853,1670,261,Z13,Z14,581,20.46,279.57,1.88,525.59
1854,412,734,Z7,Z6,1240,17.75,215.94,1.46,315.27
1855,1394,374,Z16,Z8,147,5.61,101.33,1.16,117.54
1856,1488,172,Z20,Z12,945,3.09,61.31,1.34,82.16
1857,2483,405,Z9,Z18,1020,5.3,88.29,1.36,120.07
1858,2926,625,Z12,Z7,1176,22.4,276.07,1.09,300.92
1859,1684,158,Z2,Z5,3,12.6,161.6,1.39,224.62
1860,1435,734,Z6,Z20,432,11.75,194.54,1.38,268.47
1861,1287,427,Z16,Z10,1372,12.11,182.65,1.48,270.32
1862,1429,20,Z2,Z9,1362,24.24,360.06,1.16,417.67
1863,951,588,Z2,Z16,328,3.32,59.89,1.48,88.64
1864,2690,695,Z10,Z13,819,20.96,224.52,1.0,224.52
1865,2132,127,Z14,Z2,9,5.26,85.16,1.24,105.6
1866,74,424,Z1,Z13,710,15.73,229.97,1.29,296.66
1867,467,524,Z16,Z19,475,13.42,153.46,1.16,178.01
1868,2993,682,Z14,Z10,709,19.96,217.09,1.2,260.51
1869,2691,690,Z11,Z15,849,24.93,352.42,1.21,426.43
1870,1293,617,Z7,Z6,760,6.39,85.11,1.06,90.22
1871,400,104,Z6,Z19,703,17.97,249.38,1.21,301.75
1872,2781,788,Z3,Z15,1121,18.13,199.2,1.72,342.62
1873,85,495,Z10,Z18,557,21.83,334.56,1.77,592.17
1874,525,220,Z6,Z1,1329,14.59,196.59,1.01,198.56
1875,2276,634,Z19,Z18,1298,3.62,70.34,1.47,103.4
1876,921,571,Z12,Z1,815,21.75,320.81,1.26,404.22
1877,2279,612,Z19,Z4,162,17.32,222.57,1.41,313.82
1878,2724,444,Z15,Z5,488,9.86,119.59,1.81,216.46
1879,919,739,Z2,Z10,1344,4.14,80.35,1.1,88.39
1880,2685,395,Z1,Z19,100,12.76,157.21,1.04,163.5
1881,1132,336,Z3,Z15,1208,5.1,91.53,1.18,108.01
1882,92,636,Z13,Z16,166,16.55,211.61,1.18,249.7
1883,2696,693,Z11,Z12,1229,2.97,56.1,1.05,58.91
1884,1265,240,Z11,Z1,1047,8.48,113.0,1.43,161.59
1885,1926,79,Z18,Z2,1054,5.1,79.52,1.17,93.04
1886,591,622,Z11,Z11,479,14.7,174.84,1.33,232.54
1887,2571,773,Z14,Z8,507,9.87,142.62,1.09,155.46
1888,1915,124,Z9,Z13,125,23.1,321.26,1.18,379.09
1889,1125,634,Z14,Z20,100,13.97,173.06,1.28,221.52
1890,2989,229,Z16,Z17,1214,8.87,145.16,1.19,172.74
1891,1309,720,Z15,Z14,1395,5.07,104.19,1.17,121.9
1892,1501,213,Z9,Z7,1030,20.34,255.47,1.35,344.88
1893,630,551,Z3,Z9,988,18.98,240.92,1.33,320.42
1894,2531,395,Z7,Z18,232,6.36,83.35,1.18,98.35
1895,360,173,Z3,Z11,132,6.48,84.98,1.11,94.33
1896,1529,22,Z17,Z11,216,20.94,198.85,1.28,254.53
1897,1657,150,Z19,Z8,970,5.62,86.42,1.17,101.11
1898,1974,508,Z20,Z10,1266,9.99,147.11,1.48,217.72
1899,2447,784,Z3,Z7,460,20.69,224.77,1.28,287.71
1900,2981,731,Z10,Z2,806,13.05,174.7,1.14,199.16
1901,2058,580,Z10,Z19,167,5.26,76.53,1.14,87.24
1902,844,721,Z11,Z16,1226,16.6,254.01,1.14,289.57
1903,307,502,Z6,Z1,1228,6.4,89.32,1.3,116.12
1904,434,157,Z14,Z8,1060,10.28,176.59,1.3,229.57
1905,2206,460,Z13,Z3,1064,10.59,146.55,1.33,194.91
1906,1726,697,Z18,Z9,578,18.46,283.05,1.41,399.1
1907,1638,516,Z15,Z2,248,15.99,169.76,1.27,215.6
1908,2046,518,Z12,Z2,1042,20.47,293.18,1.4,410.45
1909,1227,79,Z8,Z14,1055,5.95,79.77,1.16,92.53
1910,1703,51,Z13,Z12,1375,15.84,261.8,1.2,314.16
1911,2235,410,Z6,Z7,961,8.73,133.71,1.49,199.23
1912,2215,363,Z12,Z20,1365,6.62,90.44,1.32,119.38
1913,1916,533,Z10,Z2,1091,1.37,47.4,1.9,90.06
1914,2185,698,Z20,Z16,216,21.05,247.77,1.32,327.06
1915,525,258,Z5,Z13,881,9.49,122.62,1.34,164.31
1916,585,320,Z19,Z11,944,17.12,195.23,1.28,249.89
1917,1974,678,Z18,Z8,960,6.68,127.02,1.32,167.67
1918,29,326,Z14,Z20,500,3.93,77.72,1.96,152.33
1919,326,588,Z9,Z12,300,15.19,208.76,1.09,227.55
1920,786,430,Z4,Z5,1018,22.92,290.06,1.12,324.87
1921,1135,285,Z3,Z20,484,22.33,293.88,1.27,373.23
1922,2600,142,Z4,Z18,850,16.49,240.57,1.28,307.93
1923,1338,209,Z18,Z8,313,18.89,243.36,1.42,345.57
1924,1162,621,Z2,Z3,903,18.27,227.7,1.42,323.33
1925,388,479,Z3,Z15,539,20.96,277.91,1.62,450.21
1926,2772,156,Z17,Z1,344,22.57,253.37,1.38,349.65
1927,1508,90,Z9,Z6,379,4.55,77.57,1.2,93.08
1928,976,387,Z9,Z9,459,6.44,95.5,1.42,135.61
1929,228,92,Z12,Z15,954,1.45,51.18,1.09,55.79
1930,2749,58,Z14,Z6,800,20.79,272.44,1.29,351.45
1931,1784,751,Z20,Z1,1087,18.51,205.14,1.66,340.53
1932,2126,500,Z6,Z17,411,4.05,74.56,1.4,104.38
1933,2220,480,Z10,Z9,844,7.65,136.92,1.38,188.95
1934,1997,704,Z19,Z2,132,16.26,226.74,1.42,321.97
1935,691,27,Z6,Z5,60,11.21,135.47,1.03,139.53
1936,310,187,Z8,Z15,1291,19.87,288.87,1.11,320.65
1937,2590,712,Z2,Z12,463,8.64,128.87,1.45,186.86
1938,58,26,Z9,Z7,277,18.47,268.68,1.43,384.21
1939,256,599,Z17,Z19,521,8.8,157.56,1.55,244.22
1940,1148,119,Z6,Z13,299,13.65,168.66,1.35,227.69
1941,2718,773,Z9,Z6,486,4.17,87.22,1.54,134.32
1942,2790,12,Z17,Z13,220,13.35,199.52,1.09,217.48
1943,65,108,Z10,Z5,663,18.73,255.3,1.04,265.51
1944,82,382,Z20,Z13,890,17.4,218.68,1.18,258.04
1945,1659,761,Z3,Z17,1055,23.19,371.32,1.27,471.58
1946,428,305,Z18,Z13,1428,11.72,143.64,1.13,162.31
1947,2765,450,Z6,Z18,289,21.32,336.31,1.05,353.13
1948,580,33,Z18,Z18,1033,7.32,115.67,1.05,121.45
1949,1846,570,Z7,Z14,371,11.55,167.0,1.33,222.11
1950,270,106,Z3,Z3,1224,8.82,153.15,1.02,156.21
1951,1798,25,Z13,Z17,81,16.41,218.76,1.44,315.01
1952,1412,467,Z15,Z8,328,13.18,220.02,1.2,264.02
1953,901,644,Z18,Z19,329,9.35,162.22,1.18,191.42
1954,1675,280,Z4,Z13,589,17.78,204.72,1.34,274.32
1955,1850,454,Z12,Z5,1075,2.73,57.64,1.46,84.15
1956,2185,293,Z2,Z7,1141,18.06,270.74,1.38,373.62
1957,1209,123,Z9,Z3,709,1.34,44.05,1.4,61.67
1958,1139,527,Z1,Z19,1294,10.9,171.73,1.37,235.27
1959,1855,533,Z12,Z3,788,4.27,81.18,1.29,104.72
1960,991,48,Z10,Z20,1087,15.38,183.01,1.11,203.14
1961,2571,668,Z1,Z13,443,17.13,247.76,1.22,302.27
1962,265,218,Z3,Z3,841,3.32,71.55,1.09,77.99
1963,2425,96,Z10,Z8,747,2.64,60.11,1.06,63.72
1964,1308,256,Z19,Z19,203,16.39,266.28,1.34,356.82
1965,2134,450,Z10,Z17,214,2.99,68.5,1.11,76.04
1966,1183,621,Z18,Z19,218,18.93,222.22,1.42,315.55
1967,1192,110,Z11,Z9,262,2.93,60.32,1.27,76.61
1968,481,794,Z12,Z17,63,10.44,176.09,1.01,177.85
1969,1294,587,Z2,Z2,0,12.37,132.65,1.48,196.32
1970,457,640,Z2,Z9,1314,11.26,137.96,1.41,194.52
1971,1040,576,Z8,Z7,656,10.77,134.53,1.18,158.75
1972,513,735,Z8,Z7,15,2.84,65.98,1.41,93.03
1973,2446,155,Z8,Z2,821,21.48,347.66,1.06,368.52
1974,2807,109,Z19,Z3,1142,10.4,158.56,1.27,201.37
1975,2871,759,Z11,Z9,1338,12.75,138.67,1.32,183.04
1976,1566,162,Z19,Z10,1402,8.4,153.34,1.05,161.01
1977,2514,62,Z10,Z2,1152,22.29,238.12,1.46,347.66
1978,1235,209,Z2,Z12,1169,11.21,175.71,1.73,303.98
1979,1351,165,Z2,Z3,1421,15.61,207.89,1.26,261.94
1980,2164,264,Z14,Z6,1312,2.49,64.36,1.25,80.45
1981,1927,755,Z15,Z9,1216,11.13,182.55,1.12,204.46
1982,523,445,Z3,Z5,741,23.54,232.81,1.08,251.43
1983,450,472,Z5,Z13,1190,19.97,262.55,1.33,349.19
1984,82,256,Z10,Z2,1204,4.7,87.33,1.12,97.81
1985,1389,499,Z11,Z12,851,6.96,128.69,1.05,135.12
1986,1585,715,Z18,Z12,804,11.59,153.22,1.07,163.95
1987,1335,124,Z18,Z7,595,2.21,55.35,1.11,61.44
1988,1101,117,Z13,Z13,187,13.22,223.16,1.38,307.96
1989,2250,122,Z8,Z18,943,6.02,115.69,1.12,129.57
1990,579,672,Z18,Z8,1092,14.08,211.68,1.84,389.49
1991,1879,585,Z7,Z3,216,23.5,261.16,1.47,383.91
1992,1019,155,Z8,Z16,637,9.07,116.04,1.32,153.17
1993,526,26,Z12,Z9,1298,21.46,261.93,1.18,309.08
1994,308,638,Z17,Z10,535,8.89,132.22,1.89,249.9
1995,882,205,Z12,Z15,1268,4.81,99.71,1.17,116.66
1996,1285,482,Z11,Z7,959,19.28,303.39,1.09,330.7
1997,377,526,Z10,Z4,670,15.36,199.5,1.39,277.31
1998,1880,162,Z7,Z10,180,10.7,133.07,1.49,198.27
1999,2019,750,Z7,Z5,1358,22.97,234.68,1.11,260.49
2000,501,399,Z3,Z18,442,6.19,109.88,1.41,154.93
2001,2158,37,Z4,Z5,1144,23.55,299.31,1.19,356.18
2002,2920,56,Z10,Z11,1063,24.33,355.24,1.5,532.86
2003,673,178,Z15,Z7,1196,8.13,135.97,1.24,168.6
2004,820,332,Z6,Z10,519,10.95,132.55,1.4,185.57
2005,277,205,Z6,Z8,1226,23.63,221.1,1.06,234.37
2006,2634,320,Z14,Z3,1077,16.34,212.57,1.04,221.07
2007,305,17,Z16,Z17,46,17.49,214.18,1.17,250.59
2008,1760,246,Z14,Z10,1202,1.64,54.59,1.22,66.6
2009,272,492,Z2,Z3,136,4.11,62.91,1.12,70.46
2010,2823,547,Z16,Z20,11,22.97,345.4,1.08,373.03
2011,2130,707,Z15,Z16,684,6.99,94.75,1.33,126.02
2012,165,262,Z15,Z7,148,8.07,123.69,1.27,157.09
2013,1449,546,Z13,Z3,1383,7.68,132.79,1.24,164.66
2014,914,380,Z3,Z5,543,1.94,49.59,1.77,87.77
2015,2779,656,Z18,Z17,396,24.56,237.14,1.24,294.05
2016,597,281,Z18,Z5,718,16.73,227.03,1.32,299.68
2017,1070,297,Z20,Z13,662,1.44,49.64,1.28,63.54
2018,1704,570,Z12,Z5,1411,10.48,134.37,1.35,181.4
2019,325,336,Z2,Z8,845,10.28,133.46,1.3,173.5
2020,2330,391,Z18,Z5,261,5.4,83.58,1.16,96.95
2021,145,71,Z18,Z3,636,6.31,109.42,1.1,120.36
2022,2194,388,Z16,Z7,226,18.79,220.93,1.08,238.6
2023,2988,787,Z11,Z16,1426,15.43,239.1,1.31,313.22
2024,2081,30,Z5,Z6,453,24.68,296.24,1.39,411.77
2025,2285,647,Z20,Z14,433,19.78,284.17,1.42,403.52
2026,320,283,Z13,Z20,1088,12.31,156.06,1.98,309.0
2027,2826,658,Z10,Z6,27,4.93,69.98,1.27,88.87
2028,772,78,Z17,Z12,881,4.74,71.4,1.42,101.39
2029,2337,523,Z9,Z12,151,6.55,100.35,1.32,132.46
2030,2349,194,Z6,Z16,740,8.53,100.99,1.21,122.2
2031,1723,55,Z14,Z1,1165,6.38,82.42,1.84,151.65
2032,1877,264,Z8,Z13,222,23.22,267.66,1.0,267.66
2033,1265,429,Z20,Z19,109,1.25,45.49,1.02,46.4
2034,1770,597,Z3,Z2,122,16.64,208.21,1.4,291.49
2035,2657,50,Z13,Z16,701,18.34,275.9,1.45,400.05
2036,1804,252,Z18,Z9,113,2.22,58.77,1.01,59.36
2037,2564,183,Z13,Z20,1352,13.08,211.75,1.42,300.69
2038,148,564,Z1,Z2,1169,7.42,95.08,1.94,184.46
2039,1073,220,Z15,Z12,1100,21.14,304.77,1.49,454.11
2040,1074,472,Z13,Z4,894,3.91,78.12,1.37,107.02
2041,86,345,Z5,Z3,977,4.61,81.38,1.17,95.21
2042,983,309,Z1,Z2,100,10.56,155.56,1.27,197.56
2043,1615,405,Z7,Z16,932,3.11,63.96,1.1,70.36
2044,213,577,Z8,Z4,1100,3.32,79.45,1.42,112.82
2045,2535,170,Z12,Z12,1023,7.97,128.97,1.48,190.88
2046,1784,106,Z14,Z18,268,20.84,319.03,1.31,417.93
2047,61,3,Z10,Z4,1128,12.39,199.37,1.11,221.3
2048,673,129,Z3,Z20,85,2.28,58.12,1.26,73.23
2049,1879,190,Z10,Z1,1270,4.39,77.23,1.35,104.26
2050,16,211,Z6,Z13,372,4.88,85.02,1.14,96.92
2051,1908,34,Z4,Z7,913,18.11,206.92,1.0,206.92
2052,2257,499,Z2,Z19,450,3.86,83.86,1.44,120.76
2053,553,467,Z16,Z7,1118,4.78,81.62,1.4,114.27
2054,2440,532,Z20,Z20,343,21.15,307.39,1.38,424.2
2055,1594,236,Z16,Z13,570,14.39,237.13,1.75,414.98
2056,378,653,Z19,Z6,1378,12.32,179.96,1.08,194.36
2057,2935,586,Z4,Z5,778,10.04,173.03,1.12,193.79
2058,2898,691,Z19,Z15,724,16.54,180.88,1.05,189.92
2059,94,732,Z4,Z10,935,16.11,191.81,1.49,285.8
2060,1760,512,Z11,Z13,1373,7.51,105.57,1.28,135.13
2061,2821,683,Z4,Z3,980,13.52,213.95,1.12,239.62
2062,2551,116,Z18,Z18,183,8.11,103.77,1.33,138.01
2063,2007,110,Z7,Z11,1276,19.57,302.46,1.09,329.68
2064,2410,563,Z1,Z17,713,9.5,142.31,1.05,149.43
2065,2984,221,Z7,Z2,54,18.84,299.76,1.11,332.73
2066,2920,110,Z11,Z13,736,20.77,275.39,1.31,360.76
