order_id,picker_id,zone_from,zone_to,start_time_min,num_items,total_distance_m,estimated_time_min,priority
1429,292,Z2,Z23,1105,9,2466,32.3,MEDIUM
1430,137,Z9,Z27,1414,27,1898,23.9,MEDIUM
1431,142,Z10,Z9,294,34,1508,26.8,LOW
1432,3,Z14,Z24,770,8,274,3.9,LOW
1433,148,Z7,Z30,691,22,2186,44.5,MEDIUM
1434,208,Z1,Z5,754,18,422,6.9,LOW
1435,143,Z17,Z30,239,14,468,9.1,HIGH
1436,233,Z6,Z9,26,8,168,2.1,LOW
1437,284,Z6,Z3,1326,4,1699,23.0,MEDIUM
1438,90,Z19,Z21,44,8,670,8.8,MEDIUM
1439,117,Z7,Z7,413,7,1096,18.6,LOW
1440,20,Z22,Z8,789,17,1759,38.9,MEDIUM
1441,90,Z13,Z3,1134,9,1641,35.0,MEDIUM
1442,243,Z14,Z12,926,36,2087,27.4,MEDIUM
1443,72,Z3,Z12,988,25,822,17.5,HIGH
1444,200,Z17,Z15,138,32,1177,15.6,LOW
1445,150,Z15,Z30,867,1,762,11.4,LOW
1446,96,Z3,Z1,350,16,814,17.8,LOW
1447,280,Z10,Z9,908,31,521,8.0,MEDIUM
1448,129,Z26,Z25,912,35,2124,31.9,HIGH
1449,279,Z4,Z23,365,39,822,11.5,LOW
1450,53,Z21,Z15,676,21,2228,55.5,MEDIUM
1451,113,Z19,Z9,981,24,495,11.0,LOW
1452,40,Z10,Z12,791,4,1783,27.6,LOW
1453,25,Z22,Z21,1043,3,1164,24.8,LOW
1454,170,Z10,Z14,277,25,2409,39.5,MEDIUM
1455,23,Z26,Z23,213,22,1934,35.4,LOW
1456,69,Z8,Z3,532,8,2077,39.0,HIGH
1457,81,Z28,Z17,521,32,63,0.8,HIGH
1458,3,Z19,Z24,439,15,1561,36.9,LOW
1459,45,Z23,Z10,1175,11,1167,18.9,LOW
1460,20,Z26,Z19,1161,32,1861,33.9,HIGH
1461,40,Z27,Z16,1222,11,608,11.8,MEDIUM
1462,81,Z14,Z19,576,29,2333,36.8,LOW
1463,8,Z29,Z21,1184,31,170,2.3,MEDIUM
1464,211,Z13,Z15,409,36,302,3.8,MEDIUM
1465,14,Z5,Z8,1103,6,1597,27.1,MEDIUM
1466,83,Z19,Z16,521,9,676,14.2,MEDIUM
1467,44,Z18,Z8,1176,34,757,12.0,MEDIUM
1468,155,Z29,Z4,1047,37,1810,29.4,MEDIUM
1469,42,Z4,Z24,1289,9,1259,16.1,HIGH
1470,22,Z3,Z4,559,21,320,4.7,MEDIUM
1471,212,Z7,Z19,385,35,1663,34.0,MEDIUM
1472,11,Z2,Z5,309,33,2072,32.3,MEDIUM
1473,127,Z25,Z13,44,38,994,14.0,HIGH
1474,41,Z24,Z5,632,32,1514,34.9,LOW
1475,165,Z9,Z25,396,36,1248,24.5,HIGH
1476,248,Z9,Z24,445,1,1208,29.7,MEDIUM
1477,78,Z28,Z16,1356,26,261,3.8,LOW
1478,199,Z25,Z27,1381,7,2400,30.0,HIGH
1479,95,Z18,Z18,871,9,2113,29.4,LOW
1480,4,Z17,Z3,344,4,1319,25.5,HIGH
1481,201,Z26,Z14,310,33,2413,41.6,LOW
1482,60,Z25,Z29,979,19,2243,32.2,LOW
1483,3,Z1,Z20,1164,32,755,9.9,LOW
1484,24,Z20,Z21,952,31,2438,42.8,LOW
1485,287,Z2,Z17,721,24,2132,28.8,MEDIUM
1486,192,Z5,Z24,64,9,385,6.4,MEDIUM
1487,15,Z29,Z16,421,5,565,7.9,MEDIUM
1488,175,Z9,Z29,1359,7,757,11.4,LOW
1489,175,Z7,Z12,1201,1,404,8.5,MEDIUM
1490,279,Z2,Z18,209,16,563,7.1,MEDIUM
1491,31,Z4,Z1,1414,37,2167,35.3,MEDIUM
1492,144,Z3,Z1,1106,4,318,7.1,MEDIUM
1493,100,Z3,Z9,11,9,1195,28.6,MEDIUM
1494,219,Z27,Z4,380,21,698,11.0,LOW
1495,120,Z14,Z25,243,38,179,3.3,MEDIUM
1496,89,Z17,Z6,524,8,1004,15.9,LOW
1497,2,Z22,Z4,520,1,1920,36.7,MEDIUM
1498,103,Z20,Z5,1403,31,2464,52.3,MEDIUM
1499,84,Z27,Z10,1263,36,796,12.4,MEDIUM
1500,176,Z24,Z7,1155,23,483,6.4,MEDIUM
1501,168,Z8,Z5,873,26,264,3.4,LOW
1502,284,Z9,Z13,362,18,1749,37.0,MEDIUM
1503,230,Z4,Z4,477,35,2096,41.0,MEDIUM
1504,32,Z4,Z28,1349,26,623,9.0,LOW
1505,1,Z30,Z4,955,32,841,17.5,LOW
1506,84,Z6,Z4,360,21,1846,44.3,LOW
1507,187,Z10,Z17,341,35,1987,30.3,LOW
1508,193,Z19,Z23,154,31,1532,24.2,LOW
1509,201,Z16,Z10,936,10,1810,25.0,MEDIUM
1510,80,Z2,Z7,639,23,1939,25.1,HIGH
1511,132,Z11,Z19,1290,22,1567,23.4,LOW
1512,15,Z23,Z12,108,32,1493,32.4,MEDIUM
1513,106,Z29,Z9,766,36,1534,32.9,MEDIUM
1514,274,Z12,Z9,793,40,1945,30.3,MEDIUM
1515,17,Z12,Z30,722,37,482,8.3,LOW
1516,200,Z14,Z27,1040,11,2400,43.5,LOW
1517,153,Z20,Z11,589,37,878,18.7,LOW
1518,132,Z24,Z15,409,19,637,12.2,MEDIUM
1519,28,Z7,Z12,10,27,377,6.6,MEDIUM
1520,247,Z6,Z21,1352,39,1467,31.9,LOW
1521,91,Z12,Z27,1396,35,1906,41.6,MEDIUM
1522,25,Z10,Z2,1001,16,77,1.2,MEDIUM
1523,151,Z6,Z24,409,10,95,1.5,LOW
1524,181,Z11,Z17,1052,16,939,13.8,LOW
1525,205,Z30,Z10,571,20,1967,31.2,MEDIUM
1526,80,Z8,Z11,1214,7,1945,28.6,LOW
1527,96,Z4,Z17,1087,9,1576,21.0,HIGH
1528,124,Z7,Z1,1194,29,165,2.3,LOW
1529,187,Z28,Z26,606,2,808,10.8,MEDIUM
1530,263,Z17,Z10,1309,34,410,9.9,MEDIUM
1531,4,Z28,Z29,139,1,1544,23.2,MEDIUM
1532,2,Z4,Z1,332,29,1037,20.2,HIGH
1533,276,Z29,Z17,1281,22,345,7.5,HIGH
1534,193,Z7,Z17,462,12,2158,31.6,MEDIUM
1535,27,Z16,Z5,714,28,817,14.2,LOW
1536,65,Z12,Z9,368,14,2035,26.9,LOW
1537,157,Z27,Z28,516,38,301,6.6,LOW
1538,271,Z27,Z5,258,3,2063,28.3,LOW
1539,247,Z27,Z9,483,31,882,17.9,LOW
1540,207,Z4,Z17,866,9,2208,39.1,LOW
1541,180,Z3,Z2,604,24,889,14.1,MEDIUM
1542,215,Z27,Z24,278,24,2197,34.6,HIGH
1543,168,Z2,Z29,104,10,1343,17.4,MEDIUM
1544,207,Z2,Z12,928,17,203,3.5,MEDIUM
1545,9,Z1,Z6,1067,29,1271,17.7,LOW
1546,284,Z13,Z17,1377,24,1067,16.0,MEDIUM
1547,254,Z19,Z6,1281,21,742,11.8,MEDIUM
1548,242,Z22,Z15,1186,10,1868,28.4,LOW
1549,9,Z28,Z6,1112,20,2013,35.4,MEDIUM
1550,123,Z18,Z10,292,23,975,18.3,LOW
1551,214,Z9,Z3,1314,13,1303,18.6,HIGH
1552,82,Z9,Z21,339,10,506,8.6,LOW
1553,226,Z25,Z22,310,25,1904,27.2,LOW
1554,270,Z20,Z7,140,21,1288,17.0,HIGH
1555,110,Z19,Z17,315,9,361,7.2,MEDIUM
1556,177,Z17,Z23,395,6,2305,32.8,LOW
1557,197,Z24,Z15,1320,12,2016,41.0,LOW
1558,199,Z6,Z25,740,33,1228,16.9,LOW
1559,167,Z17,Z26,536,6,2111,34.2,LOW
1560,189,Z14,Z1,264,3,2170,35.0,HIGH
1561,116,Z17,Z24,525,37,1066,15.4,HIGH
1562,274,Z9,Z21,848,24,67,0.9,LOW
1563,150,Z17,Z1,700,15,1664,23.0,MEDIUM
1564,240,Z23,Z21,956,4,2178,40.0,LOW
1565,148,Z14,Z18,687,17,1678,21.1,HIGH
1566,136,Z10,Z3,349,32,1109,15.4,MEDIUM
1567,93,Z1,Z25,1270,10,1420,25.2,HIGH
1568,105,Z16,Z21,361,40,223,5.4,MEDIUM
1569,153,Z13,Z2,422,3,450,9.0,LOW
1570,196,Z5,Z29,1116,19,289,3.7,HIGH
1571,65,Z7,Z16,564,17,50,0.7,HIGH
1572,56,Z27,Z9,771,9,2133,27.3,MEDIUM
1573,178,Z13,Z21,722,8,367,6.8,LOW
1574,275,Z21,Z1,752,38,1054,13.9,LOW
1575,67,Z21,Z8,964,40,1033,17.6,HIGH
1576,289,Z9,Z19,1073,3,1879,28.1,HIGH
1577,20,Z10,Z8,377,13,62,0.8,HIGH
1578,118,Z7,Z25,170,1,1748,29.8,LOW
1579,226,Z18,Z25,39,40,781,11.8,LOW
1580,130,Z11,Z27,592,38,1393,21.7,LOW
1581,66,Z8,Z23,1239,12,1348,23.9,LOW
1582,219,Z23,Z12,632,13,1147,17.2,LOW
1583,73,Z30,Z5,1029,37,276,5.4,MEDIUM
1584,160,Z9,Z9,586,36,823,17.1,MEDIUM
1585,71,Z3,Z17,465,8,1655,33.3,HIGH
1586,103,Z25,Z18,374,28,1512,23.4,MEDIUM
1587,44,Z16,Z27,882,22,1959,27.6,MEDIUM
1588,36,Z19,Z19,128,35,1303,30.1,LOW
1589,4,Z25,Z9,515,14,1213,19.8,LOW
1590,145,Z23,Z3,1093,22,1069,22.6,MEDIUM
1591,272,Z18,Z18,1411,36,2186,46.7,LOW
1592,193,Z18,Z27,1355,5,362,5.6,MEDIUM
1593,22,Z20,Z28,1040,21,1413,21.2,MEDIUM
1594,48,Z29,Z16,195,9,617,7.8,HIGH
1595,23,Z24,Z25,693,14,1814,35.0,MEDIUM
1596,141,Z17,Z10,1129,30,2164,34.8,MEDIUM
1597,88,Z6,Z20,934,11,184,2.3,LOW
1598,120,Z20,Z10,1398,9,2455,59.2,LOW
1599,174,Z22,Z14,1392,29,1177,25.1,LOW
1600,31,Z13,Z18,19,31,2333,32.6,MEDIUM
1601,42,Z26,Z25,806,13,1070,23.6,LOW
1602,49,Z25,Z17,1038,11,1459,19.8,HIGH
1603,11,Z8,Z8,858,15,840,11.5,MEDIUM
1604,41,Z26,Z26,613,12,873,18.9,MEDIUM
1605,249,Z21,Z25,1178,17,508,8.6,LOW
1606,68,Z19,Z15,1185,29,819,20.3,MEDIUM
1607,41,Z10,Z9,567,39,516,8.5,MEDIUM
1608,43,Z2,Z9,1024,35,1657,21.0,LOW
1609,114,Z27,Z22,743,12,1778,34.3,MEDIUM
1610,88,Z12,Z4,628,11,2218,40.0,MEDIUM
1611,166,Z19,Z24,1274,26,2148,30.0,MEDIUM
1612,173,Z29,Z4,116,12,2044,47.1,LOW
1613,226,Z11,Z4,429,35,382,5.4,LOW
1614,255,Z7,Z19,230,27,2304,30.9,LOW
1615,206,Z29,Z29,942,13,907,11.4,MEDIUM
1616,126,Z20,Z3,398,7,2216,39.1,MEDIUM
1617,93,Z17,Z22,1267,38,1131,20.4,LOW
1618,215,Z17,Z28,850,8,196,2.6,MEDIUM
1619,68,Z5,Z26,209,10,787,11.1,LOW
1620,278,Z17,Z8,1376,13,497,10.5,LOW
1621,48,Z20,Z20,1367,38,1346,22.4,MEDIUM
1622,115,Z16,Z3,352,25,149,3.0,HIGH
1623,195,Z13,Z30,934,24,2227,29.8,LOW
1624,109,Z23,Z9,457,4,650,10.9,MEDIUM
1625,17,Z2,Z24,1118,36,498,8.3,MEDIUM
1626,262,Z22,Z22,174,24,841,14.6,LOW
1627,274,Z27,Z22,40,26,863,11.5,LOW
1628,175,Z24,Z17,1235,37,528,7.5,HIGH
1629,70,Z27,Z3,953,27,1241,26.8,MEDIUM
1630,72,Z27,Z23,167,38,352,7.7,HIGH
1631,299,Z22,Z21,232,4,2035,27.0,MEDIUM
1632,256,Z8,Z5,1279,20,427,6.3,MEDIUM
1633,137,Z23,Z20,1365,32,960,18.6,LOW
1634,172,Z20,Z2,1402,38,578,8.5,LOW
1635,243,Z18,Z14,346,26,285,3.9,MEDIUM
1636,62,Z29,Z13,661,34,2490,39.3,LOW
1637,30,Z9,Z21,561,37,2410,34.1,MEDIUM
1638,18,Z2,Z7,1137,8,1568,37.9,LOW
1639,152,Z3,Z11,436,33,715,9.3,MEDIUM
1640,63,Z13,Z12,337,26,1006,17.1,MEDIUM
1641,216,Z27,Z12,52,33,1276,26.1,MEDIUM
1642,94,Z30,Z7,735,15,196,3.6,LOW
1643,145,Z30,Z3,82,20,802,19.3,LOW
1644,205,Z7,Z24,675,31,1704,27.6,MEDIUM
1645,176,Z6,Z5,528,9,2144,39.4,LOW
1646,72,Z2,Z7,1260,33,1143,20.6,LOW
1647,129,Z6,Z20,59,16,282,3.6,HIGH
1648,17,Z5,Z17,675,9,58,0.8,LOW
1649,47,Z18,Z12,739,21,688,8.6,LOW
1650,83,Z9,Z5,876,40,161,2.5,MEDIUM
1651,247,Z9,Z30,1349,37,315,4.6,MEDIUM
1652,234,Z11,Z5,144,28,725,12.3,MEDIUM
1653,110,Z4,Z28,1305,25,212,3.9,LOW
1654,11,Z1,Z24,356,18,1402,19.8,MEDIUM
1655,300,Z13,Z1,1431,2,1626,20.4,HIGH
1656,183,Z24,Z15,683,23,1932,29.1,LOW
1657,108,Z10,Z1,1123,35,2056,42.7,LOW
1658,212,Z9,Z18,1058,9,664,9.1,LOW
1659,159,Z27,Z28,1102,6,1231,20.0,LOW
1660,272,Z29,Z21,784,11,1580,24.3,HIGH
1661,161,Z29,Z21,561,36,568,12.5,LOW
1662,47,Z14,Z19,829,40,1208,15.7,HIGH
1663,231,Z25,Z6,1423,33,764,13.1,MEDIUM
1664,292,Z26,Z12,1284,22,1019,12.7,MEDIUM
1665,239,Z4,Z6,1132,11,2331,30.0,LOW
1666,92,Z10,Z16,222,38,1204,19.4,MEDIUM
1667,157,Z24,Z5,1096,35,1465,21.3,LOW
1668,113,Z14,Z3,618,1,817,13.1,MEDIUM
1669,34,Z10,Z19,1365,32,738,9.3,LOW
1670,122,Z29,Z6,471,27,1543,29.8,HIGH
1671,39,Z20,Z16,984,3,805,13.0,HIGH
1672,224,Z21,Z13,969,8,1753,24.2,MEDIUM
1673,188,Z10,Z18,44,40,238,3.8,LOW
1674,102,Z23,Z11,140,17,1792,38.5,HIGH
1675,78,Z21,Z9,908,33,758,11.8,MEDIUM
1676,275,Z11,Z25,301,3,2469,45.8,LOW
1677,94,Z12,Z21,630,14,267,4.0,LOW
1678,87,Z15,Z6,386,5,1812,23.1,MEDIUM
1679,93,Z18,Z30,194,20,80,1.0,LOW
1680,20,Z12,Z16,38,17,1115,23.5,MEDIUM
1681,29,Z29,Z12,812,6,2042,30.4,MEDIUM
1682,285,Z17,Z14,1157,3,517,8.0,LOW
1683,128,Z6,Z26,869,13,345,5.9,LOW
1684,216,Z25,Z18,493,9,1372,17.5,LOW
1685,243,Z19,Z21,812,15,2120,49.6,LOW
1686,165,Z5,Z5,837,13,2463,39.9,LOW
1687,240,Z16,Z13,866,25,2182,38.7,HIGH
1688,255,Z2,Z7,1075,31,2312,42.3,LOW
1689,126,Z9,Z11,815,36,615,7.9,LOW
1690,228,Z18,Z1,1109,37,1897,42.1,LOW
1691,20,Z21,Z18,501,3,582,11.0,HIGH
1692,154,Z10,Z25,1079,31,1075,14.7,MEDIUM
1693,160,Z21,Z22,1070,14,861,11.9,MEDIUM
1694,16,Z22,Z11,985,27,1734,25.5,LOW
1695,88,Z9,Z30,452,4,420,6.0,MEDIUM
1696,137,Z22,Z1,1177,31,2355,52.8,LOW
1697,288,Z26,Z29,1377,10,621,12.8,MEDIUM
1698,207,Z18,Z3,1094,26,1864,27.2,HIGH
1699,82,Z30,Z22,295,16,2180,35.3,HIGH
1700,226,Z9,Z18,1244,5,1391,18.6,LOW
1701,296,Z26,Z29,961,14,1192,20.0,LOW
1702,234,Z28,Z25,688,10,1141,16.2,LOW
1703,52,Z27,Z30,191,27,1508,20.1,MEDIUM
1704,232,Z12,Z19,1316,9,577,11.6,LOW
1705,182,Z25,Z29,1219,39,1860,29.6,MEDIUM
1706,157,Z12,Z11,642,38,1744,23.0,LOW
1707,233,Z23,Z17,963,32,2494,57.0,HIGH
1708,13,Z14,Z3,844,26,1248,21.4,MEDIUM
1709,7,Z18,Z30,585,31,2160,31.2,LOW
1710,208,Z26,Z26,1127,8,1077,19.6,MEDIUM
1711,70,Z20,Z13,353,17,1431,20.5,MEDIUM
1712,161,Z1,Z29,1210,1,213,3.9,LOW
1713,188,Z1,Z20,893,17,1460,27.2,MEDIUM
1714,219,Z6,Z4,1423,4,724,11.9,MEDIUM
1715,152,Z19,Z4,533,18,1576,21.9,LOW
1716,179,Z5,Z17,868,15,1883,24.8,MEDIUM
1717,124,Z6,Z14,1386,26,1739,26.4,HIGH
1718,251,Z2,Z12,69,34,1471,22.5,HIGH
1719,114,Z22,Z24,923,28,2281,30.6,MEDIUM
1720,98,Z5,Z25,978,25,2107,39.5,MEDIUM
1721,17,Z28,Z17,1350,10,1734,27.7,HIGH
1722,222,Z9,Z9,493,7,900,13.1,HIGH
1723,115,Z21,Z18,752,23,2026,42.5,LOW
1724,210,Z16,Z4,547,9,2461,51.2,LOW
1725,165,Z28,Z27,794,13,877,16.7,MEDIUM
1726,200,Z28,Z19,749,19,1764,38.0,LOW
1727,79,Z23,Z28,674,14,2119,27.0,LOW
1728,290,Z29,Z18,954,24,2238,54.2,MEDIUM
1729,54,Z23,Z4,523,38,1470,25.3,MEDIUM
1730,139,Z30,Z18,872,12,1045,22.1,LOW
1731,191,Z9,Z21,349,4,252,4.7,MEDIUM
1732,272,Z11,Z5,684,24,785,13.8,MEDIUM
1733,112,Z6,Z22,168,1,860,16.3,LOW
1734,289,Z17,Z20,1365,3,152,3.8,LOW
1735,108,Z12,Z4,853,27,1021,15.2,MEDIUM
1736,149,Z19,Z1,1069,14,2153,53.4,LOW
1737,180,Z13,Z24,1041,34,1436,23.9,LOW
1738,296,Z19,Z1,239,26,1813,33.2,HIGH
1739,127,Z8,Z12,1068,34,2037,42.8,LOW
1740,256,Z20,Z16,1395,6,1028,14.0,HIGH
1741,68,Z12,Z15,62,28,1756,32.1,MEDIUM
1742,131,Z9,Z4,1354,6,2139,33.3,LOW
1743,253,Z20,Z5,1222,9,765,16.9,HIGH
1744,207,Z9,Z12,959,25,1620,34.3,HIGH
1745,292,Z5,Z12,1059,9,2494,60.3,MEDIUM
1746,135,Z26,Z7,1247,30,2039,27.7,LOW
1747,138,Z17,Z21,1024,4,1984,36.1,LOW
1748,4,Z17,Z23,519,35,1401,17.7,HIGH
1749,108,Z13,Z20,1002,15,2403,41.1,LOW
1750,214,Z10,Z5,1105,22,566,11.8,HIGH
1751,115,Z6,Z12,1129,32,288,3.8,HIGH
1752,3,Z18,Z21,670,23,1304,16.4,LOW
1753,2,Z6,Z23,157,24,427,7.1,MEDIUM
1754,88,Z15,Z29,843,27,885,13.6,LOW
1755,291,Z4,Z1,1373,1,2157,53.2,LOW
1756,49,Z14,Z4,304,13,1854,33.8,HIGH
1757,30,Z5,Z8,285,31,1232,22.9,MEDIUM
1758,209,Z21,Z7,934,2,226,4.5,LOW
1759,228,Z4,Z9,1112,40,422,5.8,HIGH
1760,144,Z25,Z14,720,6,1818,37.6,MEDIUM
1761,280,Z13,Z15,436,24,1734,41.0,MEDIUM
1762,19,Z11,Z21,1343,23,1975,31.0,LOW
1763,59,Z13,Z5,1287,15,989,23.7,LOW
1764,254,Z15,Z10,434,6,1939,44.1,LOW
1765,204,Z26,Z28,681,37,683,9.3,MEDIUM
1766,235,Z20,Z3,516,30,1633,23.2,MEDIUM
1767,79,Z6,Z13,583,3,203,2.9,HIGH
1768,272,Z6,Z11,878,4,1532,32.8,MEDIUM
1769,13,Z15,Z16,612,27,261,4.5,MEDIUM
1770,95,Z15,Z28,326,21,2156,36.5,MEDIUM
1771,194,Z19,Z27,348,12,2028,27.2,MEDIUM
1772,77,Z16,Z16,142,22,667,9.9,MEDIUM
1773,103,Z6,Z23,1088,30,974,16.6,MEDIUM
1774,3,Z5,Z7,1159,11,2309,56.7,LOW
1775,286,Z30,Z17,1030,11,141,3.1,MEDIUM
1776,57,Z2,Z14,627,13,1269,23.5,MEDIUM
1777,78,Z3,Z15,1012,14,817,17.0,MEDIUM
1778,90,Z4,Z28,584,36,2178,29.2,MEDIUM
1779,144,Z12,Z9,770,33,1679,25.9,MEDIUM
1780,170,Z18,Z26,955,39,1666,39.1,HIGH
1781,135,Z30,Z12,1130,8,721,11.3,MEDIUM
1782,268,Z13,Z16,7,29,937,20.6,MEDIUM
1783,142,Z11,Z27,965,21,2236,54.2,MEDIUM
1784,16,Z24,Z21,649,39,1018,18.2,LOW
1785,219,Z23,Z3,935,36,1421,19.0,LOW
1786,107,Z11,Z16,672,17,251,5.7,HIGH
1787,239,Z3,Z16,1249,14,1750,24.3,HIGH
1788,185,Z18,Z12,1215,9,2181,45.0,LOW
1789,289,Z3,Z10,239,10,2247,55.0,MEDIUM
1790,79,Z19,Z27,662,4,2130,30.2,LOW
1791,176,Z18,Z9,860,19,602,7.9,LOW
1792,176,Z20,Z6,1264,23,1606,20.8,MEDIUM
1793,256,Z11,Z11,888,36,2051,43.8,HIGH
1794,196,Z2,Z22,1159,1,287,4.2,LOW
1795,104,Z28,Z14,313,14,757,15.3,MEDIUM
1796,187,Z9,Z3,1241,16,1544,27.8,LOW
1797,89,Z7,Z16,1436,19,2441,37.5,LOW
1798,56,Z22,Z21,115,20,718,11.8,LOW
1799,33,Z22,Z28,123,8,1668,21.2,MEDIUM
1800,14,Z14,Z5,834,39,1439,29.7,HIGH
1801,168,Z14,Z11,32,2,687,8.9,HIGH
1802,211,Z10,Z27,126,26,1543,26.6,LOW
1803,170,Z11,Z27,401,33,1628,24.9,LOW
1804,20,Z27,Z21,746,8,1528,20.4,MEDIUM
1805,242,Z4,Z2,355,28,2494,32.4,MEDIUM
1806,188,Z21,Z3,304,2,687,15.3,MEDIUM
1807,62,Z16,Z27,269,36,2246,54.0,HIGH
1808,296,Z22,Z20,461,15,1538,27.8,LOW
1809,45,Z17,Z18,902,11,1594,38.3,HIGH
1810,187,Z22,Z8,113,7,2359,31.4,HIGH
1811,38,Z17,Z24,1050,21,1372,17.2,LOW
1812,55,Z7,Z14,642,26,1760,22.3,MEDIUM
1813,145,Z1,Z10,1031,39,573,7.9,HIGH
1814,289,Z4,Z28,89,25,2079,37.8,MEDIUM
1815,264,Z8,Z3,507,5,1025,13.7,LOW
1816,167,Z1,Z22,113,22,1587,29.3,MEDIUM
1817,105,Z2,Z2,341,33,2266,47.8,MEDIUM
1818,11,Z27,Z13,347,28,2067,31.7,LOW
1819,213,Z1,Z17,1025,26,443,6.0,MEDIUM
1820,92,Z26,Z8,1389,35,438,8.9,MEDIUM
1821,158,Z29,Z28,558,19,1203,28.3,MEDIUM
1822,283,Z17,Z6,928,31,1202,24.7,MEDIUM
1823,188,Z16,Z25,611,35,270,3.6,LOW
1824,257,Z19,Z16,6,26,264,4.7,LOW
1825,149,Z8,Z13,526,14,758,10.3,LOW
1826,256,Z25,Z29,1066,25,2280,52.8,MEDIUM
1827,207,Z26,Z22,523,16,323,5.7,HIGH
1828,265,Z13,Z19,1224,14,819,10.9,LOW
1829,59,Z27,Z28,661,21,1070,18.3,LOW
1830,161,Z3,Z16,389,7,492,7.1,MEDIUM
1831,155,Z20,Z3,933,29,2232,39.5,LOW
1832,175,Z27,Z4,897,5,609,9.8,MEDIUM
1833,170,Z8,Z17,122,15,1203,18.4,MEDIUM
1834,126,Z9,Z24,371,3,2293,34.5,LOW
1835,229,Z8,Z8,990,34,1170,17.1,MEDIUM
1836,246,Z29,Z23,476,24,1845,30.2,LOW
1837,100,Z24,Z9,1099,15,362,8.8,MEDIUM
1838,228,Z24,Z27,725,7,1202,24.5,MEDIUM
1839,249,Z21,Z26,361,10,2282,41.4,LOW
1840,80,Z7,Z24,1014,29,831,13.7,HIGH
1841,226,Z3,Z20,1026,20,802,11.5,MEDIUM
1842,73,Z11,Z9,1243,22,2050,26.3,LOW
1843,250,Z27,Z17,1256,32,193,2.5,LOW
1844,182,Z24,Z20,119,9,2435,48.4,LOW
1845,132,Z7,Z27,1081,37,848,16.8,LOW
1846,207,Z10,Z27,1331,24,1297,18.1,HIGH
1847,190,Z5,Z18,559,29,2430,35.1,MEDIUM
1848,228,Z29,Z15,1389,6,1028,16.8,LOW
1849,66,Z15,Z28,1392,8,154,2.3,MEDIUM
1850,143,Z1,Z18,323,4,249,3.3,MEDIUM
1851,51,Z14,Z9,1436,9,1295,20.4,MEDIUM
1852,24,Z2,Z1,1031,26,220,5.4,LOW
1853,131,Z19,Z27,204,6,1259,18.9,LOW
1854,97,Z10,Z11,180,20,1571,35.1,MEDIUM
1855,199,Z17,Z1,678,26,1444,26.3,LOW
1856,72,Z15,Z29,370,4,238,3.3,MEDIUM
1857,90,Z23,Z6,1396,5,133,2.8,MEDIUM
1858,19,Z27,Z24,201,25,2358,35.5,MEDIUM
1859,238,Z7,Z22,1381,23,1093,23.5,MEDIUM
1860,93,Z17,Z22,559,12,213,3.4,MEDIUM
1861,268,Z18,Z9,413,8,679,10.9,LOW
1862,61,Z6,Z17,590,1,631,9.1,HIGH
1863,222,Z21,Z9,1424,13,832,13.5,LOW
1864,286,Z19,Z30,14,22,703,13.4,LOW
1865,198,Z19,Z4,1197,37,1522,27.8,MEDIUM
1866,67,Z18,Z2,1256,4,509,9.1,LOW
1867,163,Z30,Z6,94,34,1652,20.9,MEDIUM
1868,56,Z28,Z26,113,8,1222,20.2,MEDIUM
1869,262,Z20,Z22,1109,21,677,9.1,MEDIUM
1870,168,Z23,Z17,500,4,2297,45.0,MEDIUM
1871,267,Z29,Z19,410,13,298,7.1,LOW
1872,111,Z11,Z7,905,34,2378,34.4,HIGH
1873,161,Z9,Z9,35,21,1885,28.0,MEDIUM
1874,212,Z11,Z18,1052,40,858,13.5,HIGH
1875,274,Z21,Z26,843,17,1368,17.7,MEDIUM
1876,285,Z16,Z11,1082,24,2439,48.3,LOW
1877,9,Z25,Z24,513,2,415,5.2,LOW
1878,300,Z3,Z15,516,30,1103,20.5,MEDIUM
1879,30,Z30,Z20,530,22,744,14.3,MEDIUM
1880,45,Z13,Z17,1437,12,1337,29.2,LOW
1881,283,Z28,Z12,258,36,522,7.2,MEDIUM
1882,229,Z2,Z12,417,23,223,4.1,LOW
1883,31,Z2,Z13,105,21,191,3.4,LOW
1884,245,Z5,Z21,1303,15,1765,23.8,HIGH
1885,167,Z27,Z25,1153,39,1425,18.1,LOW
1886,261,Z23,Z22,1342,10,853,13.5,MEDIUM
1887,8,Z29,Z9,1269,30,1535,34.8,LOW
1888,24,Z28,Z12,83,32,1144,22.3,LOW
1889,221,Z28,Z29,287,38,1675,33.3,HIGH
1890,177,Z22,Z26,402,25,754,14.8,LOW
1891,35,Z4,Z16,382,30,2466,52.9,MEDIUM
1892,142,Z1,Z29,1422,7,2189,41.2,LOW
1893,240,Z16,Z12,1159,4,393,7.6,MEDIUM
1894,196,Z28,Z16,117,16,2404,35.2,HIGH
1895,129,Z11,Z12,1345,20,620,8.8,LOW
1896,276,Z30,Z4,981,40,392,6.6,LOW
1897,1,Z27,Z16,1095,23,1479,31.6,MEDIUM
1898,85,Z9,Z15,1049,38,1424,21.8,LOW
1899,164,Z19,Z13,1069,14,104,2.0,HIGH
1900,278,Z10,Z22,836,12,50,1.1,MEDIUM
1901,260,Z22,Z25,479,30,1424,30.2,LOW
1902,208,Z17,Z9,839,14,380,9.3,HIGH
1903,182,Z9,Z27,691,17,2356,30.2,MEDIUM
