record_id,pole_id,zone,timestamp_min,ambient_lux,traffic_density,dimming_level_pct,power_kw
2436,904,Z9,1038,5275.5,91,10,0.02
2437,1236,Z7,972,7862.2,82,10,0.02
2438,1793,Z14,1102,34.3,1,50,0.1
2439,14,Z7,1022,8806.3,83,4,0.008
2440,955,Z20,1435,96.6,74,68,0.136
2441,1375,Z16,220,163.9,171,92,0.184
2442,1194,Z13,393,10715.9,80,4,0.008
2443,685,Z1,900,17993.3,132,17,0.034
2444,1989,Z13,1350,186.9,146,86,0.172
2445,1420,Z15,1001,14349.4,12,17,0.034
2446,1802,Z3,212,188.0,147,86,0.172
2447,524,Z15,522,15477.3,110,9,0.018
2448,1783,Z12,761,6901.0,56,13,0.026
2449,296,Z19,117,195.1,168,92,0.184
2450,136,Z8,141,53.6,116,79,0.158
2451,1016,Z5,662,8949.4,0,19,0.038
2452,1745,Z15,844,17761.2,172,1,0.002
2453,1297,Z15,1039,15049.1,6,15,0.03
2454,1706,Z14,962,7647.5,39,8,0.016
2455,268,Z19,491,19639.4,34,18,0.036
2456,1553,Z4,956,14101.8,75,19,0.038
2457,634,Z8,1094,186.0,81,70,0.14
2458,1527,Z12,538,5470.0,90,4,0.008
2459,625,Z17,740,15885.3,25,14,0.028
2460,505,Z3,38,63.1,70,67,0.134
2461,1714,Z18,409,11009.7,158,20,0.04
2462,1444,Z5,247,144.5,74,68,0.136
2463,1949,Z13,801,14257.4,186,5,0.01
2464,1425,Z16,1000,12138.0,94,20,0.04
2465,1666,Z15,666,12691.6,98,8,0.016
2466,154,Z4,794,8344.1,85,3,0.006
2467,1321,Z20,506,10738.6,60,7,0.014
2468,1258,Z16,870,6292.5,55,19,0.038
2469,1267,Z11,74,24.9,50,62,0.124
2470,381,Z6,695,9585.5,164,6,0.012
2471,879,Z13,1323,25.4,157,89,0.178
2472,1274,Z10,1362,36.7,66,66,0.132
2473,465,Z12,244,134.6,138,84,0.168
2474,1829,Z11,1028,14739.8,148,18,0.036
2475,1524,Z11,1421,48.1,118,79,0.158
2476,526,Z8,256,68.4,104,76,0.152
2477,428,Z5,627,5287.3,199,10,0.02
2478,1008,Z16,837,15305.9,106,17,0.034
2479,141,Z20,620,7962.4,14,7,0.014
2480,973,Z6,785,9610.7,163,5,0.01
2481,722,Z3,584,15321.7,180,0,0.0
2482,1402,Z10,487,7052.9,4,10,0.02
2483,204,Z18,1243,51.0,123,80,0.16
2484,870,Z10,846,15329.7,189,18,0.036
2485,1479,Z15,1352,99.2,148,87,0.174
2486,390,Z18,121,170.1,199,99,0.198
2487,1885,Z8,915,7317.9,86,1,0.002
2488,553,Z3,1173,4.1,187,96,0.192
2489,389,Z6,723,15669.2,31,11,0.022
2490,472,Z12,68,117.7,200,100,0.2
2491,1745,Z18,719,18825.2,67,5,0.01
2492,608,Z4,1432,78.5,123,80,0.16
2493,316,Z4,1436,190.4,177,94,0.188
2494,1748,Z8,1343,196.5,145,86,0.172
2495,1789,Z15,1101,65.6,130,82,0.164
2496,1899,Z4,19,130.3,51,62,0.124
2497,1232,Z13,55,193.5,25,56,0.112
2498,151,Z8,313,185.8,20,55,0.11
2499,1656,Z7,572,19608.0,74,2,0.004
2500,1722,Z20,705,8359.8,51,16,0.032
2501,335,Z8,1000,14393.2,73,14,0.028
2502,1177,Z16,1172,52.4,14,53,0.106
2503,558,Z19,206,7.9,127,81,0.162
2504,326,Z18,1303,191.6,180,95,0.19
2505,1807,Z11,725,14956.1,50,20,0.04
2506,1140,Z13,837,9757.7,118,7,0.014
2507,571,Z11,1346,182.4,57,64,0.128
2508,1416,Z10,143,21.9,147,86,0.172
2509,439,Z15,1146,180.4,139,84,0.168
2510,406,Z16,515,5989.3,195,9,0.018
2511,1475,Z15,384,18704.8,138,7,0.014
2512,977,Z6,46,178.7,185,96,0.192
2513,221,Z16,852,16707.3,109,4,0.008
2514,209,Z16,418,18269.7,27,17,0.034
2515,1314,Z14,285,55.5,89,72,0.144
2516,1886,Z13,280,77.5,96,74,0.148
2517,502,Z8,1274,60.2,168,92,0.184
2518,1761,Z5,1077,19977.6,186,1,0.002
2519,1781,Z1,1182,198.8,128,82,0.164
2520,478,Z12,741,13176.3,188,8,0.016
2521,469,Z6,13,176.1,164,91,0.182
2522,1152,Z12,1179,52.7,154,88,0.176
2523,1656,Z16,1285,142.5,147,86,0.172
2524,1852,Z11,837,15649.3,198,4,0.008
2525,4,Z18,184,142.4,101,75,0.15
2526,1346,Z13,1436,93.5,190,97,0.194
2527,288,Z14,1131,85.3,187,96,0.192
2528,691,Z12,633,5299.3,25,13,0.026
2529,572,Z1,622,15870.0,32,12,0.024
2530,485,Z3,454,10142.1,37,5,0.01
2531,248,Z17,112,159.5,135,83,0.166
2532,1554,Z9,185,15.4,116,79,0.158
2533,259,Z16,240,191.1,144,86,0.172
2534,333,Z17,353,169.7,70,67,0.134
2535,1344,Z1,928,17638.6,166,0,0.0
2536,1444,Z17,491,18690.5,111,15,0.03
2537,814,Z10,313,111.4,140,85,0.17
2538,1477,Z20,216,151.3,114,78,0.156
2539,768,Z4,1145,73.1,183,95,0.19
2540,35,Z1,5,118.6,182,95,0.19
2541,1912,Z1,1354,130.7,116,79,0.158
2542,1965,Z3,602,15944.1,179,13,0.026
2543,718,Z1,908,14992.3,167,8,0.016
2544,1745,Z8,500,7153.7,146,15,0.03
2545,233,Z12,900,14623.1,187,18,0.036
2546,1257,Z10,759,8760.4,126,2,0.004
2547,1399,Z6,92,130.3,38,59,0.118
2548,1979,Z19,593,7286.0,128,3,0.006
2549,322,Z14,1431,94.6,184,96,0.192
2550,111,Z14,1275,15.6,198,99,0.198
2551,1255,Z17,1123,103.8,43,60,0.12
2552,642,Z2,1117,155.6,83,70,0.14
2553,735,Z16,1383,114.1,110,77,0.154
2554,1617,Z8,199,79.5,127,81,0.162
2555,957,Z12,1437,161.4,2,50,0.1
2556,1395,Z19,1316,11.2,176,94,0.188
2557,451,Z11,1238,81.2,137,84,0.168
2558,135,Z20,1080,11405.7,157,2,0.004
2559,587,Z15,650,18110.9,50,19,0.038
2560,1779,Z6,615,8409.4,109,8,0.016
2561,1946,Z8,384,6056.6,112,3,0.006
2562,1576,Z1,286,164.7,96,74,0.148
2563,1627,Z5,31,42.4,12,53,0.106
2564,905,Z2,1346,68.6,179,94,0.188
2565,1328,Z9,750,5706.8,86,15,0.03
2566,704,Z19,180,128.1,25,56,0.112
2567,618,Z15,718,16978.9,49,0,0.0
2568,445,Z5,152,37.4,142,85,0.17
2569,843,Z6,441,8497.6,151,8,0.016
2570,1614,Z14,1247,116.3,180,95,0.19
2571,1858,Z15,1015,17764.8,9,9,0.018
2572,535,Z11,86,112.8,166,91,0.182
2573,969,Z17,830,8574.9,200,16,0.032
2574,1059,Z7,1193,123.7,22,55,0.11
2575,1470,Z17,391,5627.0,109,5,0.01
2576,931,Z10,1053,8808.1,188,5,0.01
2577,1767,Z16,269,91.2,123,80,0.16
2578,561,Z16,426,14133.6,121,5,0.01
2579,15,Z1,235,175.4,61,65,0.13
2580,451,Z16,379,12438.3,192,1,0.002
2581,1843,Z14,699,6133.2,124,4,0.008
2582,752,Z15,394,9511.4,120,11,0.022
2583,1655,Z14,1395,150.3,33,58,0.116
2584,1729,Z15,1416,40.5,49,62,0.124
2585,1638,Z16,1018,9346.6,141,17,0.034
2586,1506,Z2,824,6622.0,153,1,0.002
2587,1266,Z2,142,197.1,127,81,0.162
2588,723,Z18,678,13098.3,175,14,0.028
2589,1030,Z7,715,6951.6,174,4,0.008
2590,998,Z6,1233,72.4,97,74,0.148
2591,1773,Z2,1172,48.3,147,86,0.172
2592,1434,Z9,473,16328.9,85,18,0.036
2593,972,Z19,923,14939.5,152,9,0.018
2594,976,Z19,1215,108.7,161,90,0.18
2595,1081,Z8,1062,12348.0,187,9,0.018
2596,1577,Z18,211,77.4,187,96,0.192
2597,1939,Z3,49,33.0,111,77,0.154
2598,128,Z8,377,19830.8,105,2,0.004
2599,1618,Z9,1041,6203.6,171,13,0.026
2600,802,Z7,225,107.7,110,77,0.154
2601,1873,Z10,818,11385.6,96,7,0.014
2602,1587,Z12,604,19216.4,82,1,0.002
2603,580,Z15,1358,158.2,50,62,0.124
2604,962,Z6,1192,10.4,160,90,0.18
2605,1423,Z15,247,87.4,103,75,0.15
2606,794,Z17,143,188.4,159,89,0.178
2607,678,Z7,493,9007.2,150,13,0.026
2608,1709,Z1,1005,11351.4,23,5,0.01
2609,299,Z7,714,6427.6,126,12,0.024
2610,807,Z10,1167,160.6,1,50,0.1
2611,82,Z7,939,12310.3,109,1,0.002
2612,1682,Z13,740,12193.5,137,5,0.01
2613,917,Z1,433,7199.5,113,13,0.026
2614,757,Z20,685,8553.8,71,5,0.01
2615,1134,Z1,105,74.0,86,71,0.142
2616,1462,Z1,1051,17119.6,59,9,0.018
2617,761,Z9,609,16965.7,73,20,0.04
2618,1444,Z20,788,16288.0,149,7,0.014
2619,791,Z2,1294,13.8,147,86,0.172
2620,27,Z4,1080,8648.8,84,4,0.008
2621,1873,Z4,1056,15179.7,118,9,0.018
2622,324,Z13,1408,111.3,17,54,0.108
2623,234,Z10,963,13665.6,37,19,0.038
2624,700,Z7,844,12143.7,85,19,0.038
2625,835,Z12,684,12948.6,27,8,0.016
2626,679,Z18,1413,75.9,111,77,0.154
2627,20,Z16,247,138.1,171,92,0.184
2628,563,Z12,427,8872.1,92,6,0.012
2629,1969,Z20,652,14514.7,29,3,0.006
2630,864,Z8,893,14198.9,18,9,0.018
2631,1013,Z15,104,111.8,183,95,0.19
2632,19,Z9,92,172.9,64,66,0.132
2633,1446,Z4,910,7093.3,145,5,0.01
2634,185,Z6,633,11900.9,4,3,0.006
2635,1344,Z12,704,17835.6,19,19,0.038
2636,1664,Z10,333,85.4,154,88,0.176
2637,1160,Z1,402,6420.5,144,17,0.034
2638,567,Z20,472,6650.8,151,19,0.038
2639,1275,Z3,287,120.7,43,60,0.12
2640,112,Z12,559,13385.4,10,19,0.038
2641,1260,Z13,1162,110.6,194,98,0.196
2642,274,Z4,599,17135.9,177,6,0.012
2643,13,Z20,74,192.4,43,60,0.12
2644,884,Z16,512,17676.5,89,9,0.018
2645,1531,Z2,1169,158.9,37,59,0.118
2646,286,Z19,376,17909.6,127,9,0.018
2647,894,Z16,1091,32.7,73,68,0.136
2648,1742,Z1,510,11647.1,103,10,0.02
2649,1837,Z6,1030,13103.1,51,15,0.03
2650,721,Z3,339,43.6,3,50,0.1
2651,433,Z13,1354,198.2,152,88,0.176
2652,62,Z9,540,17453.4,39,14,0.028
2653,446,Z2,9,49.9,162,90,0.18
2654,1303,Z2,38,91.5,165,91,0.182
2655,1908,Z18,634,10990.0,54,19,0.038
2656,1229,Z18,96,164.7,45,61,0.122
2657,173,Z11,500,16017.9,156,2,0.004
2658,567,Z16,569,12287.4,26,15,0.03
2659,1400,Z12,532,16237.1,9,4,0.008
2660,1113,Z3,1145,154.5,23,55,0.11
2661,807,Z2,211,54.2,80,70,0.14
2662,1828,Z20,739,5124.1,17,9,0.018
2663,1277,Z17,318,191.4,127,81,0.162
2664,292,Z14,1250,160.8,26,56,0.112
2665,76,Z1,720,6569.5,3,20,0.04
2666,80,Z2,473,9691.6,99,14,0.028
2667,1039,Z13,680,13069.6,64,16,0.032
2668,1325,Z3,585,18021.4,58,7,0.014
2669,251,Z6,220,107.1,154,88,0.176
2670,558,Z16,595,18771.9,35,5,0.01
2671,1373,Z18,943,10436.9,15,12,0.024
2672,457,Z7,1389,15.6,195,98,0.196
2673,1833,Z12,169,61.7,23,55,0.11
2674,392,Z17,399,17372.4,82,20,0.04
2675,1817,Z19,111,3.2,167,91,0.182
2676,1029,Z9,1171,130.5,14,53,0.106
2677,1943,Z17,795,7111.2,134,4,0.008
2678,54,Z9,206,62.8,159,89,0.178
2679,712,Z2,843,14556.2,130,19,0.038
2680,1345,Z3,977,19301.7,56,2,0.004
2681,151,Z5,1030,15259.8,11,11,0.022
2682,1433,Z4,1043,17386.9,153,10,0.02
2683,714,Z8,357,177.1,131,82,0.164
2684,684,Z19,874,5344.1,3,15,0.03
2685,1459,Z10,1396,63.1,160,90,0.18
2686,1525,Z11,255,121.1,149,87,0.174
2687,159,Z13,90,124.3,18,54,0.108
2688,1251,Z20,36,183.6,158,89,0.178
2689,161,Z2,870,5187.3,167,20,0.04
2690,1564,Z13,288,153.7,128,82,0.164
2691,900,Z8,980,7723.1,3,11,0.022
2692,276,Z3,1354,133.8,151,87,0.174
2693,577,Z8,798,6326.5,104,10,0.02
2694,1697,Z1,1433,81.1,70,67,0.134
2695,1803,Z3,1316,131.7,67,66,0.132
2696,675,Z16,474,8048.1,198,2,0.004
2697,1526,Z14,1432,46.0,143,85,0.17
2698,180,Z3,962,5174.1,14,14,0.028
2699,969,Z9,1358,154.8,144,86,0.172
2700,1007,Z6,984,9332.5,13,4,0.008
2701,1343,Z5,1076,11876.5,48,13,0.026
2702,364,Z19,803,13486.2,32,5,0.01
2703,646,Z11,379,14295.9,130,14,0.028
2704,173,Z12,990,5233.8,31,16,0.032
2705,914,Z7,851,17943.4,72,0,0.0
2706,1519,Z8,1276,33.7,86,71,0.142
2707,1379,Z18,120,148.7,192,98,0.196
2708,1228,Z7,1419,144.5,142,85,0.17
2709,1008,Z15,1154,108.7,44,61,0.122
2710,1880,Z6,691,16998.6,42,13,0.026
2711,804,Z14,1308,187.9,99,74,0.148
2712,1859,Z13,108,71.6,43,60,0.12
2713,1209,Z1,256,120.1,76,69,0.138
2714,1356,Z6,999,13653.6,126,18,0.036
2715,489,Z11,440,10315.1,175,12,0.024
2716,343,Z15,1107,33.7,199,99,0.198
2717,1309,Z10,554,5985.1,81,1,0.002
2718,1286,Z2,450,16884.5,8,7,0.014
2719,1260,Z17,593,13147.0,126,0,0.0
2720,399,Z6,501,8797.8,120,0,0.0
2721,396,Z3,827,12035.1,54,20,0.04
2722,977,Z2,415,9223.7,140,0,0.0
2723,1133,Z2,103,6.2,52,63,0.126
2724,1989,Z20,636,17968.3,113,12,0.024
2725,311,Z12,940,19831.9,69,0,0.0
2726,1944,Z19,615,16420.5,186,2,0.004
2727,1687,Z7,964,7760.4,200,14,0.028
2728,1034,Z1,184,134.6,73,68,0.136
2729,1381,Z19,1316,2.4,27,56,0.112
2730,1737,Z16,482,5089.6,79,13,0.026
2731,1446,Z13,1148,102.0,188,97,0.194
2732,167,Z20,1019,7288.5,86,10,0.02
2733,1234,Z7,5,174.2,97,74,0.148
2734,1048,Z18,1118,114.0,94,73,0.146
2735,683,Z17,1071,10884.4,48,11,0.022
2736,1450,Z18,1309,13.1,88,72,0.144
2737,1240,Z19,343,5.5,15,53,0.106
2738,430,Z14,39,67.6,194,98,0.196
2739,197,Z11,1137,109.1,179,94,0.188
2740,468,Z11,1416,106.5,0,50,0.1
2741,656,Z20,921,16551.9,87,8,0.016
2742,966,Z17,648,13905.9,43,19,0.038
2743,815,Z12,759,15645.4,46,17,0.034
2744,707,Z5,1187,150.0,65,66,0.132
2745,836,Z13,34,192.0,54,63,0.126
2746,1510,Z18,1078,18514.8,43,19,0.038
2747,812,Z17,483,19720.3,116,18,0.036
2748,801,Z11,110,180.7,7,51,0.102
2749,1631,Z6,1262,92.1,39,59,0.118
2750,773,Z7,213,199.1,68,67,0.134
2751,300,Z5,564,9830.8,74,14,0.028
2752,1294,Z10,1121,16.6,75,68,0.136
2753,602,Z10,401,13294.2,100,14,0.028
2754,389,Z4,1129,47.1,96,74,0.148
2755,956,Z12,804,18159.4,2,12,0.024
2756,541,Z2,362,5612.6,48,15,0.03
2757,1365,Z4,41,161.2,109,77,0.154
2758,854,Z17,857,9330.8,79,3,0.006
2759,400,Z15,162,176.1,197,99,0.198
2760,428,Z17,677,14106.3,172,9,0.018
2761,1105,Z9,535,15135.3,31,15,0.03
2762,1209,Z18,744,16345.4,92,12,0.024
2763,638,Z10,746,5069.2,151,17,0.034
2764,437,Z15,371,17401.8,111,2,0.004
2765,1455,Z20,1055,17808.4,3,14,0.028
2766,273,Z8,124,73.7,133,83,0.166
2767,1801,Z6,1276,80.3,77,69,0.138
2768,1324,Z7,788,10124.7,116,2,0.004
2769,1234,Z15,511,12096.3,171,14,0.028
2770,902,Z13,836,14483.5,105,11,0.022
2771,1850,Z7,237,28.5,59,64,0.128
2772,153,Z20,1115,85.7,16,54,0.108
2773,1670,Z10,31,59.9,107,76,0.152
2774,886,Z2,812,10282.0,178,14,0.028
2775,1637,Z1,699,13540.5,51,17,0.034
2776,105,Z9,770,14364.5,6,3,0.006
2777,1247,Z16,813,18629.5,180,13,0.026
2778,1110,Z3,743,10053.4,91,3,0.006
2779,1336,Z5,525,17220.8,154,11,0.022
2780,818,Z4,1187,87.9,197,99,0.198
2781,740,Z2,825,7590.8,149,8,0.016
2782,825,Z13,635,18195.1,157,7,0.014
2783,1192,Z14,1183,183.2,22,55,0.11
2784,1086,Z10,1362,137.9,9,52,0.104
2785,1573,Z6,1308,90.4,194,98,0.196
2786,686,Z5,54,52.5,175,93,0.186
2787,1140,Z13,1330,32.1,12,53,0.106
2788,1473,Z19,66,100.4,20,55,0.11
2789,1781,Z12,1098,37.7,83,70,0.14
2790,1508,Z15,633,19265.3,127,6,0.012
2791,781,Z10,796,7767.6,54,18,0.036
2792,1609,Z2,1065,19106.5,178,16,0.032
2793,1228,Z11,229,183.4,173,93,0.186
2794,895,Z20,741,13409.0,116,4,0.008
2795,500,Z15,870,11072.0,4,7,0.014
2796,172,Z2,282,91.2,81,70,0.14
2797,1256,Z8,294,90.0,113,78,0.156
2798,1913,Z15,904,9472.6,173,19,0.038
2799,1407,Z3,638,13889.0,135,19,0.038
2800,349,Z18,1073,11615.8,119,6,0.012
2801,955,Z18,36,187.3,111,77,0.154
2802,1886,Z2,1097,150.5,62,65,0.13
2803,1079,Z4,1006,15005.8,127,1,0.002
2804,784,Z12,308,189.8,8,52,0.104
2805,1984,Z7,150,143.5,195,98,0.196
2806,727,Z18,455,7777.9,123,20,0.04
2807,806,Z14,1134,95.3,145,86,0.172
2808,1935,Z4,1133,12.9,75,68,0.136
2809,608,Z7,1151,4.3,164,91,0.182
2810,1562,Z18,408,12201.1,128,10,0.02
2811,1395,Z16,1323,168.1,174,93,0.186
2812,476,Z20,909,15014.2,49,2,0.004
2813,1001,Z17,1322,92.1,177,94,0.188
2814,762,Z10,466,6206.4,164,19,0.038
2815,944,Z4,1070,5403.2,20,19,0.038
2816,1470,Z9,1014,15162.9,132,3,0.006
2817,597,Z10,1037,7056.2,18,12,0.024
2818,1672,Z16,609,8697.5,3,4,0.008
2819,534,Z11,1243,137.2,176,94,0.188
2820,834,Z20,1402,172.0,120,80,0.16
2821,288,Z10,481,11299.6,174,12,0.024
2822,546,Z17,1104,37.6,27,56,0.112
2823,737,Z17,540,9038.8,87,13,0.026
2824,1411,Z12,1283,158.2,193,98,0.196
2825,873,Z15,1318,86.1,80,70,0.14
2826,1211,Z1,137,95.4,25,56,0.112
2827,1517,Z12,655,14584.9,33,14,0.028
2828,861,Z5,588,6990.0,16,9,0.018
2829,377,Z12,669,18652.2,33,6,0.012
2830,1941,Z18,602,17048.3,24,8,0.016
2831,1167,Z1,1225,120.0,6,51,0.102
2832,1999,Z5,419,11326.7,63,3,0.006
2833,700,Z16,426,19788.4,47,18,0.036
2834,417,Z18,163,186.3,89,72,0.144
2835,332,Z14,252,84.9,120,80,0.16
2836,769,Z7,533,5097.1,64,1,0.002
2837,1547,Z2,1181,149.0,12,53,0.106
2838,1580,Z13,389,17849.4,73,0,0.0
2839,1124,Z7,325,159.8,121,80,0.16
2840,57,Z2,1360,182.6,101,75,0.15
2841,1707,Z9,42,127.5,114,78,0.156
2842,1230,Z2,972,17880.2,188,20,0.04
2843,1038,Z12,741,7173.6,32,2,0.004
2844,707,Z2,896,13899.6,112,13,0.026
2845,1425,Z18,495,19932.8,178,16,0.032
2846,750,Z11,1361,166.6,68,67,0.134
2847,1821,Z10,724,11224.8,109,5,0.01
2848,1643,Z19,783,11337.3,84,7,0.014
2849,1541,Z20,118,53.3,19,54,0.108
2850,1404,Z11,196,149.0,186,96,0.192
2851,1721,Z14,1435,63.1,43,60,0.12
2852,1233,Z2,589,6118.5,189,8,0.016
2853,1911,Z6,1308,58.2,108,77,0.154
2854,1676,Z4,200,146.5,188,97,0.194
2855,1909,Z5,170,74.3,46,61,0.122
2856,1047,Z11,151,94.7,25,56,0.112
2857,1389,Z6,741,13170.2,48,20,0.04
2858,305,Z1,1118,117.1,198,99,0.198
2859,344,Z3,629,11825.7,181,12,0.024
2860,233,Z17,61,181.2,14,53,0.106
2861,1166,Z5,1342,72.4,14,53,0.106
2862,663,Z13,391,18664.4,181,6,0.012
2863,1165,Z6,322,69.3,185,96,0.192
2864,1086,Z14,257,138.3,125,81,0.162
2865,1014,Z15,1121,19.5,62,65,0.13
2866,516,Z5,187,14.0,84,71,0.142
2867,1149,Z1,842,6395.0,32,17,0.034
2868,617,Z4,1124,150.2,69,67,0.134
2869,1651,Z16,189,147.0,74,68,0.136
2870,22,Z19,633,10976.3,108,7,0.014
2871,357,Z3,1049,16621.7,113,3,0.006
2872,784,Z15,397,6810.7,73,20,0.04
2873,223,Z16,1073,5794.2,140,0,0.0
2874,673,Z7,1401,64.9,151,87,0.174
2875,347,Z7,201,147.2,88,72,0.144
2876,1329,Z6,1165,122.6,173,93,0.186
2877,888,Z7,5,11.4,46,61,0.122
2878,1214,Z1,1057,5290.6,109,4,0.008
2879,1964,Z17,821,16402.7,3,6,0.012
2880,1106,Z12,417,11760.2,74,12,0.024
2881,725,Z13,1033,6695.2,129,18,0.036
2882,1338,Z6,1251,159.5,61,65,0.13
2883,1491,Z20,1390,1.3,173,93,0.186
2884,1276,Z19,922,15177.3,40,16,0.032
2885,582,Z15,1332,49.8,75,68,0.136
2886,1326,Z18,413,18347.6,89,2,0.004
2887,1501,Z18,475,13131.6,15,18,0.036
2888,639,Z13,928,18050.2,11,18,0.036
2889,1314,Z17,353,192.7,147,86,0.172
2890,286,Z15,1012,16336.5,116,4,0.008
2891,1471,Z7,1265,30.2,185,96,0.192
2892,1001,Z20,570,9429.9,60,14,0.028
2893,116,Z11,1132,96.9,124,81,0.162
2894,524,Z13,606,5479.1,191,1,0.002
2895,558,Z16,626,10369.7,156,20,0.04
2896,1907,Z10,452,7161.1,67,3,0.006
2897,1243,Z2,1354,9.3,117,79,0.158
2898,521,Z11,389,18020.3,130,7,0.014
2899,1797,Z20,715,13615.9,126,2,0.004
2900,23,Z8,802,7539.9,74,15,0.03
2901,314,Z16,1267,103.2,71,67,0.134
2902,1396,Z14,424,11601.4,37,1,0.002
2903,888,Z9,951,16686.1,106,2,0.004
2904,967,Z1,94,80.4,92,73,0.146
2905,1639,Z18,502,16771.6,102,11,0.022
2906,994,Z14,788,10993.9,179,14,0.028
2907,484,Z12,1088,54.3,199,99,0.198
2908,1398,Z11,322,116.3,40,60,0.12
2909,1467,Z4,427,15190.0,10,15,0.03
2910,508,Z20,754,17635.6,124,0,0.0
2911,1543,Z2,841,9407.4,130,1,0.002
2912,691,Z19,1235,11.6,2,50,0.1
2913,726,Z9,52,36.3,196,99,0.198
2914,1289,Z14,21,43.1,153,88,0.176
2915,967,Z9,128,72.8,65,66,0.132
2916,1655,Z11,726,16630.7,62,4,0.008
2917,66,Z7,288,108.1,62,65,0.13
2918,403,Z18,236,73.8,199,99,0.198
2919,105,Z18,1268,125.1,95,73,0.146
2920,1551,Z2,489,6061.4,58,14,0.028
2921,1312,Z2,1107,155.3,6,51,0.102
2922,1005,Z6,211,26.4,27,56,0.112
2923,1679,Z19,812,18554.4,180,7,0.014
2924,1766,Z14,511,13287.3,140,4,0.008
2925,127,Z9,728,16587.2,51,5,0.01
2926,1660,Z18,122,172.4,101,75,0.15
2927,261,Z3,598,10377.4,101,12,0.024
2928,1491,Z8,922,11307.8,85,20,0.04
2929,1564,Z2,772,15088.5,181,20,0.04
2930,397,Z18,64,12.7,100,75,0.15
2931,144,Z6,62,94.9,179,94,0.188
2932,788,Z7,383,13891.7,182,18,0.036
2933,1215,Z7,812,10659.7,31,13,0.026
2934,1095,Z6,512,13345.3,94,2,0.004
2935,1481,Z20,273,113.1,134,83,0.166
2936,1865,Z13,396,9808.1,157,1,0.002
2937,1644,Z12,1346,178.4,102,75,0.15
2938,2,Z13,326,124.7,172,93,0.186
2939,130,Z13,237,50.7,129,82,0.164
2940,444,Z17,345,63.0,123,80,0.16
2941,501,Z4,445,13500.1,77,11,0.022
2942,1384,Z4,244,186.0,111,77,0.154
2943,321,Z3,1188,25.9,30,57,0.114
2944,1303,Z14,455,15925.5,45,20,0.04
2945,661,Z19,1194,195.0,182,95,0.19
2946,207,Z13,968,17435.7,182,17,0.034
2947,1669,Z4,972,10359.2,60,10,0.02
2948,878,Z13,1324,56.0,172,93,0.186
2949,1338,Z5,374,7382.1,26,5,0.01
2950,763,Z20,368,18836.9,162,0,0.0
2951,1500,Z1,1257,123.6,184,96,0.192
2952,186,Z20,1318,164.7,188,97,0.194
2953,952,Z9,1419,193.9,130,82,0.164
2954,1888,Z11,1278,3.0,105,76,0.152
2955,157,Z11,860,15255.3,62,12,0.024
2956,1393,Z10,60,136.6,112,78,0.156
2957,1972,Z18,1383,114.1,72,68,0.136
2958,84,Z7,573,16966.2,145,9,0.018
2959,574,Z10,769,19303.7,27,3,0.006
2960,1741,Z3,298,26.9,176,94,0.188
2961,1156,Z8,279,97.4,105,76,0.152
2962,1521,Z2,314,103.4,149,87,0.174
2963,736,Z14,407,12028.5,130,11,0.022
2964,674,Z5,359,35.4,40,60,0.12
2965,503,Z15,892,9869.2,23,0,0.0
2966,613,Z8,1144,58.3,137,84,0.168
2967,445,Z8,954,9035.1,199,19,0.038
2968,1834,Z19,975,6173.6,19,9,0.018
2969,181,Z7,884,10346.4,53,0,0.0
2970,956,Z14,137,46.6,97,74,0.148
2971,960,Z19,1203,38.8,89,72,0.144
2972,1955,Z5,1274,68.9,27,56,0.112
2973,1493,Z3,1205,78.1,28,57,0.114
2974,1656,Z20,927,13407.2,38,8,0.016
2975,1677,Z2,1293,24.0,110,77,0.154
2976,190,Z1,306,168.6,102,75,0.15
2977,727,Z10,1420,70.5,65,66,0.132
2978,56,Z9,1270,52.0,5,51,0.102
2979,10,Z5,10,70.4,69,67,0.134
2980,1959,Z12,311,82.8,173,93,0.186
2981,1846,Z6,733,6968.9,152,3,0.006
2982,1478,Z8,350,44.8,101,75,0.15
2983,1145,Z13,522,13211.6,134,12,0.024
2984,1442,Z19,237,53.0,53,63,0.126
2985,21,Z9,348,92.8,15,53,0.106
2986,888,Z16,65,160.2,191,97,0.194
2987,1427,Z16,860,9121.1,27,12,0.024
2988,1966,Z14,1155,81.9,137,84,0.168
2989,794,Z12,687,17381.3,131,1,0.002
2990,1009,Z18,701,17606.7,178,14,0.028
2991,1868,Z16,1137,47.5,147,86,0.172
2992,928,Z8,958,10698.6,40,14,0.028
2993,1368,Z17,937,7227.3,60,2,0.004
2994,1576,Z10,349,188.2,111,77,0.154
2995,1579,Z17,623,5233.8,61,13,0.026
2996,537,Z12,707,17243.9,15,3,0.006
2997,1219,Z18,507,6670.1,139,4,0.008
2998,43,Z20,543,15509.9,116,11,0.022
2999,1491,Z15,621,10670.5,115,3,0.006
3000,589,Z15,1065,12649.6,84,20,0.04
3001,652,Z5,874,13197.0,125,11,0.022
3002,125,Z19,916,7082.5,34,3,0.006
3003,1019,Z11,1143,48.6,31,57,0.114
3004,1233,Z14,563,7444.8,167,6,0.012
3005,309,Z8,877,13635.0,10,13,0.026
3006,1599,Z18,253,93.4,179,94,0.188
3007,1711,Z12,207,13.6,50,62,0.124
3008,64,Z13,106,120.3,129,82,0.164
