record_id,intersection_id,approach_road_id,timestamp_min,queue_length_vehicles,avg_wait_time_sec,cycle_time_sec,green_time_sec
1735,145,3,354,18,111,150,55
1736,115,1,1107,24,175,90,46
1737,79,2,635,29,51,60,44
1738,153,4,1296,24,178,90,46
1739,294,4,975,22,23,120,52
1740,264,2,125,27,25,150,64
1741,175,3,1402,17,74,150,54
1742,14,3,898,4,11,90,26
1743,169,4,345,9,143,120,39
1744,20,1,701,7,108,90,29
1745,208,3,273,16,76,90,38
1746,237,3,1220,0,164,60,15
1747,279,4,258,23,150,60,38
1748,173,4,368,11,20,60,26
1749,164,2,510,19,81,150,56
1750,224,2,12,11,61,60,26
1751,85,2,693,24,83,150,61
1752,90,2,526,11,161,60,26
1753,85,1,1129,14,126,120,44
1754,202,2,1301,19,150,120,49
1755,257,2,1371,18,180,150,55
1756,264,1,690,15,99,90,37
1757,241,3,903,2,162,90,24
1758,4,3,303,17,63,120,47
1759,199,1,311,21,38,150,58
1760,163,3,1012,1,80,120,31
1761,149,1,649,20,121,120,50
1762,254,4,136,0,114,90,22
1763,284,4,1166,45,12,60,50
1764,224,1,1005,8,16,60,23
1765,226,4,650,14,156,90,36
1766,29,1,1380,24,98,120,54
1767,204,3,933,4,149,150,41
1768,4,2,570,10,24,120,40
1769,118,1,15,3,22,60,18
1770,162,4,604,30,169,150,67
1771,93,3,1210,25,79,90,47
1772,133,3,384,17,141,120,47
1773,256,3,606,10,54,60,25
1774,5,2,516,40,114,60,50
1775,131,3,588,39,80,90,61
1776,270,2,99,12,82,150,49
1777,120,1,518,50,32,90,72
1778,193,3,448,28,82,90,50
1779,61,1,32,26,74,120,56
1780,26,4,1418,11,156,120,41
1781,67,1,1005,22,163,120,52
1782,147,3,1162,33,60,60,48
1783,156,4,300,3,69,150,40
1784,196,4,615,20,111,120,50
1785,41,4,1167,43,61,90,65
1786,214,3,1014,3,60,120,33
1787,283,4,643,25,147,150,62
1788,139,2,297,18,88,150,55
1789,41,4,227,30,164,120,60
1790,77,1,1052,38,62,120,68
1791,165,3,1096,49,45,60,50
1792,92,1,1122,47,125,90,69
1793,97,2,1260,6,47,60,21
1794,104,3,1088,35,105,90,57
1795,279,4,38,15,156,150,52
1796,181,2,1180,12,167,150,49
1797,171,2,4,26,15,90,48
1798,23,2,273,14,122,120,44
1799,43,3,883,1,79,150,38
1800,62,2,556,25,47,60,40
1801,106,2,253,5,45,60,20
1802,64,2,1259,1,110,120,31
1803,159,3,1328,10,102,60,25
1804,167,1,49,9,47,60,24
1805,189,1,684,25,147,90,47
1806,236,1,1328,24,167,120,54
1807,158,3,1407,29,81,90,51
1808,188,2,830,15,61,120,45
1809,19,4,121,24,10,60,39
1810,199,4,1185,19,33,90,41
1811,78,3,862,11,29,60,26
1812,15,1,1215,23,15,60,38
1813,109,1,94,30,133,150,67
1814,149,3,215,20,61,120,50
1815,16,1,1293,30,142,120,60
1816,144,2,242,12,59,90,34
1817,16,1,567,45,125,90,67
1818,67,1,1116,15,60,60,30
1819,216,4,870,2,87,90,24
1820,86,4,1412,18,152,90,40
1821,63,3,1410,28,59,120,58
1822,135,3,492,45,54,120,75
1823,122,3,809,17,125,90,39
1824,258,2,1248,30,37,90,52
1825,75,4,215,5,87,90,27
1826,173,2,923,22,82,120,52
1827,77,1,1428,21,24,150,58
1828,51,3,468,58,161,150,95
1829,218,3,540,25,72,90,47
1830,203,1,413,23,77,60,38
1831,116,2,1073,59,158,120,89
1832,5,4,604,18,56,60,33
1833,226,3,880,24,109,90,46
1834,245,2,341,12,120,60,27
1835,247,1,817,28,113,60,43
1836,156,2,256,18,34,90,40
1837,4,4,889,8,133,120,38
1838,244,2,1408,1,137,150,38
1839,229,1,868,16,32,60,31
1840,141,1,110,20,36,60,35
1841,211,2,454,56,77,150,93
1842,7,2,867,28,152,90,50
1843,160,2,1096,22,152,60,37
1844,189,4,656,14,10,120,44
1845,45,2,1281,3,13,60,18
1846,156,1,111,0,122,120,30
1847,165,3,1120,53,19,90,75
1848,81,3,438,17,84,90,39
1849,190,3,245,2,62,120,32
1850,228,4,171,26,109,120,56
1851,48,1,75,10,105,150,47
1852,148,1,1053,51,110,60,50
1853,41,2,299,25,14,150,62
1854,86,3,855,20,58,120,50
1855,43,2,595,18,81,120,48
1856,95,1,211,30,93,90,52
1857,68,2,1031,57,73,120,87
1858,95,1,394,2,19,90,24
1859,49,4,471,39,114,90,61
1860,156,1,144,16,78,120,46
1861,179,4,854,0,117,120,30
1862,296,1,1278,3,163,90,25
1863,240,4,1007,21,40,150,58
1864,298,3,81,10,16,120,40
1865,4,2,1369,12,72,150,49
1866,158,1,389,26,102,90,48
1867,30,3,883,21,106,120,51
1868,23,4,1074,47,88,90,69
1869,6,2,817,10,168,120,40
1870,63,1,875,7,25,120,37
1871,52,2,1093,55,40,90,77
1872,133,2,1056,45,16,90,67
1873,264,1,150,11,30,150,48
1874,29,4,9,20,57,120,50
1875,222,3,160,2,155,60,17
1876,196,1,981,0,80,120,30
1877,144,2,775,23,114,150,60
1878,145,1,1217,26,60,120,56
1879,227,4,697,2,110,60,17
1880,61,3,340,18,21,120,48
1881,105,1,371,7,54,60,22
1882,15,4,517,51,66,90,73
1883,275,4,427,30,173,150,67
1884,214,1,940,2,168,150,39
1885,200,4,89,21,130,120,51
1886,208,1,1039,21,61,90,43
1887,119,3,575,24,84,150,61
1888,178,1,351,16,53,60,31
1889,62,3,1185,39,131,60,50
1890,176,1,956,25,47,120,55
1891,285,1,1237,16,17,150,53
1892,236,3,264,15,162,60,30
1893,40,1,544,16,151,60,31
1894,158,2,752,1,152,150,38
1895,42,1,642,12,140,120,42
1896,33,1,851,3,28,150,40
1897,22,4,1198,32,79,150,69
1898,257,3,1122,11,145,120,41
1899,241,3,565,25,130,90,47
1900,84,4,1081,45,162,150,82
1901,300,3,1104,35,14,120,65
1902,247,4,222,26,112,90,48
1903,148,2,31,22,129,60,37
1904,149,1,564,33,99,150,70
1905,77,2,507,41,110,60,50
1906,95,4,1086,30,153,60,45
1907,139,1,567,19,64,60,34
1908,94,1,395,1,34,60,16
1909,177,4,917,4,116,90,26
1910,97,2,778,24,20,150,61
1911,16,2,1281,4,73,120,34
1912,217,4,383,18,44,60,33
1913,208,2,1154,24,41,120,54
1914,13,4,478,11,98,60,26
1915,140,3,1075,16,138,90,38
1916,214,3,580,35,62,150,72
1917,156,2,1419,1,178,150,38
1918,299,1,619,3,152,120,33
1919,220,1,1221,12,174,90,34
1920,28,3,345,4,158,60,19
1921,67,1,131,22,32,90,44
1922,273,4,283,9,145,60,24
1923,173,3,1337,24,142,90,46
1924,264,1,879,22,116,90,44
1925,18,4,763,5,162,120,35
1926,75,1,954,24,127,90,46
1927,104,2,1347,30,113,150,67
1928,130,4,140,6,61,90,28
1929,115,2,948,19,92,90,41
1930,281,3,1296,3,71,120,33
1931,128,1,381,18,118,150,55
1932,32,2,976,1,85,60,16
1933,114,2,512,19,157,120,49
1934,222,4,219,9,113,120,39
1935,165,4,1318,13,65,60,28
1936,17,4,386,26,46,90,48
1937,76,3,564,14,138,90,36
1938,72,4,890,2,176,120,32
1939,190,1,880,30,20,90,52
1940,17,4,217,18,157,150,55
1941,295,2,361,25,39,120,55
1942,211,3,70,22,139,120,52
1943,286,3,268,27,156,60,42
1944,65,4,658,5,173,150,42
1945,239,2,1054,53,107,120,83
1946,12,1,1327,16,48,150,53
1947,30,4,1429,21,93,150,58
1948,239,1,536,50,47,60,50
1949,208,2,855,22,42,90,44
1950,119,2,202,21,119,60,36
1951,257,2,622,4,102,150,41
1952,74,4,1359,23,107,150,60
1953,142,3,1368,16,59,90,38
1954,46,3,431,40,55,60,50
1955,92,1,377,7,11,90,29
1956,34,3,1186,42,150,150,79
1957,16,4,188,20,131,150,57
1958,121,1,262,7,179,120,37
1959,107,2,147,16,35,150,53
1960,161,4,636,30,37,60,45
1961,182,4,1137,45,139,60,50
1962,125,4,1289,15,85,150,52
1963,188,4,889,22,19,150,59
1964,41,4,804,9,59,60,24
1965,18,1,27,23,119,90,45
1966,288,2,228,22,100,60,37
1967,208,3,443,58,70,60,50
1968,54,3,62,1,57,60,16
1969,185,4,310,12,110,150,49
1970,212,3,1015,2,143,90,24
1971,173,2,883,24,162,150,61
1972,100,2,45,28,176,150,65
1973,13,1,1094,43,30,90,65
1974,22,4,39,4,146,90,26
1975,208,2,33,14,37,120,44
1976,87,1,339,27,174,120,57
1977,279,2,1287,25,89,60,40
1978,210,1,211,29,20,120,59
1979,237,1,281,11,83,60,26
1980,13,4,833,13,15,120,43
1981,263,2,958,4,134,90,26
1982,155,1,1107,28,156,120,58
1983,142,2,3,20,43,150,57
1984,211,1,658,26,77,60,41
1985,39,2,1174,48,174,90,70
1986,6,3,587,60,13,120,90
1987,227,2,91,29,123,60,44
1988,272,4,404,23,166,150,60
1989,160,4,1410,5,92,60,20
1990,154,4,1065,38,51,120,68
1991,135,3,649,20,84,120,50
1992,101,4,1054,29,59,120,59
1993,17,2,1126,22,144,60,37
1994,252,1,972,9,152,60,24
1995,84,1,1435,24,51,90,46
1996,262,3,386,25,63,90,47
1997,7,3,213,27,138,120,57
1998,63,4,712,15,168,120,45
1999,218,2,222,9,115,150,46
2000,187,4,696,27,81,60,42
2001,43,2,1339,6,170,120,36
2002,233,4,956,15,79,150,52
2003,101,3,290,2,44,120,32
2004,127,2,1174,29,53,120,59
2005,14,2,314,13,145,120,43
2006,112,3,929,1,133,90,23
2007,218,1,1362,11,78,60,26
2008,116,2,970,13,175,90,35
2009,34,3,19,9,87,150,46
2010,273,2,594,35,38,150,72
2011,18,4,537,51,24,60,50
2012,290,3,230,14,167,120,44
2013,10,1,302,17,23,90,39
2014,214,2,961,30,120,60,45
2015,113,2,159,26,68,120,56
2016,56,1,452,42,77,150,79
2017,7,4,156,29,140,60,44
2018,158,2,50,16,67,60,31
2019,220,4,822,26,14,150,63
2020,130,2,649,4,135,150,41
2021,154,2,1253,5,59,90,27
2022,81,3,1150,45,154,60,50
2023,222,2,1076,39,140,150,76
2024,116,2,992,13,43,120,43
2025,144,3,1419,17,61,60,32
2026,34,1,646,11,31,150,48
2027,19,4,147,11,145,90,33
2028,193,1,1042,30,60,150,67
2029,223,3,791,24,140,120,54
2030,50,4,1329,21,94,150,58
2031,97,2,1319,9,17,120,39
2032,259,1,172,13,113,150,50
2033,159,3,120,26,96,90,48
2034,95,4,158,8,103,120,38
2035,287,1,233,18,18,120,48
2036,32,2,419,8,18,90,30
2037,272,3,673,13,81,150,50
2038,179,4,670,13,70,120,43
2039,221,3,1128,58,117,60,50
2040,257,1,414,1,133,120,31
2041,212,1,177,29,111,90,51
2042,79,2,1021,42,91,120,72
2043,156,4,663,0,57,150,37
2044,1,3,17,18,164,150,55
2045,284,2,335,19,94,120,49
2046,272,1,336,24,61,120,54
2047,197,2,878,6,106,60,21
2048,282,2,1412,30,169,120,60
2049,200,4,961,14,54,150,51
2050,68,3,1297,1,29,90,23
2051,125,1,1085,20,63,120,50
2052,60,4,18,7,150,90,29
2053,187,4,1328,12,147,150,49
2054,257,1,966,16,67,90,38
2055,171,3,144,27,136,150,64
2056,90,3,824,14,76,60,29
2057,39,3,708,9,69,120,39
2058,192,4,1181,20,65,150,57
2059,280,3,867,0,166,90,22
2060,76,1,1353,23,162,150,60
2061,16,2,353,25,132,90,47
2062,150,3,620,13,109,150,50
2063,295,4,563,10,160,150,47
2064,172,4,1029,41,127,90,63
2065,268,3,886,12,64,60,27
2066,201,1,870,20,100,120,50
2067,230,1,232,8,174,60,23
2068,4,3,525,32,162,120,62
2069,290,2,591,21,131,150,58
2070,62,3,1259,12,64,120,42
2071,12,1,1146,58,84,90,80
2072,56,2,1364,28,34,150,65
2073,168,4,321,26,43,60,41
2074,149,1,206,23,52,90,45
2075,15,4,860,17,40,120,47
2076,266,1,1298,14,49,90,36
2077,260,4,825,2,65,150,39
2078,35,1,479,32,44,60,47
2079,54,3,61,18,60,60,33
2080,31,1,720,2,57,150,39
2081,226,1,326,15,134,60,30
2082,70,4,460,33,136,90,55
2083,64,1,950,6,118,150,43
2084,232,3,550,53,94,60,50
2085,130,3,562,11,91,90,33
2086,62,1,860,21,156,90,43
2087,274,2,251,14,113,90,36
2088,112,3,1234,22,101,120,52
2089,130,2,1198,28,170,60,43
2090,94,1,1053,28,127,150,65
2091,224,2,1109,43,50,120,73
2092,166,2,476,17,131,60,32
2093,239,1,800,18,86,150,55
2094,130,3,818,13,107,90,35
2095,108,3,943,15,143,90,37
2096,219,4,617,17,156,150,54
2097,244,1,864,9,112,120,39
2098,289,1,929,21,130,150,58
2099,198,4,706,26,14,120,56
2100,77,1,624,18,54,150,55
2101,213,3,593,17,120,90,39
2102,65,4,1051,59,43,120,89
2103,193,3,830,7,83,120,37
2104,58,3,1401,21,52,90,43
2105,127,2,1150,47,149,120,77
2106,288,1,488,58,166,120,88
2107,144,3,449,52,55,90,74
2108,202,4,1160,14,132,120,44
2109,224,4,543,11,133,60,26
2110,113,2,194,13,97,150,50
2111,232,4,595,27,54,120,57
2112,176,4,572,20,175,60,35
2113,84,1,1361,8,33,60,23
2114,165,1,94,30,177,120,60
2115,178,3,597,22,176,90,44
2116,37,3,199,19,97,90,41
2117,174,1,376,23,72,90,45
2118,60,1,1030,13,161,90,35
2119,297,2,564,44,178,120,74
2120,83,1,733,25,99,120,55
2121,160,4,1027,32,94,60,47
2122,187,3,364,5,16,90,27
2123,168,3,218,6,50,90,28
2124,59,3,426,52,56,90,74
2125,117,3,915,8,131,120,38
2126,211,1,1297,17,114,60,32
2127,156,1,879,4,129,60,19
2128,298,1,715,12,69,60,27
2129,219,1,79,26,130,60,41
2130,235,2,1105,11,86,150,48
2131,214,3,247,24,73,90,46
2132,84,4,1023,43,141,90,65
2133,12,3,1268,25,159,60,40
2134,236,3,876,28,179,90,50
2135,84,3,1027,32,147,90,54
2136,177,4,1197,49,69,120,79
2137,87,1,265,8,129,90,30
2138,247,3,679,20,33,150,57
2139,151,3,828,3,139,60,18
2140,109,2,800,18,143,120,48
2141,134,3,1125,48,110,90,70
2142,284,2,749,8,55,150,45
2143,185,1,333,18,53,90,40
2144,185,4,218,10,175,60,25
2145,214,4,86,25,74,120,55
2146,222,2,1051,38,81,90,60
2147,17,2,43,11,66,90,33
2148,173,2,852,25,138,120,55
2149,103,2,5,6,85,150,43
2150,286,1,1172,58,69,90,80
2151,126,3,1380,18,162,150,55
2152,145,4,1108,56,45,120,86
2153,246,1,1111,42,177,150,79
2154,299,4,1378,6,27,60,21
2155,270,2,273,18,13,60,33
2156,54,4,849,20,40,60,35
2157,155,2,198,24,126,90,46
2158,244,4,49,22,81,60,37
2159,214,4,1266,19,68,90,41
2160,175,1,558,40,82,60,50
2161,292,2,482,20,165,120,50
2162,17,1,522,47,101,90,69
2163,93,4,913,1,84,150,38
2164,70,3,841,14,16,90,36
2165,174,4,377,15,141,90,37
2166,247,1,593,18,144,120,48
2167,109,1,676,6,173,90,28
2168,261,2,403,15,165,60,30
2169,36,3,932,3,165,150,40
2170,117,1,1095,34,96,90,56
2171,90,4,876,17,72,60,32
2172,241,4,425,12,100,90,34
2173,291,3,1405,13,116,120,43
2174,99,1,1013,11,158,120,41
2175,253,3,1239,5,121,120,35
2176,221,3,290,1,32,120,31
2177,49,4,413,29,60,150,66
2178,225,3,453,24,50,120,54
2179,244,4,1290,26,18,60,41
2180,101,2,613,25,14,90,47
2181,217,4,1323,1,170,60,16
2182,137,2,1080,23,172,90,45
2183,299,3,271,24,67,90,46
2184,264,2,226,23,122,60,38
2185,252,3,415,28,178,90,50
2186,56,3,860,20,55,120,50
2187,8,1,1333,16,53,120,46
2188,222,3,893,27,85,90,49
2189,148,4,383,22,168,120,52
2190,218,3,826,27,88,150,64
2191,195,3,833,20,171,60,35
2192,78,3,1059,41,64,60,50
2193,47,3,689,12,76,90,34
2194,42,1,147,29,34,120,59
2195,74,1,285,15,179,60,30
2196,143,3,786,9,148,90,31
2197,87,1,252,16,54,60,31
2198,294,2,68,3,20,90,25
2199,144,4,353,14,132,150,51
2200,291,3,877,8,79,90,30
2201,139,1,127,10,76,90,32
2202,1,3,251,24,108,150,61
2203,92,3,441,41,163,60,50
2204,70,3,805,25,127,150,62
2205,185,3,1270,4,114,90,26
2206,40,3,545,43,85,60,50
2207,121,1,1388,25,76,60,40
2208,16,2,843,8,73,120,38
2209,77,1,565,40,29,90,62
2210,35,2,1085,42,26,150,79
2211,227,1,132,19,128,90,41
2212,236,3,1377,21,127,90,43
2213,115,1,502,59,167,90,80
2214,207,4,1359,6,72,150,43
2215,130,4,418,21,56,60,36
2216,200,4,856,9,99,120,39
2217,71,3,1308,23,10,90,45
2218,162,1,1369,13,166,150,50
2219,290,1,561,41,114,150,78
2220,129,2,414,6,96,150,43
2221,15,3,226,2,36,150,39
2222,135,2,176,17,42,90,39
2223,91,2,1383,25,78,120,55
2224,264,2,265,19,154,150,56
2225,270,1,471,27,107,60,42
2226,4,1,745,13,57,60,28
2227,154,2,48,23,80,120,53
2228,54,1,1287,19,35,150,56
2229,173,4,893,28,69,120,58
2230,284,1,986,17,133,90,39
2231,23,3,582,50,82,150,87
2232,243,4,1117,55,176,60,50
2233,37,1,409,7,171,150,44
2234,80,1,403,24,44,90,46
2235,273,4,186,26,43,90,48
2236,140,2,923,19,112,90,41
2237,194,4,272,5,61,90,27
2238,272,1,811,10,140,150,47
2239,285,4,929,0,174,120,30
2240,90,3,792,24,21,90,46
2241,55,2,853,24,36,90,46
2242,155,1,1035,22,84,120,52
2243,174,4,471,48,131,90,70
2244,133,4,284,7,26,90,29
2245,134,3,1430,24,75,90,46
2246,103,2,1000,7,32,60,22
2247,185,4,1023,51,100,90,73
2248,39,3,1400,9,88,120,39
2249,28,4,1329,27,173,150,64
2250,279,4,420,24,179,60,39
2251,205,4,329,11,132,60,26
2252,24,1,846,1,18,120,31
2253,8,2,565,17,132,60,32
2254,119,1,825,16,46,90,38
2255,265,1,1230,21,41,150,58
2256,142,2,1187,36,23,150,73
2257,251,4,1025,39,50,60,50
2258,224,3,1,12,169,120,42
2259,22,1,675,4,63,120,34
2260,169,1,1276,13,80,60,28
2261,146,2,1312,6,133,150,43
2262,199,3,917,26,49,90,48
2263,36,2,387,6,156,150,43
2264,42,2,1049,39,121,60,50
2265,298,4,352,20,98,60,35
2266,220,3,1384,28,44,60,43
2267,187,3,919,6,81,90,28
2268,276,2,168,10,89,120,40
2269,97,3,372,11,105,120,41
2270,143,4,1394,19,17,120,49
2271,251,2,335,29,24,120,59
2272,151,3,449,44,62,60,50
2273,144,2,998,5,122,120,35
2274,95,1,1214,27,71,90,49
2275,9,4,39,4,85,90,26
2276,35,1,515,52,44,120,82
2277,170,2,1043,29,45,60,44
2278,82,1,423,15,116,60,30
2279,35,4,808,5,14,90,27
2280,109,1,293,11,89,60,26
2281,169,4,350,1,68,60,16
2282,215,2,1288,29,130,150,66
2283,73,2,384,30,107,120,60
2284,4,1,537,46,166,90,68
2285,138,3,821,7,60,150,44
2286,188,2,881,9,61,120,39
2287,255,4,218,14,137,120,44
2288,38,2,1181,17,112,120,47
2289,234,2,1008,13,20,150,50
2290,87,3,511,29,97,60,44
2291,46,4,757,14,17,150,51
2292,125,2,182,27,164,150,64
2293,48,1,140,0,13,120,30
2294,3,1,434,52,137,150,89
2295,116,4,175,2,83,150,39
2296,146,1,1096,41,53,90,63
2297,153,4,1039,51,18,90,73
2298,177,2,1051,56,59,120,86
2299,26,3,1041,45,148,60,50
2300,106,3,438,19,55,60,34
2301,199,3,972,21,10,120,51
2302,252,4,990,19,75,120,49
2303,170,3,830,21,146,150,58
2304,137,2,1240,21,146,150,58
2305,151,3,88,17,131,90,39
2306,63,1,925,12,100,150,49
2307,98,1,254,23,34,150,60
2308,290,2,1185,48,45,60,50
2309,225,2,220,8,173,90,30
2310,292,1,1140,18,116,150,55
2311,1,1,1352,27,171,60,42
2312,82,2,1112,36,136,90,58
2313,47,4,495,21,137,150,58
2314,4,1,711,16,111,90,38
2315,229,3,464,42,33,120,72
2316,120,1,36,6,99,90,28
2317,159,3,894,29,133,150,66
2318,206,4,436,22,35,150,59
2319,232,1,510,18,40,60,33
2320,37,1,937,0,154,90,22
2321,47,4,134,20,72,120,50
2322,161,3,1386,1,14,150,38
2323,103,3,267,9,27,150,46
2324,9,3,227,6,178,60,21
2325,125,3,1080,20,75,120,50
2326,249,3,1186,59,46,60,50
2327,296,1,1283,17,19,60,32
2328,86,1,810,0,101,90,22
2329,126,3,674,7,126,150,44
2330,210,4,1009,8,107,60,23
2331,103,4,765,2,151,120,32
2332,82,4,442,39,68,60,50
2333,272,4,1356,11,21,60,26
2334,143,4,563,35,121,60,50
2335,273,4,572,57,26,150,94
2336,246,4,471,36,171,120,66
2337,181,1,1106,11,116,150,48
2338,110,2,1368,27,111,150,64
2339,10,1,136,21,108,90,43
2340,67,1,234,30,147,120,60
2341,283,4,908,6,52,90,28
2342,83,1,405,7,110,150,44
2343,293,3,247,14,121,120,44
2344,24,2,840,3,156,150,40
2345,259,2,156,17,119,120,47
2346,122,3,413,18,145,120,48
2347,12,3,1424,11,87,150,48
2348,9,3,910,21,167,120,51
2349,27,2,536,60,104,60,50
2350,13,2,662,17,58,150,54
2351,86,3,1403,4,162,90,26
2352,169,1,1350,28,89,60,43
2353,19,3,633,30,43,120,60
2354,149,4,944,1,87,60,16
2355,13,2,1119,49,34,120,79
2356,300,2,1429,24,179,150,61
2357,241,2,146,5,120,90,27
2358,24,1,989,2,76,150,39
2359,76,4,162,24,48,120,54
2360,160,3,942,13,110,150,50
2361,132,1,900,7,148,60,22
2362,268,2,488,45,71,120,75
2363,266,2,821,17,147,120,47
2364,185,4,1035,27,56,120,57
2365,160,1,679,19,45,150,56
2366,149,1,490,60,22,60,50
2367,182,3,409,15,132,120,45
2368,31,4,830,7,16,60,22
2369,294,4,644,11,155,150,48
2370,93,4,691,11,119,60,26
2371,27,1,22,3,138,60,18
2372,94,1,23,23,74,90,45
2373,1,3,1401,20,98,150,57
2374,85,2,1376,30,21,150,67
2375,268,2,1007,27,162,60,42
2376,134,3,420,19,97,120,49
2377,141,1,1087,52,173,90,74
2378,279,1,585,21,28,90,43
2379,284,1,1105,32,67,90,54
2380,99,4,1347,15,134,120,45
2381,299,4,595,57,178,60,50
2382,86,1,34,4,113,90,26
2383,275,1,798,17,106,150,54
2384,82,4,428,25,44,60,40
2385,103,1,584,27,168,120,57
2386,291,2,977,1,39,120,31
2387,128,2,356,22,95,120,52
2388,291,2,1410,26,158,150,63
2389,105,4,341,8,77,90,30
2390,172,1,535,58,105,150,95
2391,99,2,522,36,32,150,73
2392,198,3,351,3,116,120,33
2393,90,1,891,4,176,120,34
2394,175,4,1097,26,71,120,56
2395,69,3,1124,53,131,150,90
2396,285,3,1340,17,25,90,39
2397,173,1,329,22,65,90,44
2398,116,1,962,26,134,90,48
2399,85,1,362,29,124,120,59
2400,100,1,990,9,60,120,39
2401,145,2,324,3,24,120,33
2402,50,2,393,6,53,60,21
2403,288,3,29,9,141,120,39
2404,181,4,1093,32,96,90,54
2405,14,1,1158,23,94,60,38
2406,160,2,141,7,121,60,22
2407,117,4,650,2,155,60,17
2408,161,4,1026,53,84,90,75
2409,82,3,1288,13,34,60,28
2410,52,3,766,3,18,150,40
2411,129,3,1302,13,95,120,43
2412,50,1,601,27,50,120,57
2413,175,4,74,17,38,90,39
2414,165,3,695,10,177,60,25
2415,208,3,812,19,78,150,56
2416,202,1,973,30,178,90,52
2417,280,2,1314,19,126,90,41
2418,20,2,772,23,67,120,53
2419,102,4,1294,3,161,150,40
2420,54,1,1289,26,126,120,56
2421,75,4,1341,23,65,60,38
2422,186,4,390,5,36,90,27
2423,144,2,37,20,161,120,50
2424,260,2,657,6,44,60,21
2425,266,1,1109,57,160,90,79
2426,237,4,879,5,13,90,27
2427,70,1,1258,3,174,120,33
2428,87,2,267,3,171,60,18
2429,164,3,794,14,96,90,36
2430,56,4,1062,15,104,60,30
2431,236,1,1372,15,124,90,37
2432,22,1,1328,7,98,60,22
2433,290,4,1425,1,148,120,31
2434,216,2,791,8,129,150,45
2435,282,4,1053,35,146,90,57
2436,260,3,938,27,172,60,42
2437,28,3,377,13,45,150,50
2438,105,2,588,31,66,120,61
2439,159,2,131,1,37,120,31
2440,77,4,1012,3,15,60,18
2441,215,1,1049,16,157,120,46
2442,209,3,1355,17,79,90,39
2443,259,1,1033,47,71,150,84
2444,205,3,565,48,58,120,78
2445,147,3,1386,16,126,60,31
2446,228,1,465,16,26,90,38
2447,26,2,224,30,136,90,52
2448,24,3,1142,51,65,60,50
2449,294,1,88,26,150,60,41
2450,112,2,879,18,14,60,33
2451,175,1,9,13,94,120,43
2452,14,3,623,5,154,150,42
2453,177,3,985,10,10,120,40
2454,25,4,481,57,97,60,50
2455,230,3,300,6,178,150,43
2456,197,3,1354,14,134,60,29
2457,248,2,1264,6,137,90,28
2458,286,4,836,16,69,90,38
2459,227,1,350,14,24,60,29
2460,289,1,518,54,129,90,76
2461,76,3,887,3,175,120,33
2462,141,4,1014,10,95,60,25
2463,130,1,312,28,62,90,50
2464,78,2,70,23,64,60,38
2465,72,2,616,26,152,120,56
2466,34,1,1113,39,79,90,61
2467,92,2,730,24,146,120,54
2468,57,2,866,15,78,60,30
2469,44,4,220,1,118,60,16
2470,52,1,808,12,81,60,27
2471,174,2,926,13,153,120,43
2472,105,3,967,5,43,120,35
2473,114,1,399,18,121,150,55
2474,97,4,250,11,165,120,41
2475,299,3,1305,17,138,60,32
2476,70,3,1259,19,155,90,41
2477,10,1,814,22,157,150,59
2478,233,1,807,15,84,120,45
2479,39,1,864,8,91,120,38
2480,170,3,1258,24,46,60,39
2481,285,1,470,45,71,120,75
2482,247,3,1353,19,66,60,34
2483,193,3,1391,0,43,150,37
2484,174,2,1083,50,135,60,50
2485,16,1,151,26,134,150,63
2486,175,2,298,5,151,60,20
2487,31,4,997,16,34,90,38
2488,131,2,1051,60,133,60,50
2489,149,1,842,1,94,120,31
2490,1,1,1074,51,173,60,50
2491,16,1,292,20,41,150,57
2492,164,3,1279,30,104,150,67
2493,82,3,663,18,20,60,33
2494,216,3,1063,23,45,150,60
2495,125,2,113,8,108,90,30
2496,175,4,1203,29,34,60,44
2497,195,1,455,56,127,60,50
2498,140,2,276,30,128,150,67
2499,242,2,384,5,131,150,42
2500,124,2,1239,23,83,150,60
2501,236,1,504,12,144,150,49
2502,249,2,1315,29,47,60,44
2503,260,1,1412,17,118,60,32
2504,137,3,73,7,106,150,44
2505,195,3,739,11,50,150,48
2506,238,1,783,17,135,60,32
2507,130,2,146,16,173,120,46
2508,90,4,659,27,159,150,64
2509,96,4,1236,4,73,120,34
2510,150,2,169,18,62,120,48
2511,75,4,412,16,112,150,53
2512,6,2,1355,30,148,150,67
2513,86,3,1209,8,71,120,38
2514,232,1,1214,16,41,60,31
2515,159,4,115,27,137,60,42
2516,102,4,1386,23,140,120,53
2517,203,4,416,20,145,60,35
2518,65,2,617,0,172,150,37
2519,278,1,943,27,109,150,64
2520,263,3,969,12,48,150,49
2521,169,4,188,4,178,90,26
2522,67,2,1429,30,113,120,60
2523,290,3,123,26,173,60,41
2524,51,4,755,24,106,150,61
2525,158,2,931,18,167,120,48
2526,240,2,1104,31,71,120,61
2527,184,4,994,28,104,60,43
2528,280,1,1044,35,28,150,72
2529,80,2,824,12,106,150,49
2530,205,1,959,22,54,90,44
2531,87,2,85,27,163,60,42
2532,76,4,31,3,12,60,18
2533,109,2,205,22,177,60,37
2534,260,2,642,24,89,90,46
2535,12,2,1035,59,24,90,80
2536,193,3,318,20,170,60,35
2537,71,1,715,15,40,120,45
2538,90,2,1330,28,10,120,58
2539,256,3,549,49,17,90,71
