segment_id,pipe_id,from_node,to_node,length_m,diameter_mm,flow_lps,pressure_bar
1875,1470,110,28,2007,200,181.57,3.72
1876,257,7,100,2589,400,180.98,3.46
1877,1176,379,370,1312,200,160.95,5.11
1878,1401,58,203,745,150,4.97,2.98
1879,573,119,438,1650,150,171.02,1.73
1880,1179,370,330,2259,300,137.45,2.33
1881,1943,107,488,286,200,44.01,3.47
1882,305,458,112,2179,250,188.93,2.48
1883,1161,498,269,371,200,156.02,2.79
1884,1804,317,346,157,250,55.16,5.3
1885,904,422,427,591,150,157.93,3.01
1886,573,46,330,2325,300,143.01,3.55
1887,846,195,49,1419,200,64.35,3.77
1888,58,156,412,2500,250,107.37,4.87
1889,1332,169,149,141,250,14.22,1.99
1890,582,94,427,2227,150,174.23,3.87
1891,1584,109,134,723,150,76.6,5.93
1892,2,289,99,2267,400,181.3,3.09
1893,615,173,220,340,250,45.89,2.68
1894,1926,329,190,460,100,37.68,4.45
1895,1687,339,474,404,300,190.68,1.52
1896,36,68,91,323,150,134.39,5.32
1897,1722,491,250,905,300,34.63,3.52
1898,819,202,86,1119,150,190.93,1.87
1899,1824,207,440,2000,400,174.61,3.59
1900,374,469,267,389,100,131.7,3.65
1901,1305,141,430,2812,200,100.67,3.96
1902,1240,236,272,1183,100,78.39,3.64
1903,908,296,94,371,150,177.92,4.12
1904,1961,57,20,346,400,8.11,5.86
1905,705,484,470,2607,200,150.64,5.05
1906,330,264,78,2640,150,168.44,3.71
1907,1777,276,159,320,400,166.81,3.38
1908,1011,282,192,737,300,157.29,3.7
1909,1490,260,446,2340,400,123.69,4.19
1910,264,450,257,871,300,101.88,3.72
1911,82,62,124,620,400,195.79,2.67
1912,1379,324,373,1507,200,27.0,5.05
1913,412,169,64,2576,300,196.86,4.94
1914,781,471,255,1888,100,78.15,1.57
1915,241,499,495,890,400,154.37,1.7
1916,18,284,142,816,100,197.81,2.21
1917,1783,459,38,1909,100,195.95,5.26
1918,1911,301,76,2977,100,107.69,3.08
1919,360,217,282,718,400,118.12,1.46
1920,1165,345,225,2941,100,159.85,2.35
1921,233,452,388,2200,300,154.75,3.98
1922,1958,116,150,2462,100,16.61,4.47
1923,602,258,357,1705,100,152.22,2.32
1924,1774,480,50,1735,100,86.33,1.55
1925,1149,103,488,2274,100,198.74,2.95
1926,389,187,31,178,200,151.64,3.2
1927,803,36,189,1838,400,84.18,3.21
1928,1740,121,179,2582,250,35.91,4.34
1929,41,463,175,1157,400,58.92,4.48
1930,165,157,75,349,400,148.6,4.47
1931,486,427,16,484,400,190.65,5.82
1932,382,207,239,2644,250,62.95,2.0
1933,654,84,209,2766,300,129.22,2.98
1934,1630,229,137,2979,300,180.34,1.56
1935,1413,295,263,2993,200,44.46,4.35
1936,869,239,342,1242,200,113.13,4.55
1937,925,363,456,316,300,2.38,2.91
1938,1421,75,55,1305,300,10.57,1.68
1939,306,246,188,1055,100,62.52,4.84
1940,196,281,445,1538,200,130.31,5.05
1941,318,60,394,810,250,17.5,1.55
1942,1553,32,34,1826,300,23.61,2.78
1943,720,424,96,2558,300,158.71,1.9
1944,1710,334,280,1176,250,28.83,1.9
1945,1112,112,175,2271,300,187.93,1.52
1946,839,485,115,1744,200,53.39,4.88
1947,899,475,7,1622,400,132.54,2.85
1948,1911,135,331,1695,100,23.91,4.63
1949,1974,213,184,895,200,197.83,2.33
1950,1205,28,485,99,150,174.47,5.45
1951,100,110,286,159,100,168.48,2.76
1952,179,330,330,2777,200,116.16,1.16
1953,478,472,137,2601,200,187.53,4.55
1954,1213,462,189,582,150,47.81,4.83
1955,144,161,329,2250,300,5.95,3.68
1956,542,291,417,1928,150,6.77,2.62
1957,1636,420,293,2839,250,80.54,2.21
1958,1584,66,68,2527,100,72.66,5.28
1959,407,268,98,1615,200,195.98,2.32
1960,1508,101,207,534,400,125.23,3.55
1961,1560,88,300,690,400,50.83,4.92
1962,1873,427,15,1388,300,16.95,1.85
1963,866,151,458,141,100,24.98,1.73
1964,1673,217,189,2528,200,35.13,4.35
1965,976,230,66,744,250,184.1,1.39
1966,1404,256,311,1402,200,107.22,4.85
1967,1085,334,449,165,100,32.29,2.97
1968,1134,73,407,1155,150,55.9,5.06
1969,27,211,500,2308,150,13.3,5.38
1970,1394,253,356,626,200,142.26,4.64
1971,741,172,121,2326,300,85.66,2.95
1972,856,106,294,2059,250,32.07,1.76
1973,1047,58,470,1851,200,30.37,4.19
1974,451,96,492,460,150,59.61,2.41
1975,1265,372,468,1577,300,166.31,3.73
1976,533,295,98,1886,250,187.51,1.78
1977,1527,254,48,2189,200,86.38,4.88
1978,1155,427,7,2488,400,134.55,1.47
1979,252,144,378,2086,250,132.5,3.06
1980,1835,279,340,1855,150,111.95,4.21
1981,1492,137,435,2670,150,67.99,1.27
1982,526,356,25,333,150,80.52,3.59
1983,761,246,290,2817,250,106.37,3.9
1984,266,422,425,1106,150,162.79,4.74
1985,411,184,413,505,400,130.76,3.55
1986,1310,76,44,2493,150,119.58,4.79
1987,1342,457,80,990,300,17.75,3.44
1988,1044,274,160,2898,300,123.3,5.3
1989,1697,206,228,1442,200,162.48,5.05
1990,133,412,8,2999,300,161.44,3.47
1991,1129,386,327,898,400,87.96,2.72
1992,1375,353,290,2850,100,102.14,2.54
1993,1559,369,35,1507,100,102.94,1.52
1994,596,436,117,504,100,174.42,2.5
1995,140,303,373,1915,400,117.71,4.26
1996,1229,361,19,1035,200,81.03,4.46
1997,14,14,210,260,150,92.16,5.71
1998,1897,195,223,2378,150,193.6,5.18
1999,1501,144,335,168,200,119.82,5.75
2000,495,195,312,484,200,48.81,2.78
2001,952,169,145,371,300,155.17,5.32
2002,1877,451,382,1822,200,161.09,5.48
2003,567,251,24,824,300,155.58,2.38
2004,1351,3,108,403,200,128.11,5.17
2005,253,8,295,2036,300,26.05,4.15
2006,1498,346,199,112,200,33.8,2.96
2007,827,318,305,1612,250,166.69,3.94
2008,1267,67,370,2958,250,84.84,4.6
2009,1542,303,189,2268,150,25.47,2.27
2010,1485,15,115,2650,100,96.72,2.08
2011,927,19,48,713,100,18.42,2.82
2012,1196,171,280,1955,100,152.59,5.3
2013,1361,492,18,2785,300,174.42,3.73
2014,1607,1,397,1690,250,75.56,3.62
2015,1904,101,143,2841,250,167.23,1.35
2016,1656,231,42,380,400,139.16,4.81
2017,708,256,89,527,150,196.27,5.53
2018,1006,262,110,2596,400,111.84,3.24
2019,1273,52,229,2725,150,86.05,5.37
2020,395,112,142,2936,300,143.52,3.57
2021,260,174,383,1271,100,101.15,4.83
2022,1022,29,246,1298,400,30.41,4.82
2023,666,236,5,2661,100,116.29,5.22
2024,1300,460,235,2541,300,43.39,4.59
2025,1328,395,415,2661,300,116.99,3.2
2026,421,66,254,356,250,44.45,4.35
2027,747,369,123,295,400,66.69,2.51
2028,1664,332,237,1639,200,175.87,2.71
2029,1601,338,81,1483,300,121.18,5.31
2030,519,130,461,2154,250,60.45,5.64
2031,147,305,250,2775,150,90.44,2.55
2032,817,279,487,2134,250,112.2,5.2
2033,390,490,452,1680,300,164.11,2.97
2034,1960,377,372,2379,100,15.77,5.14
2035,1279,201,395,2950,300,106.51,3.1
2036,1551,319,310,1405,400,142.31,2.52
2037,898,245,402,2090,250,20.2,3.31
2038,327,279,93,2386,300,115.67,4.61
2039,1689,56,400,744,150,167.19,4.57
2040,1802,438,50,428,100,50.12,2.61
2041,1659,142,398,1159,150,111.52,3.65
2042,1857,425,86,2935,250,45.71,2.16
2043,1302,134,298,1253,150,61.16,1.89
2044,1264,328,435,2691,150,35.73,3.0
2045,1905,402,184,2419,300,106.97,4.23
2046,1612,487,197,2973,150,134.64,3.53
2047,248,330,489,1059,100,84.18,2.78
2048,893,62,439,2497,100,37.54,3.24
2049,970,364,182,272,250,136.19,4.5
2050,690,162,479,2883,150,119.69,1.8
2051,271,354,257,2936,150,35.14,3.23
2052,1939,103,207,2713,150,193.37,1.03
2053,938,417,496,447,400,115.18,3.3
2054,1708,438,190,2247,200,84.25,3.73
2055,1931,183,156,1988,400,164.85,1.19
2056,1345,99,316,2861,300,169.78,3.68
2057,989,478,261,2536,250,142.65,4.02
2058,418,354,381,1270,250,86.81,2.86
2059,147,14,307,1258,100,196.46,1.49
2060,1854,328,394,1649,400,199.89,1.05
2061,830,373,411,1586,400,91.53,1.52
2062,616,389,317,2875,400,119.57,1.66
2063,1525,313,349,2245,200,109.14,2.02
2064,1187,401,18,2171,300,66.15,2.88
2065,1092,316,303,1291,400,190.55,5.51
2066,1699,317,86,1234,100,151.85,3.61
2067,1067,178,396,1923,150,76.22,2.24
2068,439,296,16,2919,300,107.97,3.26
2069,1377,143,368,2559,150,162.23,5.53
2070,673,335,273,725,300,132.24,5.58
2071,1955,103,103,1042,150,101.92,5.67
2072,286,173,88,1291,400,2.54,2.99
2073,1697,414,263,2640,150,199.02,2.27
2074,1577,192,310,741,150,122.87,1.74
2075,801,238,459,1576,300,35.6,1.7
2076,238,184,355,1660,400,93.19,2.52
2077,1484,318,462,1584,250,188.47,2.67
2078,275,144,330,1743,300,179.23,2.49
2079,993,229,269,2000,300,140.6,1.31
2080,57,136,424,2778,300,25.54,3.47
2081,1918,78,325,1871,300,21.95,4.48
2082,1249,123,241,429,200,85.41,5.03
2083,1940,25,383,1784,150,69.17,2.59
2084,1190,167,210,2822,100,90.06,3.98
2085,702,360,129,2288,150,42.95,2.19
2086,1701,14,140,1803,400,89.83,2.66
2087,1346,74,422,1074,150,96.93,2.81
2088,1645,292,295,137,100,61.78,4.45
2089,1146,318,56,1392,100,193.96,5.67
2090,1647,44,373,178,200,5.0,2.09
2091,699,73,355,2267,150,146.12,2.83
2092,1383,271,309,2039,300,60.13,2.45
2093,1135,176,432,1679,200,130.89,2.73
2094,402,257,27,1874,400,93.67,1.86
2095,1670,491,161,1361,100,55.27,3.65
2096,385,342,136,331,150,75.94,4.63
2097,918,402,470,2044,250,126.96,3.67
2098,1245,500,58,2679,300,69.91,3.95
2099,1192,454,348,697,200,51.57,2.0
2100,1060,85,265,1931,250,47.03,5.54
2101,134,82,426,2538,100,130.74,3.96
2102,220,78,308,162,250,154.27,5.74
2103,442,350,432,2409,200,157.03,5.39
2104,1419,56,106,1544,250,198.38,2.64
2105,804,371,310,2539,250,24.32,2.94
2106,1132,114,279,1885,150,96.27,3.35
2107,702,172,296,781,200,127.27,2.8
2108,1731,15,329,750,100,61.82,3.78
2109,1543,74,112,514,150,28.21,5.73
2110,1221,241,493,1221,150,15.63,5.15
2111,1961,399,440,691,150,115.11,3.08
2112,1547,94,192,463,300,129.3,1.4
2113,1650,186,220,2667,400,106.63,2.56
2114,317,38,122,1409,150,61.01,3.73
2115,1644,231,96,2600,150,25.74,1.66
2116,922,259,495,374,100,87.21,4.43
2117,1041,33,229,2267,150,144.51,4.29
2118,463,133,160,1445,300,28.92,2.48
2119,205,141,362,1505,150,56.64,2.51
2120,361,420,9,2634,250,115.12,5.31
2121,1865,375,14,1503,400,37.71,4.85
2122,273,47,396,937,300,29.03,4.46
2123,1009,227,230,2968,200,181.86,3.32
2124,1579,138,364,1127,400,110.11,2.16
2125,1836,323,299,2068,300,118.72,3.01
2126,1566,292,136,1938,250,48.8,3.92
2127,3,38,217,2057,300,78.98,3.23
2128,997,361,78,315,150,82.05,4.49
2129,1267,317,398,2609,300,155.99,4.46
2130,1754,334,400,2716,250,160.18,4.98
2131,1530,251,133,599,250,74.06,1.89
2132,1353,142,370,46,200,42.84,3.58
2133,1357,154,409,548,150,100.13,2.33
2134,99,212,161,2318,200,173.56,5.33
2135,119,78,170,828,200,181.26,2.07
2136,174,257,436,1747,100,13.43,2.29
2137,1280,396,356,359,200,141.86,4.33
2138,1206,236,376,254,100,179.9,2.11
2139,256,251,66,2084,400,180.53,1.91
2140,369,176,296,2311,100,194.88,1.39
2141,1598,277,329,2954,300,163.33,4.4
2142,1984,240,463,1024,400,58.42,4.33
2143,1580,54,296,1312,300,6.94,2.91
2144,1615,259,177,160,250,75.3,2.82
2145,335,68,463,1286,250,65.1,2.08
2146,1896,14,412,288,400,121.06,1.86
2147,519,377,146,1899,100,5.01,3.13
2148,713,433,405,2036,100,44.92,1.96
2149,1958,247,486,2035,100,52.74,4.42
2150,496,463,119,1129,150,110.9,5.34
2151,1517,203,152,646,250,145.58,3.48
2152,1347,55,264,386,100,30.44,2.67
2153,1795,156,266,2077,200,149.26,1.5
2154,468,46,75,1313,300,173.07,4.05
2155,1942,428,32,1442,100,190.5,5.56
2156,1427,404,96,2952,400,170.81,2.03
2157,471,38,461,173,200,142.46,3.06
2158,884,268,299,2393,200,75.39,4.31
2159,1974,376,251,500,400,29.19,4.52
2160,844,120,140,241,300,16.11,2.79
2161,1925,308,330,2387,100,38.46,1.5
2162,1181,102,276,1036,400,99.58,1.99
2163,1812,54,403,1189,400,170.46,4.19
2164,1306,293,108,1917,200,15.57,2.03
2165,791,389,205,485,250,180.65,1.99
2166,440,380,119,1682,100,130.37,2.73
2167,163,367,25,2406,200,76.91,3.8
2168,886,488,6,533,250,106.16,4.69
2169,1189,493,347,1286,200,142.5,2.1
2170,950,193,327,1492,400,38.69,1.18
2171,1311,132,445,662,150,106.94,4.39
2172,666,372,314,115,150,32.14,4.1
2173,1303,97,196,1587,400,185.67,4.96
2174,1381,354,481,1959,150,87.28,5.22
2175,299,408,407,786,400,138.18,2.05
2176,1977,27,170,2946,250,130.77,3.4
2177,53,205,310,123,100,86.79,3.6
2178,1742,42,92,479,200,141.5,3.56
2179,1549,210,165,787,250,178.43,1.58
2180,1216,192,314,2984,150,25.89,3.32
2181,1178,342,223,1106,200,139.5,5.05
2182,1885,365,363,1572,300,100.65,4.47
2183,1787,407,229,2642,100,65.25,3.62
2184,1084,441,21,1957,150,14.04,2.01
2185,1918,10,360,928,300,104.61,2.14
2186,813,140,131,2517,150,180.53,5.07
2187,1377,466,373,2719,150,160.72,2.31
2188,649,444,73,2039,250,151.76,2.72
2189,839,480,361,1700,200,5.69,3.98
2190,1384,89,82,1589,100,187.12,5.27
2191,1350,181,354,688,150,157.34,3.35
2192,1344,194,13,132,150,3.38,3.83
2193,1017,96,37,639,250,115.91,4.37
2194,1534,131,11,2699,400,89.92,2.47
2195,379,80,266,219,100,55.71,2.75
2196,526,441,306,455,200,177.1,4.61
2197,1276,285,327,2940,100,103.93,1.05
2198,1079,184,139,714,400,112.35,2.41
2199,660,168,381,745,400,124.45,4.0
2200,62,87,29,1905,300,89.42,3.58
2201,748,261,108,2547,100,157.25,5.54
2202,888,436,114,1890,150,25.17,2.92
2203,733,40,223,1211,100,97.59,5.78
2204,1649,374,219,949,400,63.44,3.75
2205,1635,330,454,1172,100,111.75,2.08
2206,531,244,1,2081,400,150.02,1.6
2207,608,481,444,2956,400,94.76,3.14
2208,858,221,367,2452,150,103.05,1.39
2209,747,448,468,1827,100,77.59,5.23
2210,748,395,80,101,100,133.64,5.19
2211,23,209,334,1871,100,50.2,5.02
2212,729,288,67,2755,300,44.18,4.39
2213,1383,130,287,2044,200,183.52,1.03
2214,1313,258,199,1120,200,71.49,5.73
2215,1889,401,339,1481,100,133.47,4.86
2216,885,106,393,937,300,52.22,3.1
2217,244,10,104,2474,200,157.08,2.35
2218,1081,371,484,790,150,193.87,4.5
2219,1927,80,31,1958,250,176.88,5.05
2220,1819,79,227,2387,150,117.73,4.51
2221,85,400,478,2044,150,67.6,3.09
2222,1491,13,248,1573,400,96.31,3.75
2223,914,497,91,2557,400,189.02,1.86
2224,490,298,178,572,250,19.31,1.51
2225,1255,412,98,1479,250,20.92,3.98
2226,565,361,321,2138,200,157.85,2.07
2227,1534,85,273,2235,200,57.73,2.74
2228,1633,436,428,240,400,91.12,3.16
2229,415,189,155,2725,400,60.13,5.56
2230,148,364,430,1265,150,156.06,3.88
2231,1693,107,25,2556,250,168.07,1.18
2232,961,498,477,623,400,75.33,2.66
2233,556,78,372,1092,400,68.0,2.89
2234,50,290,337,1420,100,165.54,3.24
2235,678,100,439,1003,250,43.5,3.8
2236,421,155,261,1628,250,20.94,2.28
2237,113,142,158,2900,100,54.04,1.94
2238,1675,396,320,1189,250,161.07,3.09
2239,1802,296,211,2433,300,172.51,4.34
2240,516,258,43,1814,300,118.53,4.41
2241,1767,190,453,2753,200,180.02,1.05
2242,1342,16,111,27,300,127.43,4.16
2243,348,278,101,2347,400,175.28,2.38
2244,577,430,219,201,100,64.42,3.02
2245,655,171,396,2218,100,132.81,3.1
2246,119,408,498,2425,150,32.68,1.98
2247,809,337,322,344,300,90.95,4.45
2248,410,421,190,2402,100,53.94,0.99
2249,50,211,73,2624,300,63.76,4.76
2250,972,328,434,1330,100,68.71,1.36
2251,1098,340,47,1137,200,61.2,2.12
2252,344,437,273,2366,250,142.6,3.79
2253,985,407,305,497,150,170.28,1.34
2254,1521,133,28,31,200,101.2,1.99
2255,1428,181,217,66,400,182.48,4.5
2256,1779,300,101,137,150,122.34,3.24
2257,930,145,392,2622,150,164.57,1.09
2258,376,409,159,1390,100,23.07,4.82
2259,1571,64,226,61,150,77.36,4.5
2260,1371,206,251,2154,300,67.52,2.26
2261,1423,173,269,2310,300,83.24,4.82
2262,1770,140,368,2069,150,118.71,2.57
2263,1450,183,109,713,150,100.75,3.37
2264,1656,289,307,34,200,198.16,5.21
2265,1831,30,223,1463,250,66.23,4.31
2266,1313,205,132,73,150,56.66,5.07
2267,520,51,354,2335,100,7.17,3.38
2268,10,265,199,2329,100,61.31,3.68
2269,1389,41,30,2420,200,135.65,1.81
2270,1105,479,349,42,150,106.84,4.94
2271,1117,124,220,1767,400,177.17,4.12
2272,219,303,402,2766,100,199.76,4.52
2273,1922,488,306,1959,400,164.66,5.06
2274,518,418,408,1038,200,25.72,3.86
2275,1213,58,430,185,300,27.26,2.42
2276,1584,496,453,334,200,95.68,5.27
2277,263,83,161,41,100,35.26,4.38
2278,944,163,218,442,400,114.17,3.35
2279,1067,358,84,641,300,143.14,2.93
2280,393,234,397,2168,100,98.92,4.39
2281,263,449,399,1005,250,28.4,3.06
2282,942,436,347,950,400,157.97,2.14
2283,1398,95,10,2823,250,150.99,1.94
2284,1898,88,408,1497,100,77.07,2.85
2285,166,382,88,1338,200,198.5,5.78
2286,916,310,57,1510,250,116.86,2.0
2287,1563,214,384,2909,250,169.44,2.2
2288,1078,211,140,437,200,122.11,5.33
2289,230,297,100,1095,200,147.61,4.51
2290,176,348,258,2629,300,15.36,5.19
2291,1464,115,199,563,250,150.88,1.38
2292,1694,129,207,563,400,89.71,5.03
2293,1598,244,87,178,250,173.01,4.69
2294,1082,319,352,2412,300,142.23,4.96
2295,1695,105,331,1743,200,5.1,2.85
2296,46,165,200,2628,300,87.95,1.93
2297,833,266,347,2993,250,106.5,2.95
2298,1939,467,105,2774,150,104.23,5.42
2299,807,34,112,444,250,193.13,3.24
2300,1475,322,414,2558,150,97.04,3.33
2301,280,294,170,2101,400,63.26,4.11
2302,1116,87,352,384,100,191.06,3.57
2303,591,465,321,1455,200,49.1,5.5
2304,450,420,135,740,250,132.94,5.02
2305,1350,464,469,2168,150,180.3,2.97
2306,63,362,217,306,100,27.41,3.47
2307,435,247,55,785,300,169.04,2.29
2308,1937,475,43,798,250,132.47,2.04
2309,1235,274,390,515,200,52.93,4.58
2310,1390,218,496,1010,300,97.07,2.99
2311,1505,232,413,2112,300,184.63,4.76
2312,597,288,380,1993,150,43.0,1.61
2313,1362,441,89,1292,250,55.84,1.65
2314,1156,265,420,2126,200,46.87,1.64
2315,424,11,133,632,150,52.49,4.24
2316,942,314,375,621,100,156.13,5.61
2317,274,357,30,368,400,73.13,3.72
2318,399,213,421,650,100,66.49,3.15
2319,91,337,282,2974,200,127.36,1.09
2320,1107,254,118,1451,300,131.09,5.09
2321,81,169,485,870,200,85.66,4.92
2322,1831,479,74,2286,300,151.9,2.9
2323,1199,19,31,2091,150,45.89,3.63
2324,421,47,305,1456,250,143.35,3.04
2325,1082,402,444,1137,100,14.08,1.42
2326,447,363,412,2780,400,14.95,5.34
2327,1684,379,188,908,150,67.07,4.44
2328,1284,284,186,2738,400,165.8,3.8
2329,1460,172,480,395,250,148.87,5.74
2330,467,343,196,1167,150,193.71,3.16
2331,1198,369,179,855,100,165.57,3.62
2332,1185,492,69,486,100,135.15,2.56
2333,1807,305,500,2668,300,75.78,2.34
2334,1269,488,216,2613,100,66.72,4.94
2335,195,341,150,1229,400,72.7,3.26
2336,156,435,167,760,150,83.84,3.39
2337,83,442,323,670,300,53.93,4.65
2338,1752,497,170,2197,250,170.26,5.42
2339,246,92,257,1499,250,113.61,1.98
2340,1323,383,238,1297,200,6.58,5.21
2341,442,192,120,2133,400,89.02,3.42
2342,1875,426,401,1585,300,39.46,4.35
2343,860,183,317,636,400,116.31,2.15
2344,217,244,380,2348,100,183.6,1.49
2345,414,290,489,1963,200,55.76,5.26
2346,598,54,390,1708,250,93.55,2.38
2347,369,336,170,2785,400,175.23,2.22
2348,1515,77,122,1223,300,69.98,5.26
2349,879,293,338,2380,300,84.23,2.45
2350,911,360,126,1304,100,66.96,1.95
2351,1240,386,189,352,400,78.59,3.2
2352,698,351,70,1028,400,175.91,3.68
2353,525,402,171,2846,150,134.26,2.11
2354,306,457,265,1510,200,42.13,1.42
2355,1862,349,119,2270,200,49.64,2.96
2356,1459,472,118,1697,300,143.13,3.49
2357,1608,243,111,361,100,102.28,2.79
2358,1114,157,436,1978,300,49.78,3.29
2359,950,114,42,1732,250,105.95,5.37
2360,1347,405,322,1391,100,157.82,3.75
2361,1902,87,399,2687,400,147.73,4.48
2362,946,398,248,1657,250,110.65,4.38
2363,1444,307,433,1859,250,69.46,3.63
2364,18,138,367,2098,200,9.78,3.48
2365,569,218,472,2448,200,112.97,3.3
2366,1126,2,102,1709,100,101.39,2.78
2367,4,313,228,746,250,30.6,5.2
2368,1352,445,313,2395,150,190.43,3.85
2369,1824,453,394,1367,400,67.68,4.95
2370,609,452,363,2145,100,139.07,1.68
2371,785,387,70,2340,300,76.1,1.3
2372,1394,394,446,2031,100,62.64,1.71
2373,118,420,308,2770,100,170.54,5.3
2374,1107,69,265,2886,150,95.9,2.33
2375,843,2,457,1604,400,192.24,4.34
2376,1028,410,395,2692,150,106.03,4.82
2377,799,374,233,2257,250,186.11,2.22
2378,307,92,214,348,100,171.15,5.8
2379,1041,204,240,1025,400,176.45,4.94
2380,1020,430,439,96,150,111.7,5.98
2381,252,431,92,1161,400,176.7,4.75
2382,1993,493,115,366,100,86.21,5.14
2383,711,290,465,1978,100,161.4,4.66
2384,294,112,432,1461,200,132.08,1.58
2385,63,492,273,2189,250,6.36,5.66
2386,373,16,220,2635,400,71.51,3.4
2387,1209,29,214,494,150,134.02,1.5
2388,1230,236,462,1462,250,77.67,3.52
2389,1152,148,205,2856,250,12.35,1.69
2390,1732,405,390,1564,200,174.21,3.58
2391,1593,165,331,1015,100,183.99,5.17
2392,499,310,326,526,400,99.52,3.47
2393,111,263,193,2809,100,185.25,1.5
2394,882,49,224,1426,100,3.84,3.46
2395,85,398,128,2876,250,37.1,4.31
2396,1511,6,124,68,200,61.25,4.2
2397,664,331,496,1776,400,3.93,3.33
2398,1428,250,220,914,400,65.62,2.03
2399,1400,71,232,1207,400,128.01,4.11
2400,915,282,412,2943,250,164.11,3.4
2401,276,467,323,902,250,82.7,4.66
2402,121,44,456,1330,100,57.24,4.7
2403,121,371,254,2410,300,6.78,3.38
2404,1869,156,266,345,200,197.18,2.02
2405,964,485,398,2167,300,185.81,1.77
2406,1640,207,301,2391,300,90.59,3.76
2407,71,331,46,1355,150,192.39,3.81
2408,863,185,236,1369,300,135.59,3.58
2409,411,391,254,1467,400,162.0,5.5
2410,1349,465,185,2369,250,137.87,2.49
2411,1358,343,122,687,100,78.6,2.21
2412,323,162,214,282,400,95.28,1.83
2413,1687,396,119,1958,150,15.45,1.42
2414,1132,173,140,618,100,114.38,2.56
2415,1101,240,213,1203,400,199.62,5.73
2416,1385,403,499,1816,100,64.26,2.67
2417,1869,167,27,2081,400,126.13,1.1
2418,1131,186,282,2443,200,37.49,2.64
2419,592,118,428,56,250,45.28,4.92
2420,913,148,194,2748,400,69.93,5.1
2421,1346,7,6,2045,200,72.7,4.42
2422,907,20,496,1361,200,28.44,2.83
2423,1533,262,427,75,150,179.25,3.38
2424,1954,391,173,1423,400,81.51,4.29
2425,157,84,424,2796,400,61.2,1.06
2426,554,281,231,2866,200,11.53,4.73
2427,1554,348,337,2985,250,177.23,2.43
2428,638,5,490,1412,100,41.24,1.63
2429,874,270,261,1591,300,117.98,1.26
2430,1335,130,287,1344,150,28.27,3.75
2431,979,406,364,1125,300,41.72,2.23
2432,332,120,141,2611,200,98.02,3.38
2433,978,162,405,948,300,104.56,2.59
2434,363,329,239,995,250,184.79,2.86
2435,1128,290,77,2506,250,3.97,5.41
2436,1254,431,205,1955,300,20.29,4.94
2437,861,378,246,901,250,123.68,2.51
2438,379,244,91,1491,150,154.23,1.65
2439,1947,495,83,721,100,161.04,5.53
2440,1703,79,86,1689,200,126.3,2.87
2441,242,482,165,2000,300,108.32,3.7
2442,438,267,219,2057,300,72.12,2.51
2443,37,174,319,2146,200,95.22,4.74
2444,180,132,74,1148,100,159.34,2.62
2445,548,29,220,83,400,197.02,5.86
2446,1038,301,392,692,200,71.46,1.79
2447,259,51,394,1014,100,14.39,4.62
2448,1514,136,41,823,150,30.76,2.68
2449,725,236,183,84,100,79.02,3.09
2450,1201,161,333,1268,300,41.4,3.03
2451,731,73,41,2683,300,51.37,4.36
2452,1648,422,267,1602,400,81.19,2.26
2453,1746,489,21,2920,250,105.52,3.18
2454,1911,75,192,1198,150,59.17,3.57
2455,1515,289,330,563,100,165.89,3.59
2456,1269,453,387,57,100,196.31,2.49
2457,1394,231,233,2863,200,168.04,4.87
2458,977,174,14,1166,250,161.4,5.45
2459,1855,453,346,461,100,139.41,3.75
2460,1628,128,473,96,400,23.03,5.19
2461,951,485,153,723,300,193.41,3.52
2462,461,335,266,1856,200,138.69,1.11
2463,427,328,99,1582,200,170.52,2.97
2464,32,210,266,1047,400,39.39,4.38
2465,170,122,458,1493,200,143.06,2.53
2466,408,265,262,2395,200,188.92,2.82
2467,1062,175,154,1760,400,190.37,3.27
2468,326,10,89,1586,250,77.46,3.34
2469,1243,431,64,968,300,56.4,2.62
2470,1184,263,110,2726,200,66.29,4.06
2471,1681,86,428,117,200,8.89,3.65
2472,1340,386,487,1589,150,189.89,5.02
2473,1957,356,167,615,100,48.69,1.96
2474,1581,220,399,1612,400,103.25,4.98
2475,1094,453,253,1865,300,132.1,5.05
2476,1682,280,210,485,400,49.93,4.64
2477,639,439,40,2947,250,117.67,3.63
2478,1159,50,384,1359,150,31.85,2.36
2479,1857,133,223,337,250,152.69,5.24
2480,17,108,236,1936,250,86.88,5.24
2481,146,408,469,2741,150,196.31,4.23
2482,845,66,438,2165,200,162.01,4.01
2483,603,141,430,1334,300,21.09,2.66
2484,1134,219,239,2317,100,63.71,3.49
2485,1799,99,166,1320,100,52.0,5.21
2486,1864,464,45,1196,250,29.51,4.57
2487,1910,228,107,186,400,181.83,3.83
2488,61,59,238,2005,200,176.55,4.3
2489,1643,255,416,827,250,92.03,2.36
2490,1565,52,244,1112,400,115.02,3.16
2491,1851,98,348,1004,150,57.37,5.67
2492,1721,499,466,232,400,50.2,5.26
2493,316,482,66,172,200,35.09,4.41
2494,1372,283,302,182,200,3.62,5.65
2495,134,462,314,2510,150,8.0,3.08
2496,455,303,108,2721,200,191.5,4.1
2497,339,391,423,2526,200,180.46,3.03
2498,1361,253,366,1592,100,141.63,4.82
2499,627,320,225,1412,200,118.72,5.03
2500,926,476,237,543,200,62.77,4.75
2501,266,289,279,1302,150,34.93,3.1
2502,347,99,252,495,400,63.82,2.67
